@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R2,6,10-11,13-14,16-17'

@attribute Perimeter numeric
@attribute Eccentricity numeric
@attribute Solidity numeric
@attribute roundness numeric
@attribute ShapeFactor1 numeric
@attribute ShapeFactor2 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.410345,0.797795,0.846162,0.553641,0.304885,0.222579,0.824456,BARBUNYA
0.434196,0.807639,0.773387,0.463349,0.307313,0.217996,0.933295,BARBUNYA
0.406441,0.802324,0.821244,0.571077,0.30404,0.223185,0.965905,BARBUNYA
0.398356,0.77018,0.811874,0.606632,0.290946,0.246782,0.917439,BARBUNYA
0.392512,0.800158,0.798295,0.631869,0.305513,0.219064,0.792046,BARBUNYA
0.405471,0.651807,0.778333,0.579045,0.252152,0.332101,0.96337,BARBUNYA
0.391594,0.765043,0.855278,0.637164,0.288582,0.250465,0.917021,BARBUNYA
0.400536,0.810137,0.87703,0.599451,0.306887,0.2159,0.95475,BARBUNYA
0.428091,0.865598,0.771271,0.491612,0.33878,0.163742,0.795851,BARBUNYA
0.390999,0.815801,0.870963,0.640453,0.311215,0.207953,0.851126,BARBUNYA
0.417492,0.898585,0.839762,0.532693,0.359311,0.134755,0.847728,BARBUNYA
0.370533,0.620049,0.874256,0.733669,0.245283,0.348466,0.879856,BARBUNYA
0.42996,0.637348,0.812009,0.48595,0.248299,0.340481,0.949574,BARBUNYA
0.398106,0.760222,0.838535,0.611633,0.286732,0.253017,0.892618,BARBUNYA
0.406252,0.835887,0.776297,0.57814,0.319205,0.193668,0.943117,BARBUNYA
0.413957,0.842696,0.811262,0.547593,0.322857,0.187548,0.935455,BARBUNYA
0.383351,0.7577,0.886554,0.676652,0.284452,0.256966,0.956941,BARBUNYA
0.373615,0.829496,0.905802,0.722045,0.31534,0.199101,0.951407,BARBUNYA
0.386577,0.752914,0.824526,0.664534,0.286119,0.252445,0.729543,BARBUNYA
0.408679,0.821646,0.852802,0.572172,0.31159,0.204623,0.922792,BARBUNYA
0.396991,0.739283,0.847861,0.621687,0.276868,0.270423,0.964517,BARBUNYA
0.408695,0.8268,0.848408,0.576032,0.312371,0.201336,0.973327,BARBUNYA
0.419683,0.847271,0.833803,0.532639,0.323571,0.182801,0.939669,BARBUNYA
0.375408,0.817726,0.914751,0.720538,0.308504,0.207746,0.936544,BARBUNYA
0.450842,0.646126,0.790162,0.42052,0.250414,0.32843,0.831203,BARBUNYA
0.512427,0.801189,0.781789,0.231069,0.301728,0.21827,0.853438,BARBUNYA
0.462776,0.855517,0.775281,0.382127,0.327605,0.174524,0.91903,BARBUNYA
0.38796,0.725681,0.902245,0.668295,0.270683,0.279456,0.969865,BARBUNYA
0.427834,0.862262,0.718709,0.50597,0.336091,0.161463,0.662007,BARBUNYA
0.414538,0.819911,0.826378,0.557728,0.309345,0.203982,0.891263,BARBUNYA
0.442973,0.813696,0.749868,0.451543,0.305307,0.210649,0.944763,BARBUNYA
0.390448,0.834609,0.886592,0.660697,0.314763,0.193528,0.965077,BARBUNYA
0.370979,0.653687,0.890198,0.750629,0.249796,0.325442,0.905771,BARBUNYA
0.399338,0.530512,0.757258,0.624658,0.22339,0.396667,0.876616,BARBUNYA
0.403783,0.821011,0.840152,0.606109,0.308863,0.20247,0.890724,BARBUNYA
0.401196,0.782984,0.870382,0.617917,0.290734,0.234865,0.951316,BARBUNYA
0.415637,0.719589,0.766667,0.559098,0.269099,0.279167,0.867548,BARBUNYA
0.44338,0.882573,0.757331,0.454785,0.341784,0.150529,0.960081,BARBUNYA
0.403838,0.858072,0.784127,0.60707,0.329118,0.169125,0.833108,BARBUNYA
0.422217,0.736516,0.769432,0.533449,0.273781,0.268985,0.923076,BARBUNYA
0.401448,0.762431,0.868504,0.617572,0.282811,0.250032,0.933958,BARBUNYA
0.436545,0.740946,0.800035,0.480641,0.274561,0.266655,0.953758,BARBUNYA
0.436682,0.701559,0.636242,0.480638,0.26286,0.292005,0.881687,BARBUNYA
0.433489,0.845184,0.753198,0.492517,0.319718,0.182983,0.93513,BARBUNYA
0.399906,0.847399,0.860168,0.626664,0.320847,0.180613,0.924082,BARBUNYA
0.428001,0.805172,0.796724,0.514748,0.299518,0.216549,0.946496,BARBUNYA
0.400899,0.687908,0.821678,0.623111,0.257037,0.304291,0.96777,BARBUNYA
0.409159,0.787168,0.782807,0.590442,0.291474,0.230585,0.942744,BARBUNYA
0.385639,0.701392,0.884012,0.691298,0.260996,0.293967,0.94666,BARBUNYA
0.382052,0.856594,0.90353,0.707654,0.324792,0.173217,0.95699,BARBUNYA
0.438152,0.852984,0.804769,0.479486,0.323746,0.174573,0.894787,BARBUNYA
0.384072,0.850256,0.892682,0.69983,0.321575,0.177688,0.923854,BARBUNYA
0.385907,0.760099,0.925716,0.692107,0.280333,0.251223,0.945155,BARBUNYA
0.40667,0.804844,0.789367,0.603133,0.29863,0.216069,0.9393,BARBUNYA
0.388283,0.65833,0.865536,0.682103,0.248887,0.321255,0.916465,BARBUNYA
0.407568,0.711577,0.817871,0.600055,0.263929,0.285631,0.924359,BARBUNYA
0.3966,0.890917,0.905587,0.647556,0.345161,0.14175,0.959128,BARBUNYA
0.378742,0.728416,0.893215,0.727719,0.268384,0.27469,0.960074,BARBUNYA
0.426651,0.768196,0.840257,0.526768,0.283085,0.243854,0.922366,BARBUNYA
0.378679,0.774448,0.900668,0.729004,0.2857,0.238548,0.90783,BARBUNYA
0.408855,0.850331,0.868715,0.597643,0.321138,0.176421,0.898556,BARBUNYA
0.388221,0.824878,0.920003,0.685912,0.306456,0.200498,0.982963,BARBUNYA
0.388264,0.850994,0.903261,0.686943,0.320413,0.176982,0.944122,BARBUNYA
0.397314,0.724222,0.849505,0.648146,0.267138,0.275657,0.915433,BARBUNYA
0.408325,0.815751,0.86676,0.602349,0.302723,0.205789,0.917827,BARBUNYA
0.399815,0.712224,0.779889,0.638273,0.264637,0.280689,0.824557,BARBUNYA
0.448368,0.765012,0.806833,0.45065,0.280264,0.24727,0.968548,BARBUNYA
0.385929,0.866149,0.904117,0.701112,0.328466,0.163034,0.93575,BARBUNYA
0.396888,0.761628,0.865553,0.653846,0.28073,0.245204,0.839602,BARBUNYA
0.464594,0.795898,0.750765,0.39685,0.293769,0.22019,0.880666,BARBUNYA
0.399505,0.769919,0.84988,0.643981,0.282792,0.240406,0.888369,BARBUNYA
0.447491,0.797759,0.812447,0.457314,0.292839,0.22101,0.960516,BARBUNYA
0.434413,0.819341,0.838915,0.505596,0.302144,0.203989,0.97908,BARBUNYA
0.426382,0.758418,0.731102,0.536121,0.278501,0.248289,0.87027,BARBUNYA
0.403758,0.731004,0.842109,0.628082,0.267619,0.270483,0.935323,BARBUNYA
0.407778,0.83372,0.870213,0.611456,0.310776,0.188812,0.875051,BARBUNYA
0.418375,0.853374,0.876227,0.568669,0.31962,0.17447,0.96191,BARBUNYA
0.386312,0.771067,0.913123,0.705015,0.28214,0.240105,0.917579,BARBUNYA
0.391515,0.663446,0.867456,0.6823,0.246708,0.317857,0.970459,BARBUNYA
0.415539,0.824448,0.854824,0.581849,0.304497,0.198383,0.945922,BARBUNYA
0.400399,0.739154,0.846683,0.645137,0.269828,0.264193,0.935138,BARBUNYA
0.422905,0.792024,0.824769,0.553699,0.291031,0.221831,0.863228,BARBUNYA
0.381781,0.732906,0.905476,0.729009,0.267417,0.268636,0.937912,BARBUNYA
0.394753,0.775912,0.863089,0.671923,0.283008,0.236181,0.927842,BARBUNYA
0.435465,0.876949,0.808191,0.507944,0.33239,0.15288,0.959579,BARBUNYA
0.377198,0.711784,0.895832,0.752759,0.259976,0.283679,0.948921,BARBUNYA
0.430432,0.796442,0.863419,0.527518,0.290595,0.2211,0.962339,BARBUNYA
0.40821,0.505726,0.824609,0.616058,0.212767,0.407878,0.950513,BARBUNYA
0.389666,0.706217,0.730155,0.696898,0.262728,0.276864,0.661874,BARBUNYA
0.397965,0.604721,0.870481,0.660465,0.231574,0.352919,0.955566,BARBUNYA
0.404471,0.832482,0.825126,0.633005,0.307977,0.189869,0.906485,BARBUNYA
0.406901,0.804533,0.866264,0.624791,0.293695,0.213714,0.946196,BARBUNYA
0.41763,0.648966,0.788588,0.581415,0.241396,0.325393,0.961089,BARBUNYA
0.39398,0.777469,0.869258,0.681072,0.282325,0.234604,0.938335,BARBUNYA
0.413807,0.730089,0.81264,0.597144,0.265325,0.269368,0.928133,BARBUNYA
0.379154,0.8059,0.946693,0.748695,0.294066,0.212471,0.946136,BARBUNYA
0.410745,0.809732,0.894262,0.610144,0.296304,0.208384,0.914153,BARBUNYA
0.413649,0.766758,0.81828,0.599202,0.278399,0.241528,0.906985,BARBUNYA
0.379925,0.638671,0.896941,0.74789,0.23907,0.329272,0.908404,BARBUNYA
0.458441,0.785445,0.802576,0.433167,0.285629,0.226382,0.888952,BARBUNYA
0.409943,0.764843,0.833911,0.616653,0.278484,0.240177,0.832025,BARBUNYA
0.470172,0.832928,0.859161,0.394734,0.305928,0.189636,0.942614,BARBUNYA
0.421644,0.694543,0.820797,0.570908,0.252739,0.294438,0.957998,BARBUNYA
0.393187,0.807561,0.896284,0.690607,0.294711,0.208632,0.886461,BARBUNYA
0.401291,0.836384,0.8964,0.656355,0.306998,0.18701,0.959463,BARBUNYA
0.419687,0.878357,0.870619,0.580342,0.33078,0.150206,0.953773,BARBUNYA
0.391817,0.77501,0.904141,0.698096,0.28071,0.234022,0.89139,BARBUNYA
0.484927,0.8016,0.6851,0.349241,0.292867,0.211098,0.819693,BARBUNYA
0.436235,0.838664,0.802447,0.516776,0.307944,0.185066,0.962126,BARBUNYA
0.454789,0.853544,0.745311,0.449699,0.316294,0.171556,0.935464,BARBUNYA
0.40943,0.840317,0.859428,0.623399,0.309317,0.182538,0.925161,BARBUNYA
0.386099,0.848163,0.930232,0.72576,0.313165,0.176093,0.93558,BARBUNYA
0.417646,0.790039,0.803159,0.592431,0.285865,0.222168,0.898169,BARBUNYA
0.404969,0.846379,0.898014,0.645317,0.311515,0.177567,0.944048,BARBUNYA
0.42753,0.838613,0.882679,0.553831,0.307532,0.183912,0.936379,BARBUNYA
0.415363,0.659357,0.781737,0.602694,0.242278,0.315437,0.926149,BARBUNYA
0.408926,0.573145,0.841258,0.630001,0.22321,0.365166,0.875921,BARBUNYA
0.374107,0.844871,0.971781,0.78726,0.310052,0.178889,0.954383,BARBUNYA
0.487525,0.842572,0.771477,0.346837,0.30904,0.180211,0.934823,BARBUNYA
0.5065,0.763713,0.819564,0.289828,0.274214,0.24273,0.928013,BARBUNYA
0.415025,0.715443,0.870795,0.606979,0.257355,0.278303,0.948572,BARBUNYA
0.419041,0.751201,0.842949,0.592555,0.268995,0.252257,0.943464,BARBUNYA
0.403447,0.672056,0.862729,0.658346,0.245212,0.304732,0.884482,BARBUNYA
0.398762,0.766924,0.862933,0.678993,0.274742,0.239929,0.929332,BARBUNYA
0.395254,0.780598,0.876256,0.695648,0.280343,0.228391,0.898078,BARBUNYA
0.399068,0.699082,0.902705,0.67907,0.2517,0.288448,0.93617,BARBUNYA
0.422477,0.844838,0.886706,0.582152,0.309715,0.176434,0.892893,BARBUNYA
0.417981,0.827896,0.820164,0.600711,0.299982,0.192254,0.952084,BARBUNYA
0.40316,0.759564,0.834988,0.662755,0.272179,0.243602,0.885689,BARBUNYA
0.428063,0.902716,0.824733,0.561581,0.343706,0.126513,0.96363,BARBUNYA
0.411383,0.800148,0.879969,0.629567,0.286619,0.215006,0.968752,BARBUNYA
0.418608,0.738068,0.815765,0.60118,0.265437,0.255846,0.799045,BARBUNYA
0.417771,0.628409,0.819987,0.606491,0.231657,0.33366,0.951306,BARBUNYA
0.428342,0.767693,0.852893,0.565647,0.273597,0.237432,0.90725,BARBUNYA
0.45886,0.834825,0.757733,0.454518,0.303116,0.183108,0.868201,BARBUNYA
0.384347,0.620308,0.900125,0.756432,0.230661,0.333649,0.845892,BARBUNYA
0.416853,0.746259,0.880407,0.614726,0.26515,0.252927,0.910856,BARBUNYA
0.396526,0.687228,0.892295,0.701837,0.247553,0.2915,0.848423,BARBUNYA
0.419254,0.766098,0.840455,0.606244,0.272105,0.238075,0.908165,BARBUNYA
0.416164,0.819978,0.869406,0.624244,0.292517,0.197443,0.972487,BARBUNYA
0.4776,0.763364,0.706155,0.39825,0.269052,0.241044,0.960086,BARBUNYA
0.448724,0.807463,0.76624,0.498965,0.286689,0.207133,0.964712,BARBUNYA
0.452896,0.811378,0.84004,0.484176,0.288106,0.204416,0.97985,BARBUNYA
0.422033,0.799617,0.805017,0.601949,0.285716,0.208688,0.815344,BARBUNYA
0.424344,0.846775,0.833124,0.593317,0.305418,0.174803,0.969236,BARBUNYA
0.424097,0.828574,0.802658,0.594385,0.297579,0.187639,0.887302,BARBUNYA
0.430647,0.729664,0.831319,0.569806,0.257982,0.262272,0.880628,BARBUNYA
0.42477,0.846553,0.819446,0.596718,0.304729,0.173592,0.939797,BARBUNYA
0.439118,0.733047,0.847934,0.541026,0.257643,0.260736,0.921292,BARBUNYA
0.427719,0.717656,0.834013,0.585838,0.252237,0.272228,0.943722,BARBUNYA
0.419034,0.714434,0.861742,0.622331,0.252265,0.271363,0.862752,BARBUNYA
0.466503,0.869749,0.746861,0.443862,0.317548,0.152807,0.919695,BARBUNYA
0.503324,0.829688,0.673126,0.325923,0.296464,0.185557,0.881022,BARBUNYA
0.448885,0.887124,0.820178,0.509539,0.326981,0.137934,0.956607,BARBUNYA
0.435058,0.838281,0.842385,0.56227,0.298584,0.180736,0.971964,BARBUNYA
0.396974,0.69196,0.905,0.721389,0.244908,0.285628,0.855404,BARBUNYA
0.394562,0.702698,0.870982,0.732276,0.245993,0.283129,0.983806,BARBUNYA
0.423444,0.804298,0.867125,0.609942,0.283106,0.206661,0.923807,BARBUNYA
0.414523,0.74422,0.860529,0.648616,0.259329,0.252004,0.936537,BARBUNYA
0.419752,0.784226,0.884075,0.627638,0.273666,0.222908,0.956165,BARBUNYA
0.422608,0.840461,0.895023,0.616395,0.299256,0.177496,0.94059,BARBUNYA
0.436691,0.727369,0.866753,0.560655,0.254091,0.262392,0.897237,BARBUNYA
0.432609,0.813705,0.86972,0.576697,0.287188,0.197769,0.889257,BARBUNYA
0.430986,0.78397,0.806324,0.584348,0.273385,0.2224,0.942202,BARBUNYA
0.453404,0.723289,0.828137,0.500205,0.253692,0.261959,0.813155,BARBUNYA
0.420726,0.819496,0.906987,0.626781,0.288111,0.195034,0.962954,BARBUNYA
0.420914,0.736224,0.872117,0.628018,0.254746,0.258477,0.982359,BARBUNYA
0.401312,0.658571,0.891968,0.711925,0.232785,0.30902,0.940482,BARBUNYA
0.389651,0.803359,0.939032,0.765143,0.280933,0.206687,0.932518,BARBUNYA
0.431244,0.765902,0.819719,0.587395,0.265159,0.236339,0.969508,BARBUNYA
0.401978,0.762141,0.860985,0.710147,0.264999,0.236589,0.893033,BARBUNYA
0.410409,0.576133,0.832718,0.673938,0.214581,0.35589,0.893816,BARBUNYA
0.419058,0.76536,0.867633,0.638206,0.265821,0.234277,0.899869,BARBUNYA
0.433385,0.813832,0.877734,0.582058,0.284552,0.198301,0.944922,BARBUNYA
0.432224,0.822326,0.873264,0.589188,0.288949,0.189436,0.88521,BARBUNYA
0.440608,0.849041,0.780294,0.556928,0.301408,0.168717,0.931337,BARBUNYA
0.474729,0.763401,0.796394,0.435453,0.26307,0.236391,0.94619,BARBUNYA
0.456239,0.772084,0.788241,0.502979,0.265499,0.230023,0.960151,BARBUNYA
0.46662,0.90298,0.796831,0.468949,0.332909,0.120158,0.922183,BARBUNYA
0.445142,0.803326,0.824537,0.548587,0.277391,0.205176,0.947255,BARBUNYA
0.442241,0.803545,0.813971,0.560072,0.277864,0.204107,0.919344,BARBUNYA
0.425611,0.73444,0.85473,0.626743,0.251135,0.256365,0.95586,BARBUNYA
0.441456,0.817687,0.862927,0.565817,0.283249,0.19319,0.938589,BARBUNYA
0.417958,0.784356,0.851837,0.660858,0.269056,0.218911,0.93397,BARBUNYA
0.44525,0.78731,0.808605,0.551861,0.270686,0.215689,0.903608,BARBUNYA
0.465763,0.736529,0.750743,0.477396,0.252719,0.251211,0.861006,BARBUNYA
0.413808,0.735871,0.857314,0.679614,0.25164,0.253426,0.912956,BARBUNYA
0.428937,0.85032,0.892434,0.617834,0.298779,0.166215,0.940099,BARBUNYA
0.410047,0.582553,0.872662,0.697957,0.211225,0.350809,0.944525,BARBUNYA
0.415234,0.735031,0.887136,0.676693,0.249906,0.255455,0.967306,BARBUNYA
0.428852,0.749115,0.823273,0.620959,0.255492,0.243198,0.903836,BARBUNYA
0.422102,0.859723,0.877361,0.65031,0.30358,0.156877,0.906049,BARBUNYA
0.471818,0.83338,0.824544,0.462148,0.288674,0.180329,0.963347,BARBUNYA
0.461385,0.812884,0.732049,0.49903,0.282757,0.190369,0.745364,BARBUNYA
0.411893,0.721215,0.87902,0.69489,0.245659,0.262642,0.912255,BARBUNYA
0.423422,0.731713,0.837354,0.647531,0.248691,0.255226,0.913517,BARBUNYA
0.434773,0.815279,0.86819,0.602082,0.27958,0.194758,0.968069,BARBUNYA
0.447382,0.849339,0.868078,0.558062,0.295034,0.166534,0.973128,BARBUNYA
0.414091,0.604144,0.821659,0.695209,0.212914,0.336872,0.961513,BARBUNYA
0.435646,0.843337,0.899563,0.606038,0.293494,0.167973,0.853205,BARBUNYA
0.405779,0.799079,0.930455,0.739657,0.270262,0.204536,0.930169,BARBUNYA
0.435442,0.85292,0.83482,0.614406,0.296635,0.159723,0.871683,BARBUNYA
0.439717,0.781808,0.874255,0.598454,0.262555,0.218233,0.955755,BARBUNYA
0.432458,0.802429,0.856698,0.62759,0.270772,0.202792,0.964657,BARBUNYA
0.418988,0.769812,0.856931,0.684282,0.258758,0.22524,0.899432,BARBUNYA
0.432675,0.767886,0.82102,0.629109,0.256622,0.228569,0.966288,BARBUNYA
0.404973,0.82614,0.913473,0.748332,0.281226,0.182963,0.93714,BARBUNYA
0.462561,0.723886,0.845355,0.516515,0.242168,0.2575,0.908841,BARBUNYA
0.427792,0.81209,0.898854,0.652726,0.274952,0.19247,0.893765,BARBUNYA
0.429457,0.806215,0.873198,0.645927,0.271502,0.198584,0.946202,BARBUNYA
0.443946,0.722434,0.802005,0.587992,0.241183,0.258844,0.924938,BARBUNYA
0.411124,0.82675,0.931311,0.724576,0.280355,0.182864,0.964692,BARBUNYA
0.449888,0.865377,0.86936,0.567764,0.299904,0.150482,0.959952,BARBUNYA
0.473129,0.804372,0.746807,0.48344,0.270679,0.198316,0.90412,BARBUNYA
0.419631,0.787845,0.828932,0.69181,0.26297,0.212168,0.948944,BARBUNYA
0.414607,0.842346,0.927313,0.713825,0.287116,0.16969,0.963845,BARBUNYA
0.473042,0.736114,0.780793,0.485479,0.24457,0.248538,0.920804,BARBUNYA
0.44814,0.804229,0.799977,0.578103,0.270092,0.197981,0.900876,BARBUNYA
0.425217,0.615905,0.85555,0.675137,0.210751,0.325745,0.959965,BARBUNYA
0.428696,0.81145,0.89176,0.661183,0.271915,0.192244,0.916687,BARBUNYA
0.447377,0.825697,0.814277,0.587315,0.27881,0.17977,0.87673,BARBUNYA
0.417934,0.632081,0.89909,0.711521,0.213889,0.314377,0.93323,BARBUNYA
0.452197,0.736945,0.843535,0.573156,0.242286,0.246966,0.939024,BARBUNYA
0.406528,0.604087,0.893483,0.765627,0.206603,0.331672,0.969934,BARBUNYA
0.44997,0.827444,0.879176,0.584161,0.277322,0.179107,0.930362,BARBUNYA
0.458293,0.726566,0.784248,0.554238,0.238108,0.253633,0.942148,BARBUNYA
0.491942,0.682823,0.776888,0.436612,0.226123,0.280117,0.87995,BARBUNYA
0.455162,0.834412,0.852861,0.567402,0.279441,0.174115,0.964317,BARBUNYA
0.498567,0.841273,0.802269,0.416504,0.28329,0.167053,0.916392,BARBUNYA
0.46923,0.874921,0.74432,0.521679,0.300475,0.138563,0.921938,BARBUNYA
0.432008,0.525761,0.855166,0.666687,0.190727,0.369421,0.908433,BARBUNYA
0.418117,0.69786,0.872496,0.728662,0.228083,0.269767,0.90145,BARBUNYA
0.448256,0.779881,0.831694,0.604678,0.254872,0.212953,0.901208,BARBUNYA
0.448895,0.744468,0.81929,0.603832,0.241298,0.239327,0.939852,BARBUNYA
0.426465,0.768073,0.872233,0.697883,0.248991,0.222408,0.944586,BARBUNYA
0.478847,0.792414,0.844558,0.497303,0.257677,0.204457,0.953536,BARBUNYA
0.454686,0.757381,0.815484,0.591176,0.245463,0.225602,0.835875,BARBUNYA
0.410066,0.798718,0.927828,0.778417,0.259118,0.199294,0.960511,BARBUNYA
0.48157,0.857553,0.793369,0.493619,0.289145,0.148457,0.806244,BARBUNYA
0.445011,0.804093,0.813871,0.633571,0.261897,0.19217,0.874816,BARBUNYA
0.458873,0.700418,0.793813,0.579732,0.224525,0.268169,0.972566,BARBUNYA
0.485858,0.775037,0.783732,0.484594,0.248194,0.216323,0.972732,BARBUNYA
0.469584,0.724492,0.756971,0.544202,0.231983,0.248896,0.894356,BARBUNYA
0.460845,0.670953,0.847233,0.582529,0.215845,0.282575,0.894134,BARBUNYA
0.4236,0.857306,0.935574,0.734545,0.28433,0.149986,0.913227,BARBUNYA
0.480772,0.808752,0.781978,0.509626,0.260418,0.189653,0.954149,BARBUNYA
0.526119,0.885031,0.760491,0.362845,0.299592,0.126731,0.928354,BARBUNYA
0.490184,0.786602,0.925107,0.484096,0.250383,0.204367,0.92204,BARBUNYA
0.475857,0.787649,0.835541,0.536769,0.249828,0.204342,0.9556,BARBUNYA
0.485256,0.786597,0.807129,0.505749,0.249949,0.202818,0.890303,BARBUNYA
0.44017,0.774191,0.879538,0.678595,0.244198,0.213459,0.946764,BARBUNYA
0.449681,0.770385,0.837311,0.642779,0.242497,0.215382,0.932036,BARBUNYA
0.434784,0.85784,0.948716,0.705161,0.281052,0.147718,0.913185,BARBUNYA
0.459744,0.779002,0.869071,0.604689,0.245076,0.209611,0.952224,BARBUNYA
0.447332,0.730082,0.899061,0.653821,0.228374,0.243752,0.949723,BARBUNYA
0.461487,0.731612,0.814368,0.601836,0.228161,0.24217,0.948534,BARBUNYA
0.468235,0.80319,0.843492,0.57641,0.253868,0.191144,0.949101,BARBUNYA
0.466493,0.751793,0.854006,0.583215,0.234677,0.228183,0.945537,BARBUNYA
0.450289,0.820667,0.874215,0.647934,0.260752,0.178074,0.965911,BARBUNYA
0.501987,0.857429,0.696739,0.458788,0.282909,0.142186,0.711867,BARBUNYA
0.440674,0.706397,0.839047,0.687973,0.221446,0.255454,0.860356,BARBUNYA
0.493188,0.790976,0.817755,0.494926,0.246838,0.199959,0.974848,BARBUNYA
0.459932,0.802331,0.879191,0.617102,0.251507,0.1912,0.965245,BARBUNYA
0.511182,0.839133,0.793693,0.438353,0.267647,0.161552,0.935901,BARBUNYA
0.448011,0.712217,0.86321,0.674654,0.218798,0.252482,0.949014,BARBUNYA
0.46373,0.822747,0.863374,0.612348,0.258534,0.174177,0.953176,BARBUNYA
0.497787,0.85298,0.842865,0.489957,0.27292,0.149871,0.944409,BARBUNYA
0.472145,0.820528,0.823913,0.581968,0.257174,0.175779,0.95604,BARBUNYA
0.521268,0.832157,0.807345,0.415769,0.261625,0.166712,0.967832,BARBUNYA
0.458109,0.833286,0.837645,0.642361,0.262253,0.164371,0.926159,BARBUNYA
0.430443,0.653055,0.898916,0.760237,0.202007,0.286311,0.905755,BARBUNYA
0.468547,0.831406,0.860641,0.617902,0.258416,0.163739,0.913744,BARBUNYA
0.5574,0.67977,0.564672,0.325108,0.206176,0.267119,0.883593,BARBUNYA
0.466925,0.703922,0.82967,0.62901,0.211676,0.252664,0.914159,BARBUNYA
0.441286,0.736872,0.916696,0.734899,0.220947,0.231601,0.932409,BARBUNYA
0.442085,0.830978,0.913697,0.732072,0.256277,0.164449,0.954225,BARBUNYA
0.490894,0.874315,0.830803,0.544373,0.279033,0.127661,0.884936,BARBUNYA
0.455451,0.804023,0.901587,0.690954,0.2417,0.183706,0.968848,BARBUNYA
0.474351,0.812427,0.814097,0.617862,0.246354,0.174622,0.874924,BARBUNYA
0.462185,0.75478,0.889175,0.6718,0.222782,0.216417,0.924597,BARBUNYA
0.514463,0.916409,0.866178,0.491125,0.299074,0.089787,0.926893,BARBUNYA
0.520474,0.77326,0.833917,0.477021,0.225511,0.20203,0.944071,BARBUNYA
0.535257,0.836037,0.77567,0.430631,0.251936,0.153946,0.872825,BARBUNYA
0.47601,0.82808,0.914076,0.643631,0.246128,0.161022,0.935208,BARBUNYA
0.498125,0.779113,0.828818,0.563126,0.226507,0.19548,0.900383,BARBUNYA
0.50711,0.75164,0.801969,0.542856,0.213781,0.214982,0.970283,BARBUNYA
0.494123,0.647141,0.833132,0.589569,0.185685,0.279192,0.94519,BARBUNYA
0.549027,0.813097,0.828099,0.415656,0.234804,0.16947,0.936847,BARBUNYA
0.523706,0.769631,0.760317,0.504693,0.216603,0.199528,0.944005,BARBUNYA
0.529246,0.855267,0.918647,0.524528,0.24442,0.13274,0.948133,BARBUNYA
0.511582,0.807557,0.82992,0.604185,0.22151,0.163228,0.834843,BARBUNYA
0.528292,0.808304,0.850015,0.550634,0.219346,0.164619,0.928185,BARBUNYA
0.507237,0.816869,0.876244,0.675307,0.213547,0.154114,0.95768,BARBUNYA
0.571688,0.659671,0.787512,0.595824,0.143057,0.229967,0.843455,BARBUNYA
0.516639,0.690055,0.921775,0.769681,0.153934,0.217885,0.877214,BOMBAY
0.507444,0.500772,0.959916,0.854359,0.112249,0.306532,0.930827,BOMBAY
0.549229,0.695882,0.893035,0.824621,0.128102,0.196874,0.957549,BOMBAY
0.571943,0.785959,0.952013,0.75969,0.150662,0.140743,0.885142,BOMBAY
0.564243,0.708881,0.940818,0.806569,0.125748,0.185317,0.948952,BOMBAY
0.569327,0.739758,0.935006,0.792516,0.133165,0.166911,0.926048,BOMBAY
0.573376,0.708019,0.890596,0.780738,0.125615,0.18189,0.845689,BOMBAY
0.58205,0.815371,0.912671,0.76413,0.155435,0.117101,0.819352,BOMBAY
0.577487,0.698837,0.929217,0.784338,0.11955,0.187708,0.945752,BOMBAY
0.57061,0.73953,0.941616,0.820901,0.128462,0.163881,0.929109,BOMBAY
0.55534,0.698021,0.96773,0.883484,0.117188,0.188055,0.986864,BOMBAY
0.578327,0.779735,0.911337,0.79941,0.140196,0.137316,0.831328,BOMBAY
0.5811,0.74225,0.928836,0.789453,0.127961,0.161636,0.933442,BOMBAY
0.578517,0.660078,0.934116,0.810839,0.106857,0.205057,0.964733,BOMBAY
0.589519,0.792153,0.924977,0.772906,0.141475,0.129423,0.868168,BOMBAY
0.593438,0.810214,0.957188,0.761631,0.146271,0.119616,0.932716,BOMBAY
0.579838,0.708741,0.97614,0.825302,0.115128,0.177383,0.947933,BOMBAY
0.58687,0.799561,0.857184,0.800986,0.141587,0.122856,0.847867,BOMBAY
0.589407,0.75544,0.912484,0.797952,0.126507,0.149533,0.901418,BOMBAY
0.621632,0.80044,0.838519,0.697614,0.138907,0.120264,0.839618,BOMBAY
0.617759,0.781247,0.893603,0.71141,0.131444,0.133999,0.93534,BOMBAY
0.57503,0.743192,1,0.872665,0.119931,0.155986,0.952691,BOMBAY
0.611521,0.776282,0.914795,0.738209,0.130547,0.133868,0.831625,BOMBAY
0.592139,0.704388,0.963545,0.8118,0.110415,0.174789,0.891652,BOMBAY
0.606289,0.783729,0.945139,0.76154,0.131494,0.130362,0.883049,BOMBAY
0.640099,0.819076,0.58793,0.647873,0.148344,0.099749,0.484661,BOMBAY
