@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R2,8,10-13,15-17'

@attribute Perimeter numeric
@attribute EquivDiameter numeric
@attribute Solidity numeric
@attribute roundness numeric
@attribute Compactness numeric
@attribute ShapeFactor1 numeric
@attribute ShapeFactor3 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.211362,0.209346,0.870044,0.748364,0.696594,0.400518,0.651578,0.977171,BARBUNYA
0.2388,0.209909,0.833987,0.596592,0.323636,0.53068,0.277013,0.938613,BARBUNYA
0.22594,0.210269,0.829464,0.668477,0.660133,0.410427,0.612346,0.974138,BARBUNYA
0.194677,0.210528,0.94196,0.861045,0.596691,0.430138,0.545434,0.952254,BARBUNYA
0.20847,0.211656,0.856606,0.779341,0.497722,0.462033,0.444475,0.876473,BARBUNYA
0.205366,0.211688,0.909327,0.798888,0.456291,0.476809,0.403449,0.961632,BARBUNYA
0.195555,0.213411,0.950148,0.872724,0.556176,0.439673,0.5036,0.973249,BARBUNYA
0.239574,0.21466,0.828394,0.617278,0.516483,0.451465,0.463293,0.941045,BARBUNYA
0.239146,0.21466,0.814486,0.619559,0.529189,0.447116,0.476122,0.973232,BARBUNYA
0.237249,0.215868,0.848728,0.636108,0.407215,0.489203,0.3558,0.941396,BARBUNYA
0.246852,0.2161,0.862284,0.586578,0.44634,0.474366,0.393705,0.94877,BARBUNYA
0.253143,0.216394,0.775882,0.556085,0.47366,0.464125,0.420559,0.918694,BARBUNYA
0.227022,0.21796,0.805778,0.70434,0.608821,0.416669,0.558095,0.908183,BARBUNYA
0.234632,0.218851,0.826188,0.666287,0.529092,0.441625,0.476024,0.97339,BARBUNYA
0.247971,0.218901,0.785691,0.595133,0.47961,0.458647,0.42645,0.9795,BARBUNYA
0.235567,0.221622,0.802198,0.675945,0.338396,0.507811,0.29071,0.881936,BARBUNYA
0.230407,0.221758,0.857515,0.705744,0.566665,0.425389,0.514363,0.924469,BARBUNYA
0.242373,0.222934,0.856514,0.64564,0.473875,0.455306,0.420772,0.974464,BARBUNYA
0.238796,0.222984,0.881245,0.665374,0.469444,0.456803,0.416395,0.883196,BARBUNYA
0.265014,0.223082,0.736064,0.530788,0.362424,0.49632,0.313207,0.955086,BARBUNYA
0.220273,0.223354,0.870408,0.774149,0.757585,0.365796,0.718469,0.946168,BARBUNYA
0.252705,0.224163,0.800547,0.59755,0.481121,0.451145,0.427949,0.948647,BARBUNYA
0.238998,0.22417,0.870157,0.670568,0.504655,0.443,0.451411,0.944368,BARBUNYA
0.313515,0.226135,0.803232,0.334061,0.398913,0.478228,0.347841,0.903837,BARBUNYA
0.22852,0.226683,0.860569,0.743723,0.480886,0.447932,0.427715,0.948771,BARBUNYA
0.260678,0.227346,0.831685,0.573121,0.47885,0.447776,0.425697,0.953387,BARBUNYA
0.241284,0.227524,0.879385,0.675812,0.47013,0.450591,0.417072,0.979556,BARBUNYA
0.257535,0.228052,0.723402,0.592512,0.530904,0.429155,0.477859,0.937419,BARBUNYA
0.246438,0.228971,0.786642,0.655363,0.495197,0.440031,0.441954,0.884167,BARBUNYA
0.244293,0.229155,0.858929,0.667955,0.426625,0.463973,0.374524,0.984534,BARBUNYA
0.229022,0.229381,0.890358,0.755734,0.394482,0.475512,0.343605,0.967356,BARBUNYA
0.247781,0.229944,0.84816,0.653222,0.470727,0.447236,0.417661,0.892456,BARBUNYA
0.249824,0.231319,0.829421,0.649433,0.381279,0.477868,0.331033,0.902872,BARBUNYA
0.248528,0.232416,0.836951,0.662102,0.82231,0.337895,0.791189,0.961171,BARBUNYA
0.230307,0.232806,0.893543,0.767161,0.530094,0.423433,0.477039,0.989418,BARBUNYA
0.263773,0.233402,0.808024,0.587768,0.472399,0.442203,0.419313,0.945384,BARBUNYA
0.212333,0.233517,0.939788,0.882796,0.583643,0.405262,0.531885,0.957278,BARBUNYA
0.243754,0.23353,0.814292,0.69408,0.567986,0.41022,0.515722,0.899428,BARBUNYA
0.242125,0.233767,0.84437,0.704412,0.466107,0.443923,0.413103,0.965215,BARBUNYA
0.228616,0.234058,0.869111,0.784214,0.531194,0.421506,0.478153,0.946004,BARBUNYA
0.254512,0.234811,0.852515,0.64259,0.417257,0.459942,0.365467,0.915803,BARBUNYA
0.255288,0.234969,0.826498,0.639312,0.516169,0.425347,0.462976,0.95103,BARBUNYA
0.261271,0.236011,0.819937,0.613539,0.496518,0.430637,0.443272,0.980312,BARBUNYA
0.249101,0.236496,0.838436,0.680363,0.385086,0.469563,0.33465,0.941928,BARBUNYA
0.308901,0.236514,0.705685,0.397023,0.541512,0.415089,0.488631,0.804831,BARBUNYA
0.259896,0.237445,0.80595,0.627882,0.721832,0.359485,0.679065,0.968112,BARBUNYA
0.264834,0.238676,0.772391,0.608738,0.513862,0.421506,0.460655,0.97411,BARBUNYA
0.248663,0.238984,0.828551,0.695855,0.539406,0.412744,0.486489,0.974012,BARBUNYA
0.267868,0.239339,0.813547,0.59672,0.553723,0.407693,0.501089,0.920195,BARBUNYA
0.276543,0.240261,0.753959,0.558514,0.401134,0.458735,0.349968,0.951586,BARBUNYA
0.279249,0.240429,0.815858,0.546331,0.478098,0.431362,0.424952,0.975942,BARBUNYA
0.245642,0.240447,0.90946,0.720416,0.467781,0.434874,0.414754,0.911493,BARBUNYA
0.255668,0.240543,0.824398,0.666006,0.475717,0.432032,0.422594,0.878128,BARBUNYA
0.269573,0.240778,0.828199,0.595304,0.409463,0.455041,0.357961,0.964899,BARBUNYA
0.25531,0.242626,0.850026,0.678725,0.638927,0.377485,0.58979,0.973338,BARBUNYA
0.270559,0.242908,0.839152,0.600905,0.460439,0.434326,0.407524,0.954205,BARBUNYA
0.260095,0.24359,0.837479,0.658168,0.450892,0.436779,0.398157,0.975131,BARBUNYA
0.270365,0.243596,0.859339,0.605287,0.54433,0.405565,0.491501,0.937358,BARBUNYA
0.29246,0.24362,0.767156,0.499917,0.494467,0.421879,0.441225,0.946077,BARBUNYA
0.270292,0.244553,0.779146,0.610397,0.472257,0.428231,0.419173,0.955377,BARBUNYA
0.297401,0.244559,0.795281,0.482052,0.505416,0.417086,0.452174,0.966333,BARBUNYA
0.28263,0.24472,0.796129,0.550753,0.390582,0.456856,0.339884,0.91332,BARBUNYA
0.277182,0.245932,0.783439,0.582913,0.472017,0.426612,0.418935,0.956133,BARBUNYA
0.26642,0.246641,0.828021,0.640619,0.467759,0.42719,0.414733,0.968458,BARBUNYA
0.238311,0.248063,0.940054,0.804264,0.463158,0.427013,0.410199,0.960635,BARBUNYA
0.278281,0.248503,0.835767,0.590038,0.293796,0.48884,0.249604,0.95131,BARBUNYA
0.284824,0.248758,0.819459,0.559573,0.394814,0.450185,0.343923,0.947736,BARBUNYA
0.272891,0.249517,0.740941,0.621904,0.476983,0.420551,0.423847,0.804845,BARBUNYA
0.256437,0.249908,0.881589,0.710564,0.489787,0.415791,0.436561,0.973287,BARBUNYA
0.344239,0.250003,0.771833,0.315949,0.42499,0.437853,0.37294,0.78405,BARBUNYA
0.255143,0.250489,0.901802,0.720732,0.387331,0.450719,0.336787,0.977986,BARBUNYA
0.30761,0.250613,0.788197,0.464624,0.415173,0.440564,0.363458,0.935758,BARBUNYA
0.274397,0.251033,0.838976,0.62181,0.389687,0.449179,0.339031,0.928217,BARBUNYA
0.252644,0.251134,0.849597,0.738051,0.655385,0.36295,0.607279,0.965156,BARBUNYA
0.264465,0.251406,0.790268,0.675042,0.616369,0.374121,0.566005,0.920735,BARBUNYA
0.244463,0.251495,0.930023,0.786817,0.453734,0.426039,0.400942,0.874199,BARBUNYA
0.287544,0.25366,0.854781,0.569973,0.37024,0.452979,0.320578,0.878313,BARBUNYA
0.290006,0.253902,0.680125,0.559405,0.693407,0.349055,0.648126,0.839342,BARBUNYA
0.247208,0.255237,0.930446,0.791182,0.505375,0.404306,0.452133,0.940808,BARBUNYA
0.271527,0.255531,0.803613,0.658936,0.523768,0.398019,0.47064,0.892877,BARBUNYA
0.245871,0.25559,0.938334,0.800927,0.484314,0.410809,0.431119,0.957947,BARBUNYA
0.264971,0.255836,0.87637,0.695048,0.489695,0.408738,0.43647,0.949165,BARBUNYA
0.274323,0.255866,0.829651,0.646193,0.470238,0.415173,0.417179,0.980482,BARBUNYA
0.289598,0.256816,0.788177,0.575184,0.590359,0.3758,0.53885,0.941664,BARBUNYA
0.25589,0.256881,0.878603,0.750318,0.616762,0.367822,0.566418,0.889993,BARBUNYA
0.279103,0.256951,0.793545,0.627309,0.613044,0.368846,0.562517,0.896992,BARBUNYA
0.2905,0.257092,0.805779,0.572187,0.360333,0.452329,0.311239,0.834707,BARBUNYA
0.282185,0.257191,0.810664,0.613101,0.508297,0.401063,0.455063,0.959251,BARBUNYA
0.280245,0.257285,0.648237,0.623226,0.457782,0.417672,0.404914,0.754829,BARBUNYA
0.290052,0.25742,0.785269,0.575886,0.571844,0.380759,0.519696,0.972391,BARBUNYA
0.268293,0.257549,0.880145,0.686108,0.392878,0.439937,0.342074,0.978326,BARBUNYA
0.30415,0.257853,0.774497,0.512557,0.361525,0.45094,0.312361,0.968887,BARBUNYA
0.257139,0.257988,0.888482,0.749169,0.48054,0.40922,0.427373,0.972042,BARBUNYA
0.280377,0.25804,0.885276,0.626271,0.454775,0.417788,0.401963,0.967691,BARBUNYA
0.257691,0.258666,0.932129,0.749665,0.361256,0.450028,0.312108,0.965775,BARBUNYA
0.280704,0.260085,0.862584,0.634678,0.39099,0.437506,0.340273,0.944672,BARBUNYA
0.341209,0.260552,0.719425,0.370167,0.551259,0.383554,0.49857,0.900598,BARBUNYA
0.287152,0.260622,0.839211,0.60527,0.526313,0.391309,0.473212,0.936096,BARBUNYA
0.274345,0.260628,0.859726,0.66992,0.488715,0.403427,0.435494,0.892653,BARBUNYA
0.287466,0.260797,0.809382,0.604579,0.454917,0.414463,0.402101,0.98465,BARBUNYA
0.264853,0.261059,0.883292,0.722633,0.51557,0.39423,0.462374,0.956254,BARBUNYA
0.262519,0.261426,0.862963,0.737334,0.569761,0.376863,0.517549,0.981515,BARBUNYA
0.288727,0.261688,0.866086,0.602712,0.488484,0.402267,0.435264,0.948647,BARBUNYA
0.265073,0.26213,0.865902,0.726986,0.632715,0.357336,0.583218,0.950262,BARBUNYA
0.282006,0.262217,0.878245,0.638601,0.383264,0.437673,0.332918,0.937647,BARBUNYA
0.308645,0.262356,0.808568,0.512918,0.431483,0.420586,0.379235,0.95384,BARBUNYA
0.291845,0.262362,0.776214,0.590831,0.605393,0.365091,0.554511,0.927894,BARBUNYA
0.267797,0.262484,0.880903,0.714031,0.523568,0.390045,0.470438,0.974547,BARBUNYA
0.298963,0.262932,0.845552,0.55976,0.409834,0.427401,0.358317,0.976769,BARBUNYA
0.276888,0.263396,0.856036,0.670603,0.385765,0.435347,0.335296,0.903515,BARBUNYA
0.263016,0.26371,0.893861,0.746527,0.606913,0.363155,0.556099,0.943159,BARBUNYA
0.290121,0.263971,0.837912,0.606892,0.628919,0.356426,0.579211,0.977885,BARBUNYA
0.293125,0.264168,0.839399,0.593273,0.517392,0.390084,0.464208,0.949845,BARBUNYA
0.283123,0.264376,0.814395,0.643586,0.438167,0.415908,0.385733,0.927725,BARBUNYA
0.281333,0.264579,0.839907,0.65366,0.548757,0.379776,0.496015,0.965276,BARBUNYA
0.324228,0.264823,0.819436,0.456439,0.559634,0.376152,0.507144,0.907173,BARBUNYA
0.258782,0.264927,0.872571,0.776686,0.400546,0.428267,0.349404,0.910379,BARBUNYA
0.270137,0.265592,0.915456,0.717385,0.345937,0.447127,0.297744,0.959806,BARBUNYA
0.293241,0.265604,0.837696,0.599563,0.398379,0.428219,0.34733,0.982729,BARBUNYA
0.267004,0.26576,0.897653,0.735254,0.472846,0.402676,0.419755,0.959148,BARBUNYA
0.255682,0.266078,0.926106,0.8006,0.538472,0.381285,0.485539,0.897983,BARBUNYA
0.295765,0.266153,0.825561,0.590037,0.358749,0.441746,0.30975,0.962087,BARBUNYA
0.27733,0.266199,0.853336,0.682354,0.405825,0.424898,0.354465,0.864834,BARBUNYA
0.318591,0.266563,0.71245,0.488084,0.341393,0.447617,0.293503,0.902859,BARBUNYA
0.339861,0.266979,0.718362,0.402014,0.43443,0.414118,0.382098,0.839622,BARBUNYA
0.29311,0.267025,0.858791,0.606994,0.518323,0.386543,0.465146,0.91188,BARBUNYA
0.308923,0.267499,0.7224,0.535057,0.443457,0.410454,0.39089,0.781504,BARBUNYA
0.296237,0.267977,0.845565,0.596428,0.441823,0.410447,0.389295,0.944078,BARBUNYA
0.315829,0.268248,0.796303,0.507629,0.424674,0.41596,0.372634,0.944385,BARBUNYA
0.27493,0.268363,0.848493,0.7059,0.50086,0.390589,0.447612,0.983291,BARBUNYA
0.283382,0.268697,0.727769,0.663572,0.495013,0.392087,0.44177,0.677206,BARBUNYA
0.263143,0.269129,0.937537,0.77429,0.480082,0.396432,0.426918,0.940333,BARBUNYA
0.289561,0.26929,0.864213,0.635347,0.436054,0.410868,0.383677,0.942791,BARBUNYA
0.264443,0.269388,0.905329,0.768355,0.520609,0.383161,0.467451,0.921288,BARBUNYA
0.290568,0.269491,0.824213,0.631324,0.528519,0.380564,0.475444,0.967094,BARBUNYA
0.261075,0.269681,0.864452,0.788917,0.854939,0.290681,0.828524,0.951418,BARBUNYA
0.285013,0.269681,0.818831,0.660116,0.433205,0.411378,0.380907,0.923117,BARBUNYA
0.268785,0.270354,0.894875,0.749307,0.522814,0.381387,0.469677,0.946246,BARBUNYA
0.277228,0.270468,0.852527,0.704388,0.623691,0.350917,0.573701,0.964066,BARBUNYA
0.276848,0.270732,0.845183,0.707734,0.567158,0.367319,0.514871,0.850452,BARBUNYA
0.280387,0.270778,0.877094,0.689372,0.471092,0.397487,0.418022,0.953745,BARBUNYA
0.293807,0.271008,0.819155,0.622688,0.507059,0.385627,0.453821,0.906544,BARBUNYA
0.281418,0.271209,0.878005,0.686163,0.376084,0.429428,0.326106,0.874508,BARBUNYA
0.317859,0.271639,0.794874,0.51387,0.573006,0.364568,0.520893,0.92191,BARBUNYA
0.297481,0.271857,0.828779,0.60887,0.451741,0.402641,0.398989,0.965909,BARBUNYA
0.285391,0.271954,0.832581,0.669398,0.519194,0.380738,0.466024,0.942082,BARBUNYA
0.292622,0.272252,0.836082,0.634513,0.610948,0.352697,0.560322,0.938609,BARBUNYA
0.269158,0.272447,0.909484,0.758126,0.446131,0.403834,0.393501,0.875301,BARBUNYA
0.266457,0.272475,0.939523,0.773289,0.408715,0.416501,0.357242,0.951215,BARBUNYA
0.310849,0.272607,0.857859,0.54965,0.253897,0.473695,0.213549,0.97712,BARBUNYA
0.337527,0.272824,0.71164,0.435893,0.441882,0.404821,0.389353,0.946438,BARBUNYA
0.269942,0.27283,0.849647,0.755794,0.545504,0.371608,0.492696,0.922409,BARBUNYA
0.292483,0.273448,0.869591,0.640985,0.350135,0.436091,0.301671,0.89331,BARBUNYA
0.275063,0.273516,0.865016,0.731432,0.409204,0.41512,0.357712,0.916798,BARBUNYA
0.299939,0.273768,0.843906,0.6061,0.629687,0.345682,0.580021,0.925516,BARBUNYA
0.306865,0.273802,0.682709,0.573507,0.445296,0.40256,0.392685,0.762472,BARBUNYA
0.275077,0.274396,0.88706,0.735853,0.383039,0.423203,0.332705,0.949582,BARBUNYA
0.264239,0.27443,0.949596,0.796108,0.442401,0.402808,0.38986,0.975605,BARBUNYA
0.303935,0.275212,0.860138,0.593839,0.547975,0.368247,0.495217,0.968551,BARBUNYA
0.27172,0.275537,0.913587,0.760037,0.41071,0.412262,0.35916,0.982456,BARBUNYA
0.299479,0.275543,0.791095,0.616738,0.563655,0.36314,0.51127,0.914639,BARBUNYA
0.27873,0.275628,0.835135,0.722533,0.585585,0.356512,0.533897,0.936828,BARBUNYA
0.293833,0.275662,0.849299,0.644995,0.625725,0.344814,0.575844,0.912724,BARBUNYA
0.280877,0.275674,0.862387,0.711381,0.566997,0.361995,0.514705,0.907696,BARBUNYA
0.293688,0.275788,0.774271,0.646323,0.432041,0.40473,0.379777,0.791758,BARBUNYA
0.312932,0.275856,0.788115,0.555007,0.427162,0.406296,0.375044,0.966324,BARBUNYA
0.320893,0.275964,0.799423,0.519833,0.355804,0.431052,0.306984,0.94428,BARBUNYA
0.276709,0.27609,0.884691,0.735708,0.466368,0.393015,0.413361,0.977845,BARBUNYA
0.27753,0.276175,0.883207,0.731726,0.584602,0.356217,0.532878,0.933111,BARBUNYA
0.278759,0.27626,0.894628,0.725582,0.505472,0.380277,0.45223,0.90832,BARBUNYA
0.273716,0.276386,0.923423,0.753468,0.416293,0.409376,0.364538,0.965883,BARBUNYA
0.364898,0.277046,0.720477,0.347681,0.400541,0.414019,0.3494,0.888011,BARBUNYA
0.369654,0.277245,0.659345,0.331225,0.458687,0.394228,0.405802,0.965886,BARBUNYA
0.278512,0.277335,0.865788,0.732364,0.739608,0.312017,0.698589,0.89184,BARBUNYA
0.27797,0.277398,0.90985,0.735593,0.380316,0.420654,0.330119,0.953793,BARBUNYA
0.29947,0.277426,0.715131,0.625748,0.3412,0.434608,0.293323,0.785932,BARBUNYA
0.280746,0.277864,0.898506,0.72312,0.480003,0.386612,0.42684,0.955824,BARBUNYA
0.272626,0.277926,0.875474,0.767422,0.558368,0.362159,0.505845,0.969806,BARBUNYA
0.300849,0.278153,0.859995,0.622508,0.416476,0.407288,0.364714,0.945982,BARBUNYA
0.275513,0.278687,0.890878,0.755498,0.696872,0.321964,0.65188,0.986903,BARBUNYA
0.298002,0.278766,0.883758,0.639337,0.427272,0.402941,0.375151,0.958046,BARBUNYA
0.307317,0.279254,0.821718,0.596752,0.346621,0.430486,0.298383,0.933178,BARBUNYA
0.276186,0.279362,0.923179,0.755298,0.46203,0.390763,0.409088,0.86026,BARBUNYA
0.305266,0.279617,0.82391,0.608183,0.353387,0.427625,0.304717,0.908886,BARBUNYA
0.286916,0.279781,0.846569,0.700321,0.548425,0.363167,0.495676,0.971095,BARBUNYA
0.287103,0.27999,0.840261,0.700388,0.518596,0.372081,0.465422,0.947837,BARBUNYA
0.274618,0.280064,0.933273,0.767503,0.446405,0.395102,0.393768,0.987208,BARBUNYA
0.281882,0.280211,0.83419,0.72894,0.634623,0.337536,0.585235,0.94143,BARBUNYA
0.305876,0.280324,0.860679,0.608598,0.442,0.396267,0.389468,0.961409,BARBUNYA
0.300884,0.280381,0.864157,0.63294,0.416475,0.404752,0.364713,0.939566,BARBUNYA
0.350331,0.280941,0.767653,0.418673,0.409544,0.406469,0.358039,0.944403,BARBUNYA
0.336005,0.281026,0.608418,0.477153,0.273249,0.455757,0.230952,0.691404,BARBUNYA
0.309569,0.281178,0.843838,0.595103,0.364649,0.421791,0.315303,0.884735,BARBUNYA
0.323706,0.281263,0.798467,0.531065,0.420994,0.402226,0.369075,0.928941,BARBUNYA
0.3399,0.281698,0.813047,0.463857,0.371028,0.418937,0.321322,0.943717,BARBUNYA
0.272651,0.281783,0.867356,0.787331,0.849329,0.280344,0.822073,0.899806,BARBUNYA
0.296444,0.281794,0.856435,0.661657,0.446361,0.393181,0.393726,0.963397,BARBUNYA
0.279967,0.281879,0.90461,0.747665,0.473035,0.384407,0.419942,0.878002,BARBUNYA
0.297986,0.282279,0.868078,0.656318,0.391118,0.411264,0.340395,0.933235,BARBUNYA
0.308029,0.282398,0.825256,0.60807,0.473717,0.383616,0.420616,0.920034,BARBUNYA
0.295629,0.282398,0.850615,0.66867,0.389782,0.41159,0.339121,0.809141,BARBUNYA
0.282319,0.282567,0.87103,0.738527,0.426634,0.398864,0.374532,0.95786,BARBUNYA
0.290891,0.282764,0.863873,0.694552,0.459132,0.387925,0.406239,0.921339,BARBUNYA
0.302141,0.282883,0.844318,0.638731,0.516005,0.369751,0.462811,0.934972,BARBUNYA
0.297504,0.283018,0.882633,0.662283,0.414372,0.40248,0.362685,0.965445,BARBUNYA
0.322787,0.283227,0.72541,0.543928,0.408236,0.404324,0.356781,0.746615,BARBUNYA
0.300414,0.28348,0.844922,0.650068,0.379086,0.414067,0.328951,0.893354,BARBUNYA
0.306945,0.2837,0.846341,0.61935,0.552872,0.357644,0.50022,0.91488,BARBUNYA
0.307457,0.283801,0.780231,0.617378,0.447824,0.390468,0.395156,0.912583,BARBUNYA
0.285464,0.283953,0.920845,0.728786,0.388166,0.410376,0.337582,0.977178,BARBUNYA
0.312349,0.28406,0.903733,0.59543,0.466578,0.384085,0.413568,0.953705,BARBUNYA
0.291768,0.284133,0.892641,0.696794,0.474707,0.381394,0.421595,0.8855,BARBUNYA
0.333587,0.284285,0.806525,0.50148,0.571631,0.351448,0.519475,0.96234,BARBUNYA
0.325202,0.284443,0.855525,0.538631,0.31729,0.435091,0.271152,0.934069,BARBUNYA
0.288718,0.284448,0.863392,0.714158,0.375889,0.414075,0.325922,0.893475,BARBUNYA
0.323408,0.284488,0.829061,0.546812,0.423549,0.397744,0.371546,0.906809,BARBUNYA
0.336123,0.284645,0.75037,0.492268,0.416244,0.400019,0.36449,0.935265,BARBUNYA
0.321861,0.285331,0.795765,0.557542,0.437314,0.392231,0.384903,0.946352,BARBUNYA
0.292641,0.285465,0.857643,0.69887,0.383482,0.410278,0.333126,0.900076,BARBUNYA
0.295314,0.285494,0.864442,0.685344,0.59679,0.34285,0.545537,0.941162,BARBUNYA
0.280532,0.28564,0.858174,0.763805,0.621407,0.335672,0.571298,0.880645,BARBUNYA
0.296156,0.285931,0.884427,0.68321,0.593511,0.343343,0.542125,0.945993,BARBUNYA
0.292408,0.286251,0.857069,0.703943,0.511113,0.367643,0.457891,0.934679,BARBUNYA
0.315455,0.286285,0.867664,0.59121,0.494572,0.37276,0.44133,0.927146,BARBUNYA
0.313504,0.286397,0.83165,0.600843,0.42529,0.395035,0.373231,0.942842,BARBUNYA
0.287071,0.286717,0.893969,0.734155,0.384626,0.408465,0.334213,0.95769,BARBUNYA
0.271395,0.287059,0.918997,0.822092,0.73985,0.302347,0.698855,0.912112,BARBUNYA
0.305005,0.287092,0.900736,0.644785,0.420569,0.395837,0.368665,0.933579,BARBUNYA
0.284118,0.287305,0.892574,0.752882,0.463077,0.381662,0.41012,0.942989,BARBUNYA
0.30337,0.287462,0.884615,0.654563,0.346173,0.421116,0.297965,0.973517,BARBUNYA
0.296865,0.287725,0.877998,0.688363,0.405432,0.400222,0.354089,0.976585,BARBUNYA
0.286621,0.287837,0.870046,0.742176,0.540785,0.356904,0.487892,0.967248,BARBUNYA
0.31027,0.288072,0.744609,0.623963,0.472446,0.377828,0.419359,0.802341,BARBUNYA
0.295964,0.288189,0.875305,0.69522,0.564159,0.349569,0.511788,0.92296,BARBUNYA
0.310406,0.28853,0.764459,0.625461,0.478755,0.375326,0.425603,0.945496,BARBUNYA
0.341933,0.288558,0.835223,0.484707,0.380015,0.40798,0.329833,0.946422,BARBUNYA
0.313731,0.288614,0.815629,0.610056,0.561824,0.349816,0.50939,0.946488,BARBUNYA
0.317218,0.28862,0.798972,0.593758,0.58732,0.342356,0.535696,0.961211,BARBUNYA
0.327784,0.288916,0.709835,0.547131,0.392359,0.403336,0.341579,0.795097,BARBUNYA
0.303442,0.289145,0.856328,0.662266,0.46349,0.37953,0.410525,0.965638,BARBUNYA
0.298845,0.289184,0.860124,0.685441,0.471328,0.376981,0.418255,0.966377,BARBUNYA
0.342897,0.289296,0.764921,0.483843,0.45173,0.383159,0.398978,0.916187,BARBUNYA
0.314954,0.289447,0.823939,0.608157,0.571178,0.3462,0.519009,0.954938,BARBUNYA
0.296066,0.289452,0.848149,0.700885,0.551467,0.352014,0.498784,0.965678,BARBUNYA
0.305559,0.289553,0.839233,0.653783,0.528659,0.358762,0.475586,0.942571,BARBUNYA
0.292876,0.289625,0.8801,0.718201,0.41667,0.394334,0.364901,0.928228,BARBUNYA
0.290507,0.289709,0.897593,0.730999,0.410761,0.39622,0.359209,0.969082,BARBUNYA
0.32125,0.289871,0.829858,0.580885,0.437398,0.387203,0.384985,0.883805,BARBUNYA
0.298308,0.289927,0.889503,0.691772,0.680237,0.315168,0.633908,0.986765,BARBUNYA
0.289044,0.289927,0.839689,0.739809,0.636349,0.327134,0.587061,0.96945,BARBUNYA
0.319964,0.290234,0.802709,0.588448,0.539771,0.354694,0.48686,0.92853,BARBUNYA
0.30573,0.290468,0.91943,0.657307,0.242683,0.456288,0.203538,0.949741,BARBUNYA
0.300628,0.29054,0.835933,0.683029,0.431779,0.388317,0.379522,0.888793,BARBUNYA
0.319357,0.290797,0.83964,0.593827,0.428731,0.389041,0.376564,0.916503,BARBUNYA
0.294475,0.290875,0.872,0.716078,0.507774,0.363752,0.454538,0.961902,BARBUNYA
0.306693,0.290886,0.891888,0.65457,0.374352,0.407324,0.324466,0.975032,BARBUNYA
0.326091,0.290947,0.837246,0.563785,0.318639,0.427041,0.272396,0.926875,BARBUNYA
0.283258,0.29098,0.920706,0.776256,0.527898,0.357492,0.474816,0.947166,BARBUNYA
0.327114,0.291159,0.833857,0.560141,0.410166,0.394818,0.358637,0.969431,BARBUNYA
0.292656,0.291365,0.889413,0.727975,0.563472,0.346479,0.511082,0.871027,BARBUNYA
0.306757,0.291498,0.896597,0.657173,0.425867,0.389219,0.37379,0.957542,BARBUNYA
0.30722,0.291676,0.836073,0.655748,0.620343,0.329837,0.570179,0.965533,BARBUNYA
0.304564,0.291843,0.798785,0.669639,0.378588,0.404789,0.32848,0.862474,BARBUNYA
0.302538,0.292149,0.823979,0.681213,0.6209,0.329205,0.570765,0.921248,BARBUNYA
0.286982,0.292155,0.939696,0.762047,0.389703,0.400633,0.339046,0.899067,BARBUNYA
0.308407,0.29216,0.887322,0.65224,0.547321,0.350431,0.494549,0.977067,BARBUNYA
0.294089,0.292466,0.925748,0.725956,0.484083,0.36943,0.430889,0.944568,BARBUNYA
0.326114,0.292483,0.786951,0.570587,0.493395,0.366502,0.440156,0.907654,BARBUNYA
0.317651,0.292689,0.804374,0.610479,0.466517,0.374744,0.413508,0.847714,BARBUNYA
0.310234,0.292694,0.840891,0.645879,0.590181,0.337361,0.538665,0.949647,BARBUNYA
0.285485,0.293089,0.922449,0.774881,0.426184,0.387378,0.374097,0.96758,BARBUNYA
0.280138,0.293111,0.930413,0.804422,0.54541,0.350015,0.492601,0.894495,BARBUNYA
0.319603,0.293194,0.806606,0.603683,0.38457,0.401233,0.33416,0.88414,BARBUNYA
0.350227,0.293216,0.794716,0.470253,0.440938,0.382408,0.388433,0.94595,BARBUNYA
0.304214,0.293272,0.864856,0.678243,0.408429,0.393075,0.356967,0.929224,BARBUNYA
0.298544,0.293366,0.870924,0.707367,0.464593,0.374631,0.411612,0.925644,BARBUNYA
0.319019,0.293522,0.826384,0.607914,0.479178,0.369848,0.426022,0.942177,BARBUNYA
0.31962,0.293755,0.756549,0.60618,0.56129,0.34466,0.508842,0.764969,BARBUNYA
0.360771,0.294143,0.741458,0.431958,0.618591,0.327851,0.568338,0.946326,BARBUNYA
0.330077,0.294276,0.867513,0.560834,0.468205,0.372512,0.415172,0.973505,BARBUNYA
0.312566,0.294365,0.78581,0.642471,0.487344,0.366397,0.43413,0.815772,BARBUNYA
0.310305,0.294498,0.825009,0.654056,0.510896,0.358983,0.457673,0.900385,BARBUNYA
0.324404,0.294531,0.822569,0.587618,0.443817,0.380056,0.391241,0.939264,BARBUNYA
0.304473,0.294548,0.826481,0.68309,0.495813,0.363571,0.442569,0.91535,BARBUNYA
0.320304,0.294991,0.849794,0.608671,0.631341,0.323459,0.581767,0.957985,BARBUNYA
0.307673,0.295295,0.864599,0.670764,0.568085,0.341099,0.515824,0.971727,BARBUNYA
