@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R2,7,1,8,3,14,13,4,17'

@attribute Perimeter numeric
@attribute ConvexArea numeric
@attribute Area numeric
@attribute EquivDiameter numeric
@attribute MajorAxisLength numeric
@attribute ShapeFactor2 numeric
@attribute ShapeFactor1 numeric
@attribute MinorAxisLength numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.298817,0.172114,0.176293,0.29171,0.331095,0.219187,0.413996,0.272353,CALI
0.310061,0.17202,0.176348,0.291782,0.352917,0.182061,0.439417,0.254687,CALI
0.292821,0.173965,0.176463,0.291932,0.317869,0.244508,0.397994,0.290525,CALI
0.294566,0.171842,0.177014,0.29265,0.347566,0.191685,0.431139,0.258198,CALI
0.298251,0.172906,0.177193,0.292883,0.30533,0.271486,0.381239,0.300823,CALI
0.295065,0.17392,0.177304,0.293027,0.321228,0.23929,0.3995,0.288577,CALI
0.293162,0.173504,0.177885,0.293782,0.305059,0.273252,0.378985,0.304918,CALI
0.299082,0.173603,0.17803,0.293971,0.31834,0.246109,0.394051,0.289305,CALI
0.28262,0.173821,0.17809,0.294049,0.307221,0.268989,0.380929,0.302475,CALI
0.299587,0.173339,0.178176,0.29416,0.340911,0.204595,0.419919,0.267857,CALI
0.294923,0.174159,0.178193,0.294182,0.311825,0.259534,0.386003,0.298476,CALI
0.313981,0.178991,0.178492,0.29457,0.348004,0.193049,0.427237,0.273122,CALI
0.288549,0.173743,0.178739,0.294891,0.332031,0.221197,0.407944,0.277661,CALI
0.305063,0.174679,0.178807,0.29498,0.34656,0.195901,0.424623,0.26491,CALI
0.305424,0.174947,0.178936,0.295146,0.348958,0.192095,0.427029,0.26333,CALI
0.290998,0.175553,0.178936,0.295146,0.314148,0.256002,0.386612,0.296195,CALI
0.292248,0.174204,0.1792,0.295489,0.310324,0.264331,0.381432,0.302912,CALI
0.279383,0.174118,0.179299,0.295616,0.317137,0.250558,0.389058,0.29358,CALI
0.321545,0.177799,0.179649,0.29607,0.387705,0.135626,0.469787,0.234821,CALI
0.292782,0.175412,0.179687,0.29612,0.335405,0.216519,0.409115,0.279185,CALI
0.291385,0.177494,0.180088,0.296639,0.324494,0.23739,0.395343,0.292495,CALI
0.289636,0.17606,0.180161,0.296733,0.324615,0.237271,0.395278,0.29081,CALI
0.294228,0.176979,0.180302,0.296916,0.34421,0.202008,0.417513,0.274102,CALI
0.305692,0.180021,0.180545,0.29723,0.337864,0.213405,0.409481,0.282658,CALI
0.304225,0.179308,0.18058,0.297274,0.309552,0.268267,0.376712,0.310404,CALI
0.282557,0.175734,0.180601,0.297302,0.312272,0.262612,0.379791,0.302223,CALI
0.301161,0.176402,0.180614,0.297319,0.324475,0.23825,0.393836,0.294416,CALI
0.312627,0.17808,0.180652,0.297368,0.338865,0.211792,0.410328,0.279836,CALI
0.296158,0.177276,0.180708,0.29744,0.328056,0.231579,0.397701,0.292861,CALI
0.294804,0.175594,0.18087,0.29765,0.336177,0.216896,0.406602,0.279085,CALI
0.291215,0.178084,0.181434,0.298378,0.320252,0.247792,0.386672,0.297488,CALI
0.299797,0.177659,0.181843,0.298907,0.334444,0.22148,0.401831,0.285996,CALI
0.297996,0.177399,0.181976,0.299077,0.319601,0.249956,0.384415,0.297687,CALI
0.306333,0.179514,0.182087,0.29922,0.325066,0.23942,0.390379,0.294964,CALI
0.318753,0.178096,0.182138,0.299286,0.366488,0.168753,0.437757,0.260834,CALI
0.305642,0.179419,0.182407,0.299633,0.351792,0.192274,0.420115,0.27194,CALI
0.305283,0.178364,0.182535,0.299798,0.327828,0.234833,0.392292,0.294763,CALI
0.301279,0.179873,0.182723,0.30004,0.316982,0.256431,0.379351,0.306067,CALI
0.312938,0.18118,0.182749,0.300073,0.330481,0.230162,0.394732,0.294734,CALI
0.280215,0.177638,0.1828,0.300139,0.309876,0.271311,0.371008,0.310097,CALI
0.301904,0.180384,0.18318,0.300628,0.351888,0.193188,0.41799,0.274345,CALI
0.318171,0.179704,0.183483,0.301018,0.347426,0.201071,0.412023,0.274356,CALI
0.318702,0.181225,0.18356,0.301117,0.344357,0.206429,0.408301,0.282869,CALI
0.300738,0.181707,0.183697,0.301293,0.324919,0.242225,0.38574,0.300585,CALI
0.303209,0.179114,0.183731,0.301336,0.323725,0.244603,0.384284,0.300331,CALI
0.323056,0.180306,0.183735,0.301342,0.344016,0.20727,0.407414,0.279896,CALI
0.294137,0.179015,0.183795,0.301419,0.316267,0.25963,0.375604,0.307189,CALI
0.303082,0.182837,0.184072,0.301775,0.332877,0.227713,0.393769,0.294572,CALI
0.302512,0.180759,0.184341,0.302121,0.321165,0.250622,0.379692,0.306542,CALI
0.309656,0.181369,0.184546,0.302384,0.353954,0.19168,0.416417,0.272624,CALI
0.29532,0.181068,0.184598,0.30245,0.321903,0.249563,0.379832,0.304185,CALI
0.311013,0.180541,0.184871,0.3028,0.341258,0.213736,0.401069,0.284779,CALI
0.287138,0.179712,0.184995,0.302959,0.311685,0.271145,0.367151,0.312509,CALI
0.302216,0.180582,0.185311,0.303364,0.326316,0.242034,0.382895,0.302418,CALI
0.312434,0.182911,0.185417,0.303501,0.338273,0.219861,0.396156,0.291163,CALI
0.311183,0.181035,0.185921,0.304146,0.350059,0.200054,0.408091,0.279265,CALI
0.304842,0.183954,0.185951,0.304184,0.319275,0.256993,0.373184,0.315114,CALI
0.315712,0.18266,0.185977,0.304217,0.350827,0.198841,0.408804,0.280924,CALI
0.313092,0.183591,0.186045,0.304305,0.339515,0.21855,0.395819,0.291622,CALI
0.306858,0.181674,0.186054,0.304316,0.356202,0.190077,0.414664,0.273572,CALI
0.317407,0.183814,0.186224,0.304534,0.359458,0.185065,0.417859,0.274111,CALI
0.317524,0.18186,0.18634,0.304682,0.370134,0.168693,0.429591,0.260617,CALI
0.299606,0.184156,0.186391,0.304747,0.30884,0.279575,0.360216,0.325019,CALI
0.312386,0.182853,0.186549,0.304949,0.341999,0.214862,0.397227,0.2899,CALI
0.304017,0.183373,0.186647,0.305075,0.355245,0.192447,0.411902,0.276755,CALI
0.330654,0.189956,0.186668,0.305102,0.377354,0.158485,0.436786,0.269518,CALI
0.28697,0.181992,0.18672,0.305168,0.301844,0.295633,0.351457,0.328031,CALI
0.297046,0.182511,0.187031,0.305566,0.326796,0.243779,0.378761,0.30343,CALI
0.302743,0.183847,0.187159,0.305729,0.351781,0.198889,0.406555,0.282018,CALI
0.292409,0.18348,0.187159,0.305729,0.312721,0.272546,0.362564,0.320495,CALI
0.299057,0.182523,0.187343,0.305964,0.30357,0.292822,0.351779,0.327141,CALI
0.298366,0.182837,0.18742,0.306062,0.338894,0.221688,0.391325,0.294937,CALI
0.302834,0.184997,0.187561,0.306242,0.34654,0.208369,0.399538,0.291301,CALI
0.306914,0.183958,0.18774,0.306471,0.343627,0.213708,0.395768,0.290529,CALI
0.292676,0.182911,0.187915,0.306694,0.314549,0.269936,0.362626,0.31814,CALI
0.306512,0.183167,0.187984,0.306781,0.338035,0.224076,0.388818,0.296583,CALI
0.295954,0.182895,0.188031,0.306841,0.312349,0.274781,0.359853,0.320661,CALI
0.313951,0.183682,0.188107,0.306939,0.356684,0.192085,0.409411,0.2792,CALI
0.31209,0.184515,0.188351,0.307249,0.36458,0.179805,0.417584,0.276744,CALI
0.323533,0.184581,0.188492,0.307429,0.365672,0.178289,0.41841,0.271795,CALI
0.307334,0.184308,0.188522,0.307467,0.331376,0.237269,0.379891,0.304733,CALI
0.311194,0.185962,0.188594,0.307559,0.351252,0.201773,0.401963,0.286847,CALI
0.323079,0.187211,0.188667,0.307652,0.363777,0.181478,0.415791,0.277446,CALI
0.310831,0.183785,0.188867,0.307908,0.346886,0.209625,0.396321,0.286601,CALI
0.295939,0.184139,0.188876,0.307918,0.316907,0.266579,0.362743,0.319675,CALI
0.298001,0.184733,0.189277,0.308429,0.30817,0.285914,0.351926,0.331235,CALI
0.308144,0.184704,0.189423,0.308614,0.344447,0.21468,0.392074,0.292594,CALI
0.31025,0.187075,0.189589,0.308826,0.338493,0.225608,0.384974,0.312255,CALI
0.293693,0.184325,0.189666,0.308923,0.336111,0.230106,0.382108,0.300221,CALI
0.321143,0.185079,0.18967,0.308929,0.373967,0.167202,0.424346,0.265033,CALI
0.319398,0.185224,0.189837,0.309141,0.373426,0.168218,0.42327,0.268176,CALI
0.31877,0.186699,0.190054,0.309417,0.348679,0.208204,0.395072,0.290691,CALI
0.32894,0.187301,0.190072,0.309439,0.377378,0.16268,0.427008,0.264066,CALI
0.315458,0.188369,0.190435,0.3099,0.361361,0.187651,0.40815,0.281539,CALI
0.300748,0.185558,0.190563,0.310063,0.338429,0.227159,0.382284,0.300737,CALI
0.307969,0.186815,0.190968,0.310577,0.33246,0.238919,0.374568,0.309368,CALI
0.310952,0.185727,0.190968,0.310577,0.33803,0.228489,0.380756,0.301411,CALI
0.309696,0.186728,0.191126,0.310778,0.332182,0.239688,0.373842,0.308575,CALI
0.319556,0.185904,0.191199,0.31087,0.37378,0.16941,0.41982,0.26746,CALI
0.30919,0.190401,0.191511,0.311265,0.324164,0.25597,0.363938,0.32401,CALI
0.298674,0.186065,0.191515,0.31127,0.341143,0.223605,0.38275,0.299803,CALI
0.33719,0.187887,0.191587,0.311362,0.382012,0.157849,0.427854,0.264868,CALI
0.307092,0.187837,0.191604,0.311384,0.317272,0.270246,0.356054,0.3281,CALI
0.307357,0.188208,0.191839,0.311681,0.328107,0.248661,0.367449,0.318656,CALI
0.318883,0.189795,0.191844,0.311687,0.342216,0.222145,0.38306,0.308256,CALI
0.295011,0.186667,0.191989,0.311871,0.307921,0.291054,0.344717,0.33337,CALI
0.336294,0.193844,0.192309,0.312276,0.372979,0.172017,0.415829,0.280513,CALI
0.323929,0.188258,0.192356,0.312335,0.34499,0.217921,0.384761,0.298995,CALI
0.314785,0.189301,0.192437,0.312438,0.361806,0.189599,0.403126,0.285451,CALI
0.323368,0.188097,0.192514,0.312535,0.347348,0.213987,0.386944,0.296649,CALI
0.320788,0.189379,0.192595,0.312638,0.374369,0.170289,0.416568,0.274902,CALI
0.325995,0.188752,0.192967,0.313107,0.372202,0.174028,0.413146,0.275213,CALI
0.306559,0.18895,0.192979,0.313124,0.322389,0.261878,0.358174,0.324211,CALI
0.311003,0.1882,0.193065,0.313232,0.339255,0.229319,0.376549,0.304564,CALI
0.317805,0.193048,0.193312,0.313544,0.361984,0.190476,0.400934,0.295132,CALI
0.335083,0.189222,0.193496,0.313776,0.388865,0.150492,0.430027,0.262485,CALI
0.323729,0.189136,0.193586,0.31389,0.375943,0.169179,0.415553,0.272464,CALI
0.325287,0.188905,0.193603,0.313911,0.356266,0.200248,0.393853,0.29013,CALI
0.313877,0.189631,0.193872,0.314251,0.344582,0.220818,0.380285,0.306226,CALI
0.327693,0.189573,0.194115,0.314558,0.377767,0.16713,0.416093,0.272429,CALI
0.344281,0.191865,0.194115,0.314558,0.406891,0.127389,0.448084,0.250858,CALI
0.322206,0.193291,0.19444,0.314967,0.337668,0.234287,0.371203,0.31687,CALI
0.332257,0.189185,0.194581,0.315145,0.385318,0.156762,0.423088,0.269188,CALI
0.320255,0.191156,0.19461,0.315182,0.359544,0.196181,0.394744,0.292674,CALI
0.316602,0.190199,0.19467,0.315258,0.36074,0.194301,0.395896,0.291659,CALI
0.313732,0.189474,0.194837,0.315467,0.367509,0.18368,0.402864,0.284052,CALI
0.320015,0.189371,0.194871,0.31551,0.368819,0.181672,0.404207,0.281377,CALI
0.30359,0.19008,0.194973,0.315639,0.299545,0.315427,0.328069,0.359366,CALI
0.306598,0.190748,0.195153,0.315865,0.348653,0.215423,0.381373,0.301857,CALI
0.319943,0.192945,0.195238,0.315973,0.342357,0.226803,0.37426,0.311234,CALI
0.312321,0.190179,0.195238,0.315973,0.334946,0.24061,0.366151,0.31475,CALI
0.334523,0.196127,0.19526,0.316,0.377264,0.169298,0.41239,0.280875,CALI
0.329817,0.191527,0.195622,0.316456,0.386277,0.156652,0.421243,0.269481,CALI
0.313163,0.191234,0.195627,0.316462,0.366537,0.186239,0.399666,0.287093,CALI
0.315084,0.191597,0.195699,0.316553,0.345079,0.222544,0.376032,0.308595,CALI
0.31587,0.191453,0.195759,0.316628,0.342905,0.226558,0.373502,0.311068,CALI
0.308723,0.194293,0.195866,0.316762,0.351237,0.211916,0.38232,0.306625,CALI
0.307574,0.191387,0.195874,0.316773,0.340226,0.231641,0.370278,0.311767,CALI
0.333016,0.192982,0.195913,0.316822,0.367207,0.185552,0.399626,0.290432,CALI
0.343267,0.196581,0.19593,0.316843,0.368185,0.184032,0.400648,0.29211,CALI
0.312574,0.193188,0.196152,0.317122,0.347197,0.219404,0.377163,0.308147,CALI
0.320027,0.193444,0.196207,0.317192,0.341111,0.230493,0.370382,0.315093,CALI
0.334766,0.194248,0.196212,0.317197,0.376662,0.171383,0.409132,0.282936,CALI
0.303444,0.190941,0.196365,0.31739,0.331091,0.249753,0.359056,0.321505,CALI
0.307267,0.192368,0.196506,0.317567,0.347766,0.218897,0.376859,0.310342,CALI
0.314427,0.193844,0.196566,0.317642,0.355281,0.205947,0.384887,0.302149,CALI
0.302868,0.191556,0.196592,0.317675,0.324811,0.262635,0.351644,0.329955,CALI
0.308135,0.192648,0.196733,0.317852,0.353733,0.208814,0.382765,0.302384,CALI
0.314648,0.192673,0.196745,0.317868,0.353649,0.208977,0.382639,0.304764,CALI
0.330016,0.191836,0.19678,0.317911,0.384545,0.160512,0.416168,0.271259,CALI
0.307719,0.192508,0.196827,0.317969,0.339942,0.23356,0.367514,0.315127,CALI
0.33105,0.19419,0.196831,0.317975,0.366067,0.188556,0.395925,0.292351,CALI
0.314242,0.193572,0.196839,0.317986,0.358964,0.200133,0.388175,0.299085,CALI
0.336031,0.1925,0.196929,0.318098,0.378554,0.169449,0.409243,0.278725,CALI
0.324527,0.191984,0.196972,0.318152,0.356962,0.20366,0.385648,0.29783,CALI
0.313891,0.194363,0.19719,0.318425,0.341791,0.230668,0.368592,0.315014,CALI
0.337778,0.193027,0.197258,0.318511,0.401011,0.138447,0.432746,0.258236,CALI
0.31791,0.195134,0.197339,0.318612,0.34008,0.234052,0.36635,0.320809,CALI
0.325141,0.194083,0.197459,0.318762,0.361953,0.19603,0.389788,0.297462,CALI
0.321214,0.196548,0.197518,0.318837,0.370882,0.181857,0.39932,0.294855,CALI
0.316662,0.193885,0.197561,0.318891,0.349877,0.216654,0.376413,0.309746,CALI
0.315406,0.192421,0.197582,0.318918,0.342734,0.229504,0.368608,0.311698,CALI
0.325593,0.193918,0.197599,0.318939,0.36084,0.198047,0.388208,0.299816,CALI
0.321011,0.19438,0.197612,0.318955,0.342288,0.230366,0.368047,0.317804,CALI
0.329907,0.193081,0.197757,0.319137,0.37859,0.17042,0.40704,0.280325,CALI
0.308647,0.195435,0.197757,0.319137,0.328816,0.256377,0.353067,0.33245,CALI
0.306288,0.192133,0.19777,0.319153,0.344468,0.226613,0.370005,0.309683,CALI
0.300339,0.193724,0.19777,0.319153,0.32959,0.254857,0.353874,0.32697,CALI
0.316471,0.192623,0.1978,0.319191,0.355195,0.207781,0.38156,0.301175,CALI
0.311807,0.193188,0.197903,0.319319,0.339417,0.236114,0.364192,0.316958,CALI
0.317078,0.195715,0.198005,0.319447,0.35364,0.210726,0.37934,0.309545,CALI
0.336526,0.194194,0.198176,0.319661,0.382865,0.164634,0.41054,0.279935,CALI
0.337935,0.194178,0.19818,0.319667,0.390441,0.153829,0.418732,0.27195,CALI
0.327246,0.199442,0.198351,0.31988,0.35721,0.205113,0.382305,0.306412,CALI
0.342147,0.194549,0.198355,0.319886,0.404565,0.135042,0.433537,0.257741,CALI
0.32754,0.193518,0.198368,0.319902,0.373595,0.178742,0.39999,0.287276,CALI
0.335321,0.193658,0.198646,0.320249,0.379385,0.170333,0.405509,0.283393,CALI
0.319579,0.195501,0.198748,0.320377,0.353494,0.212001,0.377256,0.307751,CALI
0.323342,0.1952,0.198752,0.320383,0.369201,0.186073,0.394218,0.292181,CALI
0.315861,0.194734,0.198774,0.320409,0.332296,0.251051,0.354285,0.325688,CALI
0.336437,0.196672,0.198778,0.320415,0.386124,0.160649,0.412435,0.280591,CALI
0.324518,0.195064,0.198829,0.320479,0.33897,0.238313,0.361356,0.320159,CALI
0.328216,0.196041,0.198851,0.320506,0.345029,0.227141,0.367847,0.319318,CALI
0.310449,0.195188,0.19888,0.320543,0.355753,0.208305,0.379354,0.307239,CALI
0.308197,0.194602,0.198949,0.320628,0.313021,0.291414,0.333033,0.348376,CALI
0.310075,0.194825,0.199026,0.320725,0.336725,0.24286,0.358436,0.324332,CALI
0.312385,0.193914,0.199081,0.320794,0.348074,0.221985,0.370546,0.313129,CALI
0.332993,0.196997,0.199128,0.320853,0.383905,0.164274,0.409093,0.281838,CALI
0.329833,0.195076,0.199205,0.320949,0.36141,0.199245,0.384617,0.301226,CALI
0.337047,0.193922,0.199265,0.321023,0.36029,0.201182,0.383253,0.29875,CALI
0.337238,0.19724,0.199359,0.321141,0.385196,0.162681,0.409865,0.284126,CALI
0.317055,0.195596,0.199679,0.321541,0.341288,0.235215,0.36171,0.322354,CALI
0.329104,0.194499,0.199722,0.321594,0.379978,0.170774,0.403269,0.284915,CALI
0.33853,0.195802,0.200144,0.322122,0.38803,0.159554,0.410802,0.275909,CALI
0.347824,0.198823,0.200328,0.322351,0.389403,0.157822,0.411784,0.280482,CALI
0.32689,0.195546,0.200383,0.32242,0.363007,0.198175,0.383274,0.300705,CALI
0.324382,0.195241,0.20043,0.322479,0.373532,0.181444,0.394459,0.290883,CALI
0.324415,0.197842,0.20052,0.322591,0.354934,0.21195,0.374249,0.311502,CALI
0.325813,0.197764,0.200588,0.322676,0.363179,0.198164,0.382927,0.305561,CALI
0.318575,0.19588,0.200631,0.322729,0.365767,0.193998,0.385595,0.299328,CALI
0.316728,0.19729,0.200695,0.322809,0.360959,0.201979,0.380268,0.306144,CALI
0.330354,0.195056,0.200708,0.322825,0.38576,0.163486,0.406853,0.278333,CALI
0.333735,0.196354,0.200806,0.322948,0.364671,0.196009,0.383964,0.300041,CALI
0.326081,0.196853,0.200836,0.322985,0.365589,0.194555,0.384871,0.2999,CALI
0.333272,0.195649,0.200887,0.323049,0.377716,0.175611,0.397746,0.288909,CALI
0.342805,0.201474,0.200956,0.323134,0.367442,0.191719,0.386549,0.303395,CALI
0.320614,0.20072,0.201037,0.323235,0.338195,0.243031,0.354985,0.330697,CALI
0.339845,0.199487,0.201084,0.323294,0.370673,0.186743,0.389679,0.300674,CALI
0.337043,0.198288,0.201126,0.323347,0.388471,0.160092,0.408642,0.283116,CALI
0.319706,0.195583,0.201237,0.323485,0.361657,0.20154,0.37962,0.301375,CALI
0.325664,0.197566,0.201323,0.323591,0.377246,0.176865,0.396096,0.290934,CALI
0.342161,0.202117,0.20134,0.323613,0.384216,0.166492,0.403515,0.293266,CALI
0.335321,0.200085,0.201391,0.323676,0.352637,0.21714,0.369568,0.31779,CALI
0.325203,0.196651,0.201417,0.323708,0.35469,0.2136,0.3717,0.312394,CALI
0.320553,0.198687,0.201425,0.323719,0.375891,0.179062,0.394376,0.295328,CALI
0.318597,0.196787,0.201566,0.323894,0.369528,0.189174,0.387199,0.297248,CALI
0.313519,0.197451,0.201737,0.324107,0.353479,0.216145,0.369592,0.313641,CALI
0.325894,0.19682,0.201899,0.324309,0.368568,0.191135,0.385309,0.298076,CALI
0.322932,0.199425,0.202164,0.324638,0.376928,0.178397,0.393552,0.295316,CALI
0.339668,0.199351,0.202292,0.324798,0.398117,0.148017,0.415835,0.2757,CALI
0.345273,0.200349,0.20236,0.324883,0.367196,0.193939,0.382654,0.303721,CALI
0.335549,0.201029,0.202497,0.325052,0.371944,0.186543,0.387368,0.303744,CALI
0.319634,0.197385,0.202659,0.325254,0.376644,0.179448,0.391959,0.293279,CALI
0.318159,0.197121,0.202659,0.325254,0.355141,0.214519,0.369036,0.313008,CALI
0.331555,0.200147,0.202689,0.325291,0.356815,0.211671,0.370744,0.31809,CALI
0.328741,0.197921,0.202732,0.325344,0.382571,0.170602,0.398086,0.289273,CALI
0.32794,0.201243,0.202775,0.325397,0.37009,0.189831,0.384675,0.304713,CALI
0.318534,0.197966,0.202804,0.325434,0.322774,0.27663,0.334183,0.348004,CALI
0.327793,0.197624,0.20283,0.325466,0.368559,0.19235,0.382901,0.302444,CALI
0.318047,0.198217,0.202886,0.325535,0.350225,0.223485,0.363229,0.321283,CALI
0.336036,0.197904,0.20292,0.325578,0.360439,0.205819,0.374022,0.309733,CALI
0.319448,0.199166,0.202962,0.325631,0.363729,0.20039,0.377418,0.306179,CALI
0.322357,0.200823,0.203061,0.325753,0.358145,0.209897,0.371223,0.317288,CALI
0.335405,0.197912,0.203108,0.325811,0.386126,0.165833,0.400886,0.286367,CALI
0.323074,0.199467,0.203197,0.325922,0.338769,0.245116,0.350261,0.331459,CALI
0.330448,0.200712,0.203249,0.325986,0.384187,0.168841,0.398453,0.291932,CALI
0.328989,0.198102,0.203304,0.326055,0.362681,0.202578,0.375433,0.307404,CALI
0.326708,0.199289,0.203347,0.326108,0.360565,0.206177,0.373075,0.310477,CALI
0.344587,0.199376,0.203355,0.326118,0.391557,0.158335,0.406012,0.281464,CALI
0.318766,0.19903,0.203454,0.32624,0.363084,0.202106,0.375482,0.310014,CALI
0.335572,0.199372,0.20359,0.32641,0.361263,0.205328,0.373201,0.309605,CALI
0.330865,0.202229,0.204004,0.326923,0.332677,0.25821,0.341823,0.344179,CALI
0.333107,0.202093,0.204128,0.327077,0.364289,0.200999,0.375052,0.311002,CALI
0.31717,0.200559,0.204162,0.327119,0.360861,0.206768,0.37133,0.312902,CALI
0.33613,0.200885,0.204256,0.327236,0.381793,0.173618,0.393286,0.294311,CALI
0.344159,0.202567,0.20429,0.327278,0.405121,0.140897,0.417927,0.27631,CALI
0.339259,0.198626,0.204303,0.327294,0.39117,0.159995,0.403104,0.283897,CALI
0.330185,0.198704,0.204325,0.32732,0.38724,0.165667,0.398883,0.288559,CALI
0.332232,0.205007,0.204406,0.327421,0.386125,0.167389,0.397489,0.299829,CALI
0.349571,0.201676,0.20441,0.327426,0.394609,0.155277,0.406468,0.284204,CALI
0.342093,0.202909,0.204547,0.327595,0.395693,0.153927,0.407256,0.283909,CALI
0.33126,0.201631,0.204551,0.327601,0.368312,0.194971,0.378245,0.309959,CALI
0.344498,0.200382,0.204572,0.327627,0.387393,0.165741,0.398398,0.287421,CALI
0.328378,0.200439,0.204606,0.327669,0.360862,0.207359,0.370215,0.313802,CALI
0.346339,0.200963,0.204636,0.327706,0.392513,0.158482,0.403653,0.28405,CALI
0.328064,0.199495,0.204666,0.327743,0.388871,0.163713,0.399719,0.288337,CALI
0.337234,0.204055,0.20473,0.327823,0.368197,0.195389,0.377669,0.312745,CALI
0.332065,0.199153,0.20476,0.32786,0.375521,0.183807,0.385345,0.297029,CALI
0.332519,0.200023,0.204807,0.327918,0.364197,0.202044,0.373241,0.308655,CALI
0.32003,0.199516,0.204846,0.327965,0.34971,0.227152,0.357817,0.326069,CALI
0.331228,0.202084,0.20485,0.327971,0.357163,0.214003,0.365692,0.320622,CALI
0.327495,0.201062,0.204871,0.327997,0.354939,0.217898,0.363286,0.32178,CALI
0.344889,0.199739,0.204871,0.327997,0.397488,0.151821,0.4083,0.2773,CALI
0.321349,0.199796,0.204888,0.328018,0.354823,0.218124,0.363121,0.320249,CALI
0.325752,0.202179,0.204922,0.328061,0.358693,0.21147,0.367129,0.322464,CALI
0.342058,0.202793,0.205021,0.328182,0.384981,0.169807,0.394681,0.295675,CALI
0.336715,0.205766,0.205042,0.328209,0.38408,0.171165,0.393673,0.302943,CALI
0.336044,0.202525,0.205055,0.328224,0.366897,0.197924,0.375473,0.312013,CALI
0.340076,0.200217,0.20511,0.328293,0.377818,0.180696,0.386877,0.298083,CALI
0.32017,0.199524,0.205234,0.328446,0.359256,0.210927,0.366947,0.313016,CALI
0.319242,0.199883,0.205281,0.328504,0.362816,0.20497,0.370591,0.312422,CALI
0.319617,0.199714,0.205345,0.328584,0.367702,0.196988,0.375591,0.307895,CALI
0.335337,0.200341,0.205345,0.328584,0.378462,0.179999,0.386956,0.29935,CALI
0.330456,0.200625,0.20549,0.328763,0.367114,0.198135,0.374605,0.308582,CALI
0.31935,0.201297,0.205516,0.328795,0.355893,0.217113,0.362695,0.320836,CALI
0.335484,0.202587,0.20552,0.3288,0.372512,0.189488,0.380227,0.306556,CALI
0.314952,0.201804,0.205563,0.328853,0.362479,0.205907,0.36953,0.316857,CALI
0.330408,0.199611,0.205571,0.328864,0.378065,0.180888,0.385958,0.298336,CALI
0.33122,0.202802,0.20558,0.328874,0.350091,0.227493,0.356413,0.330399,CALI
0.334266,0.201651,0.205682,0.329001,0.368025,0.196899,0.375082,0.312395,CALI
0.34518,0.201647,0.205734,0.329064,0.378486,0.180443,0.385988,0.298044,CALI
0.323112,0.200604,0.205764,0.329101,0.354213,0.220397,0.36031,0.321553,CALI
0.320047,0.202764,0.205849,0.329207,0.352749,0.223106,0.358556,0.326167,CALI
0.331694,0.202138,0.205862,0.329222,0.373079,0.189023,0.379959,0.307286,CALI
0.330345,0.203544,0.20587,0.329233,0.363362,0.204835,0.369693,0.316599,CALI
0.331868,0.20135,0.205939,0.329317,0.365662,0.201103,0.371948,0.311774,CALI
0.317457,0.199899,0.205964,0.329349,0.361907,0.207403,0.367925,0.312544,CALI
0.360001,0.201804,0.206024,0.329423,0.4148,0.13033,0.423515,0.265683,CALI
0.347001,0.204183,0.206028,0.329428,0.388501,0.165862,0.39579,0.295625,CALI
0.329875,0.202307,0.206058,0.329465,0.376731,0.183552,0.383311,0.302765,CALI
0.319147,0.20121,0.206272,0.329729,0.367945,0.197792,0.373518,0.307939,CALI
0.34442,0.201491,0.206361,0.32984,0.402147,0.147165,0.409294,0.279362,CALI
0.341961,0.204034,0.206361,0.32984,0.374152,0.18796,0.379827,0.308448,CALI
0.342596,0.201256,0.206374,0.329855,0.396327,0.155148,0.403134,0.284124,CALI
0.348293,0.205625,0.206639,0.330182,0.360509,0.21067,0.36478,0.324474,CALI
0.35164,0.209183,0.206737,0.330303,0.383606,0.173921,0.388816,0.310861,CALI
0.319461,0.200683,0.206754,0.330324,0.33927,0.249377,0.342169,0.336669,CALI
0.330354,0.20269,0.206763,0.330335,0.375124,0.186937,0.379836,0.305688,CALI
0.346219,0.204071,0.206916,0.330525,0.372297,0.191602,0.376477,0.310651,CALI
0.334853,0.20429,0.206955,0.330572,0.403052,0.146612,0.408688,0.284517,CALI
0.344246,0.202286,0.206993,0.330619,0.390872,0.163579,0.395794,0.290417,CALI
0.338487,0.204615,0.207143,0.330804,0.390212,0.164705,0.394716,0.296034,CALI
0.334538,0.204195,0.207151,0.330814,0.390766,0.163916,0.395276,0.292822,CALI
0.328544,0.202352,0.207168,0.330835,0.361541,0.209623,0.364555,0.316367,CALI
0.336299,0.204974,0.207382,0.331098,0.361629,0.209757,0.364121,0.320966,CALI
0.342997,0.20255,0.207403,0.331125,0.385538,0.171848,0.389145,0.295644,CALI
0.339302,0.203094,0.207501,0.331246,0.393424,0.160528,0.397164,0.290041,CALI
0.350239,0.202447,0.20751,0.331256,0.395811,0.157174,0.399644,0.286424,CALI
0.337576,0.202431,0.207518,0.331267,0.364871,0.204484,0.367183,0.314928,CALI
0.318762,0.203041,0.207578,0.331341,0.364582,0.205045,0.366732,0.315676,CALI
0.336329,0.204183,0.207676,0.331462,0.386852,0.170235,0.389826,0.296426,CALI
0.33301,0.204438,0.20786,0.331688,0.349909,0.231012,0.35067,0.330144,CALI
