@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R2-4,7-11,13-14,16-17'

@attribute Perimeter numeric
@attribute MajorAxisLength numeric
@attribute MinorAxisLength numeric
@attribute ConvexArea numeric
@attribute EquivDiameter numeric
@attribute Extent numeric
@attribute Solidity numeric
@attribute roundness numeric
@attribute ShapeFactor1 numeric
@attribute ShapeFactor2 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.170846,0.152253,0.284565,0.105744,0.197817,0.786491,0.971279,0.946665,0.397836,0.58733,0.984319,SEKER
0.167331,0.15196,0.285261,0.105496,0.197823,0.770451,0.988626,0.972476,0.39736,0.588747,0.975742,SEKER
0.17057,0.156587,0.278808,0.10574,0.197849,0.685655,0.972994,0.948873,0.404573,0.567065,0.986339,SEKER
0.171737,0.138919,0.303426,0.106074,0.197849,0.702078,0.950029,0.94042,0.376774,0.654833,0.972626,SEKER
0.187576,0.187128,0.241096,0.106642,0.197952,0.743406,0.915644,0.831572,0.452342,0.442409,0.988811,SEKER
0.171453,0.168594,0.263627,0.106016,0.197991,0.740023,0.960278,0.943392,0.423089,0.514647,0.987892,SEKER
0.176737,0.176691,0.254372,0.106144,0.198029,0.595625,0.953214,0.905957,0.435718,0.481912,0.967295,SEKER
0.174409,0.142633,0.298848,0.106069,0.198074,0.695248,0.960309,0.922714,0.382052,0.63591,0.968335,SEKER
0.174171,0.168145,0.267513,0.106061,0.198474,0.678104,0.978585,0.926968,0.421106,0.517668,0.91783,SEKER
0.171006,0.152562,0.28575,0.10616,0.198487,0.749314,0.972352,0.949851,0.396607,0.587592,0.980273,SEKER
0.171266,0.134193,0.312036,0.106457,0.198661,0.757891,0.959677,0.949089,0.367341,0.682975,0.972797,SEKER
0.178332,0.14313,0.300161,0.107599,0.198744,0.684457,0.885526,0.899313,0.381153,0.635182,0.953506,SEKER
0.17789,0.159936,0.276735,0.106882,0.198776,0.691159,0.935746,0.902608,0.407433,0.554127,0.976969,SEKER
0.179154,0.164169,0.272142,0.10745,0.198866,0.563413,0.90098,0.894356,0.413837,0.535617,0.956267,SEKER
0.183098,0.185603,0.245482,0.106869,0.199008,0.731295,0.94683,0.868118,0.447059,0.450205,0.974832,SEKER
0.175196,0.137771,0.307639,0.10738,0.199195,0.712671,0.920209,0.924281,0.371634,0.66483,0.985619,SEKER
0.174233,0.157005,0.281964,0.106642,0.199291,0.640918,0.974877,0.931769,0.401512,0.568778,0.96897,SEKER
0.176712,0.176707,0.257231,0.10684,0.199503,0.771258,0.970708,0.915501,0.431793,0.485153,0.973245,SEKER
0.176197,0.156744,0.285195,0.107331,0.199786,0.6452,0.949681,0.920947,0.399834,0.571239,0.915371,SEKER
0.176356,0.141204,0.305285,0.107422,0.199972,0.70639,0.951723,0.921014,0.375081,0.648651,0.96318,SEKER
0.178054,0.174314,0.261515,0.107397,0.200101,0.712231,0.959083,0.909846,0.426463,0.496042,0.970395,SEKER
0.174352,0.140178,0.306026,0.107446,0.200126,0.683144,0.956843,0.936284,0.373096,0.654529,0.993631,SEKER
0.19584,0.176092,0.260082,0.10846,0.20028,0.589656,0.894811,0.791926,0.428763,0.489334,0.958604,SEKER
0.183764,0.199054,0.232547,0.107442,0.2003,0.506189,0.964781,0.871607,0.464542,0.405807,0.977082,SEKER
0.185577,0.167325,0.270674,0.107854,0.200332,0.754153,0.938123,0.859522,0.414947,0.525538,0.973249,SEKER
0.195188,0.225229,0.205024,0.107603,0.200338,0.697739,0.955518,0.796437,0.505274,0.326695,0.962314,SEKER
0.172162,0.152844,0.289611,0.107323,0.200351,0.702819,0.975215,0.95355,0.392303,0.59108,0.975559,SEKER
0.174636,0.163814,0.276044,0.107455,0.200402,0.707409,0.968474,0.936021,0.409286,0.540888,0.951611,SEKER
0.177336,0.186015,0.248213,0.107496,0.200537,0.760025,0.971615,0.917677,0.443553,0.451942,0.972214,SEKER
0.179184,0.184681,0.250688,0.10757,0.200556,0.571094,0.967402,0.904815,0.441421,0.456918,0.945508,SEKER
0.175144,0.158714,0.282507,0.107826,0.200582,0.682061,0.951123,0.933538,0.40087,0.564173,0.96898,SEKER
0.196436,0.198676,0.236117,0.108378,0.20064,0.413282,0.916186,0.790268,0.463009,0.407739,0.898117,SEKER
0.17305,0.171067,0.266431,0.1075,0.200775,0.747449,0.981823,0.949852,0.419622,0.510856,0.987102,SEKER
0.210272,0.165147,0.275312,0.109363,0.200852,0.65951,0.859124,0.706633,0.410199,0.536156,0.950906,SEKER
0.176934,0.170905,0.266938,0.107871,0.200941,0.732125,0.963884,0.923094,0.418933,0.511915,0.988552,SEKER
0.183778,0.154209,0.288897,0.108605,0.20098,0.645282,0.915802,0.875735,0.392838,0.586188,0.982969,SEKER
0.188069,0.126952,0.327783,0.108831,0.20107,0.687698,0.904439,0.847347,0.350188,0.73206,0.986834,SEKER
0.175123,0.152689,0.292645,0.108056,0.201127,0.649575,0.959463,0.937194,0.3901,0.59384,0.942685,SEKER
0.177426,0.165245,0.276911,0.108254,0.201544,0.690488,0.964378,0.923447,0.408561,0.537398,0.943653,SEKER
0.191567,0.152593,0.292889,0.109198,0.20171,0.740416,0.907844,0.828119,0.388482,0.595823,0.976839,SEKER
0.178628,0.166785,0.274247,0.108559,0.201813,0.616137,0.955522,0.916671,0.410258,0.53138,0.981485,SEKER
0.17839,0.17562,0.264034,0.108452,0.201909,0.580802,0.967025,0.91896,0.423721,0.494902,0.959963,SEKER
0.178696,0.166102,0.276362,0.108819,0.201909,0.620922,0.94216,0.916803,0.408949,0.534558,0.950443,SEKER
0.186351,0.185227,0.252789,0.109487,0.202261,0.550403,0.912575,0.866203,0.437688,0.458544,0.969246,SEKER
0.177172,0.165808,0.276853,0.108757,0.202382,0.740997,0.967188,0.930603,0.407271,0.536972,0.97749,SEKER
0.175785,0.163432,0.280265,0.108724,0.202395,0.63698,0.969988,0.940585,0.403556,0.547425,0.968293,SEKER
0.178213,0.151109,0.296446,0.109029,0.202491,0.745239,0.95355,0.92391,0.384223,0.605086,0.982213,SEKER
0.174375,0.152297,0.296365,0.109132,0.203207,0.778092,0.97807,0.955978,0.384273,0.601168,0.983285,SEKER
0.211438,0.201844,0.23707,0.110402,0.20329,0.476895,0.896276,0.713508,0.46061,0.402445,0.92341,SEKER
0.181276,0.167461,0.277397,0.109903,0.203584,0.666294,0.942593,0.909305,0.406738,0.532702,0.97446,SEKER
0.182248,0.176792,0.266808,0.109891,0.203782,0.523497,0.952106,0.903785,0.420622,0.494448,0.951104,SEKER
0.172281,0.131309,0.327689,0.109528,0.203826,0.711334,0.978539,0.975277,0.350366,0.714676,0.984656,SEKER
0.185799,0.183496,0.258651,0.110052,0.20396,0.682831,0.949126,0.880463,0.430488,0.468722,0.960921,SEKER
0.18792,0.204002,0.23446,0.110113,0.204011,0.545468,0.947207,0.866399,0.461957,0.396787,0.975606,SEKER
0.175593,0.164715,0.281976,0.109747,0.204133,0.632135,0.977241,0.953142,0.401101,0.545985,0.978949,SEKER
0.181995,0.182085,0.259758,0.11034,0.204145,0.717599,0.93785,0.907829,0.427826,0.474512,0.991318,SEKER
0.18298,0.172926,0.272441,0.110212,0.204585,0.722192,0.965721,0.903744,0.41258,0.512002,0.978344,SEKER
0.18693,0.144568,0.310194,0.110695,0.204617,0.771903,0.934744,0.876832,0.368881,0.643879,0.984787,SEKER
0.193742,0.128908,0.334124,0.111536,0.204917,0.771864,0.891726,0.833247,0.344089,0.732123,0.976467,SEKER
0.18332,0.181534,0.262652,0.11046,0.204987,0.772462,0.966691,0.903906,0.424766,0.478483,0.9768,SEKER
0.183054,0.168257,0.280048,0.110946,0.205394,0.665798,0.951908,0.908307,0.403331,0.533595,0.9804,SEKER
0.182833,0.168465,0.280386,0.111243,0.205642,0.625537,0.94291,0.911406,0.403017,0.533292,0.978198,SEKER
0.225145,0.165705,0.284878,0.112212,0.205649,0.758558,0.878778,0.647868,0.398771,0.545304,0.951468,SEKER
0.202236,0.179243,0.267859,0.112814,0.205827,0.673467,0.846804,0.784218,0.419058,0.489302,0.957475,SEKER
0.17814,0.155772,0.298783,0.11109,0.206043,0.720689,0.970643,0.947096,0.382568,0.591786,0.956913,SEKER
0.194796,0.175437,0.272577,0.111861,0.206215,0.705401,0.926676,0.83418,0.412228,0.505447,0.982961,SEKER
0.188988,0.15946,0.295067,0.112113,0.206653,0.614481,0.929074,0.875459,0.386693,0.575987,0.958997,SEKER
0.185528,0.167251,0.284711,0.111734,0.206831,0.717934,0.962092,0.900176,0.398146,0.541389,0.972185,SEKER
0.190772,0.176321,0.274019,0.112908,0.206888,0.801111,0.886622,0.864897,0.411846,0.503389,0.948948,SEKER
0.194254,0.194714,0.250521,0.112129,0.206894,0.568545,0.938499,0.841832,0.439905,0.433914,0.986959,SEKER
0.178611,0.15183,0.305487,0.111997,0.207148,0.677597,0.958358,0.950797,0.373825,0.613825,0.990094,SEKER
0.189492,0.175615,0.274263,0.112298,0.207262,0.71684,0.943315,0.875805,0.409808,0.507115,0.992175,SEKER
0.184493,0.177956,0.272056,0.111981,0.207383,0.608387,0.969709,0.910785,0.413067,0.497916,0.977918,SEKER
0.183668,0.166883,0.286517,0.112463,0.207459,0.62198,0.940934,0.91701,0.396001,0.544509,0.972947,SEKER
0.178847,0.167461,0.285661,0.112006,0.207599,0.773262,0.977478,0.951993,0.396529,0.54232,0.984891,SEKER
0.196608,0.168644,0.284013,0.112636,0.207687,0.743265,0.93939,0.831215,0.398107,0.537396,0.993838,SEKER
0.188732,0.172875,0.278876,0.112706,0.207694,0.716118,0.93502,0.883606,0.404533,0.519429,0.985331,SEKER
0.178922,0.17066,0.28213,0.111923,0.2077,0.697512,0.987417,0.952102,0.401143,0.528784,0.973278,SEKER
0.189844,0.191692,0.25733,0.112377,0.207878,0.574713,0.964933,0.877213,0.432694,0.446713,0.948434,SEKER
0.190969,0.180124,0.272039,0.113185,0.208783,0.718041,0.950768,0.875187,0.412765,0.49242,0.985903,SEKER
0.188286,0.198378,0.25026,0.112958,0.208878,0.720383,0.96993,0.893973,0.440202,0.425187,0.988003,SEKER
0.185461,0.162438,0.295995,0.113189,0.208973,0.633717,0.958756,0.914029,0.385466,0.568091,0.963425,SEKER
0.200069,0.198592,0.251291,0.114141,0.209144,0.522677,0.903381,0.817548,0.439821,0.424985,0.964892,SEKER
0.2017,0.207098,0.241201,0.113972,0.209252,0.542362,0.919148,0.807759,0.452419,0.396843,0.983679,SEKER
0.189917,0.177656,0.276991,0.113762,0.20946,0.61379,0.942054,0.886463,0.407296,0.503825,0.972727,SEKER
0.188919,0.195238,0.255376,0.114087,0.209568,0.778632,0.925267,0.893916,0.433623,0.437539,0.98656,SEKER
0.182172,0.160044,0.302057,0.11377,0.210206,0.659329,0.97391,0.944891,0.378811,0.58223,0.959279,SEKER
0.26058,0.177033,0.280844,0.116231,0.210465,0.599434,0.824291,0.490631,0.403805,0.508644,0.944819,SEKER
0.185608,0.175567,0.282188,0.114162,0.210673,0.707326,0.968345,0.923659,0.401069,0.515139,0.973422,SEKER
0.195054,0.182041,0.273574,0.115477,0.210692,0.599012,0.882986,0.859543,0.41078,0.489107,0.988786,SEKER
0.182508,0.158391,0.305825,0.114265,0.21107,0.57475,0.978806,0.947998,0.374211,0.592209,0.970313,SEKER
0.202212,0.203939,0.248469,0.115139,0.21124,0.771861,0.928756,0.816251,0.442331,0.411048,0.993305,SEKER
0.180528,0.170686,0.289798,0.114368,0.211354,0.791703,0.984328,0.963958,0.392015,0.537312,0.977384,SEKER
0.187725,0.167161,0.294405,0.114665,0.211423,0.648629,0.967782,0.913646,0.386542,0.552868,0.982198,SEKER
0.183598,0.169048,0.29287,0.114908,0.211915,0.749169,0.973094,0.945616,0.388163,0.545753,0.985562,SEKER
0.199144,0.159764,0.306289,0.115831,0.211921,0.647267,0.912939,0.840082,0.374209,0.587885,0.95708,SEKER
0.186033,0.166097,0.297166,0.115254,0.212059,0.720738,0.956637,0.929394,0.383377,0.559152,0.98303,SEKER
0.198007,0.235924,0.215757,0.115069,0.212141,0.720077,0.972354,0.848832,0.487928,0.317666,0.990642,SEKER
0.196818,0.183299,0.27689,0.116107,0.212688,0.712128,0.928082,0.859957,0.407594,0.488589,0.968337,SEKER
0.190523,0.191993,0.265865,0.115724,0.212707,0.69541,0.953913,0.902382,0.420565,0.45572,0.981228,SEKER
0.19695,0.19874,0.257672,0.116161,0.212758,0.577123,0.927577,0.859503,0.430537,0.431751,0.990004,SEKER
0.202594,0.203694,0.252617,0.116009,0.212896,0.594375,0.943488,0.823611,0.43759,0.415111,0.976954,SEKER
0.188615,0.178171,0.285028,0.115844,0.213242,0.675799,0.9692,0.918826,0.39853,0.510326,0.953102,SEKER
0.190879,0.154534,0.315518,0.116404,0.213374,0.71162,0.938318,0.904072,0.362884,0.616859,0.991681,SEKER
0.194939,0.166519,0.301532,0.117307,0.213694,0.726417,0.893584,0.878558,0.380009,0.561253,0.943442,SEKER
0.208029,0.158459,0.312029,0.117542,0.214033,0.617819,0.89298,0.79588,0.367167,0.599471,0.977545,SEKER
0.197487,0.212097,0.247284,0.117093,0.214409,0.653703,0.938228,0.865937,0.446136,0.390648,0.940009,SEKER
0.191956,0.186902,0.275573,0.116718,0.214459,0.590157,0.964768,0.903422,0.408493,0.478514,0.985455,SEKER
0.191729,0.181711,0.282621,0.116973,0.214491,0.614117,0.949499,0.905163,0.400685,0.498865,0.970205,SEKER
0.256204,0.188492,0.275212,0.120139,0.214547,0.542491,0.749424,0.531716,0.410637,0.472655,0.943042,SEKER
0.213045,0.251327,0.206827,0.117468,0.214697,0.523896,0.926342,0.768739,0.503731,0.282927,0.935698,SEKER
0.193479,0.171765,0.296414,0.118119,0.214879,0.594157,0.892141,0.895648,0.384928,0.541021,0.965026,SEKER
0.187834,0.156845,0.31621,0.117051,0.214879,0.631206,0.961161,0.934495,0.362745,0.609454,0.975762,SEKER
0.185607,0.172049,0.295782,0.116899,0.214961,0.771961,0.974595,0.950669,0.38515,0.539992,0.977733,SEKER
0.195996,0.164026,0.307449,0.118016,0.215562,0.794841,0.928075,0.882866,0.371779,0.577181,0.987257,SEKER
0.198004,0.188101,0.27733,0.118033,0.215756,0.581706,0.935345,0.870658,0.407003,0.476739,0.969889,SEKER
0.188967,0.186068,0.280283,0.117596,0.2161,0.644795,0.978427,0.934233,0.403127,0.485295,0.978514,SEKER
0.215059,0.165773,0.308962,0.119867,0.217118,0.721115,0.876078,0.770311,0.370629,0.573032,0.974091,SEKER
0.185116,0.158415,0.318865,0.118461,0.217318,0.695175,0.974794,0.969103,0.359299,0.608137,0.99232,SEKER
0.188881,0.168856,0.305123,0.118639,0.217455,0.651895,0.969249,0.94332,0.374369,0.559953,0.986351,SEKER
0.192297,0.19082,0.27718,0.119084,0.217499,0.593088,0.942459,0.919878,0.40664,0.470197,0.983444,SEKER
0.19782,0.191113,0.276989,0.11901,0.21758,0.668468,0.950706,0.882937,0.406868,0.469271,0.983453,SEKER
0.262891,0.205794,0.260433,0.119752,0.217586,0.60161,0.903424,0.514219,0.428486,0.417269,0.954509,SEKER
0.188387,0.171545,0.301845,0.118606,0.217599,0.737047,0.977543,0.947685,0.377987,0.548441,0.986735,SEKER
0.191939,0.166718,0.308982,0.118919,0.21773,0.695938,0.962965,0.923775,0.370561,0.570233,0.975301,SEKER
0.188203,0.184944,0.285735,0.118956,0.218272,0.660064,0.983857,0.953221,0.396063,0.494452,0.994492,SEKER
0.193718,0.190509,0.279232,0.119814,0.218341,0.635945,0.931722,0.915328,0.404075,0.473161,0.98615,SEKER
0.189243,0.171993,0.303062,0.119249,0.218391,0.759104,0.970086,0.946645,0.376736,0.548375,0.984086,SEKER
0.214013,0.210683,0.256825,0.120621,0.219013,0.645388,0.908908,0.787565,0.431989,0.403898,0.981087,SEKER
0.190398,0.177447,0.297733,0.119822,0.219131,0.729513,0.965037,0.943199,0.382951,0.526818,0.977512,SEKER
0.199877,0.17473,0.301394,0.120152,0.219187,0.637521,0.946317,0.878979,0.378833,0.538441,0.977817,SEKER
0.188744,0.172,0.305195,0.119694,0.219275,0.768252,0.97937,0.95571,0.374621,0.550452,0.977733,SEKER
0.205933,0.170604,0.309166,0.121483,0.219741,0.677658,0.885263,0.842689,0.371462,0.557708,0.946493,SEKER
0.211422,0.207475,0.26457,0.12105,0.220902,0.576627,0.962222,0.814601,0.422449,0.418113,0.974645,SEKER
0.20196,0.170014,0.312375,0.121941,0.221157,0.623838,0.916531,0.877056,0.367236,0.56375,0.965942,SEKER
0.204671,0.184254,0.294036,0.122007,0.221454,0.721436,0.925018,0.861048,0.387255,0.504237,0.974707,SEKER
0.196726,0.162008,0.324193,0.121619,0.221609,0.864179,0.95618,0.914912,0.354522,0.601844,0.97044,SEKER
0.210253,0.181126,0.299165,0.122674,0.222068,0.726783,0.908928,0.828776,0.381222,0.518291,0.980566,SEKER
0.192278,0.156767,0.332266,0.121607,0.222198,0.754694,0.982062,0.94922,0.345547,0.628948,0.988105,SEKER
0.205272,0.17426,0.308924,0.122839,0.222359,0.706833,0.910894,0.862521,0.37056,0.547932,0.976981,SEKER
0.203523,0.195228,0.28282,0.122621,0.222383,0.722667,0.925711,0.874119,0.400922,0.464116,0.958347,SEKER
0.195676,0.185299,0.294719,0.121776,0.222445,0.672532,0.981871,0.927229,0.386366,0.502274,0.977509,SEKER
0.199412,0.158435,0.33107,0.122452,0.222662,0.673917,0.948219,0.903162,0.346902,0.621889,0.984467,SEKER
0.204769,0.208036,0.267718,0.122699,0.222823,0.650559,0.93943,0.868577,0.418393,0.419977,0.978106,SEKER
0.203364,0.187918,0.2944,0.123297,0.22367,0.643534,0.93771,0.882894,0.387192,0.494634,0.96568,SEKER
0.20754,0.194111,0.287133,0.123812,0.223904,0.764075,0.915296,0.856975,0.395565,0.471457,0.965801,SEKER
0.205628,0.215484,0.261447,0.123132,0.223935,0.744236,0.959371,0.869597,0.426343,0.397765,0.975415,SEKER
0.195444,0.168415,0.320656,0.123322,0.224188,0.651396,0.958162,0.939597,0.357807,0.578364,0.981697,SEKER
0.208288,0.239262,0.236185,0.123107,0.224201,0.427577,0.972209,0.853897,0.459962,0.328629,0.966802,SEKER
0.203913,0.182384,0.302885,0.123816,0.224484,0.780062,0.939608,0.884161,0.377248,0.518606,0.975898,SEKER
0.201026,0.188232,0.295006,0.123792,0.224577,0.71448,0.945082,0.903955,0.385452,0.495388,0.992603,SEKER
0.232937,0.184362,0.301026,0.125086,0.2247,0.680129,0.869471,0.707356,0.379582,0.511046,0.969082,SEKER
0.202452,0.186036,0.299688,0.124014,0.225089,0.702818,0.952789,0.897507,0.38106,0.505195,0.969566,SEKER
0.201467,0.200656,0.28169,0.123845,0.225212,0.729888,0.968636,0.904849,0.401783,0.450269,0.970308,SEKER
0.207581,0.198717,0.284762,0.124447,0.225427,0.738818,0.940002,0.865746,0.398467,0.457685,0.962552,SEKER
0.212417,0.186039,0.301913,0.125119,0.225969,0.605643,0.920936,0.837866,0.378959,0.507134,0.959594,SEKER
0.213065,0.230538,0.24871,0.124884,0.226142,0.50736,0.942874,0.834761,0.442329,0.356171,0.985781,SEKER
0.208067,0.194541,0.291858,0.125486,0.226535,0.73429,0.921975,0.869163,0.389782,0.475404,0.973825,SEKER
0.197488,0.191017,0.296024,0.124497,0.226541,0.685751,0.984063,0.940034,0.384721,0.488831,0.981699,SEKER
0.22028,0.258973,0.222982,0.125647,0.227113,0.748209,0.936339,0.795454,0.480448,0.283465,0.922179,SEKER
0.202791,0.178697,0.313749,0.125581,0.227242,0.702943,0.945888,0.908267,0.365446,0.540314,0.974069,SEKER
0.210392,0.21397,0.270401,0.12563,0.22742,0.566962,0.950322,0.859343,0.41538,0.409213,0.970833,SEKER
0.217627,0.210627,0.275141,0.12657,0.227739,0.625622,0.90545,0.815403,0.409815,0.420853,0.965576,SEKER
0.223686,0.190739,0.300291,0.127922,0.227819,0.639573,0.825748,0.778783,0.381266,0.492667,0.946863,SEKER
0.209598,0.213541,0.272321,0.126154,0.227886,0.601886,0.937437,0.867231,0.413604,0.411502,0.95663,SEKER
0.208125,0.199678,0.290115,0.126686,0.228757,0.687497,0.941123,0.882003,0.391736,0.461061,0.975159,SEKER
0.206931,0.17215,0.327212,0.127036,0.229369,0.68344,0.945198,0.893525,0.351209,0.574041,0.975211,SEKER
0.200761,0.19218,0.300636,0.126653,0.229449,0.722048,0.972307,0.935455,0.379434,0.490611,0.984191,SEKER
0.211092,0.210327,0.278897,0.127584,0.229724,0.705865,0.926264,0.868423,0.404493,0.425711,0.985692,SEKER
0.20789,0.20034,0.295399,0.127931,0.230928,0.562312,0.955465,0.896522,0.387452,0.463124,0.929934,SEKER
0.226067,0.258192,0.230482,0.128677,0.23138,0.799098,0.928533,0.784494,0.467911,0.291748,0.965697,SEKER
0.233796,0.211147,0.282938,0.129621,0.231782,0.605685,0.887703,0.741079,0.400623,0.426948,0.96237,SEKER
0.242662,0.211127,0.282724,0.129794,0.231892,0.596425,0.881751,0.691418,0.400328,0.427229,0.976137,SEKER
0.206716,0.203229,0.294954,0.129303,0.233134,0.695086,0.963587,0.917589,0.386246,0.45719,0.973757,SEKER
0.223057,0.205854,0.292301,0.129893,0.233256,0.645259,0.932638,0.813433,0.389634,0.448097,0.964623,SEKER
0.214853,0.19981,0.30085,0.130693,0.233785,0.596283,0.906071,0.868072,0.379916,0.470981,0.965544,SEKER
0.215537,0.185804,0.320081,0.131006,0.234781,0.65094,0.928547,0.869523,0.358044,0.527794,0.991566,SEKER
0.216381,0.238115,0.262546,0.131937,0.236925,0.795562,0.961362,0.87667,0.425607,0.353051,0.95959,SEKER
0.215583,0.190444,0.320628,0.132527,0.237469,0.666776,0.948358,0.88502,0.35835,0.514915,0.968036,SEKER
0.216737,0.176413,0.339741,0.132886,0.237626,0.65148,0.933278,0.878489,0.338605,0.574754,0.972036,SEKER
0.209719,0.203561,0.306219,0.132877,0.238586,0.624862,0.973607,0.930319,0.373883,0.467119,0.967581,SEKER
0.213895,0.226183,0.279243,0.133253,0.238875,0.784433,0.96302,0.904344,0.404346,0.391708,0.979033,SEKER
0.212774,0.169643,0.353719,0.134089,0.239833,0.755123,0.952468,0.917436,0.324452,0.611398,0.985559,SEKER
0.215515,0.206187,0.30592,0.134048,0.240255,0.686409,0.972381,0.901903,0.373621,0.461015,0.982989,SEKER
0.22013,0.206468,0.306607,0.134901,0.240387,0.615963,0.92684,0.872852,0.373699,0.460275,0.961259,SEKER
0.225416,0.221622,0.290141,0.135483,0.241637,0.680589,0.943805,0.846704,0.391491,0.41117,0.98065,SEKER
0.224824,0.241597,0.26933,0.13573,0.242309,0.607637,0.956806,0.854264,0.417098,0.352332,0.960946,SEKER
0.212593,0.202977,0.314527,0.135718,0.242536,0.746267,0.96694,0.934811,0.363998,0.477396,0.990248,SEKER
0.223616,0.241653,0.26893,0.135681,0.242566,0.784058,0.970385,0.863353,0.416545,0.352606,0.986703,SEKER
0.217899,0.209007,0.311227,0.137288,0.244452,0.6372,0.952692,0.911111,0.367811,0.459377,0.983441,SEKER
0.219247,0.188787,0.339563,0.138047,0.244804,0.678711,0.922501,0.904393,0.339691,0.538015,0.947189,SEKER
0.211132,0.180352,0.351031,0.137441,0.245377,0.743754,0.981729,0.961781,0.327061,0.575616,0.984921,SEKER
0.212729,0.180316,0.351105,0.137614,0.245449,0.717022,0.974442,0.951403,0.326858,0.575945,0.988567,SEKER
0.221884,0.186923,0.345533,0.139279,0.246992,0.762284,0.939864,0.900134,0.332414,0.550811,0.9848,SEKER
0.233243,0.259982,0.258781,0.139181,0.247028,0.68256,0.947111,0.829045,0.430352,0.3112,0.960204,SEKER
0.238854,0.255182,0.265182,0.140483,0.247908,0.688278,0.907153,0.800177,0.421762,0.324808,0.972755,SEKER
0.251915,0.277573,0.243931,0.139968,0.2482,0.374924,0.948999,0.726567,0.450983,0.271286,0.931063,SEKER
0.225925,0.184457,0.354322,0.140739,0.249066,0.749975,0.939499,0.886274,0.324663,0.566192,0.963566,SEKER
0.229879,0.254858,0.270022,0.140941,0.249891,0.739775,0.96136,0.866054,0.416521,0.328783,0.954193,SEKER
0.220605,0.207726,0.328515,0.141798,0.251506,0.743685,0.977416,0.935029,0.350276,0.478295,0.964138,SEKER
0.23736,0.25998,0.268245,0.142936,0.252139,0.562559,0.937408,0.832669,0.417886,0.319084,0.974521,SEKER
0.222825,0.205683,0.336039,0.143587,0.253943,0.658717,0.97313,0.934799,0.342255,0.490912,0.973727,SEKER
0.231041,0.205282,0.337892,0.144725,0.254437,0.640419,0.927989,0.884782,0.340657,0.493451,0.966479,SEKER
0.242261,0.279545,0.253424,0.144437,0.254714,0.691114,0.955646,0.817493,0.437346,0.276044,0.957678,SEKER
0.244005,0.27988,0.26439,0.148064,0.260354,0.738457,0.976873,0.83824,0.42408,0.283262,0.940349,SEKER
0.25635,0.210321,0.344837,0.15107,0.260371,0.631617,0.810183,0.766251,0.334479,0.486809,0.94672,SEKER
0.241823,0.247992,0.301473,0.150035,0.262054,0.507159,0.934457,0.860944,0.379171,0.367325,0.966798,SEKER
0.238299,0.247292,0.303595,0.149948,0.26224,0.743685,0.946721,0.883745,0.377855,0.369634,0.939734,SEKER
0.279766,0.217693,0.340614,0.152747,0.263216,0.714459,0.830846,0.6549,0.337882,0.465781,0.968031,SEKER
0.241989,0.235947,0.32294,0.152269,0.265829,0.750844,0.960816,0.881097,0.355473,0.409847,0.980004,SEKER
0.254309,0.252037,0.313543,0.155542,0.268743,0.752208,0.89672,0.82299,0.369384,0.366974,0.876579,SEKER
0.261512,0.281545,0.281212,0.155732,0.270727,0.746424,0.96466,0.791981,0.401853,0.294197,0.982782,SEKER
0.264178,0.229425,0.358822,0.162464,0.278664,0.757745,0.914151,0.818957,0.320449,0.45479,0.961619,SEKER
0.254673,0.226197,0.384307,0.168837,0.288603,0.72042,0.965175,0.930051,0.29693,0.485182,0.968553,SEKER
0.199341,0.207913,0.161596,0.089864,0.168055,0.430587,0.759753,0.585824,0.577363,0.318345,0.956965,BARBUNYA
0.160763,0.179271,0.190925,0.087894,0.168062,0.492534,0.907392,0.826371,0.527381,0.407487,0.961797,BARBUNYA
0.195144,0.149659,0.236517,0.092354,0.171607,0.693711,0.739803,0.629657,0.465282,0.532271,0.832924,BARBUNYA
0.214599,0.203155,0.186993,0.096423,0.179045,0.568293,0.784207,0.56218,0.533759,0.352092,0.961449,BARBUNYA
0.188062,0.16173,0.233217,0.095343,0.179198,0.678103,0.868733,0.71597,0.463802,0.4989,0.972652,BARBUNYA
0.197926,0.197693,0.206104,0.098752,0.185038,0.64624,0.888806,0.689952,0.506368,0.380385,0.901811,BARBUNYA
0.200241,0.177481,0.238829,0.103423,0.190918,0.768647,0.824952,0.709867,0.45647,0.463072,0.963956,BARBUNYA
0.225539,0.208346,0.206153,0.103707,0.191491,0.722161,0.830816,0.570089,0.504492,0.359545,0.941555,BARBUNYA
0.190334,0.202559,0.218628,0.104857,0.195077,0.614857,0.91074,0.796147,0.484802,0.384229,0.966366,BARBUNYA
0.216616,0.215878,0.205574,0.10684,0.195653,0.698393,0.800873,0.641134,0.504264,0.344862,0.966106,BARBUNYA
0.220159,0.210765,0.219037,0.108906,0.199683,0.75811,0.838642,0.643284,0.484568,0.367348,0.958175,BARBUNYA
0.198742,0.190915,0.245402,0.109128,0.201294,0.717224,0.894291,0.779537,0.449129,0.435813,0.928392,BARBUNYA
0.211542,0.219902,0.218053,0.110324,0.202862,0.767484,0.882794,0.710474,0.489727,0.346049,0.874368,BARBUNYA
