@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R2,7-13,16-17'

@attribute Perimeter numeric
@attribute ConvexArea numeric
@attribute EquivDiameter numeric
@attribute Extent numeric
@attribute Solidity numeric
@attribute roundness numeric
@attribute Compactness numeric
@attribute ShapeFactor1 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.736872,0.649357,0.766676,0.795806,0.949077,0.750389,0.392497,0.088554,0.931642,BOMBAY
0.758799,0.652494,0.767491,0.564162,0.911592,0.685628,0.278602,0.112359,0.785727,BOMBAY
0.75848,0.655388,0.767518,0.817877,0.861005,0.686653,0.289793,0.109865,0.825509,BOMBAY
0.763688,0.657762,0.767827,0.522928,0.826222,0.672132,0.33562,0.099836,0.811664,BOMBAY
0.768846,0.655483,0.76807,0.614479,0.871729,0.657768,0.361747,0.094278,0.79523,BOMBAY
0.741364,0.65606,0.770423,0.618708,0.914421,0.747391,0.408996,0.083821,0.84838,BOMBAY
0.747279,0.65749,0.77043,0.683362,0.889337,0.729022,0.434176,0.078898,0.849463,BOMBAY
0.744827,0.664148,0.77102,0.52295,0.7863,0.738343,0.399455,0.085485,0.717044,BOMBAY
0.761827,0.659951,0.771063,0.754912,0.860308,0.686834,0.337167,0.098228,0.749147,BOMBAY
0.760776,0.66226,0.771511,0.8389,0.830032,0.691242,0.321853,0.101299,0.781079,BOMBAY
0.742867,0.661712,0.77195,0.542756,0.84939,0.747199,0.468041,0.071883,0.859708,BOMBAY
0.731738,0.660417,0.772026,0.649614,0.873705,0.782785,0.529227,0.060685,0.839931,BOMBAY
0.759997,0.671952,0.773247,0.351324,0.701683,0.698537,0.371026,0.090356,0.671455,BOMBAY
0.745804,0.657371,0.773345,0.826177,0.956937,0.742146,0.427604,0.079069,0.944279,BOMBAY
0.766189,0.659255,0.774146,0.797405,0.941663,0.682701,0.268198,0.111979,0.920434,BOMBAY
0.765301,0.660116,0.775041,0.784989,0.946578,0.687873,0.377242,0.0884,0.927046,BOMBAY
0.731574,0.661374,0.775185,0.676466,0.927683,0.792858,0.510744,0.062848,0.896249,BOMBAY
0.753139,0.663678,0.775231,0.790006,0.888353,0.72503,0.375114,0.088759,0.776474,BOMBAY
0.74818,0.661501,0.775906,0.858681,0.941612,0.742292,0.369803,0.089578,0.858677,BOMBAY
0.774393,0.673188,0.77619,0.748683,0.74559,0.66449,0.407286,0.081962,0.803706,BOMBAY
0.740366,0.662994,0.776262,0.727252,0.923391,0.767875,0.471274,0.069683,0.922039,BOMBAY
0.730963,0.663204,0.777009,0.778263,0.936429,0.800373,0.484826,0.066901,0.901917,BOMBAY
0.779659,0.665385,0.77712,0.711428,0.90078,0.651926,0.317626,0.099982,0.826148,BOMBAY
0.760698,0.664247,0.777944,0.790715,0.939095,0.709926,0.348911,0.093081,0.968107,BOMBAY
0.757267,0.670216,0.777997,0.383737,0.836544,0.720462,0.359612,0.090855,0.74356,BOMBAY
0.743598,0.664222,0.778195,0.514539,0.945142,0.763395,0.419553,0.078805,0.938132,BOMBAY
0.755795,0.667182,0.778221,0.574655,0.894068,0.7256,0.434746,0.075861,0.853425,BOMBAY
0.732416,0.667936,0.778755,0.705744,0.892866,0.800929,0.542741,0.055885,0.798423,BOMBAY
0.770326,0.666761,0.779686,0.89777,0.934084,0.686217,0.25213,0.113354,0.849197,BOMBAY
0.757583,0.676449,0.780525,0.586721,0.785724,0.726826,0.343767,0.093148,0.725376,BOMBAY
0.721387,0.666848,0.78099,0.593434,0.961712,0.844326,0.574471,0.049626,0.95044,BOMBAY
0.731682,0.668167,0.781224,0.736075,0.943913,0.81082,0.480004,0.06625,0.937376,BOMBAY
0.773195,0.681392,0.781542,0.692092,0.724403,0.683035,0.342708,0.092974,0.710368,BOMBAY
0.785815,0.682385,0.781705,0.634953,0.711253,0.647091,0.273669,0.107719,0.633626,BOMBAY
0.737094,0.669622,0.781747,0.68508,0.930257,0.794785,0.557244,0.052309,0.867407,BOMBAY
0.779251,0.676169,0.782653,0.842363,0.837512,0.668521,0.298744,0.101857,0.871461,BOMBAY
0.737695,0.670641,0.783587,0.852549,0.953582,0.798385,0.513901,0.059255,0.902396,BOMBAY
0.738386,0.67076,0.783827,0.678574,0.956853,0.796873,0.547071,0.053335,0.88741,BOMBAY
0.734063,0.671614,0.784005,0.749763,0.946006,0.81147,0.478558,0.065505,0.915051,BOMBAY
0.751696,0.673407,0.784355,0.696415,0.922745,0.75617,0.475367,0.065965,0.859273,BOMBAY
0.763036,0.6752,0.784378,0.813183,0.892336,0.721385,0.31176,0.098387,0.828805,BOMBAY
0.750769,0.672768,0.784696,0.69341,0.941365,0.760068,0.402982,0.079604,0.82035,BOMBAY
0.774427,0.673168,0.784981,0.775178,0.940785,0.689125,0.336809,0.092874,0.818317,BOMBAY
0.759846,0.675637,0.785573,0.874033,0.911328,0.734545,0.436577,0.072785,0.822843,BOMBAY
0.772652,0.694579,0.786004,0.612099,0.602502,0.697253,0.415744,0.076628,0.570918,BOMBAY
0.756819,0.676045,0.786848,0.86437,0.93259,0.747562,0.408076,0.077805,0.886024,BOMBAY
0.744703,0.676301,0.787107,0.830884,0.933928,0.786399,0.581943,0.046237,0.897582,BOMBAY
0.761039,0.679166,0.787446,0.763557,0.892259,0.736326,0.38212,0.0827,0.835653,BOMBAY
0.764038,0.678832,0.787549,0.89163,0.900263,0.727485,0.52211,0.056389,0.891186,BOMBAY
0.752274,0.675427,0.787562,0.766315,0.959131,0.763797,0.406898,0.077769,0.848649,BOMBAY
0.764751,0.676923,0.787701,0.519291,0.936405,0.72576,0.381422,0.082743,0.857371,BOMBAY
0.754238,0.678073,0.78794,0.709287,0.921931,0.75877,0.448023,0.069751,0.879117,BOMBAY
0.754657,0.678721,0.788134,0.686,0.915118,0.758032,0.440797,0.071044,0.906969,BOMBAY
0.773071,0.686364,0.788425,0.73423,0.791721,0.702881,0.395517,0.079678,0.762656,BOMBAY
0.76071,0.677706,0.788964,0.639917,0.95094,0.741736,0.420744,0.074566,0.794053,BOMBAY
0.763184,0.683,0.789003,0.754685,0.86128,0.73428,0.394928,0.079578,0.768937,BOMBAY
0.783788,0.688911,0.7892,0.668871,0.765955,0.673686,0.350893,0.088349,0.672625,BOMBAY
0.743136,0.67769,0.789616,0.780576,0.965694,0.798931,0.514831,0.056946,0.961996,BOMBAY
0.757221,0.67856,0.790074,0.859841,0.960876,0.75574,0.382653,0.081608,0.900543,BOMBAY
0.732344,0.677855,0.790303,0.780162,0.978106,0.836323,0.549012,0.050731,0.968679,BOMBAY
0.752216,0.680122,0.790622,0.661544,0.946177,0.773,0.363967,0.08515,0.89661,BOMBAY
0.772897,0.682678,0.790925,0.876804,0.909158,0.710507,0.376086,0.082599,0.8526,BOMBAY
0.758553,0.684702,0.791421,0.819021,0.885663,0.755546,0.360035,0.085644,0.840746,BOMBAY
0.784855,0.697597,0.791656,0.547458,0.675442,0.67745,0.402116,0.077183,0.638481,BOMBAY
0.764936,0.682233,0.791659,0.642148,0.93299,0.736613,0.312963,0.095307,0.879481,BOMBAY
0.766693,0.68417,0.791701,0.835865,0.900877,0.731389,0.376338,0.082257,0.79785,BOMBAY
0.772452,0.689179,0.792033,0.739125,0.823503,0.714992,0.421986,0.073199,0.842269,BOMBAY
0.752428,0.685753,0.792149,0.825847,0.883859,0.776841,0.429017,0.071813,0.846756,BOMBAY
0.774724,0.689117,0.792448,0.680265,0.833646,0.709396,0.412042,0.074962,0.832379,BOMBAY
0.78007,0.686504,0.793169,0.782998,0.8936,0.695634,0.324924,0.092211,0.834139,BOMBAY
0.741155,0.685531,0.793529,0.760821,0.918051,0.817127,0.484957,0.060916,0.949388,BOMBAY
0.751342,0.683874,0.793879,0.62419,0.954031,0.785402,0.403918,0.076011,0.92611,BOMBAY
0.741382,0.686664,0.794419,0.776264,0.918417,0.819074,0.530661,0.052477,0.896749,BOMBAY
0.768885,0.683721,0.794564,0.893678,0.971775,0.732978,0.323221,0.092034,0.840629,BOMBAY
0.764814,0.688421,0.79521,0.877148,0.906047,0.747257,0.469667,0.063106,0.875858,BOMBAY
0.744919,0.687819,0.796259,0.682209,0.939356,0.81311,0.559961,0.046799,0.87111,BOMBAY
0.772231,0.688161,0.796961,0.808603,0.949024,0.729736,0.422561,0.07129,0.769793,BOMBAY
0.764827,0.692015,0.797135,0.831852,0.887684,0.752799,0.405368,0.074534,0.856253,BOMBAY
0.777259,0.687398,0.797304,0.717819,0.969558,0.715641,0.368717,0.08169,0.988761,BOMBAY
0.767721,0.694839,0.797625,0.779559,0.851076,0.745342,0.409356,0.073583,0.806773,BOMBAY
0.843936,0.703917,0.798579,0.700375,0.721748,0.536452,0.24258,0.107967,0.646495,BOMBAY
0.788964,0.697684,0.798676,0.832115,0.826605,0.68512,0.338291,0.08735,0.705905,BOMBAY
0.779525,0.691269,0.798701,0.943477,0.934661,0.712863,0.390746,0.076809,0.774945,BOMBAY
0.785492,0.696006,0.798925,0.928659,0.860008,0.695919,0.295953,0.096131,0.797668,BOMBAY
0.750643,0.693194,0.798957,0.893276,0.907828,0.802726,0.561506,0.045614,0.841031,BOMBAY
0.780645,0.693821,0.799031,0.675729,0.89891,0.710475,0.402699,0.074357,0.820394,BOMBAY
0.763967,0.691723,0.799274,0.79629,0.939594,0.761673,0.457703,0.063858,0.896045,BOMBAY
0.769368,0.692547,0.799744,0.812951,0.936009,0.746427,0.364297,0.081669,0.824028,BOMBAY
0.736734,0.69406,0.800908,0.700577,0.936059,0.854159,0.595017,0.039365,0.87212,BOMBAY
0.773377,0.697783,0.802374,0.517228,0.905711,0.741788,0.528795,0.050046,0.852965,BOMBAY
0.772273,0.69728,0.802556,0.776271,0.918106,0.745668,0.388076,0.075919,0.884083,BOMBAY
0.780549,0.707066,0.802926,0.840827,0.764244,0.721789,0.445201,0.064875,0.756934,BOMBAY
0.787131,0.697989,0.802977,0.855287,0.915453,0.702479,0.361343,0.081064,0.879717,BOMBAY
0.799125,0.715517,0.804476,0.554016,0.660738,0.671996,0.27839,0.097779,0.632011,BOMBAY
0.775849,0.702177,0.804842,0.821232,0.886365,0.74137,0.360021,0.08064,0.853271,BOMBAY
0.769636,0.699489,0.805463,0.573392,0.94472,0.762138,0.430178,0.066782,0.845708,BOMBAY
0.773826,0.703162,0.806516,0.718955,0.906489,0.752329,0.396862,0.072767,0.84212,BOMBAY
0.802106,0.709622,0.806809,0.290447,0.806412,0.669929,0.329015,0.086212,0.771773,BOMBAY
0.776585,0.705685,0.807622,0.45332,0.888771,0.74711,0.44803,0.062684,0.83224,BOMBAY
0.815319,0.72114,0.808074,0.584053,0.647805,0.636471,0.327793,0.085992,0.596781,BOMBAY
0.78881,0.704416,0.808471,0.776414,0.928273,0.712966,0.328044,0.085792,0.86606,BOMBAY
0.773439,0.704807,0.810244,0.670367,0.960439,0.764267,0.399134,0.070983,0.932532,BOMBAY
0.77269,0.705698,0.81046,0.83508,0.950337,0.767198,0.397792,0.071165,0.892563,BOMBAY
0.776412,0.707037,0.810806,0.755338,0.935641,0.756775,0.459169,0.059517,0.961567,BOMBAY
0.800315,0.708583,0.811648,0.728219,0.9284,0.688353,0.344336,0.081293,0.901256,BOMBAY
0.777667,0.710265,0.811949,0.723756,0.907198,0.756233,0.444588,0.061797,0.839693,BOMBAY
0.802007,0.707788,0.812354,0.90498,0.956925,0.685448,0.286571,0.093027,0.780812,BOMBAY
0.755037,0.708554,0.812959,0.713507,0.957379,0.830374,0.534784,0.045409,0.931692,BOMBAY
0.789293,0.71217,0.813348,0.707464,0.906218,0.725258,0.413751,0.067079,0.868078,BOMBAY
0.795593,0.714994,0.813509,0.681076,0.863501,0.707184,0.390328,0.071513,0.818709,BOMBAY
0.792196,0.711716,0.814372,0.735992,0.935885,0.719558,0.366916,0.075784,0.784745,BOMBAY
0.79313,0.716795,0.814382,0.867152,0.852996,0.716836,0.3412,0.080925,0.663321,BOMBAY
0.792675,0.712285,0.814966,0.505629,0.939407,0.719812,0.394159,0.070251,0.901335,BOMBAY
0.759869,0.712277,0.815061,0.694815,0.941598,0.82104,0.605764,0.032933,0.963363,BOMBAY
0.804037,0.712487,0.815604,0.343213,0.949922,0.688579,0.311755,0.086512,0.846976,BOMBAY
0.782449,0.712248,0.816431,0.846542,0.971814,0.75453,0.389399,0.070647,0.921184,BOMBAY
0.791172,0.717986,0.816708,0.832134,0.883799,0.729153,0.509222,0.048554,0.847896,BOMBAY
0.824541,0.715868,0.817128,0.852282,0.927442,0.635429,0.255274,0.097982,0.824558,BOMBAY
0.790125,0.717529,0.818933,0.835181,0.939311,0.738545,0.334702,0.080578,0.836006,BOMBAY
0.792622,0.722307,0.820883,0.748577,0.903611,0.736608,0.392471,0.068472,0.891682,BOMBAY
0.800079,0.72842,0.821361,0.788989,0.81547,0.71596,0.40018,0.066826,0.82397,BOMBAY
0.762392,0.721004,0.821725,0.820775,0.942927,0.832734,0.629736,0.026968,0.852837,BOMBAY
0.801344,0.727959,0.823354,0.85402,0.865525,0.717814,0.393925,0.06732,0.726921,BOMBAY
0.785712,0.722954,0.823703,0.520354,0.953851,0.765408,0.436734,0.059153,0.911695,BOMBAY
0.78534,0.726141,0.82604,0.775036,0.95249,0.773232,0.434571,0.058745,0.871391,BOMBAY
0.769546,0.728259,0.826134,0.758282,0.920284,0.822835,0.471629,0.051989,0.851383,BOMBAY
0.799118,0.73453,0.826841,0.654568,0.835103,0.734084,0.454212,0.054881,0.798766,BOMBAY
0.815861,0.732629,0.827225,0.65527,0.873578,0.686714,0.422473,0.060577,0.798763,BOMBAY
0.799176,0.736306,0.829166,0.79983,0.856433,0.74043,0.399568,0.064208,0.818383,BOMBAY
0.794908,0.733083,0.829418,0.801556,0.913223,0.753871,0.393906,0.065197,0.896003,BOMBAY
0.836885,0.737444,0.82959,0.910173,0.847429,0.63496,0.263935,0.091432,0.792213,BOMBAY
0.782808,0.730993,0.829752,0.897906,0.953929,0.79171,0.448189,0.054981,0.865879,BOMBAY
0.795861,0.730741,0.830211,0.679873,0.967823,0.753254,0.354996,0.072463,0.895925,BOMBAY
0.806437,0.742416,0.83281,0.793773,0.837347,0.729211,0.403544,0.062193,0.76509,BOMBAY
0.796272,0.737114,0.833908,0.916587,0.944762,0.762474,0.40695,0.061173,0.853756,BOMBAY
0.785608,0.741633,0.835806,0.744492,0.913395,0.800512,0.500242,0.043729,0.854928,BOMBAY
0.821868,0.745788,0.83603,0.494216,0.852629,0.693648,0.379588,0.065634,0.785494,BOMBAY
0.797517,0.744461,0.83616,0.590606,0.876256,0.765099,0.394181,0.062805,0.868976,BOMBAY
0.795568,0.743888,0.83724,0.762714,0.90822,0.774055,0.479836,0.046811,0.806108,BOMBAY
0.831437,0.748727,0.837628,0.868535,0.840422,0.671171,0.257295,0.089897,0.716422,BOMBAY
0.816119,0.745425,0.838251,0.65615,0.905429,0.716125,0.373375,0.066059,0.777078,BOMBAY
0.837259,0.747717,0.838325,0.734845,0.870979,0.657016,0.210646,0.099879,0.713175,BOMBAY
0.810037,0.74585,0.839614,0.768395,0.927673,0.737567,0.442724,0.052637,0.835225,BOMBAY
0.798097,0.75139,0.840331,0.672786,0.855982,0.775166,0.476381,0.046394,0.780813,BOMBAY
0.838607,0.750149,0.8407,0.763357,0.883139,0.659624,0.273137,0.085406,0.761134,BOMBAY
0.854864,0.750071,0.841714,0.701571,0.905824,0.618701,0.441144,0.052219,0.920554,BOMBAY
0.815649,0.74808,0.84265,0.744134,0.956976,0.729588,0.389698,0.061425,0.861879,BOMBAY
0.809142,0.751225,0.8434,0.706692,0.92343,0.750743,0.445829,0.05081,0.916337,BOMBAY
0.796958,0.754742,0.84356,0.503556,0.871933,0.78781,0.53445,0.035398,0.861573,BOMBAY
0.860059,0.782255,0.84582,0.443375,0.503969,0.615655,0.363209,0.065404,0.406469,BOMBAY
0.785251,0.7532,0.845955,0.776782,0.946589,0.831076,0.543789,0.033082,0.931304,BOMBAY
0.813864,0.753386,0.847356,0.845962,0.973334,0.747831,0.350266,0.06739,0.911324,BOMBAY
0.794619,0.754189,0.848248,0.777631,0.979612,0.808412,0.462664,0.046203,0.889285,BOMBAY
0.815134,0.758534,0.848383,0.734934,0.914665,0.746947,0.394206,0.058625,0.911914,BOMBAY
0.811159,0.756053,0.848638,0.425815,0.958702,0.75939,0.482425,0.042614,0.868094,BOMBAY
0.81521,0.771545,0.849446,0.606999,0.737799,0.749672,0.424579,0.052647,0.70787,BOMBAY
0.828095,0.764108,0.850904,0.604795,0.881522,0.71636,0.407252,0.055345,0.777831,BOMBAY
0.826583,0.764248,0.851143,0.836201,0.884384,0.721333,0.319353,0.072193,0.712443,BOMBAY
0.815976,0.761762,0.851502,0.674549,0.930293,0.753124,0.490855,0.040229,0.806346,BOMBAY
0.828757,0.764149,0.852237,0.706268,0.908876,0.718094,0.41771,0.052973,0.915551,BOMBAY
0.817844,0.764945,0.852565,0.705321,0.903499,0.750582,0.413832,0.053576,0.868878,BOMBAY
0.794999,0.76607,0.852608,0.810733,0.887094,0.819775,0.576965,0.025597,0.812853,BOMBAY
0.824128,0.761931,0.852669,0.794354,0.952253,0.732566,0.369267,0.061896,0.902213,BOMBAY
0.820326,0.764306,0.852697,0.757999,0.91611,0.743682,0.374526,0.060883,0.891379,BOMBAY
0.8307,0.768185,0.852703,0.748702,0.856683,0.713827,0.325033,0.070516,0.733301,BOMBAY
0.842008,0.7683,0.853024,0.780034,0.861642,0.682994,0.364179,0.06275,0.692488,BOMBAY
0.804964,0.768206,0.853729,0.795971,0.877819,0.792318,0.517144,0.035047,0.80839,BOMBAY
0.859636,0.77521,0.854922,0.82979,0.79625,0.640229,0.216404,0.092474,0.682915,BOMBAY
0.808987,0.765324,0.8556,0.809733,0.961399,0.785423,0.470419,0.042445,0.891925,BOMBAY
0.831516,0.776413,0.856025,0.824149,0.80101,0.720511,0.386346,0.057526,0.852516,BOMBAY
0.830439,0.771405,0.857808,0.826148,0.9142,0.728436,0.407523,0.052995,0.802612,BOMBAY
0.836557,0.769653,0.858168,0.70296,0.948591,0.711999,0.324785,0.068679,0.945191,BOMBAY
0.859001,0.774876,0.859426,0.742632,0.895071,0.653606,0.299694,0.073275,0.840585,BOMBAY
0.828188,0.77159,0.860687,0.843661,0.971637,0.742788,0.371898,0.05869,0.927874,BOMBAY
0.828704,0.777967,0.861901,0.467608,0.899688,0.744619,0.382349,0.056313,0.759977,BOMBAY
0.869735,0.797079,0.862743,0.166322,0.6334,0.633726,0.230771,0.086526,0.544206,BOMBAY
0.841335,0.779196,0.86291,0.873535,0.902081,0.711287,0.377105,0.056963,0.813976,BOMBAY
0.840473,0.782242,0.86451,0.531863,0.889317,0.71802,0.373607,0.05709,0.792363,BOMBAY
0.842284,0.783685,0.86485,0.573765,0.874649,0.713826,0.402035,0.051682,0.810938,BOMBAY
0.822485,0.783735,0.867286,0.768644,0.924469,0.777728,0.464568,0.039715,0.861509,BOMBAY
0.852869,0.791275,0.867362,0.400869,0.813249,0.691052,0.355682,0.059546,0.649419,BOMBAY
0.840529,0.788595,0.868675,0.760385,0.880253,0.72909,0.394769,0.051766,0.797319,BOMBAY
0.831418,0.795653,0.872673,0.862155,0.857706,0.766281,0.453215,0.039982,0.76822,BOMBAY
0.837716,0.792383,0.874631,0.818727,0.946769,0.753316,0.364362,0.055487,0.861874,BOMBAY
0.857059,0.79658,0.877109,0.792994,0.935335,0.705262,0.355208,0.056405,0.831157,BOMBAY
0.852376,0.807818,0.879438,0.915143,0.817709,0.724504,0.388424,0.049436,0.756011,BOMBAY
0.84116,0.803242,0.880943,0.561433,0.915559,0.760547,0.506168,0.02839,0.906937,BOMBAY
0.907115,0.813684,0.880972,0.586075,0.763976,0.584328,0.235145,0.079189,0.589865,BOMBAY
0.863294,0.821587,0.881826,0.786859,0.668296,0.700515,0.413558,0.044101,0.724893,BOMBAY
0.8482,0.81032,0.884311,0.78854,0.88072,0.749422,0.458259,0.035454,0.789615,BOMBAY
0.849142,0.812728,0.88558,0.586903,0.871552,0.750154,0.439604,0.038299,0.864895,BOMBAY
0.897768,0.821224,0.886898,0.829373,0.77581,0.622388,0.267838,0.070362,0.694919,BOMBAY
0.854218,0.812587,0.887202,0.848651,0.906703,0.740075,0.370565,0.050237,0.794503,BOMBAY
0.850809,0.812464,0.890084,0.82546,0.967435,0.757535,0.363252,0.050674,0.910669,BOMBAY
0.881012,0.823194,0.893372,0.388173,0.878658,0.682537,0.305876,0.060589,0.801554,BOMBAY
0.870061,0.823301,0.896024,0.804363,0.930951,0.7192,0.290384,0.062777,0.805944,BOMBAY
0.88059,0.836118,0.897979,0.475262,0.787693,0.695567,0.38273,0.044571,0.818928,BOMBAY
0.904483,0.83026,0.898703,0.612171,0.885332,0.634716,0.285521,0.062864,0.832783,BOMBAY
0.867873,0.839478,0.905245,0.591471,0.886233,0.749658,0.373208,0.044033,0.836034,BOMBAY
0.881696,0.843291,0.905906,0.804248,0.845791,0.71312,0.405465,0.038015,0.873414,BOMBAY
0.905911,0.8444,0.909746,0.904649,0.907196,0.65865,0.278338,0.060692,0.803107,BOMBAY
0.884918,0.845938,0.910618,0.661919,0.903064,0.716579,0.409998,0.035771,0.873404,BOMBAY
0.891954,0.846634,0.910999,0.632493,0.900902,0.698562,0.450186,0.028699,0.83753,BOMBAY
0.853004,0.846939,0.914219,0.72293,0.961224,0.816789,0.558915,0.010127,0.856193,BOMBAY
0.87467,0.856664,0.917333,0.74239,0.887449,0.762588,0.435365,0.029338,0.79044,BOMBAY
0.870441,0.857406,0.917537,0.739493,0.881216,0.775119,0.482075,0.021431,0.867396,BOMBAY
0.900343,0.869068,0.921265,0.653208,0.794939,0.702409,0.302457,0.052292,0.765709,BOMBAY
0.88168,0.86286,0.92161,0.684879,0.886801,0.754217,0.431805,0.028676,0.826261,BOMBAY
0.883409,0.876254,0.933346,0.597491,0.935514,0.780318,0.480745,0.017084,0.873823,BOMBAY
0.864777,0.874852,0.933918,0.583458,0.965997,0.835789,0.589559,0,0.927021,BOMBAY
0.90689,0.89316,0.941617,0.848848,0.86987,0.736883,0.378012,0.032131,0.888972,BOMBAY
0.920935,0.896956,0.944893,0.785361,0.883221,0.707708,0.421514,0.023628,0.901132,BOMBAY
0.956399,0.906875,0.951641,0.735976,0.883221,0.634208,0.300075,0.043395,0.835293,BOMBAY
0.938773,0.921913,0.963092,0.854055,0.907939,0.706537,0.353433,0.030231,0.808956,BOMBAY
0.93098,0.949793,0.982932,0.811315,0.930219,0.777089,0.420938,0.013077,0.846003,BOMBAY
0.955155,0.975942,0.99125,0.680203,0.761928,0.733619,0.421705,0.010701,0.759865,BOMBAY
1,1,1,0.734794,0.635223,0.642855,0.375037,0.01614,0.633596,BOMBAY
0.183948,0.104247,0.194688,0.586929,0.935602,0.835693,0.502025,0.484189,0.983035,CALI
0.181451,0.104668,0.195737,0.621021,0.953165,0.858988,0.68266,0.422379,0.973565,CALI
0.205672,0.116837,0.212997,0.808108,0.893984,0.804626,0.435126,0.482765,0.861235,CALI
0.203957,0.119698,0.218453,0.713815,0.943909,0.847813,0.548664,0.435578,0.976549,CALI
0.251103,0.125148,0.222408,0.549107,0.769275,0.596869,0.187396,0.571169,0.788802,CALI
0.233479,0.127877,0.229008,0.574148,0.878258,0.72773,0.377546,0.482392,0.815555,CALI
0.226468,0.12967,0.233213,0.742254,0.944446,0.792396,0.553707,0.415204,0.993,CALI
0.24492,0.133558,0.238091,0.752302,0.912221,0.711886,0.364348,0.475244,0.925545,CALI
0.252438,0.137692,0.245061,0.772231,0.953886,0.707094,0.276697,0.500301,0.912526,CALI
0.252803,0.142672,0.247843,0.690734,0.778772,0.719741,0.360519,0.463974,0.780646,CALI
0.260627,0.140512,0.248206,0.668846,0.917582,0.679045,0.277146,0.495904,0.805674,CALI
0.23473,0.141081,0.249428,0.595516,0.934385,0.833474,0.6493,0.36664,0.98001,CALI
0.256777,0.14299,0.251424,0.647493,0.905356,0.71663,0.304775,0.480675,0.868488,CALI
0.25568,0.147211,0.256259,0.738177,0.860635,0.7482,0.37142,0.449296,0.77213,CALI
0.27348,0.146432,0.256511,0.687797,0.914651,0.653754,0.296733,0.477231,0.955313,CALI
0.266911,0.147718,0.256541,0.807779,0.843499,0.688303,0.353504,0.455546,0.795981,CALI
0.269732,0.146774,0.256887,0.656784,0.910406,0.675148,0.354901,0.454595,0.798021,CALI
0.255264,0.148621,0.257554,0.720405,0.833627,0.757413,0.561202,0.383887,0.786906,CALI
0.263719,0.148324,0.258818,0.566924,0.900706,0.717195,0.368891,0.447042,0.963846,CALI
0.255129,0.147908,0.259017,0.789908,0.932044,0.765965,0.400537,0.435411,0.939302,CALI
0.270941,0.151544,0.260756,0.679705,0.799396,0.688413,0.216073,0.504392,0.749874,CALI
0.271607,0.149841,0.261373,0.409598,0.918074,0.688024,0.355879,0.448653,0.938026,CALI
0.27258,0.150863,0.262833,0.761936,0.919428,0.690291,0.326731,0.457698,0.946186,CALI
0.255867,0.150451,0.263112,0.639035,0.953477,0.783625,0.398529,0.431158,0.911061,CALI
0.264541,0.151898,0.263135,0.820211,0.874231,0.73512,0.329185,0.456399,0.803774,CALI
0.26382,0.151807,0.264034,0.807832,0.914959,0.743774,0.423893,0.421202,0.9566,CALI
0.259355,0.154355,0.265095,0.759966,0.817402,0.774329,0.373947,0.437526,0.706939,CALI
0.259151,0.152385,0.265095,0.364558,0.925225,0.775485,0.339425,0.450148,0.897292,CALI
0.271625,0.156977,0.267256,0.624077,0.761034,0.717912,0.302805,0.461284,0.801351,CALI
0.277427,0.155773,0.268167,0.75027,0.861516,0.69174,0.303575,0.459859,0.754925,CALI
0.258085,0.154215,0.268559,0.848206,0.961935,0.800054,0.420624,0.416983,0.935059,CALI
0.268231,0.158762,0.269532,0.65501,0.754788,0.748087,0.509747,0.386433,0.728524,CALI
0.277957,0.15687,0.269917,0.81267,0.87104,0.697763,0.335071,0.445867,0.833144,CALI
0.292063,0.158861,0.269969,0.550791,0.766557,0.62625,0.254401,0.476809,0.607393,CALI
0.267406,0.15795,0.270227,0.815096,0.825188,0.756254,0.323875,0.449654,0.794391,CALI
0.272234,0.15668,0.271301,0.737769,0.935711,0.735366,0.392944,0.423364,0.862167,CALI
0.262166,0.157896,0.271346,0.804104,0.871882,0.791548,0.495508,0.388931,0.755588,CALI
0.291411,0.161969,0.272206,0.538288,0.689917,0.640293,0.315162,0.450507,0.652262,CALI
0.27775,0.160745,0.27439,0.622501,0.838861,0.721479,0.392258,0.419978,0.758819,CALI
0.286146,0.160844,0.274995,0.637255,0.857163,0.680565,0.280456,0.460322,0.795429,CALI
0.286055,0.162814,0.275463,0.730209,0.771622,0.683344,0.296298,0.453676,0.707759,CALI
0.301364,0.163222,0.275776,0.509848,0.762435,0.608757,0.247926,0.472117,0.687387,CALI
0.281926,0.160328,0.276255,0.831516,0.933709,0.708774,0.328556,0.440636,0.868164,CALI
0.277686,0.163964,0.276699,0.670039,0.759406,0.733554,0.413108,0.410103,0.816231,CALI
0.278486,0.162184,0.27671,0.625239,0.853018,0.729325,0.350406,0.432118,0.788689,CALI
0.280783,0.161825,0.277517,0.743129,0.903352,0.721173,0.391646,0.416555,0.866222,CALI
0.296954,0.162229,0.277659,0.602876,0.887505,0.639182,0.282974,0.456097,0.917387,CALI
0.284791,0.162072,0.278398,0.764803,0.924509,0.704491,0.403453,0.411459,0.892919,CALI
0.287233,0.165102,0.278432,0.513312,0.76715,0.691979,0.383035,0.4185,0.813394,CALI
0.278014,0.161569,0.278676,0.851522,0.962072,0.741867,0.347033,0.431018,0.874574,CALI
