@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R1-2,9-14,16-17'

@attribute Area numeric
@attribute Perimeter numeric
@attribute Extent numeric
@attribute Solidity numeric
@attribute roundness numeric
@attribute Compactness numeric
@attribute ShapeFactor1 numeric
@attribute ShapeFactor2 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.072896,0.12131,0.695206,0.957672,0.931257,0.745839,0.482585,0.660867,0.960962,SEKER
0.072896,0.120987,0.630752,0.952807,0.93382,0.7075,0.49526,0.624037,0.976738,SEKER
0.0729,0.11669,0.728439,0.977518,0.968538,0.747125,0.482156,0.662109,0.992878,SEKER
0.072956,0.120524,0.603635,0.963276,0.938224,0.698177,0.498239,0.615097,0.971866,SEKER
0.072982,0.128527,0.758097,0.937958,0.876187,0.668305,0.508384,0.587306,0.97671,SEKER
0.072982,0.12294,0.709006,0.931381,0.919386,0.743727,0.483048,0.658585,0.973117,SEKER
0.072986,0.124164,0.639593,0.917558,0.909844,0.857935,0.447363,0.774681,0.967692,SEKER
0.072999,0.125522,0.719584,0.946983,0.899434,0.729565,0.487647,0.644835,0.97124,SEKER
0.073071,0.122288,0.703658,0.935955,0.925588,0.808426,0.462231,0.722877,0.995306,SEKER
0.073097,0.121286,0.739002,0.963717,0.933834,0.784416,0.469684,0.698488,0.984631,SEKER
0.073101,0.127584,0.680114,0.909736,0.884766,0.82508,0.457018,0.739919,0.968858,SEKER
0.073135,0.122656,0.731551,0.954022,0.92344,0.715336,0.492001,0.630869,0.991368,SEKER
0.073157,0.121711,0.716962,0.956119,0.931174,0.763253,0.47627,0.67726,0.994377,SEKER
0.073174,0.118015,0.674796,0.981853,0.961048,0.727434,0.487886,0.642335,0.995752,SEKER
0.073204,0.145122,0.67867,0.855303,0.75864,0.819949,0.458332,0.734327,0.980515,SEKER
0.073246,0.128529,0.620171,0.921597,0.879235,0.640986,0.517213,0.561903,0.986504,SEKER
0.073259,0.123076,0.643732,0.963477,0.921599,0.709861,0.493499,0.625359,0.972426,SEKER
0.073272,0.122073,0.783517,0.946846,0.929673,0.743451,0.482374,0.657556,0.985393,SEKER
0.073272,0.11879,0.743082,0.962791,0.955952,0.752067,0.479575,0.665958,0.982018,SEKER
0.073383,0.120482,0.741183,0.953161,0.943671,0.900661,0.433793,0.819483,0.957697,SEKER
0.073383,0.117346,0.724709,0.973625,0.969029,0.800213,0.463985,0.713638,0.984445,SEKER
0.07349,0.150203,0.627378,0.809135,0.727221,0.688894,0.499952,0.6051,0.956116,SEKER
0.073515,0.122288,0.743108,0.958103,0.930861,0.672448,0.505508,0.589828,0.978957,SEKER
0.073537,0.119539,0.616251,0.970594,0.953088,0.778524,0.470409,0.691391,0.963284,SEKER
0.073545,0.116967,0.720015,0.955701,0.9741,0.795343,0.465089,0.708256,0.987871,SEKER
0.073554,0.122276,0.798581,0.967484,0.931409,0.685958,0.500779,0.602213,0.98169,SEKER
0.073579,0.115738,0.733272,0.977908,0.984626,0.877012,0.44021,0.793256,0.994855,SEKER
0.073601,0.123015,0.618067,0.953319,0.926123,0.65761,0.510415,0.576073,0.966675,SEKER
0.073626,0.128444,0.639103,0.92401,0.884285,0.856515,0.446173,0.771272,0.956691,SEKER
0.073652,0.1193,0.642163,0.976908,0.956402,0.748736,0.479658,0.661705,0.953902,SEKER
0.073695,0.125177,0.717888,0.943025,0.910273,0.758004,0.476553,0.670659,0.979983,SEKER
0.073703,0.122618,0.640505,0.944067,0.930476,0.697518,0.496461,0.612628,0.970544,SEKER
0.073707,0.130651,0.704757,0.905529,0.86848,0.714584,0.490731,0.628708,0.985506,SEKER
0.073733,0.12718,0.715179,0.933057,0.895207,0.800591,0.462968,0.713046,0.972518,SEKER
0.073742,0.122041,0.720691,0.970374,0.93551,0.707521,0.492998,0.621937,0.971112,SEKER
0.073754,0.126399,0.706663,0.952393,0.901484,0.657153,0.510158,0.575296,0.982354,SEKER
0.073754,0.12097,0.690469,0.965188,0.944202,0.713885,0.490839,0.627926,0.972981,SEKER
0.07381,0.132162,0.681945,0.9345,0.858311,0.673922,0.504208,0.590474,0.963714,SEKER
0.07387,0.124254,0.643698,0.937305,0.919547,0.805362,0.461135,0.717511,0.968306,SEKER
0.073878,0.119504,0.782579,0.962848,0.957478,0.817158,0.457469,0.729539,0.974594,SEKER
0.073925,0.130339,0.718269,0.928404,0.87333,0.661565,0.508162,0.578901,0.993767,SEKER
0.073934,0.135197,0.758947,0.928068,0.837242,0.663429,0.507493,0.580579,0.96177,SEKER
0.074045,0.118852,0.727545,0.947433,0.964757,0.825819,0.454392,0.73798,0.984107,SEKER
0.074062,0.123376,0.735326,0.943657,0.928728,0.818682,0.456534,0.730583,0.978182,SEKER
0.074088,0.128756,0.621713,0.937139,0.88723,0.759076,0.475187,0.670671,0.971333,SEKER
0.074109,0.120451,0.579643,0.982364,0.952602,0.721897,0.487245,0.634651,0.941109,SEKER
0.074113,0.130951,0.692242,0.93269,0.87087,0.680859,0.501019,0.596135,0.961101,SEKER
0.074143,0.121547,0.792862,0.958537,0.944225,0.76406,0.473445,0.675425,0.979638,SEKER
0.074173,0.129264,0.671306,0.939272,0.884339,0.734192,0.483033,0.646266,0.988178,SEKER
0.074254,0.128902,0.727633,0.927661,0.888045,0.748682,0.478105,0.660078,0.981416,SEKER
0.074254,0.12864,0.779608,0.917033,0.890045,0.777146,0.468994,0.688078,0.970248,SEKER
0.074305,0.119826,0.741808,0.963475,0.959996,0.843072,0.448503,0.755149,0.989923,SEKER
0.074322,0.122884,0.672985,0.951084,0.935701,0.76164,0.473756,0.672569,0.973066,SEKER
0.074352,0.122663,0.661369,0.952482,0.937812,0.76803,0.471637,0.678782,0.986208,SEKER
0.074374,0.121683,0.715944,0.964899,0.945881,0.768222,0.47152,0.678915,0.975473,SEKER
0.074399,0.122675,0.683139,0.955958,0.938276,0.728401,0.484339,0.640129,0.991493,SEKER
0.074416,0.118162,0.773493,0.981148,0.974867,0.77999,0.467677,0.690471,0.989959,SEKER
0.074421,0.129315,0.708363,0.933979,0.88681,0.666118,0.505254,0.581877,0.970339,SEKER
0.07445,0.125959,0.608998,0.940181,0.913033,0.701273,0.493212,0.614302,0.971218,SEKER
0.074472,0.128885,0.619393,0.943976,0.890687,0.650267,0.51062,0.5674,0.984526,SEKER
0.074489,0.12482,0.722165,0.947425,0.922387,0.757918,0.474519,0.668478,0.991407,SEKER
0.07457,0.119861,0.643605,0.979852,0.962889,0.692597,0.495816,0.605907,0.988939,SEKER
0.07457,0.122192,0.785444,0.970194,0.944147,0.722027,0.485991,0.63361,0.974301,SEKER
0.074591,0.124815,0.736066,0.946472,0.923634,0.790254,0.464001,0.700257,0.976375,SEKER
0.0746,0.128998,0.73453,0.902675,0.891302,0.943043,0.418753,0.862582,0.981217,SEKER
0.074655,0.127185,0.817296,0.931093,0.905901,0.886651,0.43472,0.800361,0.967368,SEKER
0.074664,0.119866,0.770695,0.967497,0.963977,0.769364,0.470409,0.67927,0.968837,SEKER
0.074707,0.14227,0.738543,0.935246,0.79489,0.594171,0.530021,0.51753,0.935747,SEKER
0.074715,0.121355,0.72108,0.948968,0.952578,0.851632,0.444909,0.762924,0.980821,SEKER
0.074719,0.121181,0.637297,0.970286,0.954026,0.756609,0.474343,0.666592,0.965941,SEKER
0.074754,0.11845,0.760841,0.973062,0.976582,0.869581,0.439483,0.781785,0.992177,SEKER
0.074758,0.122227,0.639704,0.963772,0.9461,0.780682,0.466584,0.690239,0.963755,SEKER
0.074796,0.120036,0.729318,0.974809,0.964183,0.767263,0.470737,0.676845,0.982232,SEKER
0.074856,0.119459,0.709002,0.9604,0.969585,0.788339,0.463926,0.697618,0.981036,SEKER
0.074882,0.129529,0.74342,0.952865,0.89049,0.637364,0.514041,0.554913,0.948712,SEKER
0.074929,0.126337,0.739809,0.958389,0.915676,0.667388,0.503457,0.581836,0.987203,SEKER
0.074933,0.119554,0.76558,0.966635,0.969734,0.801219,0.459715,0.710363,0.969469,SEKER
0.074937,0.12233,0.626367,0.976613,0.947403,0.725114,0.484014,0.635626,0.96969,SEKER
0.07501,0.12093,0.709481,0.959817,0.959509,0.747077,0.476664,0.656557,0.989067,SEKER
0.075044,0.122634,0.733683,0.97805,0.946241,0.66178,0.505082,0.576469,0.965232,SEKER
0.075048,0.136302,0.683539,0.853997,0.841653,0.718643,0.485857,0.629195,0.901217,SEKER
0.075053,0.124254,0.710444,0.963964,0.933476,0.721802,0.484803,0.632183,0.978119,SEKER
0.075057,0.13889,0.637482,0.846585,0.822904,0.712982,0.487709,0.623817,0.923646,SEKER
0.07507,0.137536,0.623861,0.901795,0.832869,0.793185,0.461868,0.701896,0.96531,SEKER
0.075099,0.130591,0.659899,0.93933,0.884905,0.637056,0.513562,0.554145,0.985692,SEKER
0.075108,0.12897,0.634647,0.920559,0.897385,0.797849,0.460318,0.706482,0.983629,SEKER
0.075134,0.121719,0.622817,0.968136,0.954636,0.773879,0.467772,0.682482,0.976684,SEKER
0.075138,0.12486,0.651358,0.94757,0.929699,0.729105,0.482181,0.638929,0.980029,SEKER
0.075146,0.131512,0.659286,0.93151,0.878456,0.730557,0.481683,0.640296,0.974262,SEKER
0.075172,0.129513,0.753583,0.931532,0.893961,0.734241,0.480413,0.643761,0.984636,SEKER
0.075245,0.13586,0.735241,0.910132,0.84711,0.754767,0.473581,0.663423,0.976107,SEKER
0.07527,0.127493,0.687568,0.954513,0.910668,0.684602,0.496668,0.596808,0.945013,SEKER
0.075313,0.12164,0.604193,0.964477,0.957409,0.756848,0.472737,0.665275,0.983594,SEKER
0.075326,0.121117,0.7365,0.95421,0.961772,0.795873,0.460381,0.703899,0.986069,SEKER
0.075347,0.123206,0.773222,0.957648,0.945271,0.835416,0.448206,0.74419,0.972839,SEKER
0.075351,0.124984,0.744721,0.972731,0.93123,0.71409,0.486571,0.624132,0.987991,SEKER
0.075424,0.130375,0.686011,0.938224,0.890272,0.701301,0.490639,0.611941,0.983786,SEKER
0.07545,0.19206,0.762582,0.759237,0.495996,0.856469,0.441644,0.765866,0.905456,SEKER
0.075454,0.131269,0.726837,0.925979,0.883813,0.72358,0.483173,0.632867,0.944945,SEKER
0.075462,0.145841,0.690945,0.809233,0.778073,0.873087,0.436704,0.78341,0.981617,SEKER
0.075467,0.137179,0.704505,0.904577,0.839912,0.691403,0.493851,0.602625,0.967074,SEKER
0.075471,0.124979,0.711832,0.960813,0.932672,0.70271,0.490045,0.613144,0.986297,SEKER
0.075509,0.123066,0.674201,0.976255,0.948305,0.688032,0.494876,0.599402,0.985871,SEKER
0.075556,0.127747,0.747703,0.927431,0.91202,0.816696,0.453375,0.724356,0.976004,SEKER
0.075561,0.135107,0.647373,0.919271,0.856231,0.686368,0.495304,0.597742,0.95566,SEKER
0.075565,0.119391,0.683319,0.970803,0.978654,0.815482,0.453725,0.723093,0.987472,SEKER
0.075569,0.130953,0.562285,0.949942,0.88753,0.59698,0.526631,0.518085,0.984832,SEKER
0.075569,0.125336,0.653797,0.946869,0.931012,0.703224,0.489616,0.613385,0.968831,SEKER
0.075582,0.12336,0.722384,0.960545,0.94682,0.838087,0.446816,0.746288,0.984746,SEKER
0.075586,0.127119,0.706133,0.946882,0.917248,0.726005,0.482033,0.634843,0.98096,SEKER
0.075599,0.123359,0.767368,0.973565,0.947033,0.815139,0.453744,0.722649,0.995354,SEKER
0.075638,0.13205,0.717605,0.937033,0.879999,0.717619,0.484659,0.626757,0.976296,SEKER
0.075684,0.163085,0.594964,0.821283,0.66634,0.634233,0.512982,0.55032,0.957464,SEKER
0.075697,0.120229,0.704391,0.964383,0.973414,0.793497,0.460182,0.700504,0.97806,SEKER
0.07571,0.130322,0.71372,0.874395,0.893961,0.797777,0.458819,0.704766,0.962979,SEKER
0.075719,0.123863,0.73854,0.947663,0.944431,0.840584,0.445726,0.748489,0.983053,SEKER
0.075744,0.124889,0.628169,0.958945,0.936594,0.718848,0.483976,0.627654,0.963633,SEKER
0.075744,0.121299,0.737172,0.966465,0.965297,0.76284,0.469718,0.670006,0.980487,SEKER
0.075791,0.135882,0.6877,0.917107,0.853086,0.720595,0.483279,0.629192,0.970832,SEKER
0.075795,0.125096,0.765136,0.933419,0.935557,0.870316,0.436701,0.779479,0.977864,SEKER
0.0758,0.128399,0.60724,0.962399,0.909786,0.6427,0.509698,0.557579,0.985239,SEKER
0.07583,0.133099,0.586587,0.919858,0.874272,0.687304,0.49428,0.597962,0.982421,SEKER
0.075847,0.134868,0.781196,0.918516,0.861231,0.731658,0.47951,0.63958,0.97234,SEKER
0.075855,0.129151,0.707819,0.901921,0.904622,0.939418,0.416753,0.854503,0.970012,SEKER
0.075864,0.14214,0.749397,0.920228,0.808482,0.670764,0.499814,0.582715,0.978287,SEKER
0.075877,0.124231,0.77738,0.961425,0.943365,0.694606,0.491697,0.604608,0.972891,SEKER
0.075881,0.122454,0.718127,0.985372,0.957609,0.702724,0.488968,0.612157,0.983038,SEKER
0.075885,0.12436,0.833219,0.969288,0.942438,0.683233,0.495511,0.594078,0.962341,SEKER
0.075894,0.122466,0.688408,0.971003,0.957667,0.765272,0.468563,0.671998,0.985723,SEKER
0.075898,0.133313,0.718032,0.930105,0.873441,0.766798,0.468068,0.673484,0.974629,SEKER
0.075919,0.121203,0.653802,0.966234,0.96816,0.807117,0.455406,0.713617,0.987321,SEKER
0.075962,0.123846,0.729682,0.960799,0.947433,0.839711,0.445385,0.74689,0.967211,SEKER
0.075988,0.126938,0.712279,0.958428,0.923332,0.781961,0.463054,0.688215,0.99599,SEKER
0.075992,0.128914,0.652854,0.941401,0.908028,0.771579,0.466314,0.677938,0.982706,SEKER
0.075996,0.130675,0.672431,0.951276,0.89455,0.71262,0.485379,0.621154,0.963431,SEKER
0.076005,0.126435,0.645278,0.952986,0.927471,0.661977,0.502458,0.574411,0.973336,SEKER
0.076013,0.126813,0.725229,0.956059,0.92461,0.736025,0.477659,0.643338,0.996137,SEKER
0.076013,0.130838,0.65177,0.919686,0.893496,0.736518,0.477498,0.643811,0.95053,SEKER
0.076013,0.120709,0.762401,0.977912,0.973286,0.789856,0.460519,0.696008,0.991144,SEKER
0.07606,0.126523,0.732744,0.946557,0.927426,0.80756,0.454917,0.713679,0.985141,SEKER
0.07609,0.122085,0.734858,0.974879,0.963062,0.79669,0.4582,0.702643,0.99433,SEKER
0.076094,0.126624,0.534743,0.956797,0.927035,0.833374,0.446966,0.73996,0.891656,SEKER
0.076094,0.123727,0.726477,0.969758,0.949945,0.735469,0.47763,0.642601,0.979189,SEKER
0.076231,0.127056,0.732387,0.946345,0.925239,0.714405,0.48418,0.622256,0.978549,SEKER
0.076231,0.123155,0.75684,0.965068,0.956131,0.775647,0.464424,0.681319,0.988273,SEKER
0.076244,0.124391,0.635286,0.950095,0.946421,0.775207,0.46453,0.680851,0.985435,SEKER
0.076278,0.131036,0.73502,0.930089,0.895023,0.694852,0.490566,0.60387,0.950026,SEKER
0.076282,0.12635,0.601572,0.95931,0.931377,0.724126,0.480849,0.631318,0.959961,SEKER
0.076287,0.137475,0.578888,0.947067,0.846896,0.571799,0.533909,0.495183,0.987494,SEKER
0.076304,0.125834,0.625594,0.953539,0.935691,0.75218,0.471699,0.65817,0.984403,SEKER
0.076346,0.126456,0.717771,0.948471,0.931291,0.762673,0.468239,0.668273,0.973906,SEKER
0.076359,0.123203,0.638139,0.965831,0.957268,0.75169,0.471715,0.657553,0.982919,SEKER
0.076376,0.127464,0.72425,0.964139,0.923743,0.668117,0.499369,0.579111,0.985626,SEKER
0.076479,0.121898,0.74839,0.964886,0.969191,0.834136,0.445786,0.739663,0.95655,SEKER
0.076487,0.132445,0.739332,0.919104,0.886686,0.830301,0.446922,0.735691,0.970421,SEKER
0.076509,0.13282,0.671696,0.912031,0.884093,0.731161,0.477968,0.637444,0.988917,SEKER
0.076534,0.133414,0.718103,0.934708,0.879896,0.702253,0.487426,0.610133,0.974798,SEKER
0.076547,0.124056,0.716367,0.954391,0.95266,0.74761,0.472546,0.653126,0.969363,SEKER
0.076551,0.123887,0.694688,0.971059,0.954061,0.785995,0.460371,0.690721,0.997685,SEKER
0.076577,0.130622,0.775186,0.951356,0.901614,0.665587,0.499707,0.576352,0.979127,SEKER
0.076671,0.134338,0.547958,0.901403,0.874492,0.79994,0.45574,0.704334,0.924803,SEKER
0.076675,0.124152,0.768817,0.960593,0.953403,0.751051,0.471115,0.656125,0.986611,SEKER
0.076688,0.177674,0.709357,0.8578,0.587825,0.626998,0.512849,0.541709,0.957399,SEKER
0.076756,0.126457,0.621192,0.95861,0.936069,0.699394,0.487803,0.606936,0.957353,SEKER
0.076803,0.122527,0.735016,0.973931,0.967965,0.753035,0.470155,0.657717,0.98266,SEKER
0.07682,0.123394,0.678587,0.969181,0.961187,0.778404,0.462072,0.682487,0.992702,SEKER
0.076884,0.132385,0.70917,0.93263,0.891666,0.720968,0.480336,0.626837,0.978693,SEKER
0.076884,0.134416,0.714117,0.913737,0.876324,0.917512,0.420458,0.827076,0.975214,SEKER
0.076884,0.126304,0.636058,0.973639,0.938768,0.762857,0.466818,0.667057,0.975292,SEKER
0.076884,0.127805,0.632976,0.943112,0.92698,0.738436,0.474646,0.643451,0.982573,SEKER
0.076936,0.124271,0.645249,0.963481,0.955514,0.757655,0.468344,0.66186,0.981822,SEKER
0.076965,0.123948,0.68951,0.961804,0.958452,0.865709,0.435201,0.771184,0.973889,SEKER
0.077017,0.127102,0.719479,0.953027,0.93403,0.803968,0.453638,0.707447,0.973086,SEKER
0.077042,0.130237,0.759473,0.929049,0.909917,0.945608,0.412214,0.857648,0.987425,SEKER
0.077081,0.143294,0.63739,0.891416,0.813554,0.695112,0.488393,0.602188,0.978339,SEKER
0.077094,0.126055,0.673713,0.969009,0.943182,0.704875,0.485107,0.611225,0.989155,SEKER
0.077145,0.127905,0.759176,0.951764,0.929214,0.656179,0.50145,0.566571,0.986535,SEKER
0.077153,0.125454,0.751274,0.970403,0.948648,0.767877,0.46455,0.671266,0.985517,SEKER
0.07717,0.139285,0.628686,0.901575,0.843459,0.780035,0.460682,0.683175,0.979824,SEKER
0.077179,0.186403,0.675872,0.774934,0.542695,0.696847,0.487559,0.60356,0.942133,SEKER
0.077179,0.129706,0.693326,0.947731,0.915593,0.711526,0.482686,0.617234,0.983272,SEKER
0.077247,0.128128,0.672203,0.963005,0.928662,0.723701,0.478511,0.628527,0.969565,SEKER
0.077247,0.127599,0.803251,0.972834,0.932802,0.710621,0.482809,0.61622,0.983525,SEKER
0.077252,0.12733,0.650888,0.945082,0.93497,0.746427,0.471136,0.650197,0.977197,SEKER
0.077277,0.131054,0.629124,0.942063,0.906324,0.768248,0.464122,0.671308,0.975305,SEKER
0.077341,0.133165,0.73608,0.931324,0.890939,0.689367,0.489644,0.596268,0.97274,SEKER
0.07738,0.136261,0.743878,0.934725,0.868095,0.660842,0.499229,0.570224,0.981323,SEKER
0.077384,0.13201,0.733658,0.956329,0.900216,0.658278,0.500099,0.56791,0.958535,SEKER
0.077405,0.123003,0.734805,0.965137,0.971255,0.790592,0.456805,0.69302,0.974354,SEKER
0.077414,0.129932,0.761457,0.94588,0.916547,0.831786,0.444195,0.734627,0.974828,SEKER
0.077422,0.129914,0.792424,0.932066,0.916783,0.871626,0.432361,0.776101,0.991007,SEKER
0.077431,0.12194,0.674362,0.981078,0.980174,0.764774,0.464834,0.667516,0.982486,SEKER
0.077431,0.126791,0.703008,0.972264,0.941302,0.680232,0.492489,0.587682,0.976745,SEKER
0.077452,0.148232,0.694369,0.859771,0.782849,0.717212,0.480113,0.621905,0.926226,SEKER
0.077452,0.130753,0.685717,0.916622,0.910648,0.899875,0.424122,0.806181,0.974983,SEKER
0.077486,0.125291,0.721161,0.963836,0.953849,0.758135,0.466801,0.660914,0.959351,SEKER
0.077529,0.139248,0.731378,0.94428,0.847708,0.773467,0.461846,0.675768,0.982258,SEKER
0.077538,0.131064,0.78046,0.914351,0.909228,0.764145,0.464765,0.666627,0.968512,SEKER
0.077546,0.126581,0.722071,0.945642,0.944301,0.883857,0.428507,0.788722,0.965707,SEKER
0.077589,0.130448,0.757269,0.956469,0.914567,0.664787,0.497331,0.573298,0.991812,SEKER
0.077602,0.137523,0.814704,0.941303,0.86121,0.599774,0.520126,0.516143,0.983049,SEKER
0.077602,0.125834,0.677502,0.957829,0.950873,0.7499,0.469138,0.652655,0.985434,SEKER
0.077627,0.1313,0.514509,0.954808,0.908443,0.668481,0.495969,0.576546,0.945932,SEKER
0.077636,0.128875,0.631375,0.94234,0.927323,0.741617,0.47171,0.644611,0.984756,SEKER
0.077666,0.127465,0.702862,0.967669,0.938724,0.72391,0.477376,0.627694,0.97624,SEKER
0.077683,0.128241,0.679595,0.9643,0.932824,0.687834,0.489276,0.594053,0.937672,SEKER
0.077704,0.124333,0.759674,0.970059,0.96407,0.796675,0.454181,0.698288,0.982541,SEKER
0.077734,0.136648,0.690343,0.905826,0.86919,0.801482,0.452626,0.703017,0.977508,SEKER
0.077743,0.13063,0.701281,0.967378,0.914929,0.665559,0.496666,0.573642,0.966571,SEKER
0.077747,0.134095,0.594894,0.939397,0.888493,0.696552,0.486194,0.601933,0.901976,SEKER
0.07776,0.127356,0.743783,0.938734,0.940673,0.862805,0.434131,0.765837,0.987725,SEKER
0.077802,0.132441,0.636554,0.93944,0.901694,0.734668,0.473532,0.637559,0.979739,SEKER
0.077807,0.13603,0.680957,0.914268,0.874612,0.857899,0.435462,0.760564,0.984104,SEKER
0.077841,0.123631,0.736808,0.974534,0.971329,0.751063,0.468164,0.653171,0.97868,SEKER
0.077854,0.129554,0.697981,0.962047,0.924544,0.709792,0.481529,0.613979,0.978972,SEKER
0.077922,0.134372,0.596325,0.940207,0.888376,0.729521,0.474898,0.632373,0.956921,SEKER
0.077926,0.127907,0.670069,0.955016,0.938263,0.759049,0.465406,0.660677,0.979495,SEKER
0.077956,0.148264,0.712756,0.871701,0.788006,0.642786,0.503958,0.552811,0.984744,SEKER
0.077956,0.12726,0.704401,0.970211,0.943708,0.724617,0.476407,0.62765,0.988693,SEKER
0.07802,0.124267,0.683268,0.979705,0.968324,0.881211,0.428137,0.784515,0.986564,SEKER
0.078033,0.129038,0.702123,0.960479,0.930632,0.770439,0.46154,0.671495,0.983952,SEKER
0.078059,0.132419,0.673203,0.926893,0.904784,0.731592,0.47388,0.634001,0.892088,SEKER
0.078063,0.12344,0.706011,0.980742,0.975501,0.811604,0.448717,0.712309,0.982286,SEKER
0.078063,0.129989,0.764585,0.963194,0.923572,0.694038,0.486221,0.598864,0.977678,SEKER
0.078063,0.125959,0.629688,0.967914,0.955275,0.700827,0.483961,0.605138,0.976663,SEKER
0.07811,0.127634,0.696777,0.953797,0.942545,0.787993,0.455864,0.688575,0.988805,SEKER
0.078152,0.131626,0.643068,0.951809,0.911936,0.670882,0.493788,0.57751,0.938375,SEKER
0.07817,0.127692,0.623486,0.976411,0.942786,0.765638,0.462712,0.666457,0.947011,SEKER
0.078178,0.138577,0.731694,0.899922,0.859835,0.815291,0.447312,0.715722,0.987151,SEKER
0.078251,0.129866,0.683871,0.951879,0.926692,0.709355,0.48066,0.612615,0.990741,SEKER
0.078255,0.123235,0.760974,0.981859,0.97943,0.761424,0.463831,0.662142,0.975469,SEKER
0.07831,0.126582,0.689032,0.970087,0.953211,0.744636,0.46904,0.645813,0.97455,SEKER
0.078345,0.131937,0.688609,0.936179,0.911743,0.766517,0.461999,0.666865,0.985367,SEKER
0.078357,0.131081,0.729543,0.940211,0.918484,0.7224,0.476112,0.624579,0.986173,SEKER
0.078379,0.127996,0.707332,0.958017,0.942812,0.799682,0.451591,0.699493,0.991641,SEKER
0.078447,0.132753,0.661576,0.937266,0.906643,0.792619,0.453599,0.692276,0.989872,SEKER
0.078456,0.13449,0.722029,0.940288,0.893509,0.675475,0.491448,0.580975,0.985871,SEKER
0.07846,0.130736,0.789876,0.953706,0.92233,0.717805,0.477354,0.620012,0.98382,SEKER
0.078473,0.131189,0.763077,0.955058,0.918973,0.69908,0.483493,0.602548,0.981293,SEKER
0.078481,0.134682,0.70509,0.923245,0.892346,0.734549,0.471857,0.635765,0.967338,SEKER
0.07849,0.124848,0.761206,0.972215,0.969172,0.76105,0.463364,0.661181,0.98545,SEKER
0.078511,0.128013,0.759819,0.950722,0.944217,0.763704,0.462472,0.663703,0.960059,SEKER
0.078511,0.13538,0.641945,0.937652,0.887407,0.703097,0.482064,0.606175,0.957823,SEKER
0.078541,0.132256,0.613349,0.941359,0.91153,0.673301,0.491964,0.578807,0.981184,SEKER
0.078562,0.140848,0.723645,0.903642,0.847424,0.725749,0.474504,0.627235,0.946164,SEKER
0.078579,0.136546,0.621634,0.936033,0.879413,0.66523,0.494608,0.571436,0.996948,SEKER
0.078588,0.13487,0.659054,0.947425,0.892125,0.724875,0.474723,0.626348,0.975003,SEKER
0.078609,0.127188,0.674886,0.961194,0.951882,0.727687,0.473756,0.62895,0.984241,SEKER
0.078609,0.136671,0.662245,0.937061,0.87881,0.682272,0.48876,0.5868,0.974599,SEKER
0.078626,0.129361,0.698939,0.96322,0.934959,0.730061,0.472943,0.631153,0.996486,SEKER
0.078639,0.130623,0.748346,0.963228,0.925269,0.684533,0.487924,0.588794,0.989611,SEKER
0.078644,0.12764,0.748,0.951487,0.9487,0.778419,0.457524,0.677736,0.964299,SEKER
0.078656,0.134898,0.745731,0.959546,0.892683,0.639365,0.503317,0.548241,0.98401,SEKER
0.078669,0.125574,0.724252,0.977029,0.965445,0.750196,0.466364,0.65025,0.983288,SEKER
0.078673,0.126853,0.687633,0.96325,0.955286,0.793701,0.452709,0.692754,0.975355,SEKER
0.078686,0.126418,0.704195,0.964937,0.958903,0.762268,0.46249,0.661862,0.93844,SEKER
0.078686,0.133162,0.55572,0.948167,0.906232,0.612519,0.512682,0.524785,0.976521,SEKER
0.078703,0.131564,0.607876,0.949854,0.91871,0.697149,0.483547,0.600221,0.91483,SEKER
0.078712,0.12991,0.745039,0.952876,0.931652,0.813105,0.446673,0.71207,0.983416,SEKER
0.078716,0.138725,0.754263,0.944506,0.864722,0.659503,0.496211,0.565989,0.995291,SEKER
0.078759,0.128184,0.665269,0.964312,0.945738,0.714618,0.477641,0.616307,0.986165,SEKER
0.078763,0.139123,0.642047,0.934843,0.862298,0.710414,0.47901,0.612374,0.972071,SEKER
0.078767,0.133545,0.728669,0.933845,0.904227,0.69998,0.482444,0.602683,0.980807,SEKER
0.078784,0.131688,0.704478,0.980794,0.91868,0.615483,0.511371,0.527132,0.987101,SEKER
0.078848,0.130953,0.601874,0.932575,0.925105,0.790399,0.453298,0.689018,0.964291,SEKER
0.078853,0.127119,0.813697,0.948623,0.955263,0.752622,0.465134,0.652122,0.965425,SEKER
0.078857,0.127849,0.766852,0.96773,0.949521,0.773851,0.458424,0.672708,0.988528,SEKER
0.078866,0.132542,0.652451,0.940272,0.913022,0.793437,0.452319,0.691985,0.973762,SEKER
0.078891,0.13839,0.729736,0.927272,0.869147,0.814772,0.44573,0.713268,0.973742,SEKER
0.078895,0.126038,0.671529,0.976484,0.964376,0.730634,0.472081,0.631036,0.992863,SEKER
0.0789,0.139338,0.589321,0.941969,0.862226,0.667547,0.492993,0.572793,0.950666,SEKER
0.078904,0.134009,0.665875,0.963733,0.902234,0.674026,0.490785,0.578632,0.966431,SEKER
0.079024,0.131576,0.63317,0.950085,0.92228,0.789271,0.453218,0.687443,0.98388,SEKER
0.079028,0.131941,0.792585,0.954771,0.919502,0.697408,0.482635,0.599696,0.982752,SEKER
