@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R2,4,10-12,16-17'

@attribute Perimeter numeric
@attribute MinorAxisLength numeric
@attribute Solidity numeric
@attribute roundness numeric
@attribute Compactness numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.764038,0.818557,0.900263,0.727485,0.52211,0.891186,BOMBAY
0.752274,0.763639,0.959131,0.763797,0.406898,0.848649,BOMBAY
0.764751,0.750532,0.936405,0.72576,0.381422,0.857371,BOMBAY
0.754238,0.782724,0.921931,0.75877,0.448023,0.879117,BOMBAY
0.754657,0.777641,0.915118,0.758032,0.440797,0.906969,BOMBAY
0.773071,0.763854,0.791721,0.702881,0.395517,0.762656,BOMBAY
0.76071,0.775162,0.95094,0.741736,0.420744,0.794053,BOMBAY
0.763184,0.763735,0.86128,0.73428,0.394928,0.768937,BOMBAY
0.783788,0.747432,0.765955,0.673686,0.350893,0.672625,BOMBAY
0.743136,0.812629,0.965694,0.798931,0.514831,0.961996,BOMBAY
0.757221,0.750859,0.960876,0.75574,0.382653,0.900543,BOMBAY
0.732344,0.829912,0.978106,0.836323,0.549012,0.968679,BOMBAY
0.752216,0.742266,0.946177,0.773,0.363967,0.89661,BOMBAY
0.772897,0.751172,0.909158,0.710507,0.376086,0.8526,BOMBAY
0.758553,0.744282,0.885663,0.755546,0.360035,0.840746,BOMBAY
0.784855,0.777719,0.675442,0.67745,0.402116,0.638481,BOMBAY
0.764936,0.718694,0.93299,0.736613,0.312963,0.879481,BOMBAY
0.766693,0.755239,0.900877,0.731389,0.376338,0.79785,BOMBAY
0.772452,0.775847,0.823503,0.714992,0.421986,0.842269,BOMBAY
0.752428,0.779216,0.883859,0.776841,0.429017,0.846756,BOMBAY
0.774724,0.771843,0.833646,0.709396,0.412042,0.832379,BOMBAY
0.78007,0.728657,0.8936,0.695634,0.324924,0.834139,BOMBAY
0.741155,0.802364,0.918051,0.817127,0.484957,0.949388,BOMBAY
0.751342,0.763582,0.954031,0.785402,0.403918,0.92611,BOMBAY
0.741382,0.82936,0.918417,0.819074,0.530661,0.896749,BOMBAY
0.768885,0.72871,0.971775,0.732978,0.323221,0.840629,BOMBAY
0.764814,0.800828,0.906047,0.747257,0.469667,0.875858,BOMBAY
0.744919,0.847539,0.939356,0.81311,0.559961,0.87111,BOMBAY
0.772231,0.785231,0.949024,0.729736,0.422561,0.769793,BOMBAY
0.764827,0.771534,0.887684,0.752799,0.405368,0.856253,BOMBAY
0.777259,0.745535,0.969558,0.715641,0.368717,0.988761,BOMBAY
0.767721,0.776967,0.851076,0.745342,0.409356,0.806773,BOMBAY
0.843936,0.702566,0.721748,0.536452,0.24258,0.646495,BOMBAY
0.788964,0.747942,0.826605,0.68512,0.338291,0.705905,BOMBAY
0.779525,0.770486,0.934661,0.712863,0.390746,0.774945,BOMBAY
0.785492,0.721395,0.860008,0.695919,0.295953,0.797668,BOMBAY
0.750643,0.852976,0.907828,0.802726,0.561506,0.841031,BOMBAY
0.780645,0.77413,0.89891,0.710475,0.402699,0.820394,BOMBAY
0.763967,0.797546,0.939594,0.761673,0.457703,0.896045,BOMBAY
0.769368,0.755182,0.936009,0.746427,0.364297,0.824028,BOMBAY
0.736734,0.86989,0.936059,0.854159,0.595017,0.87212,BOMBAY
0.773377,0.839146,0.905711,0.741788,0.528795,0.852965,BOMBAY
0.772273,0.766297,0.918106,0.745668,0.388076,0.884083,BOMBAY
0.780549,0.803272,0.764244,0.721789,0.445201,0.756934,BOMBAY
0.787131,0.753444,0.915453,0.702479,0.361343,0.879717,BOMBAY
0.799125,0.727009,0.660738,0.671996,0.27839,0.632011,BOMBAY
0.775849,0.756062,0.886365,0.74137,0.360021,0.853271,BOMBAY
0.769636,0.792676,0.94472,0.762138,0.430178,0.845708,BOMBAY
0.773826,0.776988,0.906489,0.752329,0.396862,0.84212,BOMBAY
0.802106,0.746899,0.806412,0.669929,0.329015,0.771773,BOMBAY
0.776585,0.804652,0.888771,0.74711,0.44803,0.83224,BOMBAY
0.815319,0.757775,0.647805,0.636471,0.327793,0.596781,BOMBAY
0.78881,0.742448,0.928273,0.712966,0.328044,0.86606,BOMBAY
0.773439,0.776277,0.960439,0.764267,0.399134,0.932532,BOMBAY
0.77269,0.778182,0.950337,0.767198,0.397792,0.892563,BOMBAY
0.776412,0.805487,0.935641,0.756775,0.459169,0.961567,BOMBAY
0.800315,0.751608,0.9284,0.688353,0.344336,0.901256,BOMBAY
0.777667,0.806638,0.907198,0.756233,0.444588,0.839693,BOMBAY
0.802007,0.729759,0.956925,0.685448,0.286571,0.780812,BOMBAY
0.755037,0.847827,0.957379,0.830374,0.534784,0.931692,BOMBAY
0.789293,0.790523,0.906218,0.725258,0.413751,0.868078,BOMBAY
0.795593,0.781691,0.863501,0.707184,0.390328,0.818709,BOMBAY
0.792196,0.772552,0.935885,0.719558,0.366916,0.784745,BOMBAY
0.79313,0.766596,0.852996,0.716836,0.3412,0.663321,BOMBAY
0.792675,0.780069,0.939407,0.719812,0.394159,0.901335,BOMBAY
0.759869,0.884003,0.941598,0.82104,0.605764,0.963363,BOMBAY
0.804037,0.741779,0.949922,0.688579,0.311755,0.846976,BOMBAY
0.782449,0.777838,0.971814,0.75453,0.389399,0.921184,BOMBAY
0.791172,0.843836,0.883799,0.729153,0.509222,0.847896,BOMBAY
0.824541,0.715508,0.927442,0.635429,0.255274,0.824558,BOMBAY
0.790125,0.757232,0.939311,0.738545,0.334702,0.836006,BOMBAY
0.792622,0.785373,0.903611,0.736608,0.392471,0.891682,BOMBAY
0.800079,0.793878,0.81547,0.71596,0.40018,0.82397,BOMBAY
0.762392,0.91046,0.942927,0.832734,0.629736,0.852837,BOMBAY
0.801344,0.79847,0.865525,0.717814,0.393925,0.726921,BOMBAY
0.785712,0.809548,0.953851,0.765408,0.436734,0.911695,BOMBAY
0.78534,0.813162,0.95249,0.773232,0.434571,0.871391,BOMBAY
0.769546,0.833605,0.920284,0.822835,0.471629,0.851383,BOMBAY
0.799118,0.828596,0.835103,0.734084,0.454212,0.798766,BOMBAY
0.815861,0.812538,0.873578,0.686714,0.422473,0.798763,BOMBAY
0.799176,0.801323,0.856433,0.74043,0.399568,0.818383,BOMBAY
0.794908,0.793911,0.913223,0.753871,0.393906,0.896003,BOMBAY
0.836885,0.732943,0.847429,0.63496,0.263935,0.792213,BOMBAY
0.782808,0.824119,0.953929,0.79171,0.448189,0.865879,BOMBAY
0.795861,0.774571,0.967823,0.753254,0.354996,0.895925,BOMBAY
0.806437,0.81014,0.837347,0.729211,0.403544,0.76509,BOMBAY
0.796272,0.807496,0.944762,0.762474,0.40695,0.853756,BOMBAY
0.785608,0.857732,0.913395,0.800512,0.500242,0.854928,BOMBAY
0.821868,0.799451,0.852629,0.693648,0.379588,0.785494,BOMBAY
0.797517,0.802071,0.876256,0.765099,0.394181,0.868976,BOMBAY
0.795568,0.851643,0.90822,0.774055,0.479836,0.806108,BOMBAY
0.831437,0.741069,0.840422,0.671171,0.257295,0.716422,BOMBAY
0.816119,0.798813,0.905429,0.716125,0.373375,0.777078,BOMBAY
0.837259,0.7174,0.870979,0.657016,0.210646,0.713175,BOMBAY
0.810037,0.832748,0.927673,0.737567,0.442724,0.835225,BOMBAY
0.798097,0.854501,0.855982,0.775166,0.476381,0.780813,BOMBAY
0.838607,0.749521,0.883139,0.659624,0.273137,0.761134,BOMBAY
0.854864,0.828618,0.905824,0.618701,0.441144,0.920554,BOMBAY
0.815649,0.806303,0.956976,0.729588,0.389698,0.861879,BOMBAY
0.809142,0.832948,0.92343,0.750743,0.445829,0.916337,BOMBAY
0.796958,0.882882,0.871933,0.78781,0.53445,0.861573,BOMBAY
0.860059,0.823755,0.503969,0.615655,0.363209,0.406469,BOMBAY
0.785251,0.88562,0.946589,0.831076,0.543789,0.931304,BOMBAY
0.813864,0.787083,0.973334,0.747831,0.350266,0.911324,BOMBAY
0.794619,0.848153,0.979612,0.808412,0.462664,0.889285,BOMBAY
0.815134,0.811005,0.914665,0.746947,0.394206,0.911914,BOMBAY
0.811159,0.860252,0.958702,0.75939,0.482425,0.868094,BOMBAY
0.81521,0.84077,0.737799,0.749672,0.424579,0.70787,BOMBAY
0.828095,0.828584,0.881522,0.71636,0.407252,0.777831,BOMBAY
0.826583,0.786317,0.884384,0.721333,0.319353,0.712443,BOMBAY
0.815976,0.871498,0.930293,0.753124,0.490855,0.806346,BOMBAY
0.828757,0.826763,0.908876,0.718094,0.41771,0.915551,BOMBAY
0.817844,0.827945,0.903499,0.750582,0.413832,0.868878,BOMBAY
0.794999,0.917649,0.887094,0.819775,0.576965,0.812853,BOMBAY
0.824128,0.802539,0.952253,0.732566,0.369267,0.902213,BOMBAY
0.820326,0.805992,0.91611,0.743682,0.374526,0.891379,BOMBAY
0.8307,0.789501,0.856683,0.713827,0.325033,0.733301,BOMBAY
0.842008,0.8131,0.861642,0.682994,0.364179,0.692488,BOMBAY
0.804964,0.887471,0.877819,0.792318,0.517144,0.80839,BOMBAY
0.859636,0.736756,0.79625,0.640229,0.216404,0.682915,BOMBAY
0.808987,0.859234,0.961399,0.785423,0.470419,0.891925,BOMBAY
0.831516,0.817746,0.80101,0.720511,0.386346,0.852516,BOMBAY
0.830439,0.833768,0.9142,0.728436,0.407523,0.802612,BOMBAY
0.836557,0.781614,0.948591,0.711999,0.324785,0.945191,BOMBAY
0.859001,0.77575,0.895071,0.653606,0.299694,0.840585,BOMBAY
0.828188,0.809845,0.971637,0.742788,0.371898,0.927874,BOMBAY
0.828704,0.826944,0.899688,0.744619,0.382349,0.759977,BOMBAY
0.869735,0.759579,0.6334,0.633726,0.230771,0.544206,BOMBAY
0.841335,0.821727,0.902081,0.711287,0.377105,0.813976,BOMBAY
0.840473,0.822716,0.889317,0.71802,0.373607,0.792363,BOMBAY
0.842284,0.83704,0.874649,0.713826,0.402035,0.810938,BOMBAY
0.822485,0.869502,0.924469,0.777728,0.464568,0.861509,BOMBAY
0.852869,0.824744,0.813249,0.691052,0.355682,0.649419,BOMBAY
0.840529,0.837655,0.880253,0.72909,0.394769,0.797319,BOMBAY
0.831418,0.874737,0.857706,0.766281,0.453215,0.76822,BOMBAY
0.837716,0.82293,0.946769,0.753316,0.364362,0.861874,BOMBAY
0.857059,0.822236,0.935335,0.705262,0.355208,0.831157,BOMBAY
0.852376,0.847083,0.817709,0.724504,0.388424,0.756011,BOMBAY
0.84116,0.902231,0.915559,0.760547,0.506168,0.906937,BOMBAY
0.907115,0.77547,0.763976,0.584328,0.235145,0.589865,BOMBAY
0.863294,0.86499,0.668296,0.700515,0.413558,0.724893,BOMBAY
0.8482,0.887426,0.88072,0.749422,0.458259,0.789615,BOMBAY
0.849142,0.873642,0.871552,0.750154,0.439604,0.864895,BOMBAY
0.897768,0.792253,0.77581,0.622388,0.267838,0.694919,BOMBAY
0.854218,0.842285,0.906703,0.740075,0.370565,0.794503,BOMBAY
0.850809,0.833697,0.967435,0.757535,0.363252,0.910669,BOMBAY
0.881012,0.812332,0.878658,0.682537,0.305876,0.801554,BOMBAY
0.870061,0.806009,0.930951,0.7192,0.290384,0.805944,BOMBAY
0.88059,0.857509,0.787693,0.695567,0.38273,0.818928,BOMBAY
0.904483,0.804124,0.885332,0.634716,0.285521,0.832783,BOMBAY
0.867873,0.858029,0.886233,0.749658,0.373208,0.836034,BOMBAY
0.881696,0.873965,0.845791,0.71312,0.405465,0.873414,BOMBAY
0.905911,0.811951,0.907196,0.65865,0.278338,0.803107,BOMBAY
0.884918,0.880942,0.903064,0.716579,0.409998,0.873404,BOMBAY
0.891954,0.905838,0.900902,0.698562,0.450186,0.83753,BOMBAY
0.853004,0.967843,0.961224,0.816789,0.558915,0.856193,BOMBAY
0.87467,0.906907,0.887449,0.762588,0.435365,0.79044,BOMBAY
0.870441,0.92786,0.881216,0.775119,0.482075,0.867396,BOMBAY
0.900343,0.83813,0.794939,0.702409,0.302457,0.765709,BOMBAY
0.88168,0.906664,0.886801,0.754217,0.431805,0.826261,BOMBAY
0.883409,0.942218,0.935514,0.780318,0.480745,0.873823,BOMBAY
0.864777,1,0.965997,0.835789,0.589559,0.927021,BOMBAY
0.90689,0.891406,0.86987,0.736883,0.378012,0.888972,BOMBAY
0.920935,0.91824,0.883221,0.707708,0.421514,0.901132,BOMBAY
0.956399,0.859998,0.883221,0.634208,0.300075,0.835293,BOMBAY
0.938773,0.902784,0.907939,0.706537,0.353433,0.808956,BOMBAY
0.93098,0.958083,0.930219,0.777089,0.420938,0.846003,BOMBAY
0.955155,0.972542,0.761928,0.733619,0.421705,0.759865,BOMBAY
1,0.962154,0.635223,0.642855,0.375037,0.633596,BOMBAY
0.183948,0.218544,0.935602,0.835693,0.502025,0.983035,CALI
0.181451,0.264662,0.953165,0.858988,0.68266,0.973565,CALI
0.205672,0.223243,0.893984,0.804626,0.435126,0.861235,CALI
0.203957,0.254182,0.943909,0.847813,0.548664,0.976549,CALI
0.251103,0.16975,0.769275,0.596869,0.187396,0.788802,CALI
0.233479,0.22491,0.878258,0.72773,0.377546,0.815555,CALI
0.226468,0.269813,0.944446,0.792396,0.553707,0.993,CALI
0.24492,0.22652,0.912221,0.711886,0.364348,0.925545,CALI
0.252438,0.209786,0.953886,0.707094,0.276697,0.912526,CALI
0.252803,0.239118,0.778772,0.719741,0.360519,0.780646,CALI
0.260627,0.215954,0.917582,0.679045,0.277146,0.805674,CALI
0.23473,0.312431,0.934385,0.833474,0.6493,0.98001,CALI
0.256777,0.224473,0.905356,0.71663,0.304775,0.868488,CALI
0.25568,0.250283,0.860635,0.7482,0.37142,0.77213,CALI
0.27348,0.224212,0.914651,0.653754,0.296733,0.955313,CALI
0.266911,0.244832,0.843499,0.688303,0.353504,0.795981,CALI
0.269732,0.245475,0.910406,0.675148,0.354901,0.798021,CALI
0.255264,0.303525,0.833627,0.757413,0.561202,0.786906,CALI
0.263719,0.245843,0.900706,0.717195,0.368891,0.963846,CALI
0.255129,0.255512,0.932044,0.765965,0.400537,0.939302,CALI
0.270941,0.211971,0.799396,0.688413,0.216073,0.749874,CALI
0.271607,0.245453,0.918074,0.688024,0.355879,0.938026,CALI
0.27258,0.238485,0.919428,0.690291,0.326731,0.946186,CALI
0.255867,0.259746,0.953477,0.783625,0.398529,0.911061,CALI
0.264541,0.243951,0.874231,0.73512,0.329185,0.803774,CALI
0.26382,0.266161,0.914959,0.743774,0.423893,0.9566,CALI
0.259355,0.261452,0.817402,0.774329,0.373947,0.706939,CALI
0.259151,0.245628,0.925225,0.775485,0.339425,0.897292,CALI
0.271625,0.240428,0.761034,0.717912,0.302805,0.801351,CALI
0.277427,0.242953,0.861516,0.69174,0.303575,0.754925,CALI
0.258085,0.270278,0.961935,0.800054,0.420624,0.935059,CALI
0.268231,0.303305,0.754788,0.748087,0.509747,0.728524,CALI
0.277957,0.250912,0.87104,0.697763,0.335071,0.833144,CALI
0.292063,0.235366,0.766557,0.62625,0.254401,0.607393,CALI
0.267406,0.249295,0.825188,0.756254,0.323875,0.794391,CALI
0.272234,0.267536,0.935711,0.735366,0.392944,0.862167,CALI
0.262166,0.300142,0.871882,0.791548,0.495508,0.755588,CALI
0.291411,0.25326,0.689917,0.640293,0.315162,0.652262,CALI
0.27775,0.273714,0.838861,0.721479,0.392258,0.758819,CALI
0.286146,0.241321,0.857163,0.680565,0.280456,0.795429,CALI
0.286055,0.249066,0.771622,0.683344,0.296298,0.707759,CALI
0.301364,0.236185,0.762435,0.608757,0.247926,0.687387,CALI
0.281926,0.253778,0.933709,0.708774,0.328556,0.868164,CALI
0.277686,0.279909,0.759406,0.733554,0.413108,0.816231,CALI
0.278486,0.262999,0.853018,0.729325,0.350406,0.788689,CALI
0.280783,0.272912,0.903352,0.721173,0.391646,0.866222,CALI
0.296954,0.240569,0.887505,0.639182,0.282974,0.917387,CALI
0.284791,0.276207,0.924509,0.704491,0.403453,0.892919,CALI
0.287233,0.27309,0.76715,0.691979,0.383035,0.813394,CALI
0.278014,0.261046,0.962072,0.741867,0.347033,0.874574,CALI
0.301734,0.221098,0.932735,0.620974,0.217256,0.976081,CALI
0.271156,0.283991,0.935832,0.780241,0.430248,0.89974,CALI
0.29128,0.261744,0.82381,0.673471,0.344225,0.834626,CALI
0.288094,0.245839,0.929624,0.691022,0.296949,0.917986,CALI
0.283627,0.278748,0.824189,0.715652,0.398555,0.804294,CALI
0.275919,0.302307,0.869092,0.759956,0.487899,0.876685,CALI
0.301093,0.241389,0.725951,0.630955,0.250922,0.674471,CALI
0.293364,0.288944,0.861815,0.672192,0.419317,0.718227,CALI
0.280319,0.291484,0.811125,0.740476,0.435992,0.785174,CALI
0.30988,0.218583,0.905649,0.592357,0.190653,0.872036,CALI
0.27718,0.306443,0.91606,0.758013,0.50404,0.917046,CALI
0.281782,0.281708,0.804195,0.734704,0.397268,0.757723,CALI
0.285684,0.277479,0.92539,0.720328,0.392635,0.878897,CALI
0.271793,0.284402,0.974439,0.797212,0.422398,0.932777,CALI
0.30111,0.263531,0.62018,0.644805,0.309863,0.599534,CALI
0.308302,0.231297,0.782956,0.616853,0.206217,0.707819,CALI
0.278446,0.298992,0.927319,0.772149,0.464311,0.920849,CALI
0.269931,0.284127,0.980164,0.822103,0.413777,0.944834,CALI
0.296532,0.266549,0.871778,0.680217,0.346644,0.901742,CALI
0.270725,0.295803,0.954094,0.824145,0.447579,0.921435,CALI
0.291843,0.262733,0.950732,0.713128,0.333351,0.95268,CALI
0.28651,0.316124,0.846274,0.74277,0.488882,0.713722,CALI
0.307503,0.25391,0.847367,0.636485,0.290158,0.852656,CALI
0.299596,0.269907,0.91257,0.677617,0.346309,0.871236,CALI
0.301399,0.261885,0.927469,0.669246,0.330992,0.985125,CALI
0.293757,0.254969,0.961431,0.710073,0.293254,0.875453,CALI
0.313243,0.235282,0.896058,0.614934,0.224014,0.873397,CALI
0.30409,0.267612,0.783903,0.661951,0.324398,0.78819,CALI
0.303811,0.277829,0.88163,0.66512,0.368409,0.874437,CALI
0.300849,0.268552,0.903351,0.68073,0.337065,0.885776,CALI
0.29029,0.281308,0.921912,0.735377,0.384336,0.914326,CALI
0.300758,0.25504,0.939884,0.681781,0.297448,0.952936,CALI
0.296212,0.264436,0.924722,0.705361,0.327159,0.930157,CALI
0.297964,0.276581,0.753673,0.696539,0.346146,0.731286,CALI
0.293705,0.275594,0.94465,0.719354,0.352334,0.819205,CALI
0.277263,0.311899,0.967612,0.809758,0.49647,0.983696,CALI
0.297562,0.273629,0.903841,0.702351,0.344257,0.824065,CALI
0.298817,0.272353,0.915982,0.697879,0.352607,0.94598,CALI
0.310061,0.254687,0.923571,0.642416,0.282597,0.869038,CALI
0.292821,0.290525,0.830861,0.729928,0.398201,0.80528,CALI
0.294566,0.258198,0.965769,0.724378,0.302112,0.95917,CALI
0.298251,0.300823,0.920477,0.706499,0.445648,0.932183,CALI
0.295065,0.288577,0.874677,0.723651,0.390193,0.824425,CALI
0.293162,0.304918,0.924414,0.737345,0.449622,0.872664,CALI
0.299082,0.289305,0.926581,0.707567,0.403231,0.940178,CALI
0.28262,0.302475,0.918476,0.795494,0.442724,0.892597,CALI
0.299587,0.267857,0.947145,0.705908,0.32818,0.936426,CALI
0.294923,0.298476,0.906456,0.730101,0.42675,0.877769,CALI
0.313981,0.273122,0.681553,0.636626,0.306725,0.601848,CALI
0.288549,0.277661,0.954511,0.767448,0.359674,0.936526,CALI
0.305063,0.26491,0.910568,0.682219,0.3126,0.911287,CALI
0.305424,0.26333,0.903382,0.681216,0.305496,0.90108,CALI
0.290998,0.296195,0.872969,0.755611,0.421726,0.928255,CALI
0.292248,0.302912,0.953875,0.750685,0.4364,0.867149,CALI
0.279383,0.29358,0.963107,0.821662,0.412797,0.941943,CALI
0.321545,0.234821,0.796129,0.607842,0.192096,0.783541,CALI
0.292782,0.279185,0.916889,0.751008,0.352406,0.862097,CALI
0.291385,0.292495,0.832624,0.761049,0.390725,0.814475,CALI
0.289636,0.29081,0.90765,0.770908,0.390614,0.865149,CALI
0.294228,0.274102,0.868625,0.747333,0.326204,0.807199,CALI
0.305692,0.282658,0.730651,0.689901,0.347835,0.750479,CALI
0.304225,0.310404,0.767123,0.697496,0.445066,0.775392,CALI
0.282557,0.302223,0.945555,0.812622,0.435459,0.929161,CALI
0.301161,0.294416,0.912666,0.713285,0.392987,0.796684,CALI
0.312627,0.279836,0.831077,0.656317,0.344991,0.812867,CALI
0.296158,0.292861,0.873641,0.739795,0.381197,0.744818,CALI
0.294804,0.279085,0.96581,0.747952,0.354722,0.927407,CALI
0.291215,0.297488,0.86885,0.770712,0.410971,0.889253,CALI
0.299797,0.285996,0.909888,0.728086,0.364465,0.84184,CALI
0.297996,0.297687,0.929287,0.738286,0.415515,0.941208,CALI
0.306333,0.294964,0.829898,0.696268,0.397116,0.86809,CALI
0.318753,0.260834,0.902476,0.635828,0.26395,0.720201,CALI
0.305642,0.27194,0.850046,0.701745,0.310496,0.808493,CALI
0.305283,0.294763,0.908452,0.704357,0.389561,0.825516,CALI
0.301279,0.306067,0.843003,0.725989,0.427818,0.830488,CALI
0.312938,0.294734,0.78033,0.667578,0.381467,0.764978,CALI
0.280215,0.310097,0.957478,0.840557,0.453387,0.931852,CALI
0.301904,0.274345,0.839944,0.725651,0.313281,0.788336,CALI
0.318171,0.274356,0.888027,0.646673,0.328719,0.934444,CALI
0.318702,0.282869,0.817088,0.644589,0.338922,0.773307,CALI
0.300738,0.300585,0.800146,0.734938,0.404321,0.823804,CALI
0.303209,0.300331,0.92917,0.722401,0.40857,0.868207,CALI
0.323056,0.279896,0.870538,0.624992,0.340735,0.883096,CALI
0.294137,0.307189,0.937181,0.770341,0.434848,0.895142,CALI
0.303082,0.294572,0.76337,0.725198,0.378857,0.793848,CALI
0.302512,0.306542,0.877453,0.729825,0.419983,0.808209,CALI
0.309656,0.272624,0.857398,0.694818,0.312196,0.878246,CALI
0.29532,0.304185,0.874599,0.769188,0.418487,0.871796,CALI
0.311013,0.284779,0.913686,0.690044,0.354321,0.896709,CALI
0.287138,0.312509,0.960632,0.816295,0.456212,0.964354,CALI
0.302216,0.302418,0.932828,0.73745,0.406215,0.843821,CALI
0.312434,0.291163,0.82398,0.686331,0.366365,0.832769,CALI
0.311183,0.279265,0.939835,0.695633,0.330043,0.885051,CALI
0.304842,0.315114,0.798952,0.727914,0.433306,0.733967,CALI
0.315712,0.280924,0.862912,0.673593,0.327809,0.818259,CALI
0.313092,0.291622,0.820945,0.6869,0.364803,0.827874,CALI
0.306858,0.273572,0.914761,0.718247,0.311092,0.89283,CALI
0.317407,0.274111,0.818714,0.666821,0.301577,0.798473,CALI
0.317524,0.260617,0.91937,0.666946,0.269284,0.922125,CALI
0.299606,0.325019,0.810109,0.757915,0.472389,0.796389,CALI
0.312386,0.2899,0.880795,0.693474,0.358667,0.842699,CALI
0.304017,0.276755,0.860208,0.736517,0.316449,0.865629,CALI
0.330654,0.269518,0.549118,0.606864,0.248957,0.482933,CALI
0.28697,0.328031,0.931101,0.828598,0.499459,0.945813,CALI
0.297046,0.30343,0.920555,0.775571,0.41167,0.921063,CALI
0.302743,0.282018,0.861594,0.746335,0.329467,0.841535,CALI
0.292409,0.320495,0.879408,0.80143,0.461631,0.860213,CALI
0.299057,0.327141,0.934847,0.766856,0.495733,0.961846,CALI
0.298366,0.294937,0.923183,0.771011,0.372421,0.844911,CALI
0.302834,0.291301,0.825074,0.748386,0.347918,0.744192,CALI
0.306914,0.290529,0.883807,0.728424,0.358122,0.861018,CALI
0.292676,0.31814,0.943195,0.804869,0.458259,0.924538,CALI
0.306512,0.296583,0.933951,0.731996,0.377552,0.860826,CALI
0.295954,0.320661,0.949505,0.787825,0.466632,0.92719,CALI
0.313951,0.2792,0.914705,0.695186,0.317669,0.854328,CALI
0.31209,0.276744,0.885813,0.705956,0.294025,0.726933,CALI
0.323533,0.271795,0.889301,0.650843,0.291212,0.854412,CALI
0.307334,0.304733,0.903917,0.731119,0.402127,0.854646,CALI
0.311194,0.286847,0.827559,0.711946,0.336846,0.813587,CALI
0.323079,0.277446,0.77131,0.654048,0.297731,0.749744,CALI
0.310831,0.286601,0.945843,0.715452,0.352009,0.962371,CALI
0.295939,0.319675,0.928967,0.793329,0.453873,0.878425,CALI
0.298001,0.331235,0.919158,0.784791,0.487042,0.844865,CALI
0.308144,0.292594,0.927441,0.732544,0.362174,0.894033,CALI
0.31025,0.312255,0.821128,0.722824,0.382507,0.513954,CALI
0.293693,0.300221,0.957445,0.810628,0.390784,0.927205,CALI
0.321143,0.265033,0.920969,0.669312,0.270547,0.914292,CALI
0.319398,0.268176,0.921857,0.678783,0.272811,0.8451,CALI
0.31877,0.290691,0.860973,0.683158,0.350916,0.873812,CALI
0.32894,0.264066,0.832964,0.634547,0.261872,0.879143,CALI
0.315458,0.281539,0.79914,0.701794,0.312106,0.816203,CALI
0.300748,0.300737,0.94,0.778278,0.38664,0.907789,CALI
0.307969,0.309368,0.898422,0.742997,0.408394,0.859966,CALI
0.310952,0.301411,0.950971,0.727719,0.389603,0.92766,CALI
0.309696,0.308575,0.910021,0.735097,0.409981,0.901346,CALI
0.319556,0.26746,0.953266,0.686153,0.27695,0.950898,CALI
0.30919,0.32401,0.753363,0.740058,0.439199,0.726719,CALI
0.298674,0.299803,0.960386,0.795422,0.381423,0.922748,CALI
0.33719,0.264868,0.876089,0.605194,0.253877,0.834349,CALI
0.307092,0.3281,0.879256,0.751473,0.463913,0.821286,CALI
0.307357,0.318656,0.872521,0.751554,0.426852,0.783656,CALI
0.318883,0.308256,0.797368,0.693312,0.379182,0.673896,CALI
0.295011,0.33337,0.953595,0.818372,0.499375,0.980174,CALI
0.336294,0.280513,0.630394,0.61338,0.283606,0.65847,CALI
0.323929,0.298995,0.894335,0.671754,0.372074,0.894525,CALI
0.314785,0.285451,0.848428,0.717287,0.318487,0.825554,CALI
0.323368,0.296649,0.909425,0.675394,0.364979,0.906596,CALI
0.320788,0.274902,0.852073,0.688442,0.280494,0.80639,CALI
0.325995,0.275213,0.89924,0.665402,0.288469,0.88102,CALI
0.306559,0.324211,0.890396,0.762778,0.451449,0.872679,CALI
0.311003,0.304564,0.93027,0.740309,0.393912,0.945728,CALI
0.317805,0.295132,0.713179,0.707459,0.321319,0.599372,CALI
0.335083,0.262485,0.901525,0.625709,0.240975,0.854495,CALI
0.323729,0.272464,0.909836,0.679974,0.279509,0.904273,CALI
0.325287,0.29013,0.921661,0.672542,0.340503,0.920999,CALI
0.313877,0.306226,0.899589,0.730574,0.379428,0.801986,CALI
0.327693,0.272429,0.913671,0.663996,0.276031,0.892083,CALI
0.344281,0.250858,0.805324,0.587518,0.192177,0.782712,CALI
0.322206,0.31687,0.753711,0.692453,0.404738,0.736069,CALI
0.332257,0.269188,0.953872,0.645082,0.255374,0.818979,CALI
0.320255,0.292674,0.861584,0.703074,0.334017,0.824328,CALI
0.316602,0.291659,0.909663,0.721644,0.330471,0.824879,CALI
0.313732,0.284052,0.952006,0.73718,0.309993,0.873271,CALI
0.320015,0.281377,0.958528,0.705814,0.306082,0.918944,CALI
0.30359,0.359366,0.929441,0.790896,0.543246,0.735693,CALI
0.306598,0.301857,0.906023,0.77607,0.37112,0.898971,CALI
0.319943,0.311234,0.806551,0.708362,0.392214,0.815163,CALI
0.312321,0.31475,0.937032,0.746842,0.417154,0.927168,CALI
0.334523,0.280875,0.660574,0.638388,0.281859,0.731587,CALI
0.329817,0.269481,0.890888,0.662632,0.256439,0.85496,CALI
0.313163,0.287093,0.904929,0.744892,0.316023,0.863745,CALI
