@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R2-3,5-9,11,14,16-17'

@attribute Perimeter numeric
@attribute MajorAxisLength numeric
@attribute AspectRation numeric
@attribute Eccentricity numeric
@attribute ConvexArea numeric
@attribute EquivDiameter numeric
@attribute Extent numeric
@attribute roundness numeric
@attribute ShapeFactor2 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.324527,0.356962,0.488542,0.855768,0.191984,0.318152,0.820366,0.696048,0.20366,0.905506,CALI
0.313891,0.341791,0.431484,0.82476,0.194363,0.318425,0.629132,0.750662,0.230668,0.855818,CALI
0.337778,0.401011,0.649163,0.920638,0.193027,0.318511,0.783378,0.634656,0.138447,0.919235,CALI
0.31791,0.34008,0.418717,0.817052,0.195134,0.318612,0.719536,0.731112,0.234052,0.752387,CALI
0.325141,0.361953,0.498065,0.860454,0.194083,0.318762,0.723875,0.695907,0.19603,0.81086,CALI
0.321214,0.370882,0.518814,0.870235,0.196548,0.318837,0.517409,0.715629,0.181857,0.647169,CALI
0.316662,0.349877,0.454642,0.837988,0.193885,0.318891,0.439278,0.738761,0.216654,0.801652,CALI
0.315406,0.342734,0.438826,0.829056,0.192421,0.318918,0.813778,0.745287,0.229504,0.949141,CALI
0.325593,0.36084,0.491739,0.857355,0.193918,0.318939,0.819176,0.694527,0.198047,0.783209,CALI
0.321011,0.342288,0.42758,0.822436,0.19438,0.318955,0.773595,0.717197,0.230366,0.791827,CALI
0.329907,0.37859,0.561035,0.888484,0.193081,0.319137,0.781701,0.674581,0.17042,0.87966,CALI
0.308647,0.328816,0.380542,0.792038,0.195435,0.319137,0.431014,0.781407,0.256377,0.781239,CALI
0.306288,0.344468,0.445341,0.832788,0.192133,0.319153,0.72134,0.793976,0.226613,0.969855,CALI
0.300339,0.32959,0.390671,0.798981,0.193724,0.319153,0.559354,0.826064,0.254857,0.910528,CALI
0.316471,0.355195,0.479295,0.851092,0.192623,0.319191,0.809161,0.741173,0.207781,0.913794,CALI
0.311807,0.339417,0.424079,0.820327,0.193188,0.319319,0.794495,0.76577,0.236114,0.91649,CALI
0.317078,0.35364,0.461543,0.841754,0.195715,0.319447,0.703889,0.739326,0.210726,0.73227,CALI
0.336526,0.382865,0.569598,0.891938,0.194194,0.319661,0.671679,0.645683,0.164634,0.8047,CALI
0.337935,0.390441,0.599901,0.903559,0.194178,0.319667,0.657133,0.639152,0.153829,0.841891,CALI
0.327246,0.35721,0.47336,0.848024,0.199442,0.31988,0.706909,0.690875,0.205113,0.745138,CALI
0.342147,0.404565,0.656964,0.923157,0.194549,0.319886,0.792364,0.620778,0.135042,0.915487,CALI
0.32754,0.373595,0.538248,0.878896,0.193518,0.319902,0.805872,0.689548,0.178742,0.850251,CALI
0.335321,0.379385,0.556346,0.886559,0.193658,0.320249,0.515381,0.653999,0.170333,0.826913,CALI
0.319579,0.353494,0.464475,0.84333,0.195501,0.320377,0.392012,0.73114,0.212001,0.836469,CALI
0.323342,0.369201,0.520908,0.87119,0.1952,0.320383,0.478477,0.71238,0.186073,0.851879,CALI
0.315861,0.332296,0.397353,0.803436,0.194734,0.320409,0.598861,0.75016,0.251051,0.935125,CALI
0.336437,0.386124,0.574198,0.893762,0.196672,0.320415,0.771074,0.649523,0.160649,0.738832,CALI
0.324518,0.33897,0.417907,0.816553,0.195064,0.320479,0.497792,0.707028,0.238313,0.901442,CALI
0.328216,0.345029,0.429712,0.823709,0.196041,0.320506,0.643431,0.689084,0.227141,0.754864,CALI
0.310449,0.355753,0.469332,0.845911,0.195188,0.320543,0.749833,0.778846,0.208305,0.797096,CALI
0.308197,0.313021,0.329704,0.753333,0.194602,0.320628,0.645472,0.79114,0.291414,0.891039,CALI
0.310075,0.336725,0.407118,0.809776,0.194825,0.320725,0.599299,0.781704,0.24286,0.862363,CALI
0.312385,0.348074,0.445596,0.832932,0.193914,0.320794,0.788364,0.769965,0.221985,0.858017,CALI
0.332993,0.383905,0.567651,0.89116,0.196997,0.320853,0.778589,0.66776,0.164274,0.784126,CALI
0.329833,0.36141,0.490151,0.856568,0.195076,0.320949,0.57137,0.683327,0.199245,0.834001,CALI
0.337047,0.36029,0.492733,0.857846,0.193922,0.321023,0.783358,0.649435,0.201182,0.940263,CALI
0.337238,0.385196,0.565399,0.890254,0.19724,0.321141,0.283336,0.64908,0.162681,0.698022,CALI
0.317055,0.341288,0.418191,0.816729,0.195596,0.321541,0.627281,0.749515,0.235215,0.830923,CALI
0.329104,0.379978,0.554397,0.885752,0.194499,0.321594,0.296962,0.689849,0.170774,0.83775,CALI
0.33853,0.38803,0.587247,0.898817,0.195802,0.322122,0.526016,0.647502,0.159554,0.918072,CALI
0.347824,0.389403,0.580384,0.89618,0.198823,0.322351,0.434431,0.606088,0.157822,0.758001,CALI
0.32689,0.363007,0.493926,0.858433,0.195546,0.32242,0.811956,0.704495,0.198175,0.883315,CALI
0.324382,0.373532,0.531142,0.875783,0.195241,0.322479,0.498277,0.717129,0.181444,0.883673,CALI
0.324415,0.354934,0.460333,0.841099,0.197842,0.322591,0.685426,0.717494,0.21195,0.807853,CALI
0.325813,0.363179,0.485339,0.854162,0.197764,0.322676,0.743392,0.710985,0.198164,0.753413,CALI
0.318575,0.365767,0.501346,0.862039,0.19588,0.322729,0.603795,0.747489,0.193998,0.863625,CALI
0.316728,0.360959,0.480398,0.851657,0.19729,0.322809,0.666234,0.75731,0.201979,0.804759,CALI
0.330354,0.38576,0.578127,0.895302,0.195056,0.322825,0.813641,0.68952,0.163486,0.943608,CALI
0.333735,0.364671,0.498087,0.860464,0.196354,0.322948,0.795341,0.673861,0.196009,0.884755,CALI
0.326081,0.365589,0.499969,0.861376,0.196853,0.322985,0.669378,0.711118,0.194555,0.865629,CALI
0.333272,0.377716,0.542469,0.880717,0.195649,0.323049,0.592158,0.676535,0.175611,0.85862,CALI
0.342805,0.367442,0.496775,0.859827,0.201474,0.323134,0.743992,0.632312,0.191719,0.723015,CALI
0.320614,0.338195,0.399169,0.804631,0.20072,0.323235,0.4605,0.739573,0.243031,0.778301,CALI
0.339845,0.370673,0.5075,0.864972,0.199487,0.323294,0.722657,0.64669,0.186743,0.721499,CALI
0.337043,0.388471,0.573355,0.89343,0.198288,0.323347,0.453366,0.660029,0.160092,0.757672,CALI
0.319706,0.361657,0.490313,0.856649,0.195583,0.323485,0.678379,0.745369,0.20154,0.95802,CALI
0.325664,0.377246,0.53769,0.878654,0.197566,0.323591,0.501602,0.716031,0.176865,0.840952,CALI
0.342161,0.384216,0.545616,0.882061,0.202117,0.323613,0.664466,0.637417,0.166492,0.589259,CALI
0.335321,0.352637,0.445394,0.832818,0.200085,0.323676,0.548369,0.669667,0.21714,0.752735,CALI
0.325203,0.35469,0.458339,0.840015,0.196651,0.323708,0.482738,0.718863,0.2136,0.84873,CALI
0.320553,0.375891,0.526821,0.87386,0.198687,0.323719,0.543816,0.742199,0.179062,0.756792,CALI
0.318597,0.369528,0.51189,0.867034,0.196787,0.323894,0.731102,0.752981,0.189174,0.882759,CALI
0.313519,0.353479,0.454056,0.837665,0.197451,0.324107,0.688121,0.780235,0.216145,0.868403,CALI
0.325894,0.368568,0.508636,0.865508,0.19682,0.324309,0.685998,0.718275,0.191135,0.907057,CALI
0.322932,0.376928,0.528688,0.874693,0.199425,0.324638,0.416632,0.734594,0.178397,0.777801,CALI
0.339668,0.398117,0.60616,0.905848,0.199351,0.324798,0.713592,0.654321,0.148017,0.800521,CALI
0.345273,0.367196,0.495743,0.859323,0.200349,0.324883,0.831796,0.628847,0.193939,0.812746,CALI
0.335549,0.371944,0.504036,0.863327,0.201029,0.325052,0.45424,0.67489,0.186543,0.692461,CALI
0.319634,0.376644,0.532089,0.876201,0.197385,0.325254,0.504868,0.754228,0.179448,0.877029,CALI
0.318159,0.355141,0.458041,0.839853,0.197121,0.325254,0.602939,0.761774,0.214519,0.900799,CALI
0.331555,0.356815,0.452054,0.836556,0.200147,0.325291,0.661685,0.695157,0.211671,0.713934,CALI
0.328741,0.382571,0.55047,0.884112,0.197921,0.325344,0.873042,0.709113,0.170602,0.839468,CALI
0.32794,0.37009,0.498996,0.860905,0.201243,0.325397,0.499376,0.713299,0.189831,0.733079,CALI
0.318534,0.322774,0.346313,0.766739,0.197966,0.325434,0.649226,0.760723,0.27663,0.86948,CALI
0.327793,0.368559,0.500492,0.861628,0.197624,0.325466,0.391051,0.714344,0.19235,0.842939,CALI
0.318047,0.350225,0.435272,0.826988,0.198217,0.325535,0.82258,0.763709,0.223485,0.820798,CALI
0.336036,0.360439,0.473038,0.847856,0.197904,0.325578,0.417752,0.674985,0.205819,0.863774,CALI
0.319448,0.363729,0.48518,0.854082,0.199166,0.325631,0.554646,0.75699,0.20039,0.877069,CALI
0.322357,0.358145,0.455736,0.83859,0.200823,0.325753,0.546221,0.742798,0.209897,0.723905,CALI
0.335405,0.386126,0.562606,0.889124,0.197912,0.325811,0.809793,0.679061,0.165833,0.854522,CALI
0.323074,0.338769,0.398897,0.804452,0.199467,0.325922,0.547319,0.739994,0.245116,0.88323,CALI
0.330448,0.384187,0.54816,0.883139,0.200712,0.325986,0.638735,0.703771,0.168841,0.752946,CALI
0.328989,0.362681,0.481131,0.85203,0.198102,0.326055,0.355696,0.711224,0.202578,0.893427,CALI
0.326708,0.360565,0.47193,0.847277,0.199289,0.326108,0.426486,0.722722,0.206177,0.867267,CALI
0.344587,0.391557,0.5823,0.896921,0.199376,0.326118,0.425858,0.637508,0.158335,0.871401,CALI
0.318766,0.363084,0.477136,0.849982,0.19903,0.32624,0.790768,0.763417,0.202106,0.81806,CALI
0.335572,0.361263,0.474702,0.848722,0.199372,0.32641,0.538177,0.681016,0.205328,0.888722,CALI
0.330865,0.332677,0.368519,0.783487,0.202229,0.326923,0.554928,0.706106,0.25821,0.764492,CALI
0.333107,0.364289,0.477459,0.850149,0.202093,0.327077,0.75144,0.695932,0.200999,0.801244,CALI
0.31717,0.360861,0.468131,0.845276,0.200559,0.327119,0.748806,0.775908,0.206768,0.843999,CALI
0.33613,0.381793,0.539274,0.879341,0.200885,0.327236,0.779255,0.682148,0.173618,0.813569,CALI
0.344159,0.405121,0.617707,0.909977,0.202567,0.327278,0.571799,0.644676,0.140897,0.731447,CALI
0.339259,0.39117,0.576666,0.894731,0.198626,0.327294,0.368801,0.667582,0.159995,0.871857,CALI
0.330185,0.38724,0.560261,0.888168,0.198704,0.32732,0.326006,0.711282,0.165667,0.8404,CALI
0.332232,0.386125,0.53636,0.878075,0.205007,0.327421,0.539169,0.701767,0.167389,0.55076,CALI
0.349571,0.394609,0.582265,0.896907,0.201676,0.327426,0.787224,0.620657,0.155277,0.77931,CALI
0.342093,0.395693,0.584825,0.897892,0.202909,0.327595,0.768675,0.65568,0.153927,0.76853,CALI
0.33126,0.368312,0.486325,0.854658,0.201631,0.327601,0.786749,0.707336,0.194971,0.748604,CALI
0.344498,0.387393,0.562791,0.889199,0.200382,0.327627,0.47305,0.644678,0.165741,0.885876,CALI
0.328378,0.360862,0.466539,0.844432,0.200439,0.327669,0.842387,0.721811,0.207359,0.847631,CALI
0.346339,0.392513,0.578785,0.895559,0.200963,0.327706,0.658342,0.636583,0.158482,0.853666,CALI
0.328064,0.388871,0.56363,0.889539,0.199495,0.327743,0.73239,0.723709,0.163713,0.825959,CALI
0.337234,0.368197,0.481113,0.852022,0.204055,0.327823,0.788,0.67958,0.195389,0.685123,CALI
0.332065,0.375521,0.522929,0.872108,0.199153,0.32786,0.680334,0.704623,0.183807,0.936481,CALI
0.332519,0.364197,0.481517,0.852227,0.200023,0.327918,0.472849,0.702687,0.202044,0.914701,CALI
0.32003,0.34971,0.426306,0.821671,0.199516,0.327965,0.560413,0.765255,0.227152,0.830656,CALI
0.331228,0.357163,0.448275,0.834444,0.202084,0.327971,0.561199,0.709219,0.214003,0.774731,CALI
0.327495,0.354939,0.442482,0.831159,0.201062,0.327997,0.806175,0.727729,0.217898,0.805494,CALI
0.344889,0.397488,0.601671,0.90421,0.199739,0.327997,0.6831,0.64454,0.151821,0.938493,CALI
0.321349,0.354823,0.44491,0.832543,0.199796,0.328018,0.680255,0.75876,0.218124,0.852444,CALI
0.325752,0.358693,0.447722,0.834133,0.202179,0.328061,0.690371,0.736713,0.21147,0.686396,CALI
0.342058,0.384981,0.542311,0.880649,0.202793,0.328182,0.489599,0.658493,0.169807,0.739157,CALI
0.336715,0.38408,0.526846,0.873871,0.205766,0.328209,0.683047,0.683827,0.171165,0.557283,CALI
0.336044,0.366897,0.480173,0.851541,0.202525,0.328224,0.802315,0.687107,0.197924,0.761926,CALI
0.340076,0.377818,0.524997,0.873041,0.200217,0.328293,0.845887,0.668285,0.180696,0.866843,CALI
0.32017,0.359256,0.465149,0.843691,0.199524,0.328446,0.733683,0.766852,0.210927,0.955323,CALI
0.319242,0.362816,0.472369,0.847507,0.199883,0.328504,0.715372,0.771905,0.20497,0.876792,CALI
0.319617,0.367702,0.489002,0.855997,0.199714,0.328584,0.617503,0.770355,0.196988,0.875355,CALI
0.335337,0.378462,0.523736,0.872473,0.200341,0.328584,0.831169,0.692155,0.179999,0.828342,CALI
0.330456,0.367114,0.486732,0.854862,0.200625,0.328763,0.734218,0.716704,0.198135,0.881348,CALI
0.31935,0.355893,0.445733,0.83301,0.201297,0.328795,0.5732,0.772755,0.217113,0.847279,CALI
0.335484,0.372512,0.499846,0.861316,0.202587,0.3288,0.663186,0.692446,0.189488,0.794113,CALI
0.314952,0.362479,0.463948,0.843048,0.201804,0.328853,0.750153,0.795945,0.205907,0.779735,CALI
0.330408,0.378065,0.524955,0.873022,0.199611,0.328864,0.543335,0.717409,0.180888,0.882947,CALI
0.33122,0.350091,0.419731,0.817676,0.202802,0.328874,0.623375,0.713476,0.227493,0.748703,CALI
0.334266,0.368025,0.481443,0.85219,0.201651,0.329001,0.615246,0.699244,0.196899,0.761268,CALI
0.34518,0.378486,0.526254,0.873606,0.201647,0.329064,0.352426,0.647986,0.180443,0.890639,CALI
0.323112,0.354213,0.441629,0.83067,0.200604,0.329101,0.403146,0.754974,0.220397,0.890136,CALI
0.320047,0.352749,0.431302,0.824653,0.202764,0.329207,0.652824,0.77115,0.223106,0.808414,CALI
0.331694,0.373079,0.499496,0.861147,0.202138,0.329222,0.419196,0.712783,0.189023,0.780237,CALI
0.330345,0.363362,0.465921,0.844102,0.203544,0.329233,0.543991,0.719449,0.204835,0.782712,CALI
0.331868,0.365662,0.47846,0.850664,0.20135,0.329317,0.581268,0.712376,0.201103,0.859803,CALI
0.317457,0.361907,0.470576,0.846567,0.199899,0.329349,0.819563,0.785251,0.207403,0.943026,CALI
0.360001,0.4148,0.658501,0.923647,0.201804,0.329423,0.500086,0.583243,0.13033,0.914695,CALI
0.347001,0.388501,0.548663,0.883351,0.204183,0.329428,0.659369,0.641242,0.165862,0.712864,CALI
0.329875,0.376731,0.514264,0.868139,0.202307,0.329465,0.803408,0.722855,0.183552,0.823285,CALI
0.319147,0.367945,0.489347,0.856168,0.20121,0.329729,0.684625,0.778322,0.197792,0.9279,CALI
0.34442,0.402147,0.605887,0.905749,0.201491,0.32984,0.608717,0.654988,0.147165,0.852413,CALI
0.341961,0.374152,0.499242,0.861024,0.204034,0.32984,0.68538,0.666453,0.18796,0.750785,CALI
0.342596,0.396327,0.585533,0.898163,0.201256,0.329855,0.78083,0.663554,0.155148,0.864406,CALI
0.348293,0.360509,0.447371,0.833935,0.205625,0.330182,0.502322,0.638692,0.21067,0.69202,CALI
0.35164,0.383606,0.51126,0.86674,0.209183,0.330303,0.325934,0.624047,0.173921,0.456676,CALI
0.319461,0.33927,0.391334,0.799427,0.200683,0.330324,0.791484,0.779584,0.249377,0.958805,CALI
0.330354,0.375124,0.506015,0.864269,0.20269,0.330335,0.811396,0.724568,0.186937,0.828809,CALI
0.346219,0.372297,0.491999,0.857484,0.204071,0.330525,0.77277,0.649744,0.191602,0.774442,CALI
0.334853,0.403052,0.596889,0.902444,0.20429,0.330572,0.594888,0.703679,0.146612,0.715476,CALI
0.344246,0.390872,0.563097,0.889323,0.202286,0.330619,0.466145,0.65931,0.163579,0.863615,CALI
0.338487,0.390212,0.550907,0.884295,0.204615,0.330804,0.69921,0.687279,0.164705,0.727947,CALI
0.334538,0.390766,0.558168,0.88731,0.204195,0.330814,0.859522,0.706329,0.163916,0.806637,CALI
0.328544,0.361541,0.463192,0.842642,0.202352,0.330835,0.690431,0.735902,0.209623,0.923562,CALI
0.336299,0.361629,0.455323,0.838363,0.204974,0.331098,0.68189,0.699128,0.209757,0.806228,CALI
0.342997,0.385538,0.543361,0.881099,0.20255,0.331125,0.719979,0.667424,0.171848,0.879683,CALI
0.339302,0.393424,0.568416,0.891466,0.203094,0.331246,0.607493,0.685422,0.160528,0.840171,CALI
0.350239,0.395811,0.579946,0.89601,0.202447,0.331256,0.777845,0.634606,0.157174,0.883916,CALI
0.337576,0.364871,0.471473,0.847038,0.202431,0.331267,0.473289,0.693765,0.204484,0.895063,CALI
0.318762,0.364582,0.469652,0.84608,0.203041,0.331341,0.663374,0.788143,0.205045,0.885846,CALI
0.336329,0.386852,0.544183,0.88145,0.204183,0.331462,0.719474,0.700662,0.170235,0.839767,CALI
0.33301,0.349909,0.419847,0.817747,0.204438,0.331688,0.706105,0.717841,0.231012,0.908479,CALI
0.31623,0.315014,0.305591,0.732375,0.20288,0.33174,0.661292,0.803355,0.301721,0.921554,CALI
0.335635,0.361912,0.459876,0.840851,0.202892,0.331872,0.833169,0.705912,0.21011,0.904366,CALI
0.32367,0.359663,0.448378,0.834502,0.204545,0.331919,0.608575,0.765633,0.214006,0.845551,CALI
0.332251,0.375637,0.506822,0.864652,0.202402,0.332066,0.864798,0.723335,0.187894,0.904527,CALI
0.332858,0.379918,0.515884,0.868888,0.204273,0.332156,0.755749,0.72077,0.181338,0.818013,CALI
0.349203,0.42608,0.677039,0.929425,0.204067,0.332324,0.799813,0.644077,0.118969,0.747662,CALI
0.338029,0.382075,0.526887,0.873889,0.20321,0.332592,0.681429,0.69769,0.178482,0.893036,CALI
0.33612,0.400609,0.592487,0.900799,0.202971,0.332938,0.584458,0.708501,0.152083,0.902885,CALI
0.354265,0.398593,0.576494,0.894664,0.20424,0.332964,0.64415,0.623974,0.154886,0.777544,CALI
0.342094,0.379248,0.513061,0.86758,0.205506,0.332975,0.528021,0.680074,0.18319,0.853642,CALI
0.323051,0.354215,0.426234,0.821628,0.20605,0.333111,0.813267,0.774524,0.224861,0.848222,CALI
0.331629,0.376722,0.507688,0.865061,0.203391,0.333253,0.830558,0.731966,0.187398,0.921592,CALI
0.319932,0.348455,0.412412,0.813131,0.20342,0.333321,0.693548,0.79167,0.235541,0.952055,CALI
0.338977,0.390934,0.551893,0.884708,0.204797,0.333479,0.625198,0.697215,0.166217,0.844257,CALI
0.326641,0.346547,0.392809,0.800417,0.206285,0.333589,0.625224,0.758512,0.239389,0.743209,CALI
0.373059,0.388106,0.532834,0.87653,0.207786,0.333636,0.489165,0.545652,0.170496,0.717005,CALI
0.324779,0.353856,0.42177,0.818924,0.204867,0.333673,0.778377,0.768377,0.22613,0.823839,CALI
0.331242,0.362216,0.451013,0.835976,0.204958,0.333678,0.389403,0.735875,0.211543,0.83958,CALI
0.33492,0.383083,0.517777,0.869759,0.206302,0.333762,0.585943,0.718165,0.178113,0.761868,CALI
0.324389,0.357332,0.438971,0.82914,0.20471,0.333793,0.710658,0.770949,0.220109,0.919894,CALI
0.337993,0.372269,0.489946,0.856466,0.204306,0.333877,0.763838,0.703785,0.195106,0.919572,CALI
0.334937,0.378816,0.49785,0.86035,0.20901,0.333883,0.620078,0.718639,0.18477,0.690205,CALI
0.331892,0.371533,0.478986,0.850934,0.207027,0.334008,0.614656,0.734206,0.19643,0.794217,CALI
0.340571,0.375558,0.498936,0.860876,0.204306,0.334019,0.580258,0.692073,0.190007,0.888963,CALI
0.322834,0.358318,0.439731,0.829579,0.203981,0.334024,0.860362,0.780036,0.218639,0.889683,CALI
0.335005,0.38435,0.519979,0.870767,0.208408,0.334134,0.738684,0.719482,0.176568,0.747439,CALI
0.344969,0.382688,0.508425,0.865409,0.209913,0.334239,0.715528,0.672281,0.179183,0.665112,CALI
0.321938,0.347441,0.399846,0.805074,0.205283,0.334255,0.65325,0.78578,0.238492,0.8466,CALI
0.331942,0.384187,0.52287,0.872081,0.206673,0.334312,0.595644,0.735386,0.176988,0.809224,CALI
0.323931,0.376151,0.504737,0.863662,0.203865,0.33436,0.798547,0.776014,0.189419,0.964908,CALI
0.331557,0.352895,0.42426,0.820437,0.204879,0.334433,0.541743,0.737861,0.228709,0.958588,CALI
0.358358,0.420929,0.64505,0.919291,0.207303,0.334438,0.749516,0.612174,0.126987,0.680596,CALI
0.331467,0.377866,0.500171,0.861473,0.206677,0.334506,0.595669,0.738655,0.186877,0.809257,CALI
0.351807,0.390306,0.538285,0.878912,0.208334,0.334564,0.725026,0.642153,0.168168,0.731019,CALI
0.336107,0.378971,0.510522,0.866394,0.20438,0.334601,0.74855,0.716268,0.185252,0.914654,CALI
0.349718,0.398531,0.568134,0.891353,0.208284,0.334663,0.728841,0.652154,0.156546,0.747335,CALI
0.336199,0.390678,0.542021,0.880525,0.206269,0.3347,0.771523,0.716286,0.167758,0.774365,CALI
0.34511,0.392516,0.546811,0.882569,0.208408,0.3348,0.838481,0.674159,0.165192,0.754325,CALI
0.339116,0.364594,0.453757,0.837499,0.207019,0.334983,0.534519,0.70347,0.208915,0.821423,CALI
0.341639,0.396935,0.557264,0.886938,0.206689,0.335129,0.70859,0.692059,0.159214,0.695229,CALI
0.340807,0.389877,0.543013,0.88095,0.206986,0.335412,0.724479,0.697324,0.169609,0.868577,CALI
0.326672,0.359794,0.436138,0.827494,0.208058,0.335459,0.631824,0.767276,0.217644,0.82436,CALI
0.341452,0.375674,0.48914,0.856065,0.207992,0.33549,0.755656,0.694602,0.191327,0.806979,CALI
0.337523,0.369097,0.469603,0.846054,0.207056,0.335532,0.777126,0.713703,0.201995,0.857601,CALI
0.328912,0.3767,0.492935,0.857945,0.206034,0.335564,0.790933,0.756433,0.18978,0.814727,CALI
0.329682,0.365081,0.45541,0.838411,0.207006,0.335585,0.729548,0.752659,0.208738,0.852731,CALI
0.359634,0.418825,0.627496,0.913384,0.212415,0.335595,0.734334,0.611563,0.130585,0.603688,CALI
0.327101,0.374531,0.488706,0.855849,0.20645,0.335825,0.704981,0.766841,0.193489,0.87936,CALI
0.338778,0.385498,0.526313,0.873632,0.205452,0.33583,0.405645,0.709004,0.176508,0.870951,CALI
0.334705,0.384802,0.52164,0.871523,0.20678,0.335883,0.364625,0.729102,0.177607,0.839661,CALI
0.335984,0.347423,0.402577,0.806853,0.205844,0.336003,0.705475,0.723389,0.240544,0.985395,CALI
0.325793,0.348557,0.392589,0.80027,0.209789,0.336207,0.716736,0.775334,0.238665,0.7631,CALI
0.335617,0.368655,0.458417,0.840057,0.208499,0.336222,0.744286,0.726209,0.203451,0.73934,CALI
0.337373,0.373177,0.477018,0.849921,0.207155,0.336228,0.497194,0.717652,0.196075,0.789869,CALI
0.338941,0.382173,0.510033,0.866165,0.207031,0.33629,0.494693,0.710339,0.182005,0.823565,CALI
0.343544,0.386199,0.513946,0.867991,0.211949,0.336369,0.40056,0.688665,0.175984,0.67387,CALI
0.347464,0.391799,0.551757,0.884651,0.206083,0.336405,0.811417,0.6704,0.16776,0.94964,CALI
0.334331,0.367882,0.466152,0.844226,0.206796,0.336437,0.714139,0.733532,0.204957,0.916147,CALI
0.326885,0.367778,0.453833,0.837542,0.210144,0.336484,0.660265,0.771084,0.205181,0.727152,CALI
0.33526,0.356562,0.413403,0.813752,0.211092,0.336546,0.624467,0.72947,0.224515,0.68509,CALI
0.3467,0.384089,0.511298,0.866758,0.209183,0.336546,0.791159,0.674605,0.179339,0.754283,CALI
0.34973,0.378191,0.494301,0.858617,0.209129,0.336583,0.488221,0.660683,0.188469,0.808859,CALI
0.338441,0.357979,0.422411,0.819315,0.208697,0.336599,0.478031,0.714182,0.22207,0.75849,CALI
0.331758,0.362286,0.442529,0.831186,0.207377,0.336703,0.740624,0.74755,0.214697,0.856131,CALI
0.330085,0.366586,0.459249,0.84051,0.206413,0.33675,0.778946,0.756155,0.207453,0.892839,CALI
0.33497,0.38605,0.519536,0.870565,0.20706,0.336776,0.739486,0.731967,0.176606,0.787797,CALI
0.343819,0.382829,0.514308,0.868159,0.20687,0.336787,0.597024,0.689263,0.181495,0.879997,CALI
0.339362,0.383799,0.521799,0.871596,0.206005,0.336792,0.822259,0.710618,0.180022,0.943164,CALI
0.335919,0.376434,0.490007,0.856497,0.206668,0.336823,0.411111,0.727527,0.191483,0.84894,CALI
0.326098,0.356816,0.421469,0.81874,0.20772,0.336865,0.793994,0.77693,0.224418,0.820961,CALI
0.343543,0.377448,0.500882,0.861815,0.206681,0.336875,0.598837,0.69098,0.189933,0.966625,CALI
0.341652,0.383342,0.511513,0.866858,0.20821,0.337042,0.554827,0.700758,0.180965,0.823029,CALI
0.333544,0.366293,0.451057,0.836001,0.210061,0.337053,0.750464,0.740312,0.208266,0.792825,CALI
0.346543,0.383631,0.519273,0.870445,0.206957,0.337116,0.692198,0.677914,0.180598,0.930404,CALI
0.330039,0.373128,0.479555,0.851225,0.207563,0.337163,0.73986,0.758341,0.197122,0.881214,CALI
0.334395,0.371801,0.467553,0.84497,0.208758,0.337335,0.549496,0.73742,0.199452,0.772014,CALI
0.353816,0.395593,0.546123,0.882276,0.210589,0.337387,0.785754,0.645524,0.163233,0.717307,CALI
0.345525,0.371403,0.466555,0.84444,0.210465,0.337507,0.431301,0.684471,0.200282,0.786663,CALI
0.351581,0.419592,0.641162,0.918004,0.208717,0.337632,0.765499,0.656839,0.131366,0.860189,CALI
0.326217,0.345457,0.387595,0.796897,0.20673,0.337643,0.709972,0.780048,0.246154,0.927183,CALI
0.33988,0.39974,0.566387,0.890652,0.20962,0.337773,0.819817,0.712641,0.157745,0.820374,CALI
0.340223,0.376914,0.480283,0.851598,0.210659,0.337778,0.620382,0.711005,0.191696,0.720597,CALI
0.333016,0.359497,0.426232,0.821627,0.210094,0.337898,0.840455,0.746906,0.220836,0.805152,CALI
0.342805,0.368792,0.459761,0.840789,0.210032,0.337898,0.708516,0.69916,0.204992,0.840356,CALI
0.334647,0.374944,0.486127,0.854559,0.206912,0.337909,0.771585,0.738857,0.194969,0.925232,CALI
0.338447,0.39013,0.529797,0.875187,0.208243,0.338086,0.819699,0.721038,0.171816,0.795554,CALI
0.350992,0.395363,0.546137,0.882283,0.211063,0.338133,0.7599,0.661786,0.164265,0.768087,CALI
0.328274,0.3495,0.401993,0.806473,0.207324,0.338138,0.499214,0.771913,0.239135,0.970058,CALI
0.34627,0.381206,0.492776,0.857867,0.212061,0.338174,0.723469,0.683987,0.185377,0.706684,CALI
0.334332,0.358362,0.420243,0.81799,0.210741,0.33819,0.541539,0.741735,0.223153,0.784102,CALI
0.328527,0.373497,0.478411,0.850639,0.206969,0.338221,0.863181,0.771026,0.197621,0.898272,CALI
0.342386,0.386955,0.519511,0.870554,0.20821,0.338227,0.878475,0.70267,0.176669,0.814712,CALI
0.331535,0.388788,0.527419,0.874127,0.207406,0.338232,0.504381,0.755882,0.17394,0.838049,CALI
0.355123,0.394215,0.54281,0.880863,0.210069,0.338404,0.390607,0.644087,0.166169,0.792612,CALI
0.360507,0.407382,0.59433,0.90149,0.208161,0.338591,0.428259,0.620737,0.148038,0.87284,CALI
0.324241,0.352099,0.39955,0.80488,0.209414,0.338727,0.68968,0.795459,0.235012,0.813713,CALI
