@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R1-2,7,9,12,16-17'

@attribute Area numeric
@attribute Perimeter numeric
@attribute ConvexArea numeric
@attribute Extent numeric
@attribute Compactness numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.087333,0.14064,0.084583,0.678769,0.871294,0.99299,SEKER
0.08738,0.142678,0.084785,0.644927,0.788596,0.9898,SEKER
0.087414,0.135946,0.08453,0.786822,0.843785,0.995428,SEKER
0.087427,0.141718,0.084666,0.608264,0.698216,0.960087,SEKER
0.087448,0.142315,0.084719,0.760423,0.749522,0.985815,SEKER
0.087452,0.144104,0.084954,0.752818,0.70703,0.968467,SEKER
0.087474,0.142282,0.084765,0.70637,0.704219,0.982534,SEKER
0.087546,0.145774,0.085293,0.841513,0.703887,0.889513,SEKER
0.087674,0.142225,0.084814,0.793587,0.706699,0.945991,SEKER
0.087687,0.142826,0.08488,0.616691,0.66209,0.985623,SEKER
0.087696,0.146375,0.0854,0.640936,0.832542,0.974419,SEKER
0.087713,0.138863,0.084728,0.732109,0.729176,0.981683,SEKER
0.087721,0.144739,0.08521,0.678527,0.825462,0.974049,SEKER
0.087726,0.150841,0.085515,0.739826,0.730581,0.975395,SEKER
0.08776,0.177136,0.085853,0.700466,0.610531,0.973745,SEKER
0.087803,0.135516,0.084909,0.721895,0.872668,0.991827,SEKER
0.087824,0.140556,0.085383,0.642311,0.806106,0.990942,SEKER
0.087969,0.139779,0.085169,0.721229,0.751616,0.981466,SEKER
0.088007,0.15476,0.085845,0.603698,0.607916,0.970685,SEKER
0.088016,0.141207,0.085317,0.656496,0.790124,0.97511,SEKER
0.08802,0.149404,0.085511,0.724348,0.574652,0.970895,SEKER
0.088037,0.141445,0.085325,0.66742,0.755015,0.973927,SEKER
0.088063,0.148533,0.085091,0.693359,0.541659,0.965003,SEKER
0.088127,0.14517,0.085346,0.746982,0.625314,0.958807,SEKER
0.088165,0.138907,0.085367,0.766733,0.977299,0.996344,SEKER
0.088234,0.144009,0.085565,0.66903,0.734598,0.983672,SEKER
0.088247,0.144417,0.085886,0.677816,0.74513,0.966995,SEKER
0.088251,0.146556,0.085762,0.687098,0.777905,0.979023,SEKER
0.088264,0.146399,0.085828,0.637609,0.721382,0.981784,SEKER
0.088375,0.143454,0.085923,0.709205,0.804121,0.989001,SEKER
0.088413,0.151799,0.086146,0.691658,0.602071,0.980565,SEKER
0.088464,0.14492,0.086059,0.750883,0.820247,0.984382,SEKER
0.088524,0.142853,0.085688,0.751017,0.708933,0.977352,SEKER
0.08855,0.139611,0.085631,0.691869,0.759159,0.984894,SEKER
0.088597,0.148833,0.08603,0.654789,0.596186,0.984072,SEKER
0.088652,0.142016,0.085742,0.727188,0.698683,0.974801,SEKER
0.088682,0.143159,0.086096,0.733735,0.799742,0.973418,SEKER
0.088699,0.144519,0.085911,0.711933,0.67749,0.985089,SEKER
0.088716,0.22522,0.089967,0.586045,0.785188,0.91344,SEKER
0.088738,0.146252,0.086195,0.655306,0.735388,0.965328,SEKER
0.088819,0.147643,0.086492,0.70237,0.792113,0.970803,SEKER
0.088823,0.15342,0.087012,0.536546,0.745572,0.966741,SEKER
0.08884,0.146643,0.086204,0.600878,0.638611,0.991164,SEKER
0.08884,0.167788,0.087589,0.67076,0.652156,0.968898,SEKER
0.088853,0.150236,0.086261,0.776741,0.593665,0.956064,SEKER
0.088913,0.147808,0.086241,0.719595,0.742059,0.987349,SEKER
0.088947,0.149443,0.087197,0.766859,0.789565,0.971856,SEKER
0.088968,0.145051,0.086307,0.737786,0.693495,0.95859,SEKER
0.088994,0.145946,0.086125,0.649081,0.623559,0.963219,SEKER
0.089007,0.142504,0.086249,0.706523,0.737719,0.985193,SEKER
0.089015,0.147237,0.086777,0.703652,0.868138,0.974924,SEKER
0.089032,0.1494,0.086628,0.638268,0.665645,0.946909,SEKER
0.089045,0.14355,0.086228,0.761127,0.714637,0.990475,SEKER
0.089054,0.149905,0.086356,0.574115,0.628828,0.959896,SEKER
0.089084,0.145911,0.086265,0.681289,0.647285,0.984649,SEKER
0.089092,0.149511,0.086756,0.700353,0.683746,0.984321,SEKER
0.089105,0.153537,0.086562,0.764144,0.662804,0.965634,SEKER
0.08916,0.157365,0.086682,0.737515,0.531208,0.978109,SEKER
0.08916,0.149319,0.086525,0.723119,0.723097,0.930394,SEKER
0.08925,0.146575,0.086323,0.602996,0.667994,0.980873,SEKER
0.089254,0.185272,0.08817,0.592024,0.677621,0.988505,SEKER
0.089254,0.163465,0.087807,0.643586,0.657589,0.931976,SEKER
0.089254,0.145294,0.086603,0.752169,0.772681,0.969855,SEKER
0.089259,0.143108,0.086278,0.756553,0.679745,0.982024,SEKER
0.089267,0.149206,0.086641,0.715941,0.570777,0.95767,SEKER
0.089284,0.149467,0.086401,0.583311,0.599367,0.981141,SEKER
0.089293,0.14744,0.086525,0.626473,0.63675,0.973618,SEKER
0.089297,0.141682,0.086698,0.758567,0.832408,0.960362,SEKER
0.089301,0.14385,0.086447,0.732832,0.683479,0.970087,SEKER
0.089331,0.146802,0.086768,0.607537,0.744404,0.959713,SEKER
0.089353,0.148259,0.086962,0.72956,0.951456,0.987148,SEKER
0.089365,0.232776,0.088582,0.564498,0.678462,0.936939,SEKER
0.089387,0.151364,0.087181,0.699947,0.621178,0.98802,SEKER
0.089391,0.141161,0.086311,0.762849,0.741668,0.97344,SEKER
0.089391,0.143844,0.086401,0.766175,0.706684,0.978285,SEKER
0.089412,0.157919,0.087432,0.704684,0.722302,0.964033,SEKER
0.089434,0.145844,0.086768,0.67353,0.832534,0.987871,SEKER
0.089481,0.143042,0.086546,0.66643,0.69127,0.975106,SEKER
0.089489,0.147667,0.086484,0.571648,0.67741,0.969465,SEKER
0.089523,0.144909,0.086917,0.699177,0.794717,0.967766,SEKER
0.089532,0.154459,0.087139,0.74861,0.662708,0.985012,SEKER
0.089536,0.146676,0.087271,0.688131,0.727154,0.977522,SEKER
0.08954,0.144689,0.087127,0.690262,0.915129,0.993935,SEKER
0.089553,0.145595,0.086974,0.667031,0.718072,0.964203,SEKER
0.089575,0.14855,0.087057,0.69999,0.709731,0.977705,SEKER
0.089681,0.146095,0.086542,0.640417,0.630894,0.962501,SEKER
0.089724,0.154179,0.0881,0.619272,0.688868,0.95366,SEKER
0.089733,0.146137,0.086913,0.756524,0.696689,0.989292,SEKER
0.08975,0.147502,0.087193,0.693194,0.753968,0.951965,SEKER
0.089784,0.141591,0.086851,0.769254,0.87727,0.993419,SEKER
0.089814,0.147649,0.086958,0.749852,0.658773,0.985166,SEKER
0.089822,0.141505,0.086772,0.803868,0.740349,0.972171,SEKER
0.089844,0.145991,0.087284,0.695295,0.70667,0.968261,SEKER
0.089865,0.143048,0.08683,0.641698,0.704526,0.979438,SEKER
0.08998,0.145616,0.087407,0.735833,0.791909,0.968418,SEKER
0.089993,0.143307,0.087143,0.756193,0.790421,0.992867,SEKER
0.090031,0.144128,0.087193,0.685465,0.751801,0.985369,SEKER
0.090036,0.14201,0.087028,0.800009,0.763191,0.990807,SEKER
0.09013,0.142309,0.087263,0.792936,0.756577,0.98237,SEKER
0.090164,0.143527,0.0873,0.764913,0.747336,0.989331,SEKER
0.090164,0.1494,0.087432,0.592409,0.694625,0.983557,SEKER
0.090206,0.143613,0.087432,0.718606,0.787597,0.991906,SEKER
0.090296,0.14766,0.087939,0.792968,0.895277,0.966199,SEKER
0.090305,0.145012,0.087242,0.671168,0.703913,0.988892,SEKER
0.090326,0.154195,0.087898,0.634187,0.616274,0.985502,SEKER
0.090377,0.151138,0.087881,0.606176,0.68252,0.9869,SEKER
0.090416,0.152799,0.08789,0.509505,0.613822,0.935152,SEKER
0.090467,0.158522,0.087803,0.491796,0.449929,0.969866,SEKER
0.090505,0.153509,0.088224,0.705963,0.73909,0.961263,SEKER
0.090518,0.148363,0.08777,0.77544,0.69518,0.974183,SEKER
0.090518,0.197684,0.088879,0.658221,0.570159,0.938938,SEKER
0.090522,0.143716,0.087675,0.631613,0.772024,0.970417,SEKER
0.090548,0.147843,0.087597,0.668358,0.656909,0.989278,SEKER
0.090561,0.149315,0.088092,0.662116,0.684803,0.969197,SEKER
0.090591,0.149319,0.087873,0.710741,0.778884,0.9743,SEKER
0.090599,0.146279,0.087659,0.775874,0.743708,0.974144,SEKER
0.090612,0.149132,0.087989,0.768484,0.758529,0.937282,SEKER
0.090629,0.148837,0.087729,0.751546,0.724391,0.965246,SEKER
0.090633,0.148318,0.088063,0.643876,0.703428,0.987548,SEKER
0.090749,0.147616,0.087914,0.644614,0.79603,0.967394,SEKER
0.090962,0.148182,0.088125,0.704996,0.695974,0.954685,SEKER
0.090984,0.173614,0.089027,0.732554,0.511387,0.989541,SEKER
0.091014,0.144474,0.088079,0.703402,0.729737,0.98384,SEKER
0.091125,0.160562,0.08904,0.735871,0.811874,0.973539,SEKER
0.091154,0.143845,0.088248,0.731991,0.832084,0.997102,SEKER
0.091206,0.15026,0.088673,0.668304,0.738841,0.988122,SEKER
0.09121,0.145334,0.088314,0.698267,0.732187,0.976602,SEKER
0.091231,0.148619,0.088372,0.57673,0.77253,0.946487,SEKER
0.091283,0.15057,0.088566,0.719148,0.720903,0.951237,SEKER
0.091406,0.147,0.088805,0.605624,0.764759,0.982201,SEKER
0.091445,0.15954,0.089126,0.703333,0.598838,0.965579,SEKER
0.09156,0.157467,0.089209,0.735969,0.667512,0.92745,SEKER
0.091564,0.147255,0.088557,0.705183,0.776752,0.95737,SEKER
0.091586,0.148228,0.088825,0.687994,0.749702,0.980715,SEKER
0.091586,0.157048,0.089176,0.726401,0.640409,0.980666,SEKER
0.091607,0.159154,0.089473,0.62434,0.806852,0.987409,SEKER
0.09165,0.152956,0.088871,0.602768,0.639555,0.982175,SEKER
0.09171,0.142067,0.088792,0.773121,0.967097,0.989927,SEKER
0.091774,0.15093,0.088982,0.582163,0.617555,0.943719,SEKER
0.091782,0.150004,0.089093,0.739434,0.841915,0.98114,SEKER
0.091795,0.154526,0.088797,0.512737,0.531504,0.982314,SEKER
0.091816,0.14145,0.088562,0.746178,0.810257,0.99477,SEKER
0.091821,0.148255,0.088801,0.780657,0.652146,0.99224,SEKER
0.091842,0.14911,0.088933,0.787626,0.679549,0.964636,SEKER
0.091846,0.156216,0.089205,0.650503,0.592807,0.98279,SEKER
0.09185,0.152433,0.089295,0.722632,0.700833,0.977503,SEKER
0.091897,0.153459,0.089501,0.62765,0.744247,0.976742,SEKER
0.091927,0.150334,0.088957,0.589707,0.642784,0.979665,SEKER
0.092034,0.157455,0.089209,0.796994,0.488011,0.973375,SEKER
0.09206,0.143534,0.089015,0.700035,0.784837,0.993311,SEKER
0.092085,0.150748,0.089295,0.648478,0.701957,0.967601,SEKER
0.092137,0.149534,0.089427,0.75252,0.798174,0.992935,SEKER
0.092179,0.146019,0.089361,0.737803,0.838167,0.977984,SEKER
0.092201,0.143964,0.089114,0.7499,0.837258,0.978883,SEKER
0.092222,0.148827,0.089468,0.808938,0.790427,0.972801,SEKER
0.092248,0.143874,0.089159,0.750849,0.812605,0.985732,SEKER
0.09226,0.148705,0.089473,0.666331,0.698724,0.962498,SEKER
0.092273,0.151023,0.089658,0.71877,0.750099,0.952317,SEKER
0.092286,0.151494,0.089584,0.652523,0.689421,0.974909,SEKER
0.09232,0.162052,0.090198,0.715532,0.585138,0.989043,SEKER
0.092359,0.172147,0.090503,0.691634,0.663809,0.973854,SEKER
0.092363,0.158169,0.090198,0.669514,0.68727,0.984982,SEKER
0.092376,0.154014,0.089543,0.702401,0.696834,0.986404,SEKER
0.092388,0.155819,0.089938,0.66027,0.749271,0.976975,SEKER
0.092427,0.162722,0.090037,0.553164,0.637365,0.969803,SEKER
0.092457,0.156815,0.090132,0.721519,0.748332,0.986786,SEKER
0.092478,0.154705,0.089662,0.623405,0.560348,0.954887,SEKER
0.092499,0.152208,0.089901,0.634812,0.812198,0.975065,SEKER
0.092546,0.149823,0.089749,0.747088,0.65257,0.971519,SEKER
0.092576,0.16214,0.090235,0.519472,0.60204,0.9739,SEKER
0.092657,0.149128,0.089848,0.746094,0.773113,0.988502,SEKER
0.092666,0.153401,0.09,0.738005,0.811357,0.947267,SEKER
0.092751,0.148284,0.089679,0.759694,0.716859,0.990182,SEKER
0.092756,0.151487,0.089802,0.797311,0.63885,0.976802,SEKER
0.092811,0.151913,0.090227,0.640574,0.790439,0.883951,SEKER
0.09282,0.162705,0.090446,0.578765,0.5999,0.957252,SEKER
0.092828,0.155451,0.089778,0.718813,0.569667,0.965412,SEKER
0.092884,0.160638,0.090907,0.607452,0.839696,0.928692,SEKER
0.092884,0.148696,0.090042,0.78611,0.726664,0.985058,SEKER
0.092888,0.156996,0.090899,0.738863,0.841384,0.976877,SEKER
0.092892,0.149254,0.090503,0.612985,0.796961,0.953609,SEKER
0.092901,0.155057,0.089951,0.562992,0.608613,0.987064,SEKER
0.092905,0.152056,0.089868,0.610993,0.615718,0.980033,SEKER
0.092909,0.146398,0.090054,0.751491,0.789597,0.988276,SEKER
0.092965,0.159918,0.091105,0.704885,0.878534,0.983486,SEKER
0.093008,0.153605,0.090573,0.703556,0.773473,0.945131,SEKER
0.093037,0.153754,0.0904,0.669734,0.702001,0.9796,SEKER
0.093042,0.152281,0.090083,0.692299,0.639568,0.992213,SEKER
0.093076,0.148126,0.090128,0.704089,0.833738,0.984694,SEKER
0.09308,0.147882,0.089984,0.708677,0.693063,0.967725,SEKER
0.093097,0.145201,0.089897,0.631881,0.820261,0.950596,SEKER
0.093127,0.160677,0.090454,0.737705,0.523175,0.976555,SEKER
0.0932,0.149814,0.090079,0.654155,0.667577,0.980175,SEKER
0.093204,0.146999,0.090256,0.708008,0.752434,0.977954,SEKER
0.093328,0.150051,0.090178,0.769962,0.636266,0.983144,SEKER
0.093341,0.151777,0.090458,0.727522,0.714461,0.985745,SEKER
0.093413,0.147956,0.090462,0.677796,0.828084,0.975041,SEKER
0.093413,0.158425,0.090825,0.641219,0.66471,0.972739,SEKER
0.09343,0.150351,0.09054,0.667187,0.776104,0.986531,SEKER
0.093435,0.153262,0.090738,0.661376,0.6964,0.969852,SEKER
0.093456,0.14858,0.090314,0.63695,0.705173,0.972505,SEKER
0.093477,0.155112,0.090726,0.70648,0.75884,0.965608,SEKER
0.09349,0.160519,0.091365,0.661159,0.77631,0.977144,SEKER
0.09349,0.150418,0.090528,0.781914,0.758115,0.968648,SEKER
0.093511,0.154438,0.090874,0.65947,0.75031,0.938653,SEKER
0.093528,0.151108,0.090619,0.736527,0.790941,0.959927,SEKER
0.093588,0.150216,0.090829,0.62815,0.74058,0.979148,SEKER
0.093593,0.148216,0.09066,0.69444,0.726049,0.993279,SEKER
0.093704,0.1515,0.090874,0.68866,0.684701,0.946401,SEKER
0.093725,0.156629,0.091031,0.632376,0.725187,0.972185,SEKER
0.093763,0.161046,0.091336,0.66994,0.821232,0.980543,SEKER
0.093904,0.155616,0.091369,0.695192,0.866298,0.990894,SEKER
0.094002,0.15942,0.091122,0.651226,0.664665,0.987536,SEKER
0.094079,0.149365,0.091072,0.73199,0.747896,0.978329,SEKER
0.094088,0.146779,0.09099,0.718069,0.818989,0.975756,SEKER
0.094113,0.152661,0.091204,0.658132,0.674953,0.996726,SEKER
0.094143,0.157127,0.091736,0.703631,0.718193,0.962396,SEKER
0.094246,0.152519,0.091414,0.674184,0.651981,0.987187,SEKER
0.094289,0.160253,0.091616,0.647859,0.687446,0.988951,SEKER
0.094306,0.153532,0.091649,0.786904,0.738884,0.958785,SEKER
0.094344,0.163507,0.092152,0.690137,0.983584,0.979313,SEKER
0.094348,0.159966,0.091493,0.550715,0.555974,0.972994,SEKER
0.0944,0.152037,0.091513,0.748687,0.743996,0.976797,SEKER
0.094429,0.149734,0.091315,0.660466,0.717504,0.981672,SEKER
0.094566,0.15493,0.09195,0.748616,0.709651,0.935644,SEKER
0.094647,0.151567,0.091888,0.725797,0.866546,0.988789,SEKER
0.094664,0.158236,0.091674,0.441346,0.57574,0.934419,SEKER
0.094771,0.153471,0.091641,0.684954,0.626475,0.975631,SEKER
0.094775,0.153034,0.091897,0.704319,0.756443,0.976345,SEKER
0.094822,0.152447,0.091864,0.684314,0.802086,0.974856,SEKER
0.094848,0.157655,0.092317,0.624713,0.740197,0.949534,SEKER
0.094886,0.156674,0.09221,0.725461,0.748563,0.989947,SEKER
0.094886,0.165155,0.092569,0.690896,0.643193,0.973804,SEKER
0.094925,0.157999,0.092,0.736431,0.632591,0.989484,SEKER
0.094959,0.154298,0.09228,0.60017,0.831562,0.94605,SEKER
0.094959,0.162092,0.092305,0.758523,0.657364,0.916263,SEKER
0.095006,0.150599,0.091847,0.739599,0.72399,0.979068,SEKER
0.095078,0.156595,0.092082,0.681566,0.686881,0.988736,SEKER
0.095121,0.160491,0.092338,0.583339,0.628944,0.983019,SEKER
0.095147,0.151818,0.092334,0.723081,0.767023,0.98459,SEKER
0.095168,0.155219,0.092231,0.746789,0.652803,0.988873,SEKER
0.095189,0.209664,0.093113,0.690369,0.627459,0.958909,SEKER
0.095194,0.155085,0.092061,0.650888,0.676578,0.970706,SEKER
0.095198,0.158944,0.092779,0.716425,0.768761,0.966359,SEKER
0.095215,0.150266,0.092243,0.755409,0.752572,0.966024,SEKER
0.095262,0.153097,0.092449,0.640652,0.730848,0.982439,SEKER
0.095309,0.161759,0.093071,0.701004,0.596864,0.965564,SEKER
0.095318,0.169102,0.093344,0.600843,0.654041,0.954218,SEKER
0.095318,0.153466,0.092424,0.611542,0.687867,0.989116,SEKER
0.095326,0.158734,0.092845,0.782086,0.818028,0.976334,SEKER
0.095343,0.150522,0.09221,0.611126,0.763328,0.952237,SEKER
0.095407,0.156109,0.092651,0.697983,0.695522,0.988106,SEKER
0.09542,0.163191,0.093224,0.714961,0.840521,0.995874,SEKER
0.095441,0.156623,0.0924,0.730261,0.651062,0.962407,SEKER
0.095471,0.151976,0.092416,0.670986,0.698864,0.992693,SEKER
0.095535,0.151347,0.0924,0.743587,0.746598,0.977051,SEKER
0.095582,0.16091,0.092812,0.686388,0.555341,0.982504,SEKER
0.095608,0.15599,0.092696,0.717444,0.675824,0.953898,SEKER
0.095646,0.154312,0.09268,0.795998,0.692377,0.941824,SEKER
0.095663,0.152536,0.092581,0.746664,0.674929,0.991245,SEKER
0.095715,0.15782,0.092787,0.539294,0.624324,0.942024,SEKER
0.095757,0.153396,0.092536,0.743314,0.656182,0.969168,SEKER
0.09583,0.149206,0.092585,0.768655,0.756388,0.984654,SEKER
0.095915,0.155802,0.092828,0.743455,0.757537,0.989409,SEKER
0.095937,0.154726,0.093043,0.764096,0.814578,0.992505,SEKER
0.096035,0.16395,0.093319,0.632313,0.509693,0.973711,SEKER
0.096103,0.155191,0.093133,0.718853,0.740695,0.975991,SEKER
0.096125,0.154705,0.09308,0.659033,0.646021,0.9848,SEKER
0.096184,0.155169,0.093401,0.663344,0.760459,0.986165,SEKER
0.096304,0.15783,0.093715,0.672352,0.814135,0.969564,SEKER
0.096406,0.153058,0.093546,0.720859,0.763933,0.97942,SEKER
0.09653,0.171473,0.095038,0.733925,0.917603,0.979294,SEKER
0.096556,0.152022,0.093245,0.609261,0.752615,0.931757,SEKER
0.096667,0.164878,0.093941,0.705132,0.626806,0.987874,SEKER
0.096675,0.170147,0.09402,0.478798,0.477828,0.97333,SEKER
0.096697,0.1625,0.093768,0.710072,0.59522,0.993697,SEKER
0.096897,0.15655,0.094127,0.783556,0.742273,0.959858,SEKER
0.096897,0.151291,0.093896,0.694024,0.840733,0.976733,SEKER
0.096949,0.157654,0.093921,0.622051,0.69826,0.994646,SEKER
0.096979,0.151201,0.093781,0.734979,0.77214,0.991641,SEKER
0.09703,0.165037,0.094683,0.633446,0.772204,0.978042,SEKER
0.097085,0.154161,0.093966,0.696245,0.740115,0.984501,SEKER
0.09712,0.157791,0.093983,0.644669,0.64004,0.969077,SEKER
0.097188,0.15822,0.094308,0.728657,0.742416,0.987938,SEKER
0.097252,0.154699,0.09425,0.752004,0.786834,0.978423,SEKER
0.097286,0.175756,0.096143,0.559273,0.721091,0.913522,SEKER
0.097307,0.158414,0.094234,0.628251,0.673413,0.952416,SEKER
0.097354,0.1527,0.094209,0.721394,0.837021,0.960326,SEKER
0.097401,0.154228,0.094333,0.743616,0.715761,0.98408,SEKER
0.097423,0.155311,0.094593,0.697236,0.8309,0.976039,SEKER
0.097431,0.157575,0.094593,0.708488,0.680749,0.981812,SEKER
0.097448,0.156952,0.094889,0.759032,0.792579,0.983893,SEKER
0.097482,0.152977,0.094325,0.77714,0.768664,0.980985,SEKER
0.09764,0.15757,0.094687,0.637157,0.75614,0.97713,SEKER
0.097649,0.15569,0.094543,0.730163,0.722385,0.977698,SEKER
0.097653,0.154688,0.094531,0.736878,0.831429,0.970656,SEKER
0.097709,0.162915,0.094993,0.624875,0.70645,0.958189,SEKER
0.097717,0.17379,0.095429,0.761062,0.806069,0.972043,SEKER
0.09782,0.157503,0.09491,0.677239,0.706039,0.985153,SEKER
0.097841,0.155465,0.094786,0.728008,0.723614,0.971389,SEKER
0.097939,0.16241,0.095467,0.747625,0.719269,0.981287,SEKER
0.097961,0.155243,0.094807,0.674939,0.727646,0.963931,SEKER
0.098008,0.167157,0.095347,0.534527,0.572771,0.978065,SEKER
0.098008,0.162518,0.09484,0.681093,0.553991,0.984442,SEKER
0.098033,0.15903,0.095021,0.765975,0.617401,0.98635,SEKER
0.098131,0.166165,0.09559,0.647025,0.686871,0.989485,SEKER
0.098153,0.165586,0.095557,0.724093,0.69019,0.954426,SEKER
0.098178,0.158248,0.095409,0.686999,0.791109,0.965169,SEKER
0.098268,0.166486,0.095706,0.651836,0.66974,0.984715,SEKER
0.098272,0.158724,0.095813,0.701559,0.748502,0.962683,SEKER
0.098379,0.156573,0.095343,0.718781,0.736842,0.985796,SEKER
0.09846,0.154829,0.095603,0.762906,0.801055,0.990479,SEKER
0.098477,0.155055,0.095446,0.69371,0.865252,0.983916,SEKER
0.098486,0.159778,0.095607,0.652826,0.708256,0.969579,SEKER
0.098567,0.161068,0.095825,0.701524,0.911779,0.99042,SEKER
0.098635,0.161078,0.095706,0.763079,0.657087,0.973989,SEKER
0.098652,0.164095,0.095578,0.514893,0.545018,0.978317,SEKER
0.098657,0.162767,0.095545,0.740913,0.553139,0.988333,SEKER
0.098836,0.156954,0.095937,0.694278,0.736415,0.9616,SEKER
0.099045,0.155888,0.095994,0.749309,0.741114,0.987376,SEKER
0.099084,0.176406,0.096732,0.680682,0.559834,0.968326,SEKER
0.099088,0.161658,0.096266,0.672612,0.722499,0.976768,SEKER
0.099122,0.169385,0.096555,0.718934,0.79355,0.948337,SEKER
0.099139,0.166442,0.096674,0.598816,0.686611,0.952748,SEKER
0.09919,0.168125,0.096411,0.626654,0.674601,0.98039,SEKER
0.099212,0.162466,0.096435,0.729931,0.771896,0.989307,SEKER
0.09922,0.161483,0.096357,0.718377,0.753392,0.97898,SEKER
0.099225,0.172107,0.097318,0.820535,0.704188,0.935688,SEKER
0.099237,0.157982,0.096163,0.773577,0.770743,0.980889,SEKER
0.099242,0.166124,0.096658,0.744619,0.724807,0.969191,SEKER
0.099254,0.164058,0.096489,0.726545,0.633901,0.981045,SEKER
0.099276,0.16429,0.096353,0.6864,0.678389,0.990557,SEKER
0.099284,0.158406,0.096147,0.786131,0.740335,0.989663,SEKER
0.099284,0.157468,0.09639,0.695249,0.817154,0.980628,SEKER
0.09931,0.165694,0.096707,0.736908,0.70748,0.924102,SEKER
0.099331,0.157823,0.096341,0.75137,0.799873,0.996633,SEKER
0.09934,0.164239,0.096703,0.692923,0.765832,0.981078,SEKER
0.099353,0.163502,0.096485,0.728588,0.736495,0.988697,SEKER
0.099361,0.157881,0.096279,0.654663,0.71986,0.981125,SEKER
0.099365,0.159879,0.096641,0.693613,0.833058,0.991633,SEKER
0.099408,0.168096,0.096712,0.604656,0.61319,0.983195,SEKER
0.099455,0.16061,0.096361,0.74296,0.758628,0.959866,SEKER
0.099459,0.160729,0.096316,0.700302,0.629153,0.980539,SEKER
0.099579,0.158226,0.096468,0.647578,0.763356,0.979141,SEKER
0.099626,0.168932,0.09658,0.697689,0.552312,0.985217,SEKER
0.09963,0.17656,0.097672,0.730753,0.676347,0.977563,SEKER
0.099746,0.168727,0.096967,0.751688,0.644302,0.984988,SEKER
0.099792,0.160634,0.096427,0.577814,0.635159,0.961462,SEKER
0.099814,0.165582,0.097091,0.674905,0.617523,0.98794,SEKER
0.099852,0.170639,0.096922,0.610835,0.472378,0.97165,SEKER
0.099933,0.158386,0.096872,0.630873,0.732027,0.971773,SEKER
0.09995,0.16224,0.097041,0.795792,0.688452,0.964937,SEKER
0.099968,0.157009,0.096806,0.802334,0.815049,0.954191,SEKER
0.099972,0.16441,0.097132,0.601522,0.643248,0.965978,SEKER
0.100108,0.162887,0.097012,0.669687,0.62589,0.99241,SEKER
0.100168,0.164625,0.097186,0.644242,0.688784,0.963372,SEKER
0.100173,0.159931,0.096856,0.776607,0.625632,0.978334,SEKER
0.100173,0.158555,0.097202,0.689227,0.812891,0.949726,SEKER
0.100309,0.161504,0.097404,0.725659,0.732011,0.962797,SEKER
0.10033,0.160214,0.097693,0.669734,0.841019,0.975893,SEKER
0.10033,0.162751,0.097318,0.691314,0.706601,0.942227,SEKER
0.100339,0.197611,0.097882,0.692644,0.619409,0.97387,SEKER
0.100377,0.162618,0.097437,0.775364,0.754381,0.96118,SEKER
0.100407,0.164981,0.097643,0.744392,0.813857,0.98742,SEKER
0.100454,0.167388,0.098558,0.651227,0.653071,0.952866,SEKER
0.100459,0.164898,0.097755,0.624059,0.716713,0.972695,SEKER
0.100467,0.163838,0.097132,0.628327,0.606674,0.990789,SEKER
0.100476,0.161203,0.097462,0.775451,0.750854,0.964931,SEKER
0.100531,0.185339,0.098414,0.719011,0.710952,0.978607,SEKER
0.100548,0.163519,0.097886,0.797368,0.758662,0.957785,SEKER
0.100612,0.171084,0.097614,0.77481,0.565906,0.975687,SEKER
0.100766,0.162241,0.097565,0.68748,0.614527,0.981406,SEKER
0.100804,0.167188,0.097952,0.719861,0.640023,0.971307,SEKER
0.100864,0.170964,0.098336,0.70177,0.710652,0.996397,SEKER
0.10089,0.163458,0.097676,0.663601,0.672091,0.974153,SEKER
0.100933,0.173603,0.098253,0.723745,0.669986,0.985275,SEKER
0.101167,0.157044,0.097915,0.679966,0.792078,0.982604,SEKER
0.101287,0.164714,0.098241,0.778995,0.668294,0.972953,SEKER
0.101308,0.168586,0.098426,0.741833,0.616347,0.99004,SEKER
0.101381,0.170739,0.098781,0.633967,0.676257,0.972917,SEKER
0.101389,0.168848,0.098604,0.624547,0.744666,0.978711,SEKER
0.101505,0.167733,0.098534,0.782052,0.631726,0.968461,SEKER
0.101526,0.173625,0.098925,0.766798,0.705191,0.974125,SEKER
0.10159,0.166956,0.098505,0.633848,0.702793,0.959676,SEKER
0.101594,0.221176,0.10334,0.658742,0.599693,0.775961,SEKER
0.101624,0.175935,0.099589,0.721957,0.740062,0.976306,SEKER
0.101787,0.169148,0.098921,0.67805,0.625002,0.973305,SEKER
0.101923,0.16413,0.098843,0.719653,0.724056,0.949747,SEKER
0.101923,0.172628,0.099164,0.756326,0.63619,0.98387,SEKER
0.101987,0.161578,0.098707,0.750486,0.680098,0.994752,SEKER
0.102154,0.16942,0.099441,0.629399,0.748466,0.961925,SEKER
0.102184,0.167897,0.099305,0.600196,0.708447,0.988005,SEKER
0.102192,0.160384,0.09928,0.704901,0.824865,0.993546,SEKER
