@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R1,7-8,10-12,14,16-17'

@attribute Area numeric
@attribute ConvexArea numeric
@attribute EquivDiameter numeric
@attribute Solidity numeric
@attribute roundness numeric
@attribute Compactness numeric
@attribute ShapeFactor2 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.201178,0.197071,0.323411,0.8859,0.747655,0.559128,0.319918,0.938725,BARBUNYA
0.20119,0.197117,0.323427,0.884381,0.68049,0.428274,0.242417,0.975415,BARBUNYA
0.201225,0.196606,0.323469,0.909636,0.766871,0.523891,0.298156,0.976734,BARBUNYA
0.201233,0.19809,0.32348,0.841432,0.497439,0.439543,0.24872,0.98192,BARBUNYA
0.201259,0.197917,0.323512,0.850555,0.614655,0.477467,0.270481,0.978357,BARBUNYA
0.201553,0.197117,0.323878,0.900831,0.744259,0.436748,0.246905,0.934609,BARBUNYA
0.201583,0.198642,0.323916,0.831868,0.586026,0.549778,0.313743,0.886788,BARBUNYA
0.201703,0.19926,0.324065,0.808953,0.508171,0.463833,0.262227,0.912188,BARBUNYA
0.201707,0.199178,0.32407,0.812912,0.538113,0.436755,0.246795,0.932385,BARBUNYA
0.201737,0.198123,0.324107,0.862672,0.701746,0.599905,0.345352,0.918378,BARBUNYA
0.201822,0.199438,0.324213,0.806237,0.578889,0.449501,0.253925,0.972465,BARBUNYA
0.201959,0.199252,0.324383,0.820855,0.573728,0.547326,0.311902,0.966774,BARBUNYA
0.201985,0.196243,0.324415,0.961069,0.828061,0.505364,0.286374,0.928812,BARBUNYA
0.202074,0.197207,0.324527,0.920233,0.761285,0.510753,0.289526,0.9445,BARBUNYA
0.202138,0.198745,0.324606,0.852159,0.6557,0.425082,0.239941,0.948265,BARBUNYA
0.202275,0.198477,0.324776,0.870636,0.523843,0.25334,0.151261,0.920151,BARBUNYA
0.202292,0.200167,0.324798,0.794084,0.672733,0.614509,0.354332,0.833338,BARBUNYA
0.202313,0.199141,0.324824,0.841894,0.671224,0.538914,0.306417,0.944563,BARBUNYA
0.202343,0.198345,0.324861,0.879792,0.618653,0.478073,0.269986,0.877608,BARBUNYA
0.202403,0.198712,0.324936,0.865605,0.611716,0.550832,0.313694,0.88815,BARBUNYA
0.202514,0.197624,0.325074,0.920841,0.719584,0.334248,0.191106,0.950033,BARBUNYA
0.202518,0.198073,0.325079,0.900247,0.649975,0.326554,0.187171,0.958845,BARBUNYA
0.202548,0.199392,0.325116,0.840944,0.607968,0.42694,0.240677,0.941585,BARBUNYA
0.202762,0.200518,0.325381,0.799204,0.491348,0.404669,0.228232,0.954324,BARBUNYA
0.202988,0.199318,0.325662,0.864121,0.685591,0.643428,0.372786,0.914417,BARBUNYA
0.202988,0.19957,0.325662,0.852599,0.6697,0.511849,0.28944,0.960618,BARBUNYA
0.202992,0.19879,0.325668,0.888556,0.715276,0.559788,0.318758,0.924786,BARBUNYA
0.203103,0.199932,0.325806,0.841188,0.628409,0.506634,0.286228,0.972714,BARBUNYA
0.20315,0.199941,0.325864,0.842919,0.578226,0.591281,0.338526,0.900322,BARBUNYA
0.203227,0.197632,0.325959,0.95272,0.750097,0.345675,0.196533,0.958449,BARBUNYA
0.203266,0.201849,0.326007,0.761442,0.691055,0.38281,0.216059,0.775875,BARBUNYA
0.203313,0.20018,0.326065,0.83928,0.655783,0.537602,0.304773,0.955438,BARBUNYA
0.203377,0.199838,0.326145,0.857788,0.628427,0.370739,0.209557,0.934359,BARBUNYA
0.203402,0.200411,0.326177,0.832772,0.557422,0.512561,0.289531,0.900111,BARBUNYA
0.203428,0.199904,0.326208,0.857071,0.674286,0.414874,0.233357,0.870471,BARBUNYA
0.203535,0.200497,0.326341,0.834756,0.632756,0.432344,0.242974,0.910587,BARBUNYA
0.203629,0.201186,0.326457,0.807659,0.56034,0.372949,0.210558,0.939726,BARBUNYA
0.203667,0.200382,0.326505,0.845949,0.639615,0.514201,0.290299,0.965243,BARBUNYA
0.203676,0.199928,0.326516,0.867054,0.696363,0.454674,0.255476,0.974752,BARBUNYA
0.203723,0.19999,0.326574,0.866332,0.613661,0.526859,0.297887,0.913867,BARBUNYA
0.203731,0.19971,0.326585,0.879555,0.72808,0.537451,0.30433,0.942036,BARBUNYA
0.203744,0.199759,0.3266,0.877862,0.662105,0.403496,0.2269,0.969317,BARBUNYA
0.203752,0.20067,0.326611,0.836619,0.580338,0.616744,0.354443,0.878287,BARBUNYA
0.203816,0.200237,0.32669,0.859235,0.635913,0.523817,0.295968,0.965782,BARBUNYA
0.203863,0.202732,0.326749,0.748347,0.6909,0.562397,0.319635,0.7085,BARBUNYA
0.203876,0.203152,0.326765,0.730057,0.440488,0.358124,0.202585,0.933538,BARBUNYA
0.203902,0.201107,0.326796,0.823426,0.631598,0.456402,0.256292,0.870285,BARBUNYA
0.203962,0.20128,0.32687,0.818236,0.565418,0.406048,0.228139,0.874836,BARBUNYA
0.20406,0.203762,0.326992,0.710922,0.521908,0.421814,0.236736,0.714486,BARBUNYA
0.204094,0.199285,0.327035,0.915377,0.716253,0.364357,0.205709,0.954518,BARBUNYA
0.204218,0.204009,0.327188,0.706885,0.466752,0.447996,0.251277,0.742896,BARBUNYA
0.204312,0.202979,0.327304,0.757155,0.558547,0.622528,0.35771,0.885618,BARBUNYA
0.204325,0.200654,0.32732,0.862983,0.733517,0.576212,0.327907,0.949795,BARBUNYA
0.204367,0.200184,0.327373,0.886381,0.645369,0.422242,0.236752,0.941219,BARBUNYA
0.204483,0.202167,0.327516,0.801331,0.446242,0.381588,0.214576,0.902984,BARBUNYA
0.204803,0.199866,0.327913,0.920485,0.718589,0.496873,0.279081,0.923731,BARBUNYA
0.204803,0.199974,0.327913,0.91556,0.789368,0.485608,0.272467,0.975964,BARBUNYA
0.204824,0.201598,0.327939,0.842329,0.638616,0.621653,0.356664,0.927501,BARBUNYA
0.205089,0.200703,0.328267,0.894934,0.73256,0.364665,0.205211,0.867544,BARBUNYA
0.20511,0.201252,0.328293,0.870855,0.722435,0.409381,0.229151,0.847629,BARBUNYA
0.205127,0.202649,0.328314,0.808236,0.665595,0.434922,0.243254,0.772345,BARBUNYA
0.20517,0.202216,0.328367,0.829703,0.687462,0.627015,0.35986,0.835721,BARBUNYA
0.205204,0.201598,0.328409,0.859284,0.522719,0.505267,0.283731,0.815543,BARBUNYA
0.205247,0.201961,0.328462,0.84471,0.676895,0.590695,0.336283,0.982001,BARBUNYA
0.205298,0.201264,0.328526,0.878683,0.716504,0.66196,0.383015,0.971134,BARBUNYA
0.205354,0.200852,0.328594,0.899991,0.690027,0.524765,0.295283,0.95712,BARBUNYA
0.205516,0.201998,0.328795,0.855012,0.657637,0.546123,0.308153,0.970921,BARBUNYA
0.205597,0.20276,0.328895,0.824086,0.627846,0.469531,0.262534,0.898688,BARBUNYA
0.205606,0.201532,0.328906,0.880197,0.707254,0.518867,0.291528,0.963006,BARBUNYA
0.205746,0.202431,0.32908,0.845649,0.62964,0.459161,0.256481,0.98058,BARBUNYA
0.205793,0.203189,0.329138,0.813464,0.630783,0.459858,0.256843,0.891917,BARBUNYA
0.205806,0.20389,0.329154,0.782524,0.566733,0.517341,0.290451,0.911458,BARBUNYA
0.205887,0.203012,0.329254,0.825628,0.721369,0.760407,0.451511,0.857539,BARBUNYA
0.20593,0.202146,0.329307,0.866723,0.727704,0.607955,0.346749,0.932743,BARBUNYA
0.20605,0.202699,0.329455,0.846997,0.491659,0.434598,0.242404,0.908789,BARBUNYA
0.206259,0.205254,0.329713,0.741551,0.371644,0.447092,0.249258,0.926807,BARBUNYA
0.206289,0.202983,0.32975,0.844753,0.648619,0.529023,0.297092,0.950491,BARBUNYA
0.206425,0.203123,0.329919,0.844483,0.601691,0.558531,0.315043,0.95419,BARBUNYA
0.206451,0.202921,0.32995,0.854755,0.640691,0.564798,0.318915,0.918773,BARBUNYA
0.206468,0.205015,0.329971,0.761425,0.35867,0.438543,0.244305,0.920966,BARBUNYA
0.206596,0.20302,0.330129,0.856725,0.56163,0.375844,0.2101,0.936853,BARBUNYA
0.206677,0.204088,0.33023,0.812184,0.575359,0.468536,0.261145,0.896573,BARBUNYA
0.206741,0.202797,0.330309,0.873255,0.677195,0.780685,0.465459,0.976097,BARBUNYA
0.206763,0.205386,0.330335,0.757871,0.442799,0.448011,0.249406,0.947971,BARBUNYA
0.206801,0.201499,0.330382,0.935061,0.813905,0.559695,0.315446,0.898052,BARBUNYA
0.206831,0.207208,0.330419,0.680218,0.491216,0.217546,0.132057,0.553837,BARBUNYA
0.206844,0.203816,0.330435,0.831791,0.639331,0.547094,0.307641,0.977159,BARBUNYA
0.206929,0.202175,0.33054,0.909902,0.738408,0.545287,0.306462,0.917801,BARBUNYA
0.206955,0.205065,0.330572,0.780677,0.504495,0.495539,0.276608,0.927806,BARBUNYA
0.20698,0.20408,0.330604,0.825965,0.617904,0.463917,0.258272,0.907521,BARBUNYA
0.20701,0.202484,0.33064,0.899439,0.739802,0.442364,0.246051,0.932264,BARBUNYA
0.207109,0.202966,0.330762,0.881903,0.64809,0.480872,0.267933,0.94305,BARBUNYA
0.20716,0.203305,0.330825,0.868867,0.666726,0.395134,0.220008,0.948222,BARBUNYA
0.207185,0.205419,0.330856,0.775015,0.524968,0.470816,0.262071,0.967323,BARBUNYA
0.207249,0.202962,0.330935,0.888347,0.71934,0.412913,0.229581,0.93497,BARBUNYA
0.207309,0.205131,0.331009,0.793352,0.482356,0.458873,0.255153,0.948334,BARBUNYA
0.207339,0.203964,0.331046,0.84703,0.577646,0.443338,0.246357,0.889356,BARBUNYA
0.207382,0.204958,0.331098,0.804297,0.611336,0.580574,0.327998,0.96841,BARBUNYA
0.207429,0.201882,0.331156,0.945519,0.712084,0.33594,0.188843,0.921963,BARBUNYA
0.207442,0.203704,0.331172,0.863283,0.631151,0.467171,0.259788,0.969382,BARBUNYA
0.207489,0.204826,0.33123,0.814914,0.592465,0.441637,0.245296,0.901738,BARBUNYA
0.207659,0.204892,0.331441,0.819492,0.349094,0.289824,0.165706,0.892196,BARBUNYA
0.207911,0.205469,0.331751,0.804765,0.446904,0.31221,0.176591,0.907483,BARBUNYA
0.207958,0.205238,0.331809,0.817158,0.585479,0.553526,0.310663,0.877763,BARBUNYA
0.208377,0.203857,0.332324,0.897794,0.685755,0.414363,0.229586,0.944935,BARBUNYA
0.208411,0.205209,0.332366,0.838393,0.665092,0.437708,0.242436,0.889119,BARBUNYA
0.208424,0.205539,0.332382,0.824186,0.686771,0.672844,0.387365,0.948556,BARBUNYA
0.208441,0.202954,0.332403,0.941623,0.747864,0.406659,0.225352,0.941344,BARBUNYA
0.208727,0.206771,0.332754,0.782559,0.545076,0.578808,0.325728,0.952033,BARBUNYA
0.208881,0.205304,0.332943,0.854832,0.658082,0.438244,0.242398,0.930629,BARBUNYA
0.208945,0.206351,0.333022,0.810816,0.489523,0.447133,0.247322,0.933426,BARBUNYA
0.209051,0.206516,0.333153,0.808154,0.557642,0.497363,0.276051,0.924604,BARBUNYA
0.209081,0.204504,0.33319,0.899689,0.641709,0.443259,0.245052,0.965331,BARBUNYA
0.209107,0.20652,0.333222,0.810405,0.556642,0.385835,0.213722,0.97869,BARBUNYA
0.209214,0.206759,0.333353,0.804442,0.610453,0.492578,0.273128,0.83611,BARBUNYA
0.209346,0.203403,0.333515,0.961324,0.788012,0.439778,0.242919,0.950241,BARBUNYA
0.209453,0.208561,0.333647,0.735209,0.486143,0.406144,0.224378,0.852959,BARBUNYA
0.209453,0.20598,0.333647,0.849703,0.691939,0.595911,0.335905,0.954354,BARBUNYA
0.209495,0.206285,0.333699,0.837938,0.534005,0.463732,0.256297,0.896491,BARBUNYA
0.209606,0.205543,0.333835,0.876057,0.613532,0.447672,0.247145,0.891967,BARBUNYA
0.209606,0.207456,0.333835,0.7907,0.5689,0.444514,0.245376,0.878676,BARBUNYA
0.209662,0.205898,0.333904,0.862592,0.679388,0.515199,0.286099,0.931744,BARBUNYA
0.209675,0.205432,0.333919,0.884066,0.716387,0.620696,0.351624,0.921435,BARBUNYA
0.209829,0.205741,0.334108,0.87694,0.736799,0.677685,0.389296,0.978534,BARBUNYA
0.209867,0.206462,0.334155,0.846322,0.68035,0.666395,0.381632,0.897161,BARBUNYA
0.209888,0.208569,0.334181,0.753818,0.527349,0.5114,0.283668,0.942287,BARBUNYA
0.20991,0.205963,0.334208,0.87052,0.724109,0.589598,0.331507,0.920334,BARBUNYA
0.209927,0.207963,0.334229,0.782238,0.613734,0.491146,0.271748,0.950191,BARBUNYA
0.209948,0.206491,0.334255,0.848592,0.67794,0.377934,0.208983,0.918334,BARBUNYA
0.209987,0.206215,0.334302,0.862631,0.680669,0.693312,0.399812,0.833586,BARBUNYA
0.210213,0.205028,0.33458,0.925977,0.778531,0.527043,0.292733,0.94769,BARBUNYA
0.210307,0.20687,0.334695,0.847383,0.569182,0.354724,0.19665,0.895888,BARBUNYA
0.210482,0.206809,0.334909,0.857814,0.692506,0.471794,0.260165,0.96734,BARBUNYA
0.210537,0.206532,0.334978,0.872596,0.661392,0.640994,0.364104,0.948993,BARBUNYA
0.210542,0.206771,0.334983,0.862091,0.747266,0.673797,0.38598,0.932831,BARBUNYA
0.210597,0.206681,0.335051,0.868578,0.661547,0.381584,0.210481,0.892102,BARBUNYA
0.210734,0.20765,0.335218,0.831372,0.482093,0.373101,0.205929,0.866543,BARBUNYA
0.210785,0.206767,0.335281,0.872942,0.649267,0.491687,0.271408,0.924146,BARBUNYA
0.210875,0.207876,0.335391,0.827455,0.603398,0.533973,0.296369,0.912704,BARBUNYA
0.210917,0.206879,0.335443,0.873766,0.67941,0.492025,0.271504,0.872046,BARBUNYA
0.210952,0.207188,0.335485,0.861454,0.594452,0.362879,0.200458,0.954836,BARBUNYA
0.211071,0.205856,0.335632,0.926389,0.484658,0.427392,0.234844,0.912719,BARBUNYA
0.211088,0.207266,0.335653,0.863938,0.703696,0.502547,0.277518,0.973795,BARBUNYA
0.211216,0.208796,0.335809,0.801639,0.512946,0.380566,0.209537,0.913234,BARBUNYA
0.211242,0.207996,0.335841,0.838177,0.603758,0.359377,0.198458,0.970734,BARBUNYA
0.211276,0.207336,0.335883,0.869031,0.64578,0.37519,0.206671,0.962699,BARBUNYA
0.211374,0.207604,0.336003,0.861378,0.603343,0.48584,0.267573,0.903007,BARBUNYA
0.211485,0.208923,0.336139,0.8077,0.423344,0.494599,0.27257,0.953485,BARBUNYA
0.211545,0.208763,0.336212,0.817408,0.525386,0.421871,0.231488,0.832348,BARBUNYA
0.211639,0.207138,0.336327,0.893752,0.746744,0.424832,0.233043,0.936352,BARBUNYA
0.211712,0.20819,0.336416,0.850063,0.62044,0.406387,0.22297,0.93912,BARBUNYA
0.211784,0.208581,0.336505,0.83585,0.674279,0.49651,0.273455,0.972681,BARBUNYA
0.211801,0.207629,0.336525,0.878935,0.692214,0.524645,0.290038,0.933221,BARBUNYA
0.211818,0.207287,0.336546,0.894963,0.717301,0.465651,0.25568,0.950322,BARBUNYA
0.211874,0.20889,0.336614,0.826064,0.621643,0.52444,0.289858,0.895223,BARBUNYA
0.211882,0.206363,0.336625,0.939195,0.693318,0.306233,0.171254,0.981309,BARBUNYA
0.211899,0.209241,0.336646,0.811695,0.446177,0.417388,0.228799,0.927856,BARBUNYA
0.211942,0.209678,0.336698,0.79429,0.481741,0.455458,0.249831,0.899675,BARBUNYA
0.211985,0.20781,0.33675,0.878867,0.639715,0.454057,0.249012,0.941028,BARBUNYA
0.211998,0.210774,0.336766,0.748609,0.446373,0.342578,0.189367,0.914328,BARBUNYA
0.212053,0.207645,0.336834,0.889207,0.710886,0.453644,0.248731,0.9688,BARBUNYA
0.21219,0.207992,0.337001,0.879731,0.740488,0.472895,0.25953,0.946315,BARBUNYA
0.212279,0.20699,0.33711,0.928444,0.69275,0.373642,0.20521,0.957622,BARBUNYA
0.212284,0.207975,0.337116,0.884566,0.720092,0.489939,0.269259,0.953674,BARBUNYA
0.212613,0.209459,0.337517,0.833026,0.569392,0.383051,0.209933,0.934683,BARBUNYA
0.212711,0.209323,0.337637,0.843305,0.534686,0.529413,0.292169,0.8533,BARBUNYA
0.212766,0.209505,0.337705,0.837697,0.600217,0.433637,0.237096,0.943503,BARBUNYA
0.21283,0.211434,0.337783,0.755771,0.475205,0.31481,0.174925,0.826124,BARBUNYA
0.21295,0.209979,0.337929,0.824744,0.547043,0.355167,0.195208,0.889247,BARBUNYA
0.213044,0.208787,0.338044,0.881548,0.720508,0.445606,0.24353,0.973052,BARBUNYA
0.213159,0.209917,0.338185,0.836541,0.314737,0.294704,0.164873,0.9013,BARBUNYA
0.213172,0.209571,0.3382,0.852393,0.660264,0.432016,0.235921,0.894222,BARBUNYA
0.2133,0.209047,0.338357,0.881158,0.57256,0.338423,0.186457,0.982172,BARBUNYA
0.213326,0.210593,0.338388,0.813986,0.531846,0.486167,0.2663,0.84372,BARBUNYA
0.213466,0.210436,0.33856,0.826972,0.569822,0.478754,0.261937,0.873198,BARBUNYA
0.213693,0.210461,0.338836,0.835678,0.620487,0.427527,0.233098,0.842241,BARBUNYA
0.21374,0.209814,0.338893,0.866278,0.705937,0.585356,0.325569,0.95465,BARBUNYA
0.213765,0.211327,0.338925,0.800801,0.570476,0.478282,0.261447,0.899182,BARBUNYA
0.213915,0.210989,0.339107,0.822077,0.640124,0.481274,0.26305,0.899317,BARBUNYA
0.213928,0.209674,0.339122,0.880634,0.711381,0.604273,0.337338,0.93505,BARBUNYA
0.213932,0.210177,0.339128,0.858575,0.612014,0.49996,0.273835,0.956004,BARBUNYA
0.21415,0.210494,0.339393,0.853998,0.631228,0.343016,0.188261,0.94631,BARBUNYA
0.214154,0.209175,0.339398,0.912608,0.610293,0.404861,0.220508,0.891265,BARBUNYA
0.21435,0.212456,0.339638,0.776677,0.331016,0.364125,0.19894,0.928499,BARBUNYA
0.21447,0.209451,0.339783,0.914054,0.734294,0.505536,0.276681,0.921081,BARBUNYA
0.214483,0.210622,0.339799,0.862772,0.698411,0.43937,0.239061,0.93425,BARBUNYA
0.214508,0.211743,0.33983,0.814612,0.551164,0.330581,0.181776,0.940397,BARBUNYA
0.214538,0.209257,0.339866,0.925641,0.699127,0.360332,0.196866,0.984058,BARBUNYA
0.214585,0.211529,0.339924,0.827317,0.657295,0.517852,0.283831,0.798788,BARBUNYA
0.214615,0.211438,0.33996,0.832584,0.539614,0.510991,0.279767,0.977418,BARBUNYA
0.214658,0.209249,0.340012,0.931204,0.773167,0.43811,0.238244,0.970997,BARBUNYA
0.214769,0.211813,0.340147,0.822767,0.601244,0.541989,0.29809,0.971692,BARBUNYA
0.214876,0.210383,0.340277,0.890332,0.681153,0.573569,0.317287,0.9178,BARBUNYA
0.215016,0.211455,0.340449,0.849173,0.599937,0.391876,0.213023,0.921707,BARBUNYA
0.215345,0.213075,0.340849,0.79249,0.524981,0.488567,0.26618,0.936279,BARBUNYA
0.215448,0.214802,0.340973,0.72215,0.522224,0.635648,0.356173,0.815398,BARBUNYA
0.215452,0.210943,0.340978,0.890489,0.709681,0.557681,0.307057,0.958318,BARBUNYA
0.215465,0.211356,0.340994,0.872867,0.732238,0.600353,0.333537,0.962388,BARBUNYA
0.215648,0.211702,0.341217,0.865552,0.550514,0.369067,0.200676,0.862007,BARBUNYA
0.215653,0.212168,0.341222,0.845295,0.635251,0.416726,0.225888,0.945965,BARBUNYA
0.215828,0.21185,0.341435,0.866758,0.674288,0.553887,0.304444,0.949156,BARBUNYA
0.215879,0.212671,0.341498,0.833018,0.62785,0.490341,0.266806,0.874816,BARBUNYA
0.215986,0.213437,0.341627,0.804171,0.559641,0.527613,0.288531,0.899991,BARBUNYA
0.216016,0.211677,0.341664,0.882467,0.727464,0.559855,0.307928,0.894604,BARBUNYA
0.216041,0.212448,0.341695,0.849729,0.582871,0.437762,0.237093,0.929949,BARBUNYA
0.216152,0.210997,0.34183,0.918376,0.675133,0.461458,0.250184,0.975027,BARBUNYA
0.216191,0.212926,0.341876,0.835238,0.580915,0.459101,0.248835,0.914491,BARBUNYA
0.216306,0.213627,0.342016,0.809643,0.502719,0.361118,0.196165,0.98348,BARBUNYA
0.216319,0.213466,0.342032,0.817186,0.556777,0.335564,0.183184,0.898186,BARBUNYA
0.216336,0.212147,0.342053,0.875598,0.64189,0.412444,0.223122,0.910418,BARBUNYA
0.216541,0.21293,0.342301,0.850086,0.640118,0.518625,0.282784,0.961356,BARBUNYA
0.216626,0.213301,0.342405,0.837547,0.642494,0.42712,0.230868,0.956043,BARBUNYA
0.216631,0.212349,0.34241,0.879403,0.710563,0.600619,0.332715,0.962739,BARBUNYA
0.21672,0.212514,0.342519,0.876022,0.725433,0.455901,0.24667,0.986894,BARBUNYA
0.216814,0.212456,0.342633,0.882593,0.698862,0.460134,0.248972,0.979617,BARBUNYA
0.216827,0.212337,0.342649,0.888393,0.692379,0.609459,0.338142,0.859622,BARBUNYA
0.216925,0.213833,0.342768,0.827181,0.561999,0.56616,0.311048,0.779582,BARBUNYA
0.216981,0.213944,0.342835,0.824714,0.626781,0.663123,0.37283,0.818123,BARBUNYA
0.217011,0.2146,0.342871,0.79755,0.632241,0.643561,0.359936,0.942803,BARBUNYA
0.217083,0.214625,0.342959,0.799577,0.567383,0.562354,0.308592,0.818314,BARBUNYA
0.217147,0.21298,0.343037,0.873944,0.779372,0.489484,0.265378,0.911416,BARBUNYA
0.217433,0.214348,0.343384,0.826505,0.571095,0.372413,0.201284,0.960141,BARBUNYA
0.217527,0.213598,0.343498,0.863196,0.669751,0.396755,0.213969,0.845185,BARBUNYA
0.217544,0.213841,0.343518,0.853315,0.593707,0.400952,0.216182,0.939255,BARBUNYA
0.217617,0.213817,0.343606,0.8575,0.597493,0.456944,0.246621,0.921612,BARBUNYA
0.217813,0.21298,0.343844,0.902529,0.762897,0.650892,0.364015,0.935415,BARBUNYA
0.217856,0.213977,0.343896,0.860719,0.644442,0.715628,0.407522,0.859949,BARBUNYA
0.21786,0.2154,0.343901,0.799185,0.550125,0.60122,0.332055,0.974949,BARBUNYA
0.21789,0.214649,0.343937,0.832945,0.599529,0.508619,0.275898,0.849134,BARBUNYA
0.21792,0.212625,0.343974,0.922693,0.794386,0.473665,0.2558,0.874781,BARBUNYA
0.217941,0.213503,0.343999,0.885081,0.766531,0.700919,0.397351,0.934716,BARBUNYA
0.218001,0.213602,0.344072,0.883313,0.644733,0.452495,0.243875,0.907976,BARBUNYA
0.218031,0.21502,0.344108,0.822865,0.578274,0.443651,0.238962,0.94411,BARBUNYA
0.218031,0.214303,0.344108,0.854015,0.717657,0.515716,0.279941,0.889931,BARBUNYA
0.218035,0.213619,0.344113,0.884055,0.653263,0.392871,0.211588,0.958826,BARBUNYA
0.218035,0.215503,0.344113,0.802185,0.522424,0.491043,0.265621,0.966762,BARBUNYA
0.218078,0.213326,0.344165,0.898698,0.692526,0.401488,0.216119,0.954204,BARBUNYA
0.218215,0.21467,0.34433,0.845898,0.674299,0.535709,0.291621,0.971887,BARBUNYA
0.218262,0.213371,0.344387,0.90458,0.745662,0.698354,0.3953,0.954279,BARBUNYA
0.218347,0.215123,0.344491,0.831865,0.572111,0.304092,0.166457,0.925772,BARBUNYA
0.218479,0.216195,0.344651,0.791199,0.429264,0.460682,0.248102,0.950235,BARBUNYA
0.218526,0.215082,0.344708,0.841294,0.600188,0.329177,0.178679,0.931379,BARBUNYA
0.218539,0.21603,0.344723,0.800841,0.487959,0.3333,0.180725,0.9304,BARBUNYA
0.218561,0.213268,0.344749,0.921913,0.727339,0.40736,0.218929,0.948045,BARBUNYA
0.218569,0.214456,0.344759,0.870353,0.604577,0.366836,0.197696,0.914475,BARBUNYA
0.21859,0.215614,0.344785,0.820993,0.279204,0.394206,0.211934,0.909151,BARBUNYA
0.218719,0.214757,0.34494,0.863632,0.625744,0.419316,0.225234,0.962426,BARBUNYA
0.218774,0.216253,0.345007,0.801221,0.515631,0.482742,0.260338,0.918041,BARBUNYA
0.218851,0.213829,0.3451,0.909767,0.753612,0.491014,0.265008,0.909602,BARBUNYA
0.218885,0.214711,0.345141,0.87271,0.628293,0.396894,0.213163,0.897493,BARBUNYA
0.218936,0.215841,0.345203,0.825899,0.457556,0.417035,0.223861,0.894572,BARBUNYA
0.218975,0.216249,0.34525,0.809918,0.541089,0.493131,0.266133,0.906163,BARBUNYA
0.219034,0.214328,0.345322,0.895806,0.615319,0.249505,0.140244,0.93102,BARBUNYA
0.219141,0.215804,0.345451,0.836216,0.630661,0.573049,0.31348,0.96645,BARBUNYA
0.219282,0.214715,0.345621,0.889473,0.727328,0.619488,0.342424,0.917179,BARBUNYA
0.219376,0.215762,0.345735,0.847985,0.608627,0.528356,0.286361,0.925795,BARBUNYA
0.219735,0.216962,0.346168,0.811437,0.585774,0.472469,0.25383,0.958306,BARBUNYA
0.219782,0.216673,0.346225,0.82585,0.60785,0.553478,0.301055,0.88782,BARBUNYA
0.219799,0.217444,0.346246,0.793435,0.567437,0.572165,0.312407,0.938831,BARBUNYA
0.219803,0.217205,0.346251,0.803876,0.533985,0.389885,0.208887,0.972042,BARBUNYA
0.219807,0.2161,0.346256,0.85168,0.585099,0.515396,0.278415,0.908876,BARBUNYA
0.219987,0.214456,0.346472,0.93089,0.711098,0.338504,0.182466,0.913358,BARBUNYA
0.220115,0.216566,0.346627,0.844594,0.612356,0.453792,0.243127,0.979154,BARBUNYA
0.220128,0.214616,0.346642,0.929871,0.749294,0.451475,0.241835,0.941227,BARBUNYA
0.220209,0.216814,0.34674,0.837904,0.653029,0.471753,0.253091,0.962925,BARBUNYA
0.220333,0.216979,0.34689,0.836042,0.614264,0.40047,0.214119,0.920253,BARBUNYA
0.220354,0.217407,0.346915,0.818499,0.543119,0.323183,0.174644,0.880691,BARBUNYA
0.220431,0.21448,0.347008,0.948769,0.79502,0.449793,0.240697,0.877046,BARBUNYA
0.220452,0.21643,0.347034,0.86478,0.615203,0.467427,0.25049,0.925303,BARBUNYA
0.220495,0.216422,0.347085,0.866948,0.564867,0.536636,0.290413,0.955172,BARBUNYA
0.220512,0.217036,0.347106,0.841149,0.577824,0.519337,0.280193,0.893118,BARBUNYA
0.220636,0.217028,0.347255,0.846747,0.625651,0.67287,0.375975,0.97954,BARBUNYA
0.220678,0.217317,0.347307,0.836124,0.596188,0.466646,0.249894,0.974209,BARBUNYA
0.220811,0.217535,0.347466,0.832322,0.612529,0.380934,0.203583,0.87907,BARBUNYA
0.221016,0.218504,0.347713,0.799439,0.519737,0.333382,0.179306,0.853207,BARBUNYA
0.221118,0.217989,0.347837,0.82583,0.559876,0.478805,0.256424,0.934953,BARBUNYA
0.221199,0.217358,0.347935,0.856381,0.576027,0.467416,0.249959,0.970949,BARBUNYA
0.221319,0.217885,0.348079,0.838727,0.632626,0.479003,0.256393,0.87198,BARBUNYA
0.221332,0.218306,0.348094,0.821225,0.612546,0.53005,0.285874,0.873383,BARBUNYA
0.221366,0.215713,0.348135,0.934742,0.689138,0.339956,0.182375,0.928567,BARBUNYA
0.221366,0.218549,0.348135,0.812251,0.526637,0.481699,0.257885,0.972688,BARBUNYA
0.221387,0.218759,0.348161,0.804161,0.584086,0.367286,0.196189,0.970636,BARBUNYA
0.221391,0.217997,0.348166,0.83701,0.650746,0.58189,0.317098,0.895598,BARBUNYA
0.221618,0.218087,0.348439,0.842664,0.602518,0.473747,0.253218,0.942416,BARBUNYA
0.221639,0.21582,0.348464,0.941687,0.712581,0.337897,0.181187,0.93985,BARBUNYA
0.221703,0.216925,0.348541,0.896404,0.678996,0.405694,0.216001,0.927324,BARBUNYA
