@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R2,4-5,9,11-13,16-17'

@attribute Perimeter numeric
@attribute MinorAxisLength numeric
@attribute AspectRation numeric
@attribute Extent numeric
@attribute roundness numeric
@attribute Compactness numeric
@attribute ShapeFactor1 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.428696,0.415893,0.409748,0.422404,0.661183,0.426814,0.271915,0.916687,BARBUNYA
0.447377,0.409128,0.433071,0.693626,0.587315,0.401527,0.27881,0.87673,BARBUNYA
0.417934,0.493607,0.214202,0.815966,0.711521,0.652506,0.213889,0.93323,BARBUNYA
0.452197,0.453118,0.310669,0.49351,0.573156,0.534086,0.242286,0.939024,BARBUNYA
0.406528,0.502919,0.194065,0.621255,0.765627,0.682044,0.206603,0.969934,BARBUNYA
0.44997,0.408756,0.436051,0.736914,0.584161,0.401803,0.277322,0.930362,BARBUNYA
0.458293,0.458663,0.299275,0.664834,0.554238,0.547437,0.238108,0.942148,BARBUNYA
0.491942,0.478134,0.256133,0.687882,0.436612,0.595329,0.226123,0.87995,BARBUNYA
0.455162,0.404845,0.448219,0.824976,0.567402,0.392135,0.279441,0.964317,BARBUNYA
0.498567,0.402178,0.460655,0.705765,0.416504,0.377614,0.28329,0.916392,BARBUNYA
0.46923,0.38212,0.5292,0.37355,0.521679,0.316478,0.300475,0.921938,BARBUNYA
0.432008,0.530649,0.146554,0.856623,0.666687,0.745586,0.190727,0.908433,BARBUNYA
0.418117,0.474398,0.270141,0.681481,0.728662,0.579513,0.228083,0.90145,BARBUNYA
0.448256,0.438053,0.363593,0.509321,0.604678,0.473406,0.254872,0.901208,BARBUNYA
0.448895,0.454419,0.319242,0.715952,0.603832,0.52438,0.241298,0.939852,BARBUNYA
0.426465,0.44393,0.34802,0.451633,0.697883,0.492773,0.248991,0.944586,BARBUNYA
0.478847,0.432252,0.381082,0.468943,0.497303,0.458205,0.257677,0.953536,BARBUNYA
0.454686,0.453247,0.334616,0.732713,0.591176,0.500778,0.245463,0.835875,BARBUNYA
0.410066,0.430118,0.390281,0.714008,0.778417,0.44913,0.259118,0.960511,BARBUNYA
0.48157,0.399693,0.492139,0.369075,0.493619,0.342413,0.289145,0.806244,BARBUNYA
0.445011,0.430131,0.398351,0.685788,0.633571,0.435776,0.261897,0.874816,BARBUNYA
0.458873,0.476354,0.272605,0.589793,0.579732,0.581033,0.224525,0.972566,BARBUNYA
0.485858,0.443798,0.357104,0.474401,0.484594,0.48468,0.248194,0.972732,BARBUNYA
0.469584,0.46921,0.297055,0.724928,0.544202,0.547032,0.231983,0.894356,BARBUNYA
0.460845,0.492455,0.245622,0.687619,0.582529,0.609375,0.215845,0.894134,BARBUNYA
0.4236,0.401075,0.49164,0.657776,0.734545,0.349014,0.28433,0.913227,BARBUNYA
0.480772,0.428725,0.40552,0.595009,0.509626,0.433278,0.260418,0.954149,BARBUNYA
0.526119,0.382864,0.552667,0.349959,0.362845,0.296939,0.299592,0.928354,BARBUNYA
0.490184,0.443045,0.372843,0.704539,0.484096,0.464905,0.250383,0.92204,BARBUNYA
0.475857,0.442364,0.374311,0.776169,0.536769,0.465392,0.249828,0.9556,BARBUNYA
0.485256,0.444957,0.372837,0.737368,0.505749,0.462992,0.249949,0.890303,BARBUNYA
0.44017,0.450216,0.355985,0.694363,0.678595,0.484302,0.244198,0.946764,BARBUNYA
0.449681,0.45313,0.351004,0.737195,0.642779,0.488773,0.242497,0.932036,BARBUNYA
0.434784,0.40497,0.492721,0.442811,0.705161,0.34804,0.281052,0.913185,BARBUNYA
0.459744,0.448808,0.362405,0.612103,0.604689,0.477766,0.245076,0.952224,BARBUNYA
0.447332,0.471877,0.30308,0.751757,0.653821,0.543493,0.228374,0.949723,BARBUNYA
0.461487,0.472229,0.304753,0.758593,0.601836,0.541483,0.228161,0.948534,BARBUNYA
0.468235,0.437353,0.39698,0.4213,0.57641,0.441608,0.253868,0.949101,BARBUNYA
0.466493,0.463241,0.327858,0.498936,0.583215,0.515045,0.234677,0.945537,BARBUNYA
0.450289,0.427816,0.42464,0.641082,0.647934,0.414996,0.260752,0.965911,BARBUNYA
0.501987,0.410905,0.491888,0.583682,0.458788,0.337197,0.282909,0.711867,BARBUNYA
0.440674,0.485746,0.278461,0.724638,0.687973,0.566872,0.221446,0.860356,BARBUNYA
0.493188,0.445506,0.379022,0.478677,0.494926,0.461629,0.246838,0.974848,BARBUNYA
0.459932,0.439756,0.395681,0.463023,0.617102,0.443894,0.251507,0.965245,BARBUNYA
0.511182,0.420385,0.456726,0.413965,0.438353,0.382433,0.267647,0.935901,BARBUNYA
0.448011,0.485668,0.284296,0.599502,0.674654,0.565502,0.218798,0.949014,BARBUNYA
0.46373,0.431168,0.428099,0.63762,0.612348,0.410862,0.258534,0.953176,BARBUNYA
0.497787,0.413536,0.482999,0.418874,0.489957,0.358625,0.27292,0.944409,BARBUNYA
0.472145,0.432794,0.424411,0.416028,0.581968,0.414638,0.257174,0.95604,BARBUNYA
0.521268,0.426629,0.444231,0.466141,0.415769,0.396143,0.261625,0.967832,BARBUNYA
0.458109,0.427553,0.446222,0.414149,0.642361,0.391804,0.262253,0.926159,BARBUNYA
0.430443,0.512904,0.230613,0.728494,0.760237,0.629262,0.202007,0.905755,BARBUNYA
0.468547,0.432957,0.442914,0.814287,0.617902,0.394234,0.258416,0.913744,BARBUNYA
0.5574,0.507488,0.253384,0.557391,0.325108,0.598976,0.206176,0.883593,BARBUNYA
0.466925,0.497767,0.276021,0.561027,0.62901,0.573209,0.211676,0.914159,BARBUNYA
0.441286,0.483275,0.310587,0.809994,0.734899,0.533769,0.220947,0.932409,BARBUNYA
0.442085,0.434023,0.442166,0.578162,0.732072,0.397322,0.256277,0.954225,BARBUNYA
0.490894,0.408527,0.52784,0.903151,0.544373,0.315554,0.279033,0.884936,BARBUNYA
0.455451,0.452639,0.398244,0.750907,0.690954,0.441503,0.2417,0.968848,BARBUNYA
0.474351,0.450384,0.411294,0.822483,0.617862,0.422789,0.246354,0.874924,BARBUNYA
0.462185,0.480965,0.33145,0.666615,0.6718,0.509751,0.222782,0.924597,BARBUNYA
0.514463,0.383506,0.636393,0.441816,0.491125,0.230082,0.299074,0.926893,BARBUNYA
0.520474,0.476192,0.354758,0.675402,0.477021,0.485457,0.225511,0.944071,BARBUNYA
0.535257,0.44308,0.451121,0.512431,0.430631,0.384036,0.251936,0.872825,BARBUNYA
0.47601,0.448126,0.437144,0.825256,0.643631,0.401034,0.246128,0.935208,BARBUNYA
0.498125,0.476686,0.362555,0.622157,0.563126,0.474459,0.226507,0.900383,BARBUNYA
0.50711,0.492113,0.327675,0.704607,0.542856,0.516776,0.213781,0.970283,BARBUNYA
0.494123,0.537143,0.225863,0.658225,0.589569,0.637974,0.185685,0.94519,BARBUNYA
0.549027,0.46344,0.412359,0.452278,0.415656,0.425408,0.234804,0.936847,BARBUNYA
0.523706,0.489111,0.350028,0.486494,0.504693,0.49056,0.216603,0.944005,BARBUNYA
0.529246,0.44986,0.48754,0.761456,0.524528,0.354718,0.24442,0.948133,BARBUNYA
0.511582,0.486789,0.403666,0.803069,0.604185,0.428027,0.22151,0.834843,BARBUNYA
0.528292,0.485792,0.404824,0.592182,0.550634,0.432431,0.219346,0.928185,BARBUNYA
0.507237,0.493022,0.41842,0.619447,0.675307,0.420632,0.213547,0.95768,BARBUNYA
0.571688,0.618304,0.236048,0.602795,0.595824,0.618252,0.143057,0.843455,BARBUNYA
0.516639,0.595925,0.26277,0.62298,0.769681,0.586968,0.153934,0.877214,BOMBAY
0.507444,0.677264,0.133657,0.614399,0.854359,0.766421,0.112249,0.930827,BOMBAY
0.549229,0.642222,0.268252,0.694796,0.824621,0.585373,0.128102,0.957549,BOMBAY
0.571943,0.601641,0.371946,0.729968,0.75969,0.463614,0.150662,0.885142,BOMBAY
0.564243,0.647525,0.280935,0.784931,0.806569,0.569509,0.125748,0.948952,BOMBAY
0.569327,0.633584,0.313842,0.807386,0.792516,0.529655,0.133165,0.926048,BOMBAY
0.573376,0.653276,0.280074,0.631183,0.780738,0.564015,0.125615,0.845689,BOMBAY
0.58205,0.59605,0.415998,0.835286,0.76413,0.414821,0.155435,0.819352,BOMBAY
0.577487,0.660699,0.271079,0.765739,0.784338,0.581185,0.11955,0.945752,BOMBAY
0.57061,0.642975,0.313584,0.552635,0.820901,0.53014,0.128462,0.929109,BOMBAY
0.55534,0.66354,0.270295,0.754795,0.883484,0.584743,0.117188,0.986864,BOMBAY
0.578327,0.624522,0.363395,0.421471,0.79941,0.469368,0.140196,0.831328,BOMBAY
0.5811,0.643776,0.316687,0.752853,0.789453,0.526879,0.127961,0.933442,BOMBAY
0.578517,0.687364,0.236387,0.608764,0.810839,0.625653,0.106857,0.964733,BOMBAY
0.589519,0.620113,0.380707,0.660676,0.772906,0.453452,0.141475,0.868168,BOMBAY
0.593438,0.607555,0.407804,0.75389,0.761631,0.429712,0.146271,0.932716,BOMBAY
0.579838,0.670067,0.280795,0.698369,0.825302,0.569613,0.115128,0.947933,BOMBAY
0.58687,0.620941,0.391532,0.74799,0.800986,0.441094,0.141587,0.847867,BOMBAY
0.589407,0.648465,0.33225,0.64164,0.797952,0.507435,0.126507,0.901418,BOMBAY
0.621632,0.626632,0.392843,0.391413,0.697614,0.439261,0.138907,0.839618,BOMBAY
0.617759,0.636574,0.36545,0.754823,0.71141,0.473506,0.131444,0.93534,BOMBAY
0.57503,0.659519,0.317769,0.780876,0.872665,0.526844,0.119931,0.952691,BOMBAY
0.611521,0.643846,0.358757,0.717076,0.738209,0.47432,0.130547,0.831625,BOMBAY
0.592139,0.683442,0.276478,0.817514,0.8118,0.571234,0.110415,0.891652,BOMBAY
0.606289,0.639209,0.368854,0.729943,0.76154,0.466739,0.131494,0.883049,BOMBAY
0.640099,0.626777,0.422019,0.682112,0.647873,0.388965,0.148344,0.484661,BOMBAY
0.577828,0.716661,0.214975,0.767613,0.871758,0.65282,0.094393,0.953708,BOMBAY
0.596291,0.663732,0.319005,0.778598,0.802672,0.521917,0.119383,0.895778,BOMBAY
0.596592,0.659396,0.327831,0.641798,0.80182,0.512278,0.121313,0.900207,BOMBAY
0.609806,0.666515,0.314422,0.49993,0.758569,0.529445,0.11714,0.933308,BOMBAY
0.601294,0.684952,0.28155,0.863309,0.790972,0.564587,0.109958,0.882612,BOMBAY
0.602232,0.678547,0.30152,0.588905,0.790052,0.53411,0.115655,0.77094,BOMBAY
0.606699,0.688379,0.276467,0.569046,0.780638,0.575361,0.106601,0.956679,BOMBAY
0.584984,0.75229,0.166031,0.735337,0.863947,0.719314,0.080134,0.939625,BOMBAY
0.600806,0.67647,0.302103,0.675785,0.804363,0.543604,0.112548,0.93339,BOMBAY
0.61994,0.648021,0.364732,0.723626,0.737319,0.471441,0.127045,0.88876,BOMBAY
0.621164,0.665535,0.330987,0.533729,0.738813,0.508467,0.118549,0.895389,BOMBAY
0.609051,0.703805,0.25913,0.83134,0.78896,0.593882,0.100822,0.915337,BOMBAY
0.616762,0.628981,0.41428,0.83596,0.762358,0.422612,0.135571,0.921894,BOMBAY
0.619382,0.656949,0.357424,0.527054,0.758224,0.479338,0.122717,0.890584,BOMBAY
0.628609,0.665065,0.343104,0.724672,0.727572,0.492902,0.119679,0.859265,BOMBAY
0.621724,0.664518,0.347414,0.801926,0.75563,0.487501,0.12023,0.847645,BOMBAY
0.600639,0.662997,0.347587,0.512726,0.833903,0.491433,0.119244,0.91497,BOMBAY
0.584251,0.708224,0.257849,0.771391,0.900018,0.59806,0.097934,0.955982,BOMBAY
0.616599,0.677856,0.316443,0.682417,0.778666,0.529089,0.111144,0.964636,BOMBAY
0.619963,0.665557,0.345639,0.774825,0.768598,0.493509,0.118064,0.914277,BOMBAY
0.605223,0.677493,0.323559,0.800468,0.824806,0.516786,0.113015,0.895759,BOMBAY
0.602801,0.692304,0.30128,0.702455,0.846731,0.542421,0.106262,0.899203,BOMBAY
0.642544,0.655788,0.38139,0.622381,0.710216,0.453167,0.123661,0.875184,BOMBAY
0.641691,0.6628,0.369096,0.443277,0.71334,0.463182,0.121521,0.8286,BOMBAY
0.610802,0.711639,0.267479,0.777532,0.822764,0.583058,0.097665,0.906263,BOMBAY
0.630001,0.676194,0.33789,0.669746,0.757433,0.502741,0.112846,0.926443,BOMBAY
0.627154,0.679421,0.332134,0.664315,0.768114,0.508612,0.111574,0.918434,BOMBAY
0.628673,0.640965,0.415052,0.657469,0.765713,0.423535,0.128899,0.950382,BOMBAY
0.632972,0.662957,0.371522,0.480245,0.756122,0.466391,0.119044,0.923685,BOMBAY
0.6273,0.682778,0.328679,0.74219,0.777587,0.515454,0.108857,0.967038,BOMBAY
0.644256,0.651363,0.399472,0.452404,0.719418,0.436273,0.125093,0.902104,BOMBAY
0.625622,0.660858,0.381116,0.650868,0.790852,0.45682,0.119843,0.931106,BOMBAY
0.644428,0.683525,0.338199,0.691808,0.726632,0.498514,0.111083,0.863186,BOMBAY
0.636654,0.661832,0.381558,0.809268,0.75343,0.45473,0.120068,0.904013,BOMBAY
0.65153,0.692998,0.320906,0.568134,0.704453,0.516932,0.107163,0.849972,BOMBAY
0.640386,0.664091,0.379491,0.580286,0.742168,0.455044,0.119773,0.873643,BOMBAY
0.651535,0.66197,0.385781,0.673826,0.70645,0.448158,0.120931,0.867301,BOMBAY
0.652781,0.696834,0.321189,0.642668,0.704522,0.510702,0.107811,0.754777,BOMBAY
0.640384,0.645178,0.422663,0.837356,0.747633,0.413909,0.12776,0.914668,BOMBAY
0.614937,0.681829,0.348816,0.849523,0.841938,0.485982,0.112237,0.847655,BOMBAY
0.642689,0.666685,0.376709,0.781817,0.743898,0.461483,0.117084,0.932384,BOMBAY
0.629564,0.680497,0.346968,0.865306,0.790537,0.494311,0.11028,0.951042,BOMBAY
0.625551,0.693089,0.323107,0.815525,0.805144,0.518964,0.105338,0.922762,BOMBAY
0.639717,0.68404,0.340047,0.609296,0.757002,0.502994,0.108235,0.969241,BOMBAY
0.646521,0.634842,0.455366,0.704128,0.734435,0.379332,0.134233,0.860791,BOMBAY
0.634961,0.672918,0.372158,0.734976,0.780876,0.463736,0.115237,0.89082,BOMBAY
0.626514,0.717478,0.283777,0.658516,0.81238,0.56257,0.095505,0.892695,BOMBAY
0.636843,0.65871,0.40471,0.719159,0.780139,0.432439,0.120976,0.92638,BOMBAY
0.670391,0.716724,0.310866,0.623568,0.673059,0.508548,0.104583,0.534135,BOMBAY
0.601631,0.770877,0.192885,0.864149,0.919011,0.683943,0.072101,0.974191,BOMBAY
0.631574,0.688262,0.348074,0.616094,0.809729,0.491939,0.10726,0.931902,BOMBAY
0.668944,0.612911,0.525966,0.81186,0.682567,0.315684,0.145442,0.858753,BOMBAY
0.671682,0.648437,0.447973,0.781075,0.675951,0.379445,0.130585,0.743709,BOMBAY
0.636376,0.702304,0.324765,0.861728,0.799564,0.516837,0.101398,0.918469,BOMBAY
0.657526,0.652081,0.44115,0.50022,0.727749,0.387959,0.127925,0.778216,BOMBAY
0.650413,0.677907,0.381045,0.860885,0.754472,0.452238,0.11387,0.853854,BOMBAY
0.665013,0.652329,0.439008,0.719608,0.70547,0.393213,0.126404,0.832662,BOMBAY
0.649949,0.723154,0.291151,0.7459,0.759516,0.552972,0.093445,0.878784,BOMBAY
0.660682,0.760387,0.231167,0.727327,0.725203,0.619837,0.080835,0.771508,BOMBAY
0.668038,0.620495,0.51886,0.718939,0.70109,0.321319,0.141766,0.849711,BOMBAY
0.644203,0.70876,0.318425,0.561229,0.782627,0.524016,0.098592,0.919046,BOMBAY
0.660148,0.6727,0.405002,0.590977,0.731107,0.421335,0.119002,0.745322,BOMBAY
0.6381,0.710837,0.316307,0.820107,0.80749,0.526392,0.09771,0.91865,BOMBAY
0.643082,0.707935,0.326252,0.662137,0.790694,0.511,0.100593,0.851003,BOMBAY
0.667344,0.647876,0.457513,0.758687,0.713689,0.37845,0.127334,0.880233,BOMBAY
0.646549,0.701734,0.342015,0.547339,0.78765,0.495893,0.10237,0.888642,BOMBAY
0.637268,0.736587,0.276571,0.672723,0.822891,0.570737,0.08772,0.885566,BOMBAY
0.660836,0.683701,0.384731,0.78961,0.740968,0.446473,0.112043,0.82136,BOMBAY
0.670881,0.688152,0.371261,0.706362,0.712542,0.46809,0.106933,0.947238,BOMBAY
0.637253,0.719944,0.316096,0.824523,0.831859,0.520908,0.09605,0.826525,BOMBAY
0.650907,0.719273,0.316854,0.661941,0.783896,0.521069,0.095939,0.842925,BOMBAY
0.64687,0.745924,0.265078,0.710284,0.798231,0.584627,0.083949,0.884852,BOMBAY
0.652474,0.750376,0.260649,0.741188,0.779397,0.58628,0.083547,0.825641,BOMBAY
0.637998,0.74709,0.262461,0.791597,0.832219,0.590004,0.082687,0.918884,BOMBAY
0.686768,0.652153,0.462037,0.343649,0.66917,0.372613,0.125977,0.85265,BOMBAY
0.638569,0.709598,0.335881,0.904408,0.832345,0.502751,0.098918,0.890572,BOMBAY
0.657282,0.728098,0.303653,0.753966,0.766631,0.535186,0.092605,0.827401,BOMBAY
0.672151,0.686963,0.393781,0.671135,0.720663,0.432482,0.112532,0.742679,BOMBAY
0.661778,0.655437,0.457269,0.719646,0.758053,0.37904,0.123542,0.886419,BOMBAY
0.651891,0.711844,0.33639,0.836274,0.793141,0.502141,0.097973,0.889787,BOMBAY
0.68533,0.675094,0.423282,0.737091,0.682239,0.402339,0.118289,0.729663,BOMBAY
0.653409,0.718266,0.324013,0.82981,0.790004,0.517081,0.094787,0.908773,BOMBAY
0.654931,0.685075,0.389088,0.829078,0.787036,0.451543,0.107499,0.980348,BOMBAY
0.654753,0.747811,0.270224,0.656424,0.789988,0.581261,0.082127,0.93058,BOMBAY
0.64605,0.73606,0.292719,0.694535,0.82232,0.55427,0.086919,0.928813,BOMBAY
0.650932,0.726368,0.313287,0.799605,0.805141,0.52795,0.091871,0.888441,BOMBAY
0.652692,0.700056,0.361144,0.684722,0.799018,0.47996,0.101222,0.966229,BOMBAY
0.66749,0.665369,0.442081,0.487359,0.748689,0.392551,0.119229,0.871465,BOMBAY
0.689785,0.653874,0.473512,0.813281,0.67721,0.359411,0.126293,0.808058,BOMBAY
0.657448,0.749736,0.268718,0.527065,0.786544,0.584798,0.080737,0.957436,BOMBAY
0.673486,0.676115,0.426102,0.785864,0.733942,0.40349,0.116157,0.795425,BOMBAY
0.662176,0.679831,0.411214,0.600434,0.773014,0.425377,0.11142,0.917118,BOMBAY
0.68831,0.677786,0.428804,0.321699,0.687915,0.396017,0.117453,0.713605,BOMBAY
0.684011,0.704058,0.376307,0.843385,0.702586,0.44531,0.107016,0.658307,BOMBAY
0.675039,0.665291,0.449188,0.699491,0.736127,0.387404,0.118569,0.899118,BOMBAY
0.672659,0.70843,0.360216,0.747375,0.744084,0.472604,0.100913,0.828991,BOMBAY
0.654213,0.733611,0.309212,0.79697,0.808728,0.531603,0.089253,0.87233,BOMBAY
0.662631,0.720127,0.33082,0.690434,0.780519,0.512858,0.092696,0.963662,BOMBAY
0.686659,0.706154,0.360435,0.767225,0.701161,0.479049,0.099239,0.938769,BOMBAY
0.641683,0.777817,0.229293,0.821801,0.85568,0.631401,0.070853,0.912443,BOMBAY
0.674154,0.680646,0.418002,0.760118,0.742773,0.416818,0.111814,0.886321,BOMBAY
0.672322,0.702531,0.369883,0.614588,0.749915,0.468088,0.101184,0.923221,BOMBAY
0.668005,0.682037,0.418658,0.758873,0.766353,0.414415,0.111918,0.856696,BOMBAY
0.653223,0.703376,0.369238,0.795399,0.818554,0.469461,0.10054,0.934688,BOMBAY
0.670985,0.680537,0.421612,0.710085,0.757745,0.412804,0.112056,0.878556,BOMBAY
0.654334,0.734571,0.311318,0.676232,0.818244,0.531306,0.088058,0.90626,BOMBAY
0.649721,0.723243,0.339507,0.430633,0.83544,0.493196,0.095293,0.800085,BOMBAY
0.656145,0.760823,0.26466,0.703024,0.814231,0.586413,0.077574,0.904853,BOMBAY
0.691641,0.653092,0.490469,0.823426,0.695353,0.34619,0.125701,0.845785,BOMBAY
0.678178,0.652388,0.489997,0.795601,0.7397,0.348979,0.124989,0.886879,BOMBAY
0.677478,0.687921,0.416321,0.791284,0.743342,0.412059,0.111211,0.778276,BOMBAY
0.710305,0.662753,0.477649,0.797786,0.639477,0.349955,0.124567,0.710297,BOMBAY
0.676134,0.710134,0.368548,0.500573,0.750772,0.463556,0.100268,0.825272,BOMBAY
0.6478,0.79192,0.212721,0.692901,0.849769,0.655385,0.064789,0.947221,BOMBAY
0.673447,0.676215,0.435867,0.685171,0.763493,0.403512,0.112094,0.956427,BOMBAY
0.663041,0.718438,0.347829,0.721519,0.800065,0.493053,0.093832,0.945759,BOMBAY
0.67333,0.668269,0.461162,0.694713,0.765726,0.37383,0.118175,0.859538,BOMBAY
0.712197,0.757792,0.280065,0.881279,0.642158,0.563542,0.08031,0.83805,BOMBAY
0.686527,0.695173,0.404304,0.536916,0.725834,0.428483,0.106118,0.853224,BOMBAY
0.67062,0.741541,0.313873,0.485921,0.784355,0.525669,0.086244,0.862494,BOMBAY
0.675315,0.711034,0.377467,0.778559,0.769644,0.453662,0.100107,0.815952,BOMBAY
0.68655,0.678422,0.448936,0.569087,0.733086,0.382276,0.114795,0.807459,BOMBAY
0.69361,0.686137,0.431198,0.796939,0.711078,0.400274,0.110858,0.824749,BOMBAY
0.68268,0.732222,0.329119,0.723266,0.74719,0.513702,0.088074,0.946583,BOMBAY
0.674941,0.699071,0.402123,0.816302,0.774435,0.431166,0.104199,0.861421,BOMBAY
0.673233,0.774423,0.252186,0.72657,0.780599,0.605502,0.071018,0.962173,BOMBAY
0.67412,0.762175,0.275662,0.676074,0.779718,0.57575,0.076069,0.947493,BOMBAY
0.669283,0.714019,0.369663,0.667753,0.796748,0.467863,0.096423,0.915678,BOMBAY
0.694379,0.710626,0.38297,0.721974,0.713793,0.447758,0.100365,0.812573,BOMBAY
0.675637,0.699703,0.399909,0.829897,0.775646,0.436601,0.102616,0.915013,BOMBAY
0.708783,0.66492,0.501071,0.697037,0.669696,0.320497,0.127329,0.563847,BOMBAY
0.689498,0.724106,0.356772,0.765824,0.734399,0.47726,0.093852,0.845045,BOMBAY
0.675309,0.732842,0.333968,0.848304,0.782864,0.508989,0.087561,0.957613,BOMBAY
0.701949,0.654638,0.511441,0.815609,0.695851,0.327274,0.125093,0.840595,BOMBAY
0.665024,0.774722,0.260205,0.649709,0.819609,0.592274,0.072065,0.910919,BOMBAY
0.67143,0.763427,0.286061,0.80576,0.799656,0.555548,0.078413,0.824361,BOMBAY
0.677902,0.753,0.299746,0.718362,0.778348,0.546288,0.080016,0.932551,BOMBAY
0.677187,0.69057,0.430548,0.751155,0.781276,0.402504,0.108198,0.851849,BOMBAY
0.665021,0.84501,0.152808,0.832299,0.826893,0.735283,0.047201,0.892284,BOMBAY
0.706232,0.652991,0.526324,0.78728,0.694851,0.31302,0.126481,0.817265,BOMBAY
0.689703,0.695067,0.423149,0.761903,0.748611,0.41326,0.104732,0.911753,BOMBAY
0.669626,0.729312,0.348519,0.79338,0.817119,0.494337,0.088509,0.979079,BOMBAY
0.690788,0.709067,0.40207,0.871838,0.745782,0.425789,0.102061,0.770636,BOMBAY
0.686963,0.684296,0.455905,0.955204,0.762796,0.37667,0.111711,0.823894,BOMBAY
0.719173,0.674412,0.482938,0.515688,0.660483,0.347836,0.117923,0.756572,BOMBAY
0.658229,0.767946,0.283378,0.731859,0.864935,0.564673,0.074493,0.918516,BOMBAY
0.718656,0.681353,0.472495,0.777048,0.664998,0.354169,0.116113,0.701806,BOMBAY
0.707294,0.695811,0.427156,0.74575,0.700836,0.409687,0.10426,0.917648,BOMBAY
0.679678,0.761129,0.29566,0.551311,0.792522,0.552163,0.076414,0.950237,BOMBAY
0.716291,0.664898,0.507639,0.832304,0.677076,0.329053,0.120921,0.813314,BOMBAY
0.684835,0.754071,0.31147,0.574332,0.77861,0.533034,0.079493,0.93685,BOMBAY
0.680116,0.713918,0.390545,0.824279,0.795089,0.447758,0.095833,0.942128,BOMBAY
0.684149,0.738392,0.342649,0.565621,0.784124,0.498836,0.08552,0.94796,BOMBAY
0.696703,0.704899,0.418968,0.565336,0.744731,0.413054,0.102203,0.838911,BOMBAY
0.711531,0.72577,0.379365,0.425757,0.698112,0.449425,0.094751,0.778487,BOMBAY
0.708951,0.656345,0.526259,0.822367,0.707017,0.319358,0.122055,0.928053,BOMBAY
0.684719,0.714995,0.394442,0.785557,0.78696,0.44236,0.09594,0.918494,BOMBAY
0.685215,0.754876,0.323786,0.727528,0.788432,0.510923,0.082229,0.805218,BOMBAY
0.709718,0.692348,0.449244,0.554374,0.711021,0.386449,0.106622,0.883712,BOMBAY
0.690138,0.694105,0.445876,0.62241,0.77515,0.389478,0.105915,0.880791,BOMBAY
0.709098,0.727947,0.373065,0.809168,0.713989,0.46358,0.090846,0.903984,BOMBAY
0.689701,0.722089,0.388875,0.923667,0.778447,0.444075,0.094527,0.852264,BOMBAY
0.692742,0.745584,0.338258,0.468109,0.769681,0.50278,0.082948,0.933672,BOMBAY
0.730184,0.660079,0.541331,0.767481,0.652102,0.292476,0.126615,0.680243,BOMBAY
0.702874,0.703881,0.433209,0.704975,0.737722,0.395972,0.103969,0.784822,BOMBAY
0.702548,0.705107,0.422898,0.838733,0.739036,0.413624,0.100296,0.913743,BOMBAY
0.729478,0.635862,0.606005,0.866121,0.655921,0.239292,0.138807,0.667339,BOMBAY
0.699565,0.730025,0.369683,0.831766,0.749791,0.469783,0.088951,0.947762,BOMBAY
0.692557,0.731534,0.37389,0.845967,0.773103,0.457908,0.091245,0.824524,BOMBAY
0.702956,0.72466,0.386476,0.742871,0.741595,0.448045,0.092849,0.877299,BOMBAY
0.695908,0.770891,0.30215,0.767351,0.764769,0.534561,0.07631,0.789735,BOMBAY
0.688763,0.73334,0.371734,0.771037,0.788625,0.460466,0.090381,0.82949,BOMBAY
0.724786,0.682203,0.496466,0.462925,0.673429,0.32718,0.118079,0.609054,BOMBAY
0.695258,0.729522,0.379043,0.712267,0.770608,0.455677,0.090845,0.87643,BOMBAY
0.713407,0.703854,0.440345,0.974991,0.712333,0.387721,0.104563,0.761104,BOMBAY
0.694157,0.733733,0.368656,0.799911,0.774972,0.46901,0.088147,0.917086,BOMBAY
0.711032,0.689815,0.476791,0.583929,0.724468,0.352074,0.11148,0.733315,BOMBAY
0.69412,0.725851,0.389686,0.738468,0.779945,0.445094,0.092215,0.883051,BOMBAY
0.717334,0.694556,0.45691,0.604507,0.705951,0.379807,0.105397,0.8938,BOMBAY
0.68436,0.743424,0.354582,0.705105,0.814605,0.482818,0.084657,0.897662,BOMBAY
0.689234,0.754017,0.336529,0.655132,0.800135,0.501234,0.080886,0.877546,BOMBAY
0.720569,0.703956,0.45104,0.454073,0.698969,0.373205,0.106355,0.686737,BOMBAY
0.686685,0.744876,0.352329,0.644735,0.809421,0.486425,0.08362,0.917005,BOMBAY
0.705605,0.718866,0.408758,0.73467,0.747307,0.424562,0.095647,0.862235,BOMBAY
0.720158,0.718204,0.422342,0.662215,0.702283,0.399913,0.100507,0.673421,BOMBAY
0.726993,0.725338,0.397091,0.684343,0.683018,0.436473,0.092856,0.865133,BOMBAY
0.687818,0.740432,0.364409,0.551391,0.809729,0.47265,0.085743,0.903021,BOMBAY
0.710734,0.691715,0.470843,0.870168,0.734338,0.364769,0.107534,0.85809,BOMBAY
0.712782,0.715147,0.420993,0.605848,0.72853,0.410954,0.097833,0.837078,BOMBAY
