@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R1,3,9-13,15-17'

@attribute Area numeric
@attribute MajorAxisLength numeric
@attribute Extent numeric
@attribute Solidity numeric
@attribute roundness numeric
@attribute Compactness numeric
@attribute ShapeFactor1 numeric
@attribute ShapeFactor3 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.703381,0.831136,0.893678,0.971775,0.732978,0.323221,0.092034,0.27663,0.840629,BOMBAY
0.704239,0.758301,0.877148,0.906047,0.747257,0.469667,0.063106,0.416615,0.875858,BOMBAY
0.705635,0.718382,0.682209,0.939356,0.81311,0.559961,0.046799,0.507479,0.87111,BOMBAY
0.706571,0.782534,0.808603,0.949024,0.729736,0.422561,0.07129,0.37059,0.769793,BOMBAY
0.706801,0.791192,0.831852,0.887684,0.752799,0.405368,0.074534,0.354027,0.856253,BOMBAY
0.707027,0.809908,0.717819,0.969558,0.715641,0.368717,0.08169,0.31914,0.988761,BOMBAY
0.707454,0.78967,0.779559,0.851076,0.745342,0.409356,0.073583,0.357858,0.806773,BOMBAY
0.708727,0.880034,0.700375,0.721748,0.536452,0.24258,0.107967,0.203446,0.646495,BOMBAY
0.708855,0.827114,0.832115,0.826605,0.68512,0.338291,0.08735,0.290613,0.705905,BOMBAY
0.708889,0.800005,0.943477,0.934661,0.712863,0.390746,0.076809,0.34004,0.774945,BOMBAY
0.709188,0.85023,0.928659,0.860008,0.695919,0.295953,0.096131,0.251572,0.797668,BOMBAY
0.709231,0.720084,0.893276,0.907828,0.802726,0.561506,0.045614,0.509064,0.841031,BOMBAY
0.709329,0.794309,0.675729,0.89891,0.710475,0.402699,0.074357,0.351467,0.820394,BOMBAY
0.709653,0.76769,0.79629,0.939594,0.761673,0.457703,0.063858,0.404836,0.896045,BOMBAY
0.710281,0.814525,0.812951,0.936009,0.746427,0.364297,0.081669,0.314971,0.824028,BOMBAY
0.711835,0.707361,0.700577,0.936059,0.854159,0.595017,0.039365,0.543692,0.87212,BOMBAY
0.713795,0.737596,0.517228,0.905711,0.741788,0.528795,0.050046,0.475724,0.852965,BOMBAY
0.714039,0.805011,0.776271,0.918106,0.745668,0.388076,0.075919,0.337496,0.884083,BOMBAY
0.714534,0.777056,0.840827,0.764244,0.721789,0.445201,0.064875,0.392593,0.756934,BOMBAY
0.714602,0.819159,0.855287,0.915453,0.702479,0.361343,0.081064,0.31219,0.879717,BOMBAY
0.716609,0.86552,0.554016,0.660738,0.671996,0.27839,0.097779,0.235603,0.632011,BOMBAY
0.7171,0.821639,0.821232,0.886365,0.74137,0.360021,0.08064,0.310946,0.853271,BOMBAY
0.717933,0.786723,0.573392,0.94472,0.762138,0.430178,0.066782,0.377969,0.845708,BOMBAY
0.719346,0.804305,0.718955,0.906489,0.752329,0.396862,0.072767,0.345879,0.84212,BOMBAY
0.719739,0.83997,0.290447,0.806412,0.669929,0.329015,0.086212,0.281993,0.771773,BOMBAY
0.720832,0.780028,0.45332,0.888771,0.74711,0.44803,0.062684,0.395357,0.83224,BOMBAY
0.721438,0.84186,0.584053,0.647805,0.636471,0.327793,0.085992,0.280862,0.596781,BOMBAY
0.721972,0.842112,0.776414,0.928273,0.712966,0.328044,0.085792,0.281094,0.86606,BOMBAY
0.724359,0.806675,0.670367,0.960439,0.764267,0.399134,0.070983,0.348053,0.932532,BOMBAY
0.724649,0.807559,0.83508,0.950337,0.767198,0.397792,0.071165,0.346769,0.892563,BOMBAY
0.725115,0.77759,0.755338,0.935641,0.756775,0.459169,0.059517,0.406276,0.961567,BOMBAY
0.726251,0.836468,0.728219,0.9284,0.688353,0.344336,0.081293,0.296249,0.901256,BOMBAY
0.726656,0.785698,0.723756,0.907198,0.756233,0.444588,0.061797,0.391994,0.839693,BOMBAY
0.727203,0.868761,0.90498,0.956925,0.685448,0.286571,0.093027,0.243025,0.780812,BOMBAY
0.728018,0.74433,0.713507,0.957379,0.830374,0.534784,0.045409,0.481794,0.931692,BOMBAY
0.728544,0.802233,0.707464,0.906218,0.725258,0.413751,0.067079,0.362087,0.868078,BOMBAY
0.728761,0.814244,0.681076,0.863501,0.707184,0.390328,0.071513,0.339642,0.818709,BOMBAY
0.729927,0.827174,0.735992,0.935885,0.719558,0.366916,0.075784,0.31744,0.784745,BOMBAY
0.72994,0.840788,0.867152,0.852996,0.716836,0.3412,0.080925,0.293323,0.663321,BOMBAY
0.73073,0.813665,0.505629,0.939407,0.719812,0.394159,0.070251,0.343297,0.901335,BOMBAY
0.730858,0.715044,0.694815,0.941598,0.82104,0.605764,0.032933,0.554899,0.963363,BOMBAY
0.731592,0.857962,0.343213,0.949922,0.688579,0.311755,0.086512,0.266055,0.846976,BOMBAY
0.732711,0.817488,0.846542,0.971814,0.75453,0.389399,0.070647,0.338757,0.921184,BOMBAY
0.733087,0.759362,0.832134,0.883799,0.729153,0.509222,0.048554,0.455992,0.847896,BOMBAY
0.733655,0.891425,0.852282,0.927442,0.635429,0.255274,0.097982,0.214782,0.824558,BOMBAY
0.736101,0.848697,0.835181,0.939311,0.738545,0.334702,0.080578,0.287274,0.836006,BOMBAY
0.738749,0.820127,0.748577,0.903611,0.736608,0.392471,0.068472,0.341685,0.891682,BOMBAY
0.739398,0.816631,0.788989,0.81547,0.71596,0.40018,0.066826,0.349054,0.82397,BOMBAY
0.739893,0.710628,0.820775,0.942927,0.832734,0.629736,0.026968,0.580073,0.852837,BOMBAY
0.742109,0.821718,0.85402,0.865525,0.717814,0.393925,0.06732,0.343073,0.726921,BOMBAY
0.742583,0.800444,0.520354,0.953851,0.765408,0.436734,0.059153,0.384338,0.911695,BOMBAY
0.745769,0.803687,0.775036,0.95249,0.773232,0.434571,0.058745,0.382234,0.871391,BOMBAY
0.745897,0.785647,0.758282,0.920284,0.822835,0.471629,0.051989,0.418552,0.851383,BOMBAY
0.746862,0.794745,0.654568,0.835103,0.734084,0.454212,0.054881,0.401411,0.798766,BOMBAY
0.747387,0.81084,0.65527,0.873578,0.686714,0.422473,0.060577,0.370505,0.798763,BOMBAY
0.750038,0.824306,0.79983,0.856433,0.74043,0.399568,0.064208,0.348468,0.818383,BOMBAY
0.750384,0.827463,0.801556,0.913223,0.753871,0.393906,0.065197,0.343055,0.896003,BOMBAY
0.750619,0.898924,0.910173,0.847429,0.63496,0.263935,0.091432,0.222557,0.792213,BOMBAY
0.750841,0.800387,0.897906,0.953929,0.79171,0.448189,0.054981,0.395512,0.865879,BOMBAY
0.751469,0.848685,0.679873,0.967823,0.753254,0.354996,0.072463,0.306226,0.895925,BOMBAY
0.75503,0.825698,0.793773,0.837347,0.729211,0.403544,0.062193,0.352278,0.76509,BOMBAY
0.756537,0.824983,0.916587,0.944762,0.762474,0.40695,0.061173,0.355546,0.853756,BOMBAY
0.759146,0.780776,0.744492,0.913395,0.800512,0.500242,0.043729,0.446994,0.854928,BOMBAY
0.759454,0.841202,0.494216,0.852629,0.693648,0.379588,0.065634,0.329428,0.785494,BOMBAY
0.759633,0.833697,0.590606,0.876256,0.765099,0.394181,0.062805,0.343318,0.868976,BOMBAY
0.761119,0.791827,0.762714,0.90822,0.774055,0.479836,0.046811,0.426674,0.806108,BOMBAY
0.761653,0.910899,0.868535,0.840422,0.671171,0.257295,0.089897,0.216593,0.716422,BOMBAY
0.762511,0.8466,0.65615,0.905429,0.716125,0.373375,0.066059,0.323542,0.777078,BOMBAY
0.762613,0.939757,0.734845,0.870979,0.657016,0.210646,0.099879,0.175231,0.713175,BOMBAY
0.76439,0.812214,0.768395,0.927673,0.737567,0.442724,0.052637,0.390174,0.835225,BOMBAY
0.76538,0.796316,0.672786,0.855982,0.775166,0.476381,0.046394,0.423251,0.780813,BOMBAY
0.765888,0.904695,0.763357,0.883139,0.659624,0.273137,0.085406,0.230851,0.761134,BOMBAY
0.767289,0.814948,0.701571,0.905824,0.618701,0.441144,0.052219,0.388634,0.920554,BOMBAY
0.768583,0.842178,0.744134,0.956976,0.729588,0.389698,0.061425,0.339042,0.861879,BOMBAY
0.76962,0.814166,0.706692,0.92343,0.750743,0.445829,0.05081,0.393206,0.916337,BOMBAY
0.769842,0.771715,0.503556,0.871933,0.78781,0.53445,0.035398,0.481455,0.861573,BOMBAY
0.772972,0.859272,0.443375,0.503969,0.615655,0.363209,0.065404,0.313947,0.406469,BOMBAY
0.77316,0.769533,0.776782,0.946589,0.831076,0.543789,0.033082,0.490949,0.931304,BOMBAY
0.775103,0.867761,0.845962,0.973334,0.747831,0.350266,0.06739,0.301793,0.911324,BOMBAY
0.776341,0.810272,0.777631,0.979612,0.808412,0.462664,0.046203,0.409712,0.889285,BOMBAY
0.776529,0.845242,0.734934,0.914665,0.746947,0.394206,0.058625,0.343342,0.911914,BOMBAY
0.776883,0.80095,0.425815,0.958702,0.75939,0.482425,0.042614,0.429243,0.868094,BOMBAY
0.778006,0.830514,0.606999,0.737799,0.749672,0.424579,0.052647,0.372543,0.70787,BOMBAY
0.780035,0.840808,0.604795,0.881522,0.71636,0.407252,0.055345,0.355836,0.777831,BOMBAY
0.780368,0.888563,0.836201,0.884384,0.721333,0.319353,0.072193,0.273055,0.712443,BOMBAY
0.780867,0.799467,0.674549,0.930293,0.753124,0.490855,0.040229,0.437624,0.806346,BOMBAY
0.781892,0.836648,0.706268,0.908876,0.718094,0.41771,0.052973,0.365904,0.915551,BOMBAY
0.782349,0.838957,0.705321,0.903499,0.750582,0.413832,0.053576,0.362165,0.868878,BOMBAY
0.782409,0.760296,0.810733,0.887094,0.819775,0.576965,0.025597,0.524978,0.812853,BOMBAY
0.782494,0.86257,0.794354,0.952253,0.732566,0.369267,0.061896,0.319659,0.902213,BOMBAY
0.782533,0.859773,0.757999,0.91611,0.743682,0.374526,0.060883,0.324631,0.891379,BOMBAY
0.782541,0.886898,0.748702,0.856683,0.713827,0.325033,0.070516,0.278306,0.733301,BOMBAY
0.782989,0.865655,0.780034,0.861642,0.682994,0.364179,0.06275,0.31486,0.692488,BOMBAY
0.783972,0.788899,0.795971,0.877819,0.792318,0.517144,0.035047,0.463958,0.80839,BOMBAY
0.785637,0.95326,0.82979,0.79625,0.640229,0.216404,0.092474,0.180286,0.682915,BOMBAY
0.786585,0.813179,0.809733,0.961399,0.785423,0.470419,0.042445,0.417357,0.891925,BOMBAY
0.787178,0.856632,0.824149,0.80101,0.720511,0.386346,0.057526,0.335849,0.852516,BOMBAY
0.789672,0.847158,0.826148,0.9142,0.728436,0.407523,0.052995,0.356096,0.802612,BOMBAY
0.790176,0.89237,0.70296,0.948591,0.711999,0.324785,0.068679,0.278076,0.945191,BOMBAY
0.791939,0.907904,0.742632,0.895071,0.653606,0.299694,0.073275,0.254992,0.840585,BOMBAY
0.793707,0.868814,0.843661,0.971637,0.742788,0.371898,0.05869,0.322146,0.927874,BOMBAY
0.795411,0.864346,0.467608,0.899688,0.744619,0.382349,0.056313,0.332049,0.759977,BOMBAY
0.796593,0.952362,0.166322,0.6334,0.633726,0.230771,0.086526,0.192962,0.544206,BOMBAY
0.796828,0.868125,0.873535,0.902081,0.711287,0.377105,0.056963,0.327074,0.813976,BOMBAY
0.799079,0.87154,0.531863,0.889317,0.71802,0.373607,0.05709,0.323762,0.792363,BOMBAY
0.799557,0.856667,0.573765,0.874649,0.713826,0.402035,0.051682,0.350831,0.810938,BOMBAY
0.80299,0.826788,0.768644,0.924469,0.777728,0.464568,0.039715,0.411588,0.861509,BOMBAY
0.803097,0.884065,0.400869,0.813249,0.691052,0.355682,0.059546,0.30687,0.649419,BOMBAY
0.80495,0.864132,0.760385,0.880253,0.72909,0.394769,0.051766,0.34388,0.797319,BOMBAY
0.810603,0.837464,0.862155,0.857706,0.766281,0.453215,0.039982,0.400433,0.76822,BOMBAY
0.813379,0.886265,0.818727,0.946769,0.753316,0.364362,0.055487,0.315032,0.861874,BOMBAY
0.816897,0.893707,0.792994,0.935335,0.705262,0.355208,0.056405,0.306426,0.831157,BOMBAY
0.82021,0.877726,0.915143,0.817709,0.724504,0.388424,0.049436,0.337828,0.756011,BOMBAY
0.822354,0.818631,0.561433,0.915559,0.760547,0.506168,0.02839,0.452928,0.906937,BOMBAY
0.822397,0.968224,0.586075,0.763976,0.584328,0.235145,0.079189,0.196837,0.589865,BOMBAY
0.823614,0.866533,0.786859,0.668296,0.700515,0.413558,0.044101,0.361902,0.724893,BOMBAY
0.827162,0.845608,0.78854,0.88072,0.749422,0.458259,0.035454,0.405382,0.789615,BOMBAY
0.828977,0.856378,0.586903,0.871552,0.750154,0.439604,0.038299,0.387133,0.864895,BOMBAY
0.830864,0.954088,0.829373,0.77581,0.622388,0.267838,0.070362,0.22607,0.694919,BOMBAY
0.831299,0.894876,0.848651,0.906703,0.740075,0.370565,0.050237,0.320886,0.794503,BOMBAY
0.835433,0.901694,0.82546,0.967435,0.757535,0.363252,0.050674,0.313987,0.910669,BOMBAY
0.84016,0.937766,0.388173,0.878658,0.682537,0.305876,0.060589,0.260655,0.801554,BOMBAY
0.843981,0.949588,0.804363,0.930951,0.7192,0.290384,0.062777,0.246494,0.805944,BOMBAY
0.846804,0.898435,0.475262,0.787693,0.695567,0.38273,0.044571,0.332411,0.818928,BOMBAY
0.84785,0.955169,0.612171,0.885332,0.634716,0.285521,0.062864,0.242071,0.832783,BOMBAY
0.857329,0.910642,0.591471,0.886233,0.749658,0.373208,0.044033,0.323384,0.836034,BOMBAY
0.85829,0.893491,0.804248,0.845791,0.71312,0.405465,0.038015,0.354121,0.873414,BOMBAY
0.863879,0.970525,0.904649,0.907196,0.65865,0.278338,0.060692,0.235555,0.803107,BOMBAY
0.865151,0.895459,0.661919,0.903064,0.716579,0.409998,0.035771,0.358475,0.873404,BOMBAY
0.865707,0.874364,0.632493,0.900902,0.698562,0.450186,0.028699,0.397467,0.83753,BOMBAY
0.870412,0.822754,0.72293,0.961224,0.816789,0.558915,0.010127,0.506406,0.856193,BOMBAY
0.874972,0.88807,0.74239,0.887449,0.762588,0.435365,0.029338,0.383006,0.79044,BOMBAY
0.875271,0.863818,0.739493,0.881216,0.775119,0.482075,0.021431,0.428896,0.867396,BOMBAY
0.880745,0.967286,0.653208,0.794939,0.702409,0.302457,0.052292,0.257521,0.765709,BOMBAY
0.881253,0.893951,0.684879,0.886801,0.754217,0.431805,0.028676,0.379547,0.826261,BOMBAY
0.898593,0.878895,0.597491,0.935514,0.780318,0.480745,0.017084,0.427576,0.873823,BOMBAY
0.899443,0.825386,0.583458,0.965997,0.835789,0.589559,0,0.53802,0.927021,BOMBAY
0.910908,0.942609,0.848848,0.86987,0.736883,0.378012,0.032131,0.327933,0.888972,BOMBAY
0.915806,0.921257,0.785361,0.883221,0.707708,0.421514,0.023628,0.369578,0.901132,BOMBAY
0.925934,0.998711,0.735976,0.883221,0.634208,0.300075,0.043395,0.25534,0.835293,BOMBAY
0.943236,0.977512,0.854055,0.907939,0.706537,0.353433,0.030231,0.30476,0.808956,BOMBAY
0.973561,0.957124,0.811315,0.930219,0.777089,0.420938,0.013077,0.369021,0.846003,BOMBAY
0.986405,0.964459,0.680203,0.761928,0.733619,0.421705,0.010701,0.369763,0.759865,BOMBAY
1,1,0.734794,0.635223,0.642855,0.375037,0.01614,0.325115,0.633596,BOMBAY
0.107107,0.201471,0.586929,0.935602,0.835693,0.502025,0.484189,0.448777,0.983035,CALI
0.107799,0.16436,0.621021,0.953165,0.858988,0.68266,0.422379,0.636518,0.973565,CALI
0.119357,0.23407,0.808108,0.893984,0.804626,0.435126,0.482765,0.382774,0.861235,CALI
0.123081,0.212138,0.713815,0.943909,0.847813,0.548664,0.435578,0.49592,0.976549,CALI
0.125801,0.312625,0.549107,0.769275,0.596869,0.187396,0.571169,0.154962,0.788802,CALI
0.130378,0.263939,0.574148,0.878258,0.72773,0.377546,0.482392,0.327492,0.815555,CALI
0.13332,0.22403,0.742254,0.944446,0.792396,0.553707,0.415204,0.501073,0.993,CALI
0.136757,0.276192,0.752302,0.912221,0.711886,0.364348,0.475244,0.315019,0.925545,CALI
0.141715,0.308188,0.772231,0.953886,0.707094,0.276697,0.500301,0.23407,0.912526,CALI
0.143709,0.286607,0.690734,0.778772,0.719741,0.360519,0.463974,0.311414,0.780646,CALI
0.143969,0.311191,0.668846,0.917582,0.679045,0.277146,0.495904,0.234476,0.805674,CALI
0.144849,0.21656,0.595516,0.934385,0.833474,0.6493,0.36664,0.6008,0.98001,CALI
0.146288,0.306121,0.647493,0.905356,0.71663,0.304775,0.480675,0.259645,0.868488,CALI
0.149793,0.291615,0.738177,0.860635,0.7482,0.37142,0.449296,0.321693,0.77213,CALI
0.149977,0.313539,0.687797,0.914651,0.653754,0.296733,0.477231,0.252285,0.955313,CALI
0.149998,0.296952,0.807779,0.843499,0.688303,0.353504,0.455546,0.304827,0.795981,CALI
0.15025,0.296887,0.656784,0.910406,0.675148,0.354901,0.454595,0.306137,0.798021,CALI
0.150737,0.243726,0.720405,0.833627,0.757413,0.561202,0.383887,0.508752,0.786906,CALI
0.151659,0.294773,0.566924,0.900706,0.717195,0.368891,0.447042,0.319304,0.963846,CALI
0.151804,0.286156,0.789908,0.932044,0.765965,0.400537,0.435411,0.349396,0.939302,CALI
0.153077,0.34308,0.679705,0.799396,0.688413,0.216073,0.504392,0.179995,0.749874,CALI
0.15353,0.300925,0.409598,0.918074,0.688024,0.355879,0.448653,0.307055,0.938026,CALI
0.154601,0.310815,0.761936,0.919428,0.690291,0.326731,0.457698,0.279877,0.946186,CALI
0.154806,0.290573,0.639035,0.953477,0.783625,0.398529,0.431158,0.347473,0.911061,CALI
0.154823,0.310386,0.820211,0.874231,0.73512,0.329185,0.456399,0.282151,0.803774,CALI
0.155485,0.284496,0.807832,0.914959,0.743774,0.423893,0.421202,0.371879,0.9566,CALI
0.156267,0.299339,0.759966,0.817402,0.774329,0.373947,0.437526,0.324083,0.706939,CALI
0.156267,0.309284,0.364558,0.925225,0.775485,0.339425,0.450148,0.291668,0.897292,CALI
0.157863,0.322313,0.624077,0.761034,0.717912,0.302805,0.461284,0.257839,0.801351,CALI
0.158538,0.322978,0.75027,0.861516,0.69174,0.303575,0.459859,0.258544,0.754925,CALI
0.158829,0.289612,0.848206,0.961935,0.800054,0.420624,0.416983,0.368718,0.935059,CALI
0.15955,0.267035,0.65501,0.754788,0.748087,0.509747,0.386433,0.456519,0.728524,CALI
0.159836,0.315244,0.81267,0.87104,0.697763,0.335071,0.445867,0.287616,0.833144,CALI
0.159875,0.340086,0.550791,0.766557,0.62625,0.254401,0.476809,0.214,0.607393,CALI
0.160067,0.318878,0.815096,0.825188,0.756254,0.323875,0.449654,0.277233,0.794391,CALI
0.160865,0.299869,0.737769,0.935711,0.735366,0.392944,0.423364,0.342137,0.862167,CALI
0.160899,0.27231,0.804104,0.871882,0.791548,0.495508,0.388931,0.442264,0.755588,CALI
0.16154,0.323434,0.538288,0.689917,0.640293,0.315162,0.450507,0.269191,0.652262,CALI
0.163171,0.302987,0.622501,0.838861,0.721479,0.392258,0.419978,0.341482,0.758819,CALI
0.163624,0.336881,0.637255,0.857163,0.680565,0.280456,0.460322,0.237474,0.795429,CALI
0.163974,0.33241,0.730209,0.771622,0.683344,0.296298,0.453676,0.251888,0.707759,CALI
0.164209,0.348034,0.509848,0.762435,0.608757,0.247926,0.472117,0.208211,0.687387,CALI
0.164567,0.323352,0.831516,0.933709,0.708774,0.328556,0.440636,0.281569,0.868164,CALI
0.1649,0.299307,0.670039,0.759406,0.733554,0.413108,0.410103,0.361468,0.816231,CALI
0.164909,0.31729,0.625239,0.853018,0.729325,0.350406,0.432118,0.301924,0.788689,CALI
0.165515,0.306121,0.743129,0.903352,0.721173,0.391646,0.416555,0.340898,0.866222,CALI
0.165622,0.338743,0.602876,0.887505,0.639182,0.282974,0.456097,0.239758,0.917387,CALI
0.166177,0.303609,0.764803,0.924509,0.704491,0.403453,0.411459,0.35219,0.892919,CALI
0.166203,0.309448,0.513312,0.76715,0.691979,0.383035,0.4185,0.332701,0.813394,CALI
0.166386,0.320184,0.851522,0.962072,0.741867,0.347033,0.431018,0.298769,0.874574,CALI
0.166429,0.361151,0.38148,0.932735,0.620974,0.217256,0.480794,0.181035,0.976081,CALI
0.166497,0.296544,0.50968,0.935832,0.780241,0.430248,0.401877,0.378036,0.89974,CALI
0.16654,0.321216,0.739293,0.82381,0.673471,0.344225,0.431793,0.296146,0.834626,CALI
0.166732,0.335839,0.615657,0.929624,0.691022,0.296949,0.448987,0.252482,0.917986,CALI
0.166937,0.305945,0.658735,0.824189,0.715652,0.398555,0.411986,0.347498,0.804294,CALI
0.167373,0.282115,0.724656,0.869092,0.759956,0.487899,0.381737,0.434682,0.876685,CALI
0.167518,0.351511,0.67681,0.725951,0.630955,0.250922,0.465497,0.210888,0.674471,CALI
0.16797,0.301395,0.670748,0.861815,0.672192,0.419317,0.403342,0.367456,0.718227,CALI
0.168017,0.296838,0.682973,0.811125,0.740476,0.435992,0.397683,0.383617,0.785174,CALI
0.168064,0.372436,0.679911,0.905649,0.592357,0.190653,0.489055,0.157787,0.872036,CALI
0.168099,0.278776,0.481641,0.91606,0.758013,0.50404,0.375581,0.450796,0.917046,CALI
0.168325,0.308047,0.442777,0.804195,0.734704,0.397268,0.410323,0.346268,0.757723,CALI
0.169273,0.310554,0.448381,0.92539,0.720328,0.392635,0.410489,0.341842,0.878897,CALI
0.169465,0.302383,0.817465,0.974439,0.797212,0.422398,0.400074,0.370433,0.932777,CALI
0.169725,0.335743,0.483753,0.62018,0.644805,0.309863,0.439422,0.264315,0.599534,CALI
0.170827,0.370874,0.683794,0.782956,0.616853,0.206217,0.478071,0.171352,0.707819,CALI
0.171203,0.293007,0.68931,0.927319,0.772149,0.464311,0.383737,0.411334,0.920849,CALI
0.171532,0.30735,0.826223,0.980164,0.822103,0.413777,0.399918,0.362113,0.944834,CALI
0.171707,0.327093,0.483977,0.871778,0.680217,0.346644,0.422966,0.298405,0.901742,CALI
0.172479,0.299104,0.775263,0.954094,0.824145,0.447579,0.387324,0.394916,0.921435,CALI
0.173086,0.332863,0.617033,0.950732,0.713128,0.333351,0.425656,0.286018,0.95268,CALI
0.173329,0.288982,0.494223,0.846274,0.74277,0.488882,0.372875,0.435661,0.713722,CALI
0.17338,0.346653,0.535518,0.847367,0.636485,0.290158,0.441117,0.246288,0.852656,CALI
0.173722,0.329749,0.383717,0.91257,0.677617,0.346309,0.420048,0.298092,0.871236,CALI
0.173824,0.334523,0.626605,0.927469,0.669246,0.330992,0.425392,0.283828,0.985125,CALI
0.174145,0.346664,0.681406,0.961431,0.710073,0.293254,0.438782,0.24911,0.875453,CALI
0.174345,0.369573,0.764213,0.896058,0.614934,0.224014,0.465232,0.186989,0.873397,CALI
0.174789,0.337775,0.420737,0.783903,0.661951,0.324398,0.426327,0.277718,0.78819,CALI
0.175076,0.324857,0.507059,0.88163,0.66512,0.368409,0.410247,0.318849,0.874437,CALI
0.175208,0.33443,0.794574,0.903351,0.68073,0.337065,0.42113,0.289472,0.885776,CALI
0.175255,0.320401,0.753357,0.921912,0.735377,0.384336,0.404474,0.333938,0.914326,CALI
0.175302,0.346835,0.797151,0.939884,0.681781,0.297448,0.435452,0.252938,0.952936,CALI
0.175379,0.337677,0.63589,0.924722,0.705361,0.327159,0.424442,0.280274,0.930157,CALI
0.1754,0.331919,0.464311,0.753673,0.696539,0.346146,0.417603,0.29794,0.731286,CALI
0.175541,0.330232,0.699013,0.94465,0.719354,0.352334,0.415201,0.30373,0.819205,CALI
0.17578,0.289875,0.578041,0.967612,0.809758,0.49647,0.367075,0.443225,0.983696,CALI
0.175989,0.333234,0.528051,0.903841,0.702351,0.344257,0.417401,0.296175,0.824065,CALI
0.176293,0.331095,0.721045,0.915982,0.697879,0.352607,0.413996,0.303986,0.94598,CALI
0.176348,0.352917,0.62581,0.923571,0.642416,0.282597,0.439417,0.239416,0.869038,CALI
0.176463,0.317869,0.612236,0.830861,0.729928,0.398201,0.397994,0.34716,0.80528,CALI
0.177014,0.347566,0.791539,0.965769,0.724378,0.302112,0.431139,0.257204,0.95917,CALI
0.177193,0.30533,0.638851,0.920477,0.706499,0.445648,0.381239,0.39303,0.932183,CALI
0.177304,0.321228,0.488345,0.874677,0.723651,0.390193,0.3995,0.339513,0.824425,CALI
0.177885,0.305059,0.543716,0.924414,0.737345,0.449622,0.378985,0.396914,0.872664,CALI
0.17803,0.31834,0.685289,0.926581,0.707567,0.403231,0.394051,0.351977,0.940178,CALI
0.17809,0.307221,0.580618,0.918476,0.795494,0.442724,0.380929,0.390174,0.892597,CALI
0.178176,0.340911,0.703892,0.947145,0.705908,0.32818,0.419919,0.28122,0.936426,CALI
0.178193,0.311825,0.658554,0.906456,0.730101,0.42675,0.386003,0.374645,0.877769,CALI
0.178492,0.348004,0.588024,0.681553,0.636626,0.306725,0.427237,0.261433,0.601848,CALI
0.178739,0.332031,0.558418,0.954511,0.767448,0.359674,0.407944,0.31062,0.936526,CALI
0.178807,0.34656,0.823028,0.910568,0.682219,0.3126,0.424623,0.266832,0.911287,CALI
0.178936,0.348958,0.792352,0.903382,0.681216,0.305496,0.427029,0.260306,0.90108,CALI
0.178936,0.314148,0.782375,0.872969,0.755611,0.421726,0.386612,0.369783,0.928255,CALI
0.1792,0.310324,0.796512,0.953875,0.750685,0.4364,0.381432,0.384014,0.867149,CALI
0.179299,0.317137,0.640813,0.963107,0.821662,0.412797,0.389058,0.361169,0.941943,CALI
0.179649,0.387705,0.652375,0.796129,0.607842,0.192096,0.469787,0.15904,0.783541,CALI
0.179687,0.335405,0.821165,0.916889,0.751008,0.352406,0.409115,0.303798,0.862097,CALI
0.180088,0.324494,0.758679,0.832624,0.761049,0.390725,0.395343,0.34002,0.814475,CALI
0.180161,0.324615,0.794402,0.90765,0.770908,0.390614,0.395278,0.339915,0.865149,CALI
0.180302,0.34421,0.756918,0.868625,0.747333,0.326204,0.417513,0.27939,0.807199,CALI
0.180545,0.337864,0.755511,0.730651,0.689901,0.347835,0.409481,0.299519,0.750479,CALI
0.18058,0.309552,0.464831,0.767123,0.697496,0.445066,0.376712,0.392461,0.775392,CALI
0.180601,0.312272,0.706776,0.945555,0.812622,0.435459,0.379791,0.383098,0.929161,CALI
0.180614,0.324475,0.778005,0.912666,0.713285,0.392987,0.393836,0.342178,0.796684,CALI
0.180652,0.338865,0.693768,0.831077,0.656317,0.344991,0.410328,0.29686,0.812867,CALI
0.180708,0.328056,0.64826,0.873641,0.739795,0.381197,0.397701,0.330955,0.744818,CALI
0.18087,0.336177,0.631593,0.96581,0.747952,0.354722,0.406602,0.305969,0.927407,CALI
0.181434,0.320252,0.713909,0.86885,0.770712,0.410971,0.386672,0.359411,0.889253,CALI
0.181843,0.334444,0.742279,0.909888,0.728086,0.364465,0.401831,0.315129,0.84184,CALI
0.181976,0.319601,0.76951,0.929287,0.738286,0.415515,0.384415,0.363787,0.941208,CALI
0.182087,0.325066,0.574725,0.829898,0.696268,0.397116,0.390379,0.346123,0.86809,CALI
0.182138,0.366488,0.533222,0.902476,0.635828,0.26395,0.437757,0.22257,0.720201,CALI
0.182407,0.351792,0.512466,0.850046,0.701745,0.310496,0.420115,0.264897,0.808493,CALI
0.182535,0.327828,0.532348,0.908452,0.704357,0.389561,0.392292,0.338911,0.825516,CALI
0.182723,0.316982,0.781103,0.843003,0.725989,0.427818,0.379351,0.37568,0.830488,CALI
0.182749,0.330481,0.684392,0.78033,0.667578,0.381467,0.394732,0.331211,0.764978,CALI
0.1828,0.309876,0.662134,0.957478,0.840557,0.453387,0.371008,0.400601,0.931852,CALI
