@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R2,11-13,16-17'

@attribute Perimeter numeric
@attribute roundness numeric
@attribute Compactness numeric
@attribute ShapeFactor1 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.521268,0.415769,0.396143,0.261625,0.967832,BARBUNYA
0.458109,0.642361,0.391804,0.262253,0.926159,BARBUNYA
0.430443,0.760237,0.629262,0.202007,0.905755,BARBUNYA
0.468547,0.617902,0.394234,0.258416,0.913744,BARBUNYA
0.5574,0.325108,0.598976,0.206176,0.883593,BARBUNYA
0.466925,0.62901,0.573209,0.211676,0.914159,BARBUNYA
0.441286,0.734899,0.533769,0.220947,0.932409,BARBUNYA
0.442085,0.732072,0.397322,0.256277,0.954225,BARBUNYA
0.490894,0.544373,0.315554,0.279033,0.884936,BARBUNYA
0.455451,0.690954,0.441503,0.2417,0.968848,BARBUNYA
0.474351,0.617862,0.422789,0.246354,0.874924,BARBUNYA
0.462185,0.6718,0.509751,0.222782,0.924597,BARBUNYA
0.514463,0.491125,0.230082,0.299074,0.926893,BARBUNYA
0.520474,0.477021,0.485457,0.225511,0.944071,BARBUNYA
0.535257,0.430631,0.384036,0.251936,0.872825,BARBUNYA
0.47601,0.643631,0.401034,0.246128,0.935208,BARBUNYA
0.498125,0.563126,0.474459,0.226507,0.900383,BARBUNYA
0.50711,0.542856,0.516776,0.213781,0.970283,BARBUNYA
0.494123,0.589569,0.637974,0.185685,0.94519,BARBUNYA
0.549027,0.415656,0.425408,0.234804,0.936847,BARBUNYA
0.523706,0.504693,0.49056,0.216603,0.944005,BARBUNYA
0.529246,0.524528,0.354718,0.24442,0.948133,BARBUNYA
0.511582,0.604185,0.428027,0.22151,0.834843,BARBUNYA
0.528292,0.550634,0.432431,0.219346,0.928185,BARBUNYA
0.507237,0.675307,0.420632,0.213547,0.95768,BARBUNYA
0.571688,0.595824,0.618252,0.143057,0.843455,BARBUNYA
0.516639,0.769681,0.586968,0.153934,0.877214,BOMBAY
0.507444,0.854359,0.766421,0.112249,0.930827,BOMBAY
0.549229,0.824621,0.585373,0.128102,0.957549,BOMBAY
0.571943,0.75969,0.463614,0.150662,0.885142,BOMBAY
0.564243,0.806569,0.569509,0.125748,0.948952,BOMBAY
0.569327,0.792516,0.529655,0.133165,0.926048,BOMBAY
0.573376,0.780738,0.564015,0.125615,0.845689,BOMBAY
0.58205,0.76413,0.414821,0.155435,0.819352,BOMBAY
0.577487,0.784338,0.581185,0.11955,0.945752,BOMBAY
0.57061,0.820901,0.53014,0.128462,0.929109,BOMBAY
0.55534,0.883484,0.584743,0.117188,0.986864,BOMBAY
0.578327,0.79941,0.469368,0.140196,0.831328,BOMBAY
0.5811,0.789453,0.526879,0.127961,0.933442,BOMBAY
0.578517,0.810839,0.625653,0.106857,0.964733,BOMBAY
0.589519,0.772906,0.453452,0.141475,0.868168,BOMBAY
0.593438,0.761631,0.429712,0.146271,0.932716,BOMBAY
0.579838,0.825302,0.569613,0.115128,0.947933,BOMBAY
0.58687,0.800986,0.441094,0.141587,0.847867,BOMBAY
0.589407,0.797952,0.507435,0.126507,0.901418,BOMBAY
0.621632,0.697614,0.439261,0.138907,0.839618,BOMBAY
0.617759,0.71141,0.473506,0.131444,0.93534,BOMBAY
0.57503,0.872665,0.526844,0.119931,0.952691,BOMBAY
0.611521,0.738209,0.47432,0.130547,0.831625,BOMBAY
0.592139,0.8118,0.571234,0.110415,0.891652,BOMBAY
0.606289,0.76154,0.466739,0.131494,0.883049,BOMBAY
0.640099,0.647873,0.388965,0.148344,0.484661,BOMBAY
0.577828,0.871758,0.65282,0.094393,0.953708,BOMBAY
0.596291,0.802672,0.521917,0.119383,0.895778,BOMBAY
0.596592,0.80182,0.512278,0.121313,0.900207,BOMBAY
0.609806,0.758569,0.529445,0.11714,0.933308,BOMBAY
0.601294,0.790972,0.564587,0.109958,0.882612,BOMBAY
0.602232,0.790052,0.53411,0.115655,0.77094,BOMBAY
0.606699,0.780638,0.575361,0.106601,0.956679,BOMBAY
0.584984,0.863947,0.719314,0.080134,0.939625,BOMBAY
0.600806,0.804363,0.543604,0.112548,0.93339,BOMBAY
0.61994,0.737319,0.471441,0.127045,0.88876,BOMBAY
0.621164,0.738813,0.508467,0.118549,0.895389,BOMBAY
0.609051,0.78896,0.593882,0.100822,0.915337,BOMBAY
0.616762,0.762358,0.422612,0.135571,0.921894,BOMBAY
0.619382,0.758224,0.479338,0.122717,0.890584,BOMBAY
0.628609,0.727572,0.492902,0.119679,0.859265,BOMBAY
0.621724,0.75563,0.487501,0.12023,0.847645,BOMBAY
0.600639,0.833903,0.491433,0.119244,0.91497,BOMBAY
0.584251,0.900018,0.59806,0.097934,0.955982,BOMBAY
0.616599,0.778666,0.529089,0.111144,0.964636,BOMBAY
0.619963,0.768598,0.493509,0.118064,0.914277,BOMBAY
0.605223,0.824806,0.516786,0.113015,0.895759,BOMBAY
0.602801,0.846731,0.542421,0.106262,0.899203,BOMBAY
0.642544,0.710216,0.453167,0.123661,0.875184,BOMBAY
0.641691,0.71334,0.463182,0.121521,0.8286,BOMBAY
0.610802,0.822764,0.583058,0.097665,0.906263,BOMBAY
0.630001,0.757433,0.502741,0.112846,0.926443,BOMBAY
0.627154,0.768114,0.508612,0.111574,0.918434,BOMBAY
0.628673,0.765713,0.423535,0.128899,0.950382,BOMBAY
0.632972,0.756122,0.466391,0.119044,0.923685,BOMBAY
0.6273,0.777587,0.515454,0.108857,0.967038,BOMBAY
0.644256,0.719418,0.436273,0.125093,0.902104,BOMBAY
0.625622,0.790852,0.45682,0.119843,0.931106,BOMBAY
0.644428,0.726632,0.498514,0.111083,0.863186,BOMBAY
0.636654,0.75343,0.45473,0.120068,0.904013,BOMBAY
0.65153,0.704453,0.516932,0.107163,0.849972,BOMBAY
0.640386,0.742168,0.455044,0.119773,0.873643,BOMBAY
0.651535,0.70645,0.448158,0.120931,0.867301,BOMBAY
0.652781,0.704522,0.510702,0.107811,0.754777,BOMBAY
0.640384,0.747633,0.413909,0.12776,0.914668,BOMBAY
0.614937,0.841938,0.485982,0.112237,0.847655,BOMBAY
0.642689,0.743898,0.461483,0.117084,0.932384,BOMBAY
0.629564,0.790537,0.494311,0.11028,0.951042,BOMBAY
0.625551,0.805144,0.518964,0.105338,0.922762,BOMBAY
0.639717,0.757002,0.502994,0.108235,0.969241,BOMBAY
0.646521,0.734435,0.379332,0.134233,0.860791,BOMBAY
0.634961,0.780876,0.463736,0.115237,0.89082,BOMBAY
0.626514,0.81238,0.56257,0.095505,0.892695,BOMBAY
0.636843,0.780139,0.432439,0.120976,0.92638,BOMBAY
0.670391,0.673059,0.508548,0.104583,0.534135,BOMBAY
0.601631,0.919011,0.683943,0.072101,0.974191,BOMBAY
0.631574,0.809729,0.491939,0.10726,0.931902,BOMBAY
0.668944,0.682567,0.315684,0.145442,0.858753,BOMBAY
0.671682,0.675951,0.379445,0.130585,0.743709,BOMBAY
0.636376,0.799564,0.516837,0.101398,0.918469,BOMBAY
0.657526,0.727749,0.387959,0.127925,0.778216,BOMBAY
0.650413,0.754472,0.452238,0.11387,0.853854,BOMBAY
0.665013,0.70547,0.393213,0.126404,0.832662,BOMBAY
0.649949,0.759516,0.552972,0.093445,0.878784,BOMBAY
0.660682,0.725203,0.619837,0.080835,0.771508,BOMBAY
0.668038,0.70109,0.321319,0.141766,0.849711,BOMBAY
0.644203,0.782627,0.524016,0.098592,0.919046,BOMBAY
0.660148,0.731107,0.421335,0.119002,0.745322,BOMBAY
0.6381,0.80749,0.526392,0.09771,0.91865,BOMBAY
0.643082,0.790694,0.511,0.100593,0.851003,BOMBAY
0.667344,0.713689,0.37845,0.127334,0.880233,BOMBAY
0.646549,0.78765,0.495893,0.10237,0.888642,BOMBAY
0.637268,0.822891,0.570737,0.08772,0.885566,BOMBAY
0.660836,0.740968,0.446473,0.112043,0.82136,BOMBAY
0.670881,0.712542,0.46809,0.106933,0.947238,BOMBAY
0.637253,0.831859,0.520908,0.09605,0.826525,BOMBAY
0.650907,0.783896,0.521069,0.095939,0.842925,BOMBAY
0.64687,0.798231,0.584627,0.083949,0.884852,BOMBAY
0.652474,0.779397,0.58628,0.083547,0.825641,BOMBAY
0.637998,0.832219,0.590004,0.082687,0.918884,BOMBAY
0.686768,0.66917,0.372613,0.125977,0.85265,BOMBAY
0.638569,0.832345,0.502751,0.098918,0.890572,BOMBAY
0.657282,0.766631,0.535186,0.092605,0.827401,BOMBAY
0.672151,0.720663,0.432482,0.112532,0.742679,BOMBAY
0.661778,0.758053,0.37904,0.123542,0.886419,BOMBAY
0.651891,0.793141,0.502141,0.097973,0.889787,BOMBAY
0.68533,0.682239,0.402339,0.118289,0.729663,BOMBAY
0.653409,0.790004,0.517081,0.094787,0.908773,BOMBAY
0.654931,0.787036,0.451543,0.107499,0.980348,BOMBAY
0.654753,0.789988,0.581261,0.082127,0.93058,BOMBAY
0.64605,0.82232,0.55427,0.086919,0.928813,BOMBAY
0.650932,0.805141,0.52795,0.091871,0.888441,BOMBAY
0.652692,0.799018,0.47996,0.101222,0.966229,BOMBAY
0.66749,0.748689,0.392551,0.119229,0.871465,BOMBAY
0.689785,0.67721,0.359411,0.126293,0.808058,BOMBAY
0.657448,0.786544,0.584798,0.080737,0.957436,BOMBAY
0.673486,0.733942,0.40349,0.116157,0.795425,BOMBAY
0.662176,0.773014,0.425377,0.11142,0.917118,BOMBAY
0.68831,0.687915,0.396017,0.117453,0.713605,BOMBAY
0.684011,0.702586,0.44531,0.107016,0.658307,BOMBAY
0.675039,0.736127,0.387404,0.118569,0.899118,BOMBAY
0.672659,0.744084,0.472604,0.100913,0.828991,BOMBAY
0.654213,0.808728,0.531603,0.089253,0.87233,BOMBAY
0.662631,0.780519,0.512858,0.092696,0.963662,BOMBAY
0.686659,0.701161,0.479049,0.099239,0.938769,BOMBAY
0.641683,0.85568,0.631401,0.070853,0.912443,BOMBAY
0.674154,0.742773,0.416818,0.111814,0.886321,BOMBAY
0.672322,0.749915,0.468088,0.101184,0.923221,BOMBAY
0.668005,0.766353,0.414415,0.111918,0.856696,BOMBAY
0.653223,0.818554,0.469461,0.10054,0.934688,BOMBAY
0.670985,0.757745,0.412804,0.112056,0.878556,BOMBAY
0.654334,0.818244,0.531306,0.088058,0.90626,BOMBAY
0.649721,0.83544,0.493196,0.095293,0.800085,BOMBAY
0.656145,0.814231,0.586413,0.077574,0.904853,BOMBAY
0.691641,0.695353,0.34619,0.125701,0.845785,BOMBAY
0.678178,0.7397,0.348979,0.124989,0.886879,BOMBAY
0.677478,0.743342,0.412059,0.111211,0.778276,BOMBAY
0.710305,0.639477,0.349955,0.124567,0.710297,BOMBAY
0.676134,0.750772,0.463556,0.100268,0.825272,BOMBAY
0.6478,0.849769,0.655385,0.064789,0.947221,BOMBAY
0.673447,0.763493,0.403512,0.112094,0.956427,BOMBAY
0.663041,0.800065,0.493053,0.093832,0.945759,BOMBAY
0.67333,0.765726,0.37383,0.118175,0.859538,BOMBAY
0.712197,0.642158,0.563542,0.08031,0.83805,BOMBAY
0.686527,0.725834,0.428483,0.106118,0.853224,BOMBAY
0.67062,0.784355,0.525669,0.086244,0.862494,BOMBAY
0.675315,0.769644,0.453662,0.100107,0.815952,BOMBAY
0.68655,0.733086,0.382276,0.114795,0.807459,BOMBAY
0.69361,0.711078,0.400274,0.110858,0.824749,BOMBAY
0.68268,0.74719,0.513702,0.088074,0.946583,BOMBAY
0.674941,0.774435,0.431166,0.104199,0.861421,BOMBAY
0.673233,0.780599,0.605502,0.071018,0.962173,BOMBAY
0.67412,0.779718,0.57575,0.076069,0.947493,BOMBAY
0.669283,0.796748,0.467863,0.096423,0.915678,BOMBAY
0.694379,0.713793,0.447758,0.100365,0.812573,BOMBAY
0.675637,0.775646,0.436601,0.102616,0.915013,BOMBAY
0.708783,0.669696,0.320497,0.127329,0.563847,BOMBAY
0.689498,0.734399,0.47726,0.093852,0.845045,BOMBAY
0.675309,0.782864,0.508989,0.087561,0.957613,BOMBAY
0.701949,0.695851,0.327274,0.125093,0.840595,BOMBAY
0.665024,0.819609,0.592274,0.072065,0.910919,BOMBAY
0.67143,0.799656,0.555548,0.078413,0.824361,BOMBAY
0.677902,0.778348,0.546288,0.080016,0.932551,BOMBAY
0.677187,0.781276,0.402504,0.108198,0.851849,BOMBAY
0.665021,0.826893,0.735283,0.047201,0.892284,BOMBAY
0.706232,0.694851,0.31302,0.126481,0.817265,BOMBAY
0.689703,0.748611,0.41326,0.104732,0.911753,BOMBAY
0.669626,0.817119,0.494337,0.088509,0.979079,BOMBAY
0.690788,0.745782,0.425789,0.102061,0.770636,BOMBAY
0.686963,0.762796,0.37667,0.111711,0.823894,BOMBAY
0.719173,0.660483,0.347836,0.117923,0.756572,BOMBAY
0.658229,0.864935,0.564673,0.074493,0.918516,BOMBAY
0.718656,0.664998,0.354169,0.116113,0.701806,BOMBAY
0.707294,0.700836,0.409687,0.10426,0.917648,BOMBAY
0.679678,0.792522,0.552163,0.076414,0.950237,BOMBAY
0.716291,0.677076,0.329053,0.120921,0.813314,BOMBAY
0.684835,0.77861,0.533034,0.079493,0.93685,BOMBAY
0.680116,0.795089,0.447758,0.095833,0.942128,BOMBAY
0.684149,0.784124,0.498836,0.08552,0.94796,BOMBAY
0.696703,0.744731,0.413054,0.102203,0.838911,BOMBAY
0.711531,0.698112,0.449425,0.094751,0.778487,BOMBAY
0.708951,0.707017,0.319358,0.122055,0.928053,BOMBAY
0.684719,0.78696,0.44236,0.09594,0.918494,BOMBAY
0.685215,0.788432,0.510923,0.082229,0.805218,BOMBAY
0.709718,0.711021,0.386449,0.106622,0.883712,BOMBAY
0.690138,0.77515,0.389478,0.105915,0.880791,BOMBAY
0.709098,0.713989,0.46358,0.090846,0.903984,BOMBAY
0.689701,0.778447,0.444075,0.094527,0.852264,BOMBAY
0.692742,0.769681,0.50278,0.082948,0.933672,BOMBAY
0.730184,0.652102,0.292476,0.126615,0.680243,BOMBAY
0.702874,0.737722,0.395972,0.103969,0.784822,BOMBAY
0.702548,0.739036,0.413624,0.100296,0.913743,BOMBAY
0.729478,0.655921,0.239292,0.138807,0.667339,BOMBAY
0.699565,0.749791,0.469783,0.088951,0.947762,BOMBAY
0.692557,0.773103,0.457908,0.091245,0.824524,BOMBAY
0.702956,0.741595,0.448045,0.092849,0.877299,BOMBAY
0.695908,0.764769,0.534561,0.07631,0.789735,BOMBAY
0.688763,0.788625,0.460466,0.090381,0.82949,BOMBAY
0.724786,0.673429,0.32718,0.118079,0.609054,BOMBAY
0.695258,0.770608,0.455677,0.090845,0.87643,BOMBAY
0.713407,0.712333,0.387721,0.104563,0.761104,BOMBAY
0.694157,0.774972,0.46901,0.088147,0.917086,BOMBAY
0.711032,0.724468,0.352074,0.11148,0.733315,BOMBAY
0.69412,0.779945,0.445094,0.092215,0.883051,BOMBAY
0.717334,0.705951,0.379807,0.105397,0.8938,BOMBAY
0.68436,0.814605,0.482818,0.084657,0.897662,BOMBAY
0.689234,0.800135,0.501234,0.080886,0.877546,BOMBAY
0.720569,0.698969,0.373205,0.106355,0.686737,BOMBAY
0.686685,0.809421,0.486425,0.08362,0.917005,BOMBAY
0.705605,0.747307,0.424562,0.095647,0.862235,BOMBAY
0.720158,0.702283,0.399913,0.100507,0.673421,BOMBAY
0.726993,0.683018,0.436473,0.092856,0.865133,BOMBAY
0.687818,0.809729,0.47265,0.085743,0.903021,BOMBAY
0.710734,0.734338,0.364769,0.107534,0.85809,BOMBAY
0.712782,0.72853,0.410954,0.097833,0.837078,BOMBAY
0.698511,0.775969,0.44323,0.091211,0.867087,BOMBAY
0.684914,0.824751,0.62963,0.056776,0.939451,BOMBAY
0.732162,0.67263,0.315518,0.117522,0.727909,BOMBAY
0.721186,0.707778,0.415295,0.096177,0.689803,BOMBAY
0.708952,0.749086,0.46182,0.086621,0.854596,BOMBAY
0.728328,0.694111,0.323035,0.114454,0.877151,BOMBAY
0.713952,0.739805,0.50677,0.077186,0.688304,BOMBAY
0.685818,0.834431,0.690654,0.04526,0.960676,BOMBAY
0.739256,0.662483,0.261722,0.128086,0.638614,BOMBAY
0.702366,0.778719,0.464604,0.08504,0.835914,BOMBAY
0.699591,0.788572,0.438035,0.090155,0.84521,BOMBAY
0.700284,0.787404,0.508488,0.076491,0.867615,BOMBAY
0.694639,0.806548,0.480877,0.081668,0.86171,BOMBAY
0.691624,0.818418,0.443011,0.0888,0.974476,BOMBAY
0.705943,0.771007,0.467413,0.083978,0.958614,BOMBAY
0.718026,0.732092,0.371844,0.103174,0.943584,BOMBAY
0.739406,0.668436,0.325315,0.112815,0.78279,BOMBAY
0.699602,0.794818,0.514509,0.074738,0.951248,BOMBAY
0.716219,0.740746,0.432151,0.090484,0.924933,BOMBAY
0.6877,0.83631,0.595999,0.060058,0.951661,BOMBAY
0.717018,0.739191,0.373721,0.102253,0.817851,BOMBAY
0.723543,0.718938,0.414058,0.093922,0.87625,BOMBAY
0.69684,0.807323,0.473762,0.082004,0.847088,BOMBAY
0.737596,0.677671,0.433803,0.089714,0.89685,BOMBAY
0.713428,0.753581,0.48833,0.079104,0.807976,BOMBAY
0.727502,0.710467,0.295565,0.118582,0.81251,BOMBAY
0.719558,0.735472,0.418383,0.092522,0.84382,BOMBAY
0.730922,0.704008,0.383635,0.099045,0.811212,BOMBAY
0.706117,0.783745,0.453375,0.085001,0.881897,BOMBAY
0.698774,0.808754,0.594494,0.05911,0.874201,BOMBAY
0.736072,0.689971,0.349276,0.106013,0.844574,BOMBAY
0.737893,0.684834,0.461292,0.083252,0.566341,BOMBAY
0.70252,0.79852,0.449618,0.085375,0.920783,BOMBAY
0.750065,0.652495,0.340272,0.107316,0.794944,BOMBAY
0.705935,0.790955,0.502618,0.074815,0.919673,BOMBAY
0.712515,0.769846,0.421351,0.090393,0.894732,BOMBAY
0.73555,0.697221,0.317787,0.112016,0.8349,BOMBAY
0.736594,0.695657,0.410878,0.092255,0.830468,BOMBAY
0.70417,0.800665,0.538268,0.067822,0.919814,BOMBAY
0.757695,0.634425,0.343617,0.106,0.652315,BOMBAY
0.702347,0.807058,0.465917,0.081231,0.887606,BOMBAY
0.734925,0.702994,0.346028,0.105375,0.633992,BOMBAY
0.735728,0.701518,0.38783,0.096499,0.961891,BOMBAY
0.707142,0.792857,0.498716,0.074811,0.905945,BOMBAY
0.730872,0.717409,0.384717,0.097016,0.904473,BOMBAY
0.700087,0.818534,0.53614,0.06771,0.933148,BOMBAY
0.705177,0.802884,0.495445,0.074992,0.906405,BOMBAY
0.724728,0.739795,0.533955,0.067857,0.81192,BOMBAY
0.691727,0.850248,0.594686,0.05706,0.937357,BOMBAY
0.69711,0.832631,0.560498,0.062897,0.926611,BOMBAY
0.712394,0.782368,0.547398,0.065101,0.845459,BOMBAY
0.733202,0.716156,0.406893,0.091699,0.866564,BOMBAY
0.691246,0.854969,0.527041,0.06864,0.902247,BOMBAY
0.706156,0.80416,0.404586,0.092044,0.912057,BOMBAY
0.72852,0.735106,0.398972,0.092721,0.851589,BOMBAY
0.698851,0.83256,0.527552,0.068091,0.927387,BOMBAY
0.718733,0.768311,0.416307,0.088984,0.846227,BOMBAY
0.736113,0.715321,0.400325,0.091928,0.801536,BOMBAY
0.760342,0.644687,0.256845,0.122607,0.710328,BOMBAY
0.735656,0.718901,0.391596,0.093406,0.701244,BOMBAY
0.730282,0.737068,0.516943,0.069086,0.802544,BOMBAY
0.72073,0.770126,0.462013,0.079011,0.875413,BOMBAY
0.741654,0.704592,0.337335,0.104145,0.889825,BOMBAY
0.728642,0.746334,0.453852,0.080379,0.892898,BOMBAY
0.707528,0.818218,0.541632,0.063769,0.916907,BOMBAY
0.739962,0.715366,0.396328,0.091138,0.804951,BOMBAY
0.71104,0.808661,0.491156,0.072691,0.945847,BOMBAY
0.749672,0.687031,0.339774,0.102691,0.701519,BOMBAY
0.728023,0.753974,0.474734,0.075681,0.796306,BOMBAY
0.74823,0.693622,0.38665,0.092633,0.759192,BOMBAY
0.721225,0.779591,0.393059,0.091151,0.908363,BOMBAY
0.730214,0.752266,0.455301,0.078704,0.827663,BOMBAY
0.748595,0.695806,0.305377,0.109334,0.76239,BOMBAY
0.746518,0.704588,0.2818,0.1142,0.842692,BOMBAY
0.74976,0.695982,0.393225,0.090354,0.834135,BOMBAY
0.725854,0.771415,0.416123,0.085663,0.884582,BOMBAY
0.733187,0.749319,0.390727,0.090572,0.893041,BOMBAY
0.727928,0.767167,0.411846,0.086199,0.900937,BOMBAY
0.740917,0.727434,0.415904,0.085236,0.825485,BOMBAY
0.748453,0.704637,0.321791,0.104597,0.845135,BOMBAY
0.726488,0.775087,0.450297,0.078284,0.829349,BOMBAY
0.717441,0.804872,0.52187,0.064958,0.786874,BOMBAY
0.730495,0.763264,0.40396,0.087213,0.75296,BOMBAY
0.715023,0.815213,0.474961,0.073301,0.961137,BOMBAY
0.745352,0.719622,0.383358,0.090979,0.832068,BOMBAY
0.747206,0.71545,0.35219,0.097193,0.784571,BOMBAY
0.754051,0.695419,0.473228,0.073148,0.75413,BOMBAY
0.723232,0.793279,0.446776,0.078008,0.89308,BOMBAY
0.731511,0.766643,0.479571,0.07179,0.953714,BOMBAY
0.760529,0.677708,0.355147,0.096258,0.649623,BOMBAY
0.736872,0.750389,0.392497,0.088554,0.931642,BOMBAY
0.758799,0.685628,0.278602,0.112359,0.785727,BOMBAY
0.75848,0.686653,0.289793,0.109865,0.825509,BOMBAY
0.763688,0.672132,0.33562,0.099836,0.811664,BOMBAY
0.768846,0.657768,0.361747,0.094278,0.79523,BOMBAY
0.741364,0.747391,0.408996,0.083821,0.84838,BOMBAY
0.747279,0.729022,0.434176,0.078898,0.849463,BOMBAY
0.744827,0.738343,0.399455,0.085485,0.717044,BOMBAY
0.761827,0.686834,0.337167,0.098228,0.749147,BOMBAY
0.760776,0.691242,0.321853,0.101299,0.781079,BOMBAY
0.742867,0.747199,0.468041,0.071883,0.859708,BOMBAY
0.731738,0.782785,0.529227,0.060685,0.839931,BOMBAY
0.759997,0.698537,0.371026,0.090356,0.671455,BOMBAY
0.745804,0.742146,0.427604,0.079069,0.944279,BOMBAY
0.766189,0.682701,0.268198,0.111979,0.920434,BOMBAY
0.765301,0.687873,0.377242,0.0884,0.927046,BOMBAY
0.731574,0.792858,0.510744,0.062848,0.896249,BOMBAY
0.753139,0.72503,0.375114,0.088759,0.776474,BOMBAY
0.74818,0.742292,0.369803,0.089578,0.858677,BOMBAY
0.774393,0.66449,0.407286,0.081962,0.803706,BOMBAY
0.740366,0.767875,0.471274,0.069683,0.922039,BOMBAY
0.730963,0.800373,0.484826,0.066901,0.901917,BOMBAY
0.779659,0.651926,0.317626,0.099982,0.826148,BOMBAY
0.760698,0.709926,0.348911,0.093081,0.968107,BOMBAY
0.757267,0.720462,0.359612,0.090855,0.74356,BOMBAY
0.743598,0.763395,0.419553,0.078805,0.938132,BOMBAY
0.755795,0.7256,0.434746,0.075861,0.853425,BOMBAY
0.732416,0.800929,0.542741,0.055885,0.798423,BOMBAY
0.770326,0.686217,0.25213,0.113354,0.849197,BOMBAY
0.757583,0.726826,0.343767,0.093148,0.725376,BOMBAY
0.721387,0.844326,0.574471,0.049626,0.95044,BOMBAY
0.731682,0.81082,0.480004,0.06625,0.937376,BOMBAY
0.773195,0.683035,0.342708,0.092974,0.710368,BOMBAY
0.785815,0.647091,0.273669,0.107719,0.633626,BOMBAY
0.737094,0.794785,0.557244,0.052309,0.867407,BOMBAY
0.779251,0.668521,0.298744,0.101857,0.871461,BOMBAY
0.737695,0.798385,0.513901,0.059255,0.902396,BOMBAY
0.738386,0.796873,0.547071,0.053335,0.88741,BOMBAY
0.734063,0.81147,0.478558,0.065505,0.915051,BOMBAY
0.751696,0.75617,0.475367,0.065965,0.859273,BOMBAY
0.763036,0.721385,0.31176,0.098387,0.828805,BOMBAY
0.750769,0.760068,0.402982,0.079604,0.82035,BOMBAY
0.774427,0.689125,0.336809,0.092874,0.818317,BOMBAY
0.759846,0.734545,0.436577,0.072785,0.822843,BOMBAY
0.772652,0.697253,0.415744,0.076628,0.570918,BOMBAY
0.756819,0.747562,0.408076,0.077805,0.886024,BOMBAY
0.744703,0.786399,0.581943,0.046237,0.897582,BOMBAY
0.761039,0.736326,0.38212,0.0827,0.835653,BOMBAY
0.764038,0.727485,0.52211,0.056389,0.891186,BOMBAY
0.752274,0.763797,0.406898,0.077769,0.848649,BOMBAY
0.764751,0.72576,0.381422,0.082743,0.857371,BOMBAY
0.754238,0.75877,0.448023,0.069751,0.879117,BOMBAY
0.754657,0.758032,0.440797,0.071044,0.906969,BOMBAY
0.773071,0.702881,0.395517,0.079678,0.762656,BOMBAY
0.76071,0.741736,0.420744,0.074566,0.794053,BOMBAY
0.763184,0.73428,0.394928,0.079578,0.768937,BOMBAY
0.783788,0.673686,0.350893,0.088349,0.672625,BOMBAY
0.743136,0.798931,0.514831,0.056946,0.961996,BOMBAY
0.757221,0.75574,0.382653,0.081608,0.900543,BOMBAY
0.732344,0.836323,0.549012,0.050731,0.968679,BOMBAY
0.752216,0.773,0.363967,0.08515,0.89661,BOMBAY
0.772897,0.710507,0.376086,0.082599,0.8526,BOMBAY
0.758553,0.755546,0.360035,0.085644,0.840746,BOMBAY
0.784855,0.67745,0.402116,0.077183,0.638481,BOMBAY
0.764936,0.736613,0.312963,0.095307,0.879481,BOMBAY
0.766693,0.731389,0.376338,0.082257,0.79785,BOMBAY
0.772452,0.714992,0.421986,0.073199,0.842269,BOMBAY
0.752428,0.776841,0.429017,0.071813,0.846756,BOMBAY
0.774724,0.709396,0.412042,0.074962,0.832379,BOMBAY
0.78007,0.695634,0.324924,0.092211,0.834139,BOMBAY
0.741155,0.817127,0.484957,0.060916,0.949388,BOMBAY
0.751342,0.785402,0.403918,0.076011,0.92611,BOMBAY
0.741382,0.819074,0.530661,0.052477,0.896749,BOMBAY
0.768885,0.732978,0.323221,0.092034,0.840629,BOMBAY
0.764814,0.747257,0.469667,0.063106,0.875858,BOMBAY
0.744919,0.81311,0.559961,0.046799,0.87111,BOMBAY
0.772231,0.729736,0.422561,0.07129,0.769793,BOMBAY
0.764827,0.752799,0.405368,0.074534,0.856253,BOMBAY
0.777259,0.715641,0.368717,0.08169,0.988761,BOMBAY
0.767721,0.745342,0.409356,0.073583,0.806773,BOMBAY
0.843936,0.536452,0.24258,0.107967,0.646495,BOMBAY
0.788964,0.68512,0.338291,0.08735,0.705905,BOMBAY
0.779525,0.712863,0.390746,0.076809,0.774945,BOMBAY
0.785492,0.695919,0.295953,0.096131,0.797668,BOMBAY
0.750643,0.802726,0.561506,0.045614,0.841031,BOMBAY
0.780645,0.710475,0.402699,0.074357,0.820394,BOMBAY
0.763967,0.761673,0.457703,0.063858,0.896045,BOMBAY
0.769368,0.746427,0.364297,0.081669,0.824028,BOMBAY
0.736734,0.854159,0.595017,0.039365,0.87212,BOMBAY
0.773377,0.741788,0.528795,0.050046,0.852965,BOMBAY
0.772273,0.745668,0.388076,0.075919,0.884083,BOMBAY
0.780549,0.721789,0.445201,0.064875,0.756934,BOMBAY
0.787131,0.702479,0.361343,0.081064,0.879717,BOMBAY
0.799125,0.671996,0.27839,0.097779,0.632011,BOMBAY
0.775849,0.74137,0.360021,0.08064,0.853271,BOMBAY
0.769636,0.762138,0.430178,0.066782,0.845708,BOMBAY
0.773826,0.752329,0.396862,0.072767,0.84212,BOMBAY
0.802106,0.669929,0.329015,0.086212,0.771773,BOMBAY
0.776585,0.74711,0.44803,0.062684,0.83224,BOMBAY
