@relation Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Area numeric
@attribute Perimeter numeric
@attribute MajorAxisLength numeric
@attribute MinorAxisLength numeric
@attribute AspectRation numeric
@attribute Eccentricity numeric
@attribute ConvexArea numeric
@attribute EquivDiameter numeric
@attribute Extent numeric
@attribute Solidity numeric
@attribute roundness numeric
@attribute Compactness numeric
@attribute ShapeFactor1 numeric
@attribute ShapeFactor2 numeric
@attribute ShapeFactor3 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.102214,0.160033,0.138368,0.280423,0.123898,0.480553,0.098909,0.187215,0.722177,0.975903,0.956561,0.784349,0.403108,0.627932,0.748322,0.97482,SEKER
0.10226,0.175047,0.159636,0.253186,0.202013,0.615455,0.100104,0.187287,0.751802,0.89426,0.849865,0.670499,0.437605,0.527223,0.623443,0.95887,SEKER
0.102265,0.16206,0.134774,0.28527,0.111029,0.451939,0.099136,0.187293,0.743446,0.963276,0.942071,0.80503,0.39704,0.647062,0.7716,0.983544,SEKER
0.102329,0.167001,0.129734,0.293093,0.092017,0.404908,0.099725,0.187392,0.733004,0.925804,0.906832,0.834522,0.388566,0.674877,0.805108,0.968717,SEKER
0.102431,0.160196,0.153536,0.260934,0.179004,0.581303,0.098995,0.187549,0.716174,0.984846,0.957565,0.703369,0.426945,0.555027,0.65893,0.976515,SEKER
0.102465,0.167768,0.169493,0.240791,0.240242,0.66467,0.099552,0.187602,0.615156,0.94755,0.902709,0.62221,0.4528,0.486838,0.572143,0.98771,SEKER
0.102465,0.164767,0.164652,0.247395,0.220469,0.640273,0.099243,0.187602,0.650377,0.969558,0.9243,0.646346,0.444913,0.506638,0.59766,0.965537,SEKER
0.102483,0.18059,0.137241,0.283795,0.117409,0.466419,0.100888,0.187628,0.653551,0.854488,0.814633,0.792562,0.400187,0.634957,0.757544,0.947907,SEKER
0.102517,0.160508,0.14513,0.271729,0.148054,0.52855,0.09928,0.18768,0.696942,0.970467,0.956112,0.74902,0.412899,0.595132,0.70898,0.991948,SEKER
0.102517,0.1559,0.116684,0.312688,0.045591,0.255436,0.09902,0.18768,0.720067,0.989009,0.990855,0.914132,0.366567,0.753,0.897413,0.974631,SEKER
0.102547,0.169912,0.156199,0.257703,0.188754,0.596245,0.099799,0.187726,0.734653,0.935607,0.888307,0.69019,0.430802,0.543443,0.644646,0.982624,SEKER
0.102572,0.165608,0.143624,0.274489,0.14149,0.516172,0.099527,0.187766,0.763413,0.956701,0.91928,0.757648,0.41022,0.602789,0.718538,0.975145,SEKER
0.102645,0.160084,0.132243,0.290206,0.100142,0.42577,0.099284,0.187877,0.679426,0.979057,0.960581,0.822207,0.391401,0.662425,0.791072,0.98102,SEKER
0.102649,0.171204,0.145403,0.273244,0.146467,0.5256,0.099939,0.187884,0.613367,0.932758,0.880229,0.748437,0.412803,0.594338,0.708335,0.948611,SEKER
0.102675,0.161103,0.154671,0.259873,0.182684,0.587027,0.099445,0.187923,0.692292,0.969669,0.9533,0.699037,0.427781,0.550809,0.654227,0.988877,SEKER
0.102726,0.169583,0.137155,0.284895,0.115815,0.462857,0.099869,0.188002,0.743998,0.943038,0.892396,0.794742,0.39907,0.636458,0.759997,0.943432,SEKER
0.102752,0.16779,0.154371,0.261896,0.179168,0.58156,0.099614,0.188041,0.703174,0.962962,0.905388,0.70113,0.426973,0.552468,0.656498,0.946312,SEKER
0.102764,0.16198,0.144962,0.273824,0.144858,0.522581,0.099441,0.188061,0.733236,0.976176,0.947723,0.751633,0.411615,0.596972,0.711872,0.960531,SEKER
0.102799,0.163997,0.143084,0.276039,0.138388,0.510157,0.099577,0.188113,0.712092,0.968854,0.933256,0.762171,0.408422,0.606413,0.723563,0.973233,SEKER
0.102799,0.183953,0.203144,0.204042,0.372549,0.786391,0.1005,0.188113,0.745323,0.903461,0.795464,0.468549,0.506099,0.369129,0.415512,0.977271,SEKER
0.102884,0.194744,0.164554,0.248818,0.218073,0.637169,0.101498,0.188244,0.696917,0.839392,0.727846,0.649589,0.442978,0.508566,0.601107,0.966931,SEKER
0.102884,0.159427,0.14766,0.270828,0.153972,0.539327,0.099333,0.188244,0.696185,0.992108,0.967937,0.737789,0.415514,0.58435,0.696584,0.954606,SEKER
0.102892,0.159151,0.140861,0.278881,0.130494,0.494348,0.099465,0.188257,0.694619,0.983289,0.970101,0.775121,0.404428,0.61801,0.737994,0.987797,SEKER
0.102922,0.159965,0.13564,0.286116,0.111494,0.453014,0.099663,0.188303,0.732317,0.971266,0.9643,0.804698,0.395821,0.645317,0.771225,0.989354,SEKER
0.102982,0.162071,0.146922,0.271731,0.151355,0.534606,0.099824,0.188395,0.739505,0.96397,0.949257,0.74245,0.413914,0.588304,0.701722,0.966795,SEKER
0.102999,0.181117,0.183562,0.226602,0.291508,0.71923,0.100595,0.188421,0.779768,0.910603,0.816014,0.558016,0.47337,0.435165,0.505485,0.965812,SEKER
0.103003,0.164409,0.155267,0.260847,0.182378,0.586556,0.099944,0.188428,0.740724,0.956957,0.932307,0.698113,0.427384,0.549379,0.653225,0.968522,SEKER
0.10305,0.169266,0.133449,0.29041,0.102043,0.430481,0.100253,0.1885,0.706181,0.938293,0.897833,0.818117,0.391752,0.657653,0.786423,0.966111,SEKER
0.103059,0.169839,0.156462,0.260413,0.185256,0.590967,0.100125,0.188513,0.707203,0.94793,0.893862,0.69224,0.429094,0.544222,0.646863,0.940394,SEKER
0.103093,0.162349,0.151115,0.266534,0.166423,0.560896,0.099849,0.188565,0.655942,0.969889,0.948322,0.720656,0.42027,0.568803,0.677778,0.968044,SEKER
0.103097,0.211648,0.159737,0.257654,0.195499,0.60617,0.103575,0.188572,0.462872,0.710548,0.630178,0.675534,0.434252,0.529915,0.628849,0.900972,SEKER
0.103166,0.197874,0.1319,0.293059,0.095923,0.415087,0.10043,0.188676,0.728774,0.933711,0.711241,0.827853,0.388781,0.66663,0.797499,0.964219,SEKER
0.103217,0.173896,0.20007,0.209091,0.356535,0.774608,0.100018,0.188755,0.453182,0.966441,0.86702,0.484526,0.499204,0.379994,0.431329,0.960158,SEKER
0.103238,0.176847,0.144159,0.278199,0.137426,0.508269,0.100772,0.188788,0.760463,0.914574,0.846979,0.759277,0.408386,0.602886,0.720347,0.909483,SEKER
0.103392,0.170689,0.150013,0.269763,0.159811,0.549623,0.100719,0.189023,0.590141,0.928928,0.891128,0.728568,0.417256,0.575168,0.686447,0.943946,SEKER
0.103469,0.174714,0.195344,0.21486,0.336118,0.758605,0.10029,0.189141,0.754121,0.964532,0.863811,0.507036,0.490406,0.396042,0.453798,0.964553,SEKER
0.103524,0.163102,0.131183,0.294313,0.093072,0.407685,0.100517,0.189226,0.646886,0.952307,0.947126,0.834529,0.386208,0.672195,0.805117,0.993459,SEKER
0.10367,0.165905,0.145452,0.275174,0.143908,0.520786,0.100591,0.189448,0.648573,0.957059,0.928094,0.755136,0.40874,0.598268,0.715752,0.991339,SEKER
0.103691,0.16829,0.180404,0.23179,0.276389,0.704297,0.100405,0.189481,0.565568,0.971663,0.911115,0.577277,0.465231,0.44896,0.5253,0.985509,SEKER
0.103699,0.170347,0.149809,0.269802,0.15938,0.548874,0.100768,0.189494,0.725605,0.946591,0.896557,0.731736,0.415672,0.577353,0.689926,0.981788,SEKER
0.103742,0.165253,0.138666,0.284666,0.118845,0.469596,0.100784,0.18956,0.749599,0.948365,0.933558,0.793272,0.397464,0.632916,0.758343,0.990721,SEKER
0.103768,0.172499,0.145184,0.277064,0.140839,0.514918,0.100892,0.189599,0.670797,0.942564,0.882088,0.757272,0.40791,0.59999,0.718122,0.95527,SEKER
0.103776,0.164561,0.149328,0.270783,0.157115,0.54491,0.100463,0.189612,0.815415,0.973459,0.938949,0.734842,0.41458,0.579947,0.693341,0.978999,SEKER
0.103776,0.16947,0.136284,0.288624,0.109415,0.44818,0.100793,0.189612,0.745099,0.950133,0.90354,0.80698,0.393474,0.645597,0.773804,0.974849,SEKER
0.103832,0.164642,0.146553,0.274668,0.146621,0.525886,0.100657,0.189697,0.739258,0.963566,0.93892,0.750239,0.409865,0.593543,0.710329,0.978578,SEKER
0.103883,0.167325,0.149754,0.270465,0.158348,0.547073,0.10078,0.189775,0.727143,0.95835,0.919947,0.733273,0.414835,0.578346,0.691615,0.982335,SEKER
0.103913,0.207163,0.149438,0.2717,0.156037,0.543006,0.102569,0.189821,0.632509,0.835183,0.662732,0.735175,0.414202,0.579968,0.693706,0.960593,SEKER
0.104024,0.164665,0.16052,0.257299,0.197506,0.609061,0.100801,0.189991,0.62363,0.966586,0.940677,0.677637,0.431659,0.529965,0.631109,0.974377,SEKER
0.104135,0.169245,0.141543,0.282608,0.126765,0.486618,0.101077,0.190161,0.707725,0.954716,0.908674,0.77988,0.400551,0.619757,0.743316,0.973971,SEKER
0.104212,0.177198,0.148079,0.273756,0.150681,0.533378,0.10179,0.190278,0.634258,0.909872,0.853905,0.744532,0.410796,0.587678,0.70402,0.982919,SEKER
0.104225,0.165536,0.156068,0.263466,0.180062,0.582959,0.101065,0.190298,0.733,0.961747,0.936323,0.702074,0.42364,0.55045,0.657523,0.979358,SEKER
0.104229,0.207005,0.159936,0.258891,0.194033,0.60404,0.102165,0.190304,0.74473,0.884827,0.666361,0.681999,0.429866,0.533278,0.635806,0.968577,SEKER
0.104391,0.256001,0.158496,0.261909,0.186877,0.593424,0.103072,0.190552,0.587005,0.83291,0.416198,0.690517,0.426874,0.540221,0.645,0.948318,SEKER
0.104532,0.161113,0.130507,0.299443,0.085508,0.387278,0.101172,0.190768,0.783879,0.975294,0.972113,0.845544,0.381186,0.680486,0.817728,0.973415,SEKER
0.104541,0.169733,0.168457,0.249269,0.224835,0.645845,0.101687,0.190781,0.582196,0.939601,0.909186,0.640836,0.442312,0.498372,0.591812,0.96866,SEKER
0.104553,0.166181,0.143982,0.280947,0.133405,0.500265,0.101423,0.1908,0.711969,0.959029,0.934902,0.769239,0.402816,0.609191,0.731431,0.966514,SEKER
0.104575,0.1686,0.140897,0.285168,0.122216,0.476945,0.10172,0.190833,0.680464,0.939624,0.91763,0.786501,0.397762,0.624906,0.750736,0.968326,SEKER
0.104647,0.165383,0.155496,0.265571,0.175952,0.576472,0.101456,0.190944,0.769416,0.963146,0.941665,0.707889,0.420988,0.55466,0.663846,0.979853,SEKER
0.104686,0.171475,0.165405,0.254731,0.210614,0.627284,0.101436,0.191003,0.704003,0.967232,0.898244,0.657093,0.436788,0.511531,0.609101,0.930452,SEKER
0.10472,0.169567,0.160263,0.263071,0.188478,0.595831,0.101415,0.191055,0.744781,0.971027,0.912138,0.683553,0.428367,0.53368,0.637481,0.876628,SEKER
0.104771,0.173225,0.169649,0.248143,0.228875,0.650905,0.10177,0.191133,0.687976,0.949593,0.886767,0.636403,0.443263,0.494337,0.587118,0.981315,SEKER
0.104899,0.164765,0.144456,0.280891,0.134341,0.502145,0.101621,0.191329,0.745817,0.968797,0.948716,0.768984,0.402202,0.608247,0.731146,0.983579,SEKER
0.104968,0.167531,0.157083,0.264599,0.180312,0.58335,0.101696,0.191433,0.650771,0.968253,0.929228,0.7017,0.422234,0.548711,0.657117,0.979012,SEKER
0.104993,0.167061,0.169862,0.248671,0.228455,0.650383,0.101881,0.191472,0.605791,0.956965,0.932887,0.636782,0.442675,0.494255,0.587518,0.978745,SEKER
0.104998,0.186973,0.191255,0.22379,0.311744,0.737902,0.103225,0.191478,0.494527,0.863546,0.796208,0.534978,0.477051,0.414478,0.481991,0.973187,SEKER
0.105015,0.169957,0.156261,0.265731,0.177145,0.57837,0.102112,0.191504,0.705394,0.942231,0.912249,0.706313,0.420722,0.552595,0.66213,0.981459,SEKER
0.105113,0.176252,0.129627,0.302442,0.080286,0.372492,0.102524,0.191654,0.75865,0.920104,0.869031,0.854781,0.377527,0.688074,0.828342,0.981451,SEKER
0.105237,0.167036,0.15275,0.271471,0.162466,0.554197,0.101988,0.191843,0.709991,0.966078,0.935485,0.726348,0.414181,0.569585,0.684012,0.968044,SEKER
0.105267,0.17632,0.155793,0.267544,0.173669,0.57281,0.102516,0.191889,0.765571,0.931157,0.870039,0.710447,0.418945,0.555685,0.666632,0.969804,SEKER
0.105313,0.163679,0.139641,0.288627,0.11544,0.462013,0.101992,0.19196,0.700539,0.971041,0.960897,0.798618,0.39283,0.634521,0.764363,0.991126,SEKER
0.105318,0.170416,0.14633,0.279622,0.13946,0.512247,0.102454,0.191967,0.734308,0.938971,0.911948,0.761542,0.403549,0.600672,0.722864,0.987672,SEKER
0.10545,0.16566,0.135828,0.294854,0.100658,0.427055,0.102236,0.192169,0.704055,0.963301,0.947659,0.821197,0.386178,0.655303,0.789922,0.978421,SEKER
0.105489,0.252937,0.162622,0.26284,0.193227,0.602863,0.107137,0.192227,0.386609,0.630864,0.43824,0.67649,0.428996,0.526288,0.629876,0.868474,SEKER
0.10554,0.171192,0.1609,0.261382,0.192155,0.601289,0.102384,0.192305,0.687681,0.959017,0.908599,0.685667,0.426026,0.533947,0.639762,0.985117,SEKER
0.105561,0.179769,0.149912,0.277288,0.149176,0.530622,0.103254,0.192338,0.756053,0.899814,0.84927,0.743729,0.408325,0.584267,0.703133,0.938232,SEKER
0.105612,0.17044,0.162165,0.260413,0.195963,0.606841,0.102302,0.192416,0.650824,0.969749,0.914673,0.679639,0.427757,0.528714,0.633264,0.972828,SEKER
0.105676,0.165608,0.147886,0.280589,0.140985,0.515199,0.102433,0.192514,0.817288,0.96487,0.950303,0.75548,0.404618,0.594506,0.716134,0.932108,SEKER
0.105698,0.166962,0.165174,0.257521,0.205951,0.62093,0.102421,0.192546,0.766392,0.967192,0.940607,0.664859,0.432227,0.516164,0.6174,0.953785,SEKER
0.105787,0.165139,0.156559,0.268506,0.173714,0.572883,0.102347,0.192683,0.739141,0.978512,0.954863,0.709878,0.418064,0.554197,0.666012,0.962227,SEKER
0.105881,0.17,0.170565,0.250783,0.226501,0.647943,0.102471,0.192826,0.577134,0.976244,0.92046,0.63902,0.440099,0.494523,0.589888,0.974119,SEKER
0.105886,0.180589,0.154562,0.270776,0.16679,0.561511,0.10306,0.192832,0.735782,0.935332,0.84679,0.721057,0.414471,0.563703,0.678217,0.981903,SEKER
0.105997,0.170768,0.170909,0.250521,0.227565,0.649274,0.102714,0.193001,0.638108,0.967063,0.916094,0.638057,0.440171,0.493535,0.588868,0.980589,SEKER
0.106031,0.179222,0.155431,0.273926,0.163955,0.556735,0.103262,0.193053,0.510517,0.931129,0.857438,0.717429,0.415277,0.560269,0.67425,0.867174,SEKER
0.106142,0.169227,0.166195,0.256714,0.209097,0.625232,0.102986,0.193222,0.766349,0.957922,0.928583,0.662584,0.432034,0.513469,0.614966,0.983444,SEKER
0.106355,0.185634,0.200629,0.217431,0.342056,0.763378,0.103633,0.193547,0.718465,0.927352,0.817522,0.501192,0.486131,0.387455,0.447944,0.975833,SEKER
0.106402,0.165163,0.142689,0.288212,0.121455,0.475299,0.103085,0.193618,0.655647,0.968717,0.960842,0.789007,0.393448,0.623383,0.753549,0.98765,SEKER
0.106436,0.21174,0.1464,0.289382,0.126587,0.486243,0.106647,0.19367,0.767598,0.726846,0.657853,0.768726,0.399238,0.604871,0.730859,0.807479,SEKER
0.106479,0.172587,0.161075,0.264759,0.187524,0.594399,0.103295,0.193735,0.644528,0.959266,0.907866,0.690928,0.422483,0.536667,0.645445,0.968052,SEKER
0.106505,0.174413,0.186404,0.235003,0.282726,0.710664,0.103431,0.193774,0.845732,0.951527,0.895236,0.566739,0.462785,0.436231,0.514439,0.938952,SEKER
0.106556,0.179239,0.151675,0.277355,0.152306,0.536329,0.104664,0.193852,0.559888,0.869718,0.862308,0.74091,0.407181,0.579806,0.700024,0.96468,SEKER
0.106582,0.166341,0.150554,0.278018,0.149348,0.530937,0.103241,0.193891,0.691597,0.969961,0.95395,0.747114,0.405291,0.585246,0.706872,0.992042,SEKER
0.106757,0.174398,0.147981,0.282557,0.138503,0.510382,0.104,0.194157,0.697293,0.929073,0.897773,0.762241,0.400499,0.59839,0.723641,0.976816,SEKER
0.106782,0.167303,0.14745,0.283224,0.136646,0.506731,0.103584,0.194196,0.739262,0.959726,0.948898,0.76531,0.399553,0.601095,0.727054,0.980801,SEKER
0.106846,0.173671,0.152784,0.276536,0.155464,0.541988,0.103835,0.194293,0.725079,0.946579,0.903761,0.736911,0.407795,0.575713,0.695618,0.973947,SEKER
0.106893,0.197765,0.143778,0.290077,0.120977,0.474261,0.105579,0.194364,0.613463,0.829731,0.744976,0.786288,0.393271,0.619878,0.750497,0.937312,SEKER
0.106893,0.173106,0.170126,0.254149,0.220454,0.640254,0.103819,0.194364,0.754761,0.950904,0.908216,0.647713,0.435218,0.499858,0.599112,0.986258,SEKER
0.106919,0.177052,0.15058,0.281542,0.144589,0.522074,0.104218,0.194403,0.691663,0.92491,0.880817,0.749232,0.403999,0.586457,0.709214,0.919235,SEKER
0.106983,0.170383,0.156357,0.272283,0.167972,0.563481,0.103761,0.194501,0.696056,0.960986,0.928531,0.718849,0.41294,0.559678,0.675803,0.974188,SEKER
0.106992,0.169957,0.156543,0.271724,0.169105,0.565358,0.10365,0.194513,0.769371,0.969311,0.931683,0.717929,0.413201,0.558864,0.674796,0.984637,SEKER
0.107,0.169472,0.148564,0.2828,0.139232,0.511803,0.103893,0.194526,0.63437,0.952973,0.935268,0.760703,0.40047,0.596523,0.721931,0.970282,SEKER
0.107132,0.173706,0.182659,0.239932,0.267182,0.694755,0.103856,0.194727,0.730467,0.964509,0.906288,0.588289,0.454166,0.451907,0.536702,0.982921,SEKER
0.107141,0.177894,0.147273,0.284616,0.134464,0.502392,0.10473,0.19474,0.776891,0.904592,0.877115,0.768692,0.397866,0.603413,0.730821,0.982026,SEKER
0.10715,0.16852,0.1408,0.293667,0.11102,0.451919,0.104029,0.194753,0.666468,0.953635,0.943653,0.804672,0.387541,0.636246,0.771195,0.978166,SEKER
0.107218,0.167789,0.150303,0.28095,0.144889,0.522639,0.103674,0.194857,0.709051,0.982919,0.949659,0.752727,0.402381,0.588971,0.713083,0.977346,SEKER
0.107282,0.178733,0.16287,0.265589,0.189655,0.597589,0.10461,0.194954,0.665674,0.922332,0.872674,0.686932,0.422096,0.531801,0.641127,0.952166,SEKER
0.107508,0.171231,0.138901,0.298016,0.102128,0.43069,0.104251,0.195297,0.756448,0.962423,0.927579,0.817855,0.383146,0.647742,0.786126,0.964306,SEKER
0.107521,0.17955,0.18332,0.241718,0.265518,0.692993,0.104569,0.195317,0.632179,0.941301,0.869337,0.587588,0.453586,0.450727,0.535973,0.939826,SEKER
0.107534,0.17113,0.165644,0.26249,0.199399,0.611764,0.104363,0.195336,0.72011,0.956435,0.928558,0.674397,0.425484,0.520808,0.627627,0.964279,SEKER
0.107542,0.182611,0.180119,0.245395,0.253345,0.679726,0.104726,0.195349,0.753108,0.931915,0.848735,0.602985,0.448416,0.46277,0.551996,0.945452,SEKER
0.107615,0.168595,0.156473,0.274033,0.165718,0.559713,0.10442,0.195459,0.62694,0.95791,0.947709,0.722415,0.410609,0.561564,0.679703,0.979202,SEKER
0.107628,0.181644,0.147903,0.285578,0.134321,0.502104,0.105187,0.195479,0.699068,0.905852,0.856075,0.768519,0.396967,0.602276,0.730628,0.97629,SEKER
0.107636,0.173213,0.146667,0.28666,0.130655,0.494679,0.104763,0.195491,0.713017,0.935681,0.914669,0.77535,0.394973,0.608418,0.73825,0.99476,SEKER
0.107713,0.169007,0.163949,0.264713,0.19295,0.602457,0.104169,0.195608,0.720406,0.981994,0.945676,0.684204,0.422072,0.528711,0.638183,0.979502,SEKER
0.10773,0.16933,0.140219,0.29627,0.106671,0.441695,0.104478,0.195634,0.642185,0.961688,0.943494,0.811908,0.384387,0.641731,0.779381,0.983139,SEKER
0.107743,0.173271,0.150176,0.284015,0.140517,0.514296,0.104445,0.195653,0.621401,0.964838,0.915297,0.756926,0.40012,0.591667,0.717738,0.943078,SEKER
0.107747,0.174206,0.152064,0.280565,0.148615,0.529587,0.10494,0.19566,0.621177,0.930922,0.908709,0.746768,0.403095,0.582642,0.70649,0.970905,SEKER
0.107756,0.169183,0.158894,0.270732,0.174852,0.574713,0.104313,0.195673,0.643107,0.974854,0.944811,0.71063,0.413887,0.551118,0.666832,0.997679,SEKER
0.107816,0.180832,0.19999,0.222992,0.330609,0.754084,0.104561,0.195763,0.47978,0.961736,0.863365,0.512878,0.478766,0.393829,0.459666,0.960173,SEKER
0.10785,0.170354,0.154265,0.277352,0.157044,0.544784,0.104709,0.195815,0.707856,0.953766,0.937245,0.735669,0.406181,0.572673,0.694251,0.989742,SEKER
0.10791,0.170619,0.150807,0.283134,0.142847,0.518767,0.104466,0.195906,0.775278,0.974643,0.935918,0.754622,0.400469,0.589287,0.715183,0.96042,SEKER
0.108025,0.171146,0.140931,0.296772,0.107297,0.443184,0.1048,0.19608,0.704134,0.959285,0.933245,0.8099,0.384387,0.639246,0.777107,0.968514,SEKER
0.108051,0.173888,0.166826,0.262008,0.202329,0.615897,0.10466,0.196119,0.609877,0.970713,0.913898,0.671743,0.42527,0.517664,0.624777,0.984305,SEKER
0.108055,0.196302,0.155446,0.279117,0.15676,0.544283,0.10569,0.196125,0.725657,0.899989,0.764423,0.730748,0.407243,0.567974,0.68884,0.910519,SEKER
0.108093,0.172251,0.150433,0.283747,0.141343,0.515889,0.104853,0.196184,0.637128,0.960179,0.925975,0.757871,0.39916,0.591815,0.718786,0.975188,SEKER
0.108106,0.179182,0.191734,0.233055,0.2965,0.72397,0.105022,0.196203,0.612082,0.949363,0.877415,0.551964,0.464454,0.422457,0.49929,0.962739,SEKER
0.10811,0.173333,0.176234,0.250462,0.237816,0.661789,0.104713,0.196209,0.725256,0.971028,0.918418,0.625362,0.439914,0.479629,0.575461,0.98858,SEKER
0.10817,0.261178,0.165184,0.265392,0.194252,0.60436,0.106008,0.1963,0.719907,0.885986,0.420071,0.680858,0.422191,0.525069,0.634577,0.955835,SEKER
0.108174,0.168605,0.142168,0.295064,0.111669,0.45342,0.104791,0.196306,0.742961,0.969919,0.953161,0.80396,0.385773,0.63344,0.77039,0.982678,SEKER
0.108345,0.172743,0.173464,0.254877,0.225656,0.646881,0.104952,0.196565,0.71419,0.970292,0.924906,0.640447,0.434573,0.491406,0.5914,0.979171,SEKER
0.108426,0.178909,0.160612,0.271346,0.177148,0.578374,0.105393,0.196688,0.639503,0.945299,0.882347,0.70606,0.413943,0.545945,0.661856,0.977719,SEKER
0.108636,0.173575,0.163224,0.268323,0.186331,0.592599,0.105154,0.197004,0.732698,0.975851,0.921787,0.693915,0.417235,0.535225,0.648676,0.988196,SEKER
0.108738,0.177743,0.159395,0.274767,0.170051,0.566917,0.105909,0.197159,0.661866,0.930772,0.893406,0.714441,0.410789,0.552551,0.670987,0.952638,SEKER
0.108823,0.174849,0.160481,0.273349,0.174052,0.573428,0.105678,0.197288,0.750796,0.952355,0.914556,0.709335,0.412164,0.548009,0.66542,0.961262,SEKER
0.108879,0.172602,0.127781,0.317725,0.058934,0.304939,0.105909,0.197372,0.721271,0.940205,0.931114,0.892097,0.360413,0.715868,0.871595,0.994847,SEKER
0.108934,0.173073,0.162292,0.271808,0.179584,0.582212,0.105624,0.197456,0.710157,0.963487,0.928278,0.700664,0.414578,0.540403,0.655992,0.94807,SEKER
0.109016,0.177552,0.154339,0.281596,0.151342,0.534581,0.105913,0.197578,0.620152,0.94907,0.897389,0.742982,0.401733,0.576835,0.702309,0.97437,SEKER
0.109037,0.174365,0.17873,0.250347,0.242758,0.667627,0.105698,0.19761,0.607591,0.965246,0.920054,0.619079,0.440056,0.473047,0.568851,0.988775,SEKER
0.109148,0.190572,0.139959,0.301198,0.100008,0.425435,0.107079,0.197778,0.699267,0.878207,0.810864,0.823036,0.378588,0.649098,0.792015,0.989836,SEKER
0.109156,0.182007,0.197963,0.228762,0.316262,0.74188,0.105859,0.197791,0.627105,0.962189,0.867978,0.530059,0.469835,0.40448,0.477003,0.97696,SEKER
0.109174,0.170846,0.152253,0.284565,0.143533,0.520074,0.105744,0.197817,0.786491,0.971279,0.946665,0.755219,0.397836,0.58733,0.715845,0.984319,SEKER
0.109178,0.167331,0.15196,0.285261,0.142067,0.517278,0.105496,0.197823,0.770451,0.988626,0.972476,0.756826,0.39736,0.588747,0.717626,0.975742,SEKER
0.109195,0.17057,0.156587,0.278808,0.159266,0.548675,0.10574,0.197849,0.685655,0.972994,0.948873,0.732208,0.404573,0.567065,0.690444,0.986339,SEKER
0.109195,0.171737,0.138919,0.303426,0.095409,0.413765,0.106074,0.197849,0.702078,0.950029,0.94042,0.829272,0.376774,0.654833,0.799117,0.972626,SEKER
0.109263,0.187576,0.187128,0.241096,0.273919,0.701771,0.106642,0.197952,0.743406,0.915644,0.831572,0.58047,0.452342,0.442409,0.528601,0.988811,SEKER
0.109289,0.171453,0.168594,0.263627,0.203224,0.617149,0.106016,0.197991,0.740023,0.960278,0.943392,0.670768,0.423089,0.514647,0.623732,0.987892,SEKER
0.109314,0.176737,0.176691,0.254372,0.232555,0.655436,0.106144,0.198029,0.595625,0.953214,0.905957,0.630741,0.435718,0.481912,0.581133,0.967295,SEKER
0.109344,0.174409,0.142633,0.298848,0.107681,0.444096,0.106069,0.198074,0.695248,0.960309,0.922714,0.809277,0.382052,0.63591,0.776402,0.968335,SEKER
0.109609,0.174171,0.168145,0.267513,0.196642,0.60782,0.106061,0.198474,0.678104,0.978585,0.926968,0.675088,0.421106,0.517668,0.628369,0.91783,SEKER
0.109618,0.171006,0.152562,0.28575,0.142495,0.518096,0.10616,0.198487,0.749314,0.972352,0.949851,0.756494,0.396607,0.587592,0.717259,0.980273,SEKER
0.109733,0.171266,0.134193,0.312036,0.076695,0.361963,0.106457,0.198661,0.757891,0.959677,0.949089,0.860185,0.367341,0.682975,0.834569,0.972797,SEKER
0.109788,0.178332,0.14313,0.300161,0.106901,0.442244,0.107599,0.198744,0.684457,0.885526,0.899313,0.809488,0.381153,0.635182,0.776641,0.953506,SEKER
0.10981,0.17789,0.159936,0.276735,0.168273,0.563981,0.106882,0.198776,0.691159,0.935746,0.902608,0.718604,0.407433,0.554127,0.675535,0.976969,SEKER
0.10987,0.179154,0.164169,0.272142,0.182564,0.586843,0.10745,0.198866,0.563413,0.90098,0.894356,0.69704,0.413837,0.535617,0.652061,0.956267,SEKER
0.109963,0.183098,0.185603,0.245482,0.263751,0.691108,0.106869,0.199008,0.731295,0.94683,0.868118,0.59198,0.447059,0.450205,0.540534,0.974832,SEKER
0.110087,0.175196,0.137771,0.307639,0.088224,0.394739,0.10738,0.199195,0.712671,0.920209,0.924281,0.841921,0.371634,0.66483,0.813574,0.985619,SEKER
0.110151,0.174233,0.157005,0.281964,0.155677,0.542367,0.106642,0.199291,0.640918,0.974877,0.931769,0.736264,0.401512,0.568778,0.694906,0.96897,SEKER
0.110292,0.176712,0.176707,0.257231,0.228149,0.650003,0.10684,0.199503,0.771258,0.970708,0.915501,0.636822,0.431793,0.485153,0.587561,0.973245,SEKER
0.11048,0.176197,0.156744,0.285195,0.150793,0.533582,0.107331,0.199786,0.6452,0.949681,0.920947,0.739802,0.399834,0.571239,0.698802,0.915371,SEKER
0.110604,0.176356,0.141204,0.305285,0.097116,0.418142,0.107422,0.199972,0.70639,0.951723,0.921014,0.825847,0.375081,0.648651,0.795214,0.96318,SEKER
0.110689,0.178054,0.174314,0.261515,0.217097,0.635894,0.107397,0.200101,0.712231,0.959083,0.909846,0.651102,0.426463,0.496042,0.602717,0.970395,SEKER
