@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R1-3,7-8,10-11,14,16-17'

@attribute Area numeric
@attribute Perimeter numeric
@attribute MajorAxisLength numeric
@attribute ConvexArea numeric
@attribute EquivDiameter numeric
@attribute Solidity numeric
@attribute roundness numeric
@attribute ShapeFactor2 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.218719,0.365601,0.361401,0.214757,0.34494,0.863632,0.625744,0.225234,0.962426,BARBUNYA
0.218774,0.391927,0.342625,0.216253,0.345007,0.801221,0.515631,0.260338,0.918041,BARBUNYA
0.218851,0.338462,0.340328,0.213829,0.3451,0.909767,0.753612,0.265008,0.909602,BARBUNYA
0.218885,0.365222,0.368505,0.214711,0.345141,0.87271,0.628293,0.213163,0.897493,BARBUNYA
0.218936,0.407183,0.362344,0.215841,0.345203,0.825899,0.457556,0.223861,0.894572,BARBUNYA
0.218975,0.385847,0.339856,0.216249,0.34525,0.809918,0.541089,0.266133,0.906163,BARBUNYA
0.219034,0.368345,0.417829,0.214328,0.345322,0.895806,0.615319,0.140244,0.93102,BARBUNYA
0.219141,0.364992,0.317895,0.215804,0.345451,0.836216,0.630661,0.31348,0.96645,BARBUNYA
0.219282,0.344316,0.305833,0.214715,0.345621,0.889473,0.727328,0.342424,0.917179,BARBUNYA
0.219376,0.370285,0.330348,0.215762,0.345735,0.847985,0.608627,0.286361,0.925795,BARBUNYA
0.219735,0.376029,0.346667,0.216962,0.346168,0.811437,0.585774,0.25383,0.958306,BARBUNYA
0.219782,0.370946,0.323864,0.216673,0.346225,0.82585,0.60785,0.301055,0.88782,BARBUNYA
0.219799,0.380458,0.318827,0.217444,0.346246,0.793435,0.567437,0.312407,0.938831,BARBUNYA
0.219803,0.388606,0.371746,0.217205,0.346251,0.803876,0.533985,0.208887,0.972042,BARBUNYA
0.219807,0.376275,0.334441,0.2161,0.346256,0.85168,0.585099,0.278415,0.908876,BARBUNYA
0.219987,0.348502,0.388471,0.214456,0.346472,0.93089,0.711098,0.182466,0.913358,BARBUNYA
0.220115,0.370306,0.352587,0.216566,0.346627,0.844594,0.612356,0.243127,0.979154,BARBUNYA
0.220128,0.34079,0.35329,0.214616,0.346642,0.929871,0.749294,0.241835,0.941227,BARBUNYA
0.220209,0.361258,0.347399,0.216814,0.34674,0.837904,0.653029,0.253091,0.962925,BARBUNYA
0.220333,0.370127,0.369041,0.216979,0.34689,0.836042,0.614264,0.214119,0.920253,BARBUNYA
0.220354,0.387024,0.393979,0.217407,0.346915,0.818499,0.543119,0.174644,0.880691,BARBUNYA
0.220431,0.33204,0.354128,0.21448,0.347008,0.948769,0.79502,0.240697,0.877046,BARBUNYA
0.220452,0.370054,0.348935,0.21643,0.347034,0.86478,0.615203,0.25049,0.925303,BARBUNYA
0.220495,0.381913,0.329253,0.216422,0.347085,0.866948,0.564867,0.290413,0.955172,BARBUNYA
0.220512,0.378839,0.334095,0.217036,0.347106,0.841149,0.577824,0.280193,0.893118,BARBUNYA
0.220636,0.36789,0.293726,0.217028,0.347255,0.846747,0.625651,0.375975,0.97954,BARBUNYA
0.220678,0.374717,0.349415,0.217317,0.347307,0.836124,0.596188,0.249894,0.974209,BARBUNYA
0.220811,0.371092,0.375724,0.217535,0.347466,0.832322,0.612529,0.203583,0.87907,BARBUNYA
0.221016,0.393639,0.391366,0.218504,0.347713,0.799439,0.519737,0.179306,0.853207,BARBUNYA
0.221118,0.383867,0.346343,0.217989,0.347837,0.82583,0.559876,0.256424,0.934953,BARBUNYA
0.221199,0.38009,0.349763,0.217358,0.347935,0.856381,0.576027,0.249959,0.970949,BARBUNYA
0.221319,0.367117,0.346506,0.217885,0.348079,0.838727,0.632626,0.256393,0.87198,BARBUNYA
0.221332,0.371706,0.33198,0.218306,0.348094,0.821225,0.612546,0.285874,0.873383,BARBUNYA
0.221366,0.354748,0.389605,0.215713,0.348135,0.934742,0.689138,0.182375,0.928567,BARBUNYA
0.221366,0.392336,0.345773,0.218549,0.348135,0.812251,0.526637,0.257885,0.972688,BARBUNYA
0.221387,0.378404,0.380742,0.218759,0.348161,0.804161,0.584086,0.196189,0.970636,BARBUNYA
0.221391,0.363148,0.317903,0.217997,0.348166,0.83701,0.650746,0.317098,0.895598,BARBUNYA
0.221618,0.374362,0.348368,0.218087,0.348439,0.842664,0.602518,0.253218,0.942416,BARBUNYA
0.221639,0.350092,0.390603,0.21582,0.348464,0.941687,0.712581,0.181187,0.93985,BARBUNYA
0.221703,0.357322,0.368973,0.216925,0.348541,0.896404,0.678996,0.216001,0.927324,BARBUNYA
0.22178,0.387711,0.334997,0.220458,0.348634,0.748438,0.547362,0.280213,0.897107,BARBUNYA
0.221836,0.353999,0.274197,0.217815,0.348701,0.863557,0.695182,0.434172,0.921001,BARBUNYA
0.221861,0.366851,0.296309,0.21913,0.348731,0.808256,0.636639,0.371302,0.858475,BARBUNYA
0.222045,0.339935,0.298742,0.217902,0.348952,0.868663,0.764316,0.365233,0.911824,BARBUNYA
0.222092,0.384304,0.389455,0.218834,0.349009,0.830644,0.562919,0.18346,0.974457,BARBUNYA
0.222425,0.414454,0.412104,0.219864,0.349409,0.800648,0.446762,0.151401,0.882691,BARBUNYA
0.222442,0.396171,0.364521,0.219147,0.34943,0.831968,0.5166,0.224665,0.95138,BARBUNYA
0.222668,0.371969,0.396541,0.21859,0.349702,0.865344,0.618281,0.173544,0.931478,BARBUNYA
0.222907,0.380826,0.350196,0.219662,0.349989,0.829503,0.581524,0.251525,0.854393,BARBUNYA
0.222946,0.374383,0.356509,0.218945,0.350035,0.86181,0.609222,0.239738,0.905919,BARBUNYA
0.22301,0.356187,0.384839,0.21911,0.350112,0.857435,0.691284,0.191684,0.863339,BARBUNYA
0.223023,0.371954,0.384777,0.218483,0.350128,0.884883,0.620175,0.191797,0.961043,BARBUNYA
0.223027,0.365562,0.379989,0.21885,0.350133,0.869293,0.64849,0.199407,0.972029,BARBUNYA
0.223121,0.339587,0.314449,0.218174,0.350246,0.902344,0.772115,0.328001,0.973725,BARBUNYA
0.223407,0.350053,0.342945,0.219806,0.350589,0.844307,0.72244,0.266396,0.913435,BARBUNYA
0.223471,0.3872,0.328835,0.220157,0.350666,0.832041,0.557806,0.29589,0.960557,BARBUNYA
0.223544,0.376048,0.382631,0.219093,0.350753,0.880586,0.605089,0.195813,0.923837,BARBUNYA
0.223552,0.35777,0.340019,0.218916,0.350763,0.888561,0.686829,0.272501,0.983002,BARBUNYA
0.223569,0.369898,0.320012,0.220804,0.350784,0.808619,0.632022,0.31575,0.843094,BARBUNYA
0.223608,0.367052,0.377619,0.2189,0.35083,0.891605,0.644859,0.20397,0.90573,BARBUNYA
0.223778,0.36502,0.350125,0.219188,0.351035,0.88639,0.654872,0.252877,0.941012,BARBUNYA
0.223804,0.379201,0.325389,0.221373,0.351066,0.794312,0.59292,0.303981,0.964341,BARBUNYA
0.223817,0.361099,0.339138,0.219279,0.351081,0.884112,0.672891,0.274686,0.954033,BARBUNYA
0.22383,0.366615,0.302194,0.221439,0.351096,0.79259,0.647975,0.359435,0.954737,BARBUNYA
0.224137,0.387123,0.337582,0.223673,0.351465,0.711458,0.561414,0.278356,0.94307,BARBUNYA
0.224184,0.382298,0.402266,0.220182,0.351521,0.860866,0.581734,0.166976,0.91727,BARBUNYA
0.224188,0.353983,0.370638,0.219085,0.351527,0.908055,0.707991,0.216352,0.967515,BARBUNYA
0.224244,0.40336,0.388429,0.221616,0.351593,0.802367,0.497101,0.18758,0.95026,BARBUNYA
0.224342,0.368827,0.358627,0.220726,0.351711,0.844272,0.640776,0.237745,0.89684,BARBUNYA
0.224444,0.390092,0.394522,0.220907,0.351834,0.840836,0.550755,0.178577,0.946667,BARBUNYA
0.224602,0.381072,0.351384,0.220647,0.352023,0.858506,0.589007,0.251619,0.947861,BARBUNYA
0.224731,0.389732,0.34415,0.221319,0.352176,0.835263,0.553626,0.265897,0.923361,BARBUNYA
0.224752,0.35365,0.311732,0.220577,0.352202,0.867749,0.712618,0.337212,0.955562,BARBUNYA
0.224786,0.38907,0.357855,0.222008,0.352243,0.8084,0.556608,0.239758,0.95366,BARBUNYA
0.224846,0.334191,0.350348,0.219085,0.352315,0.935708,0.809319,0.253941,0.936735,BARBUNYA
0.224914,0.361218,0.333979,0.220924,0.352396,0.859768,0.678165,0.287049,0.924913,BARBUNYA
0.224927,0.345009,0.347563,0.219864,0.352412,0.905604,0.755308,0.259449,0.860761,BARBUNYA
0.22494,0.379529,0.354355,0.220685,0.352427,0.871036,0.597255,0.246466,0.948836,BARBUNYA
0.225017,0.366618,0.408522,0.219798,0.352519,0.912197,0.654162,0.159103,0.95059,BARBUNYA
0.225064,0.396528,0.339442,0.222123,0.352575,0.815077,0.527824,0.275891,0.927773,BARBUNYA
0.225158,0.351525,0.31247,0.220981,0.352688,0.867481,0.724948,0.3361,0.903086,BARBUNYA
0.22517,0.374682,0.331835,0.223546,0.352703,0.759622,0.619298,0.292007,0.816929,BARBUNYA
0.225311,0.390924,0.341736,0.222086,0.352872,0.826959,0.551606,0.27158,0.921633,BARBUNYA
0.225328,0.375386,0.36273,0.221109,0.352892,0.869172,0.617044,0.231644,0.987851,BARBUNYA
0.225388,0.383316,0.339209,0.221385,0.352964,0.859907,0.583474,0.276845,0.950367,BARBUNYA
0.225431,0.417735,0.34511,0.222865,0.353015,0.79902,0.448468,0.264993,0.910362,BARBUNYA
0.225461,0.367555,0.395045,0.220573,0.353051,0.897588,0.652271,0.17897,0.919469,BARBUNYA
0.225478,0.360973,0.327183,0.220977,0.353071,0.881041,0.682281,0.30261,0.882169,BARBUNYA
0.225482,0.37343,0.384885,0.220763,0.353076,0.890373,0.626355,0.19459,0.966564,BARBUNYA
0.225516,0.387806,0.393274,0.220845,0.353117,0.888279,0.565407,0.181691,0.947523,BARBUNYA
0.225649,0.355531,0.352468,0.220726,0.353275,0.898924,0.708569,0.251008,0.873008,BARBUNYA
0.225896,0.399584,0.333628,0.224086,0.353571,0.767055,0.519709,0.289272,0.853904,BARBUNYA
0.225935,0.412855,0.391261,0.222816,0.353617,0.822037,0.468873,0.185231,0.940596,BARBUNYA
0.225994,0.382185,0.324527,0.222115,0.353689,0.854185,0.591279,0.309336,0.933488,BARBUNYA
0.22602,0.366255,0.356897,0.222556,0.353719,0.836563,0.661042,0.243199,0.899906,BARBUNYA
0.226191,0.385723,0.370426,0.224114,0.353924,0.778035,0.57739,0.219277,0.911565,BARBUNYA
0.226272,0.365474,0.290372,0.221958,0.354021,0.872396,0.665896,0.395445,0.974951,BARBUNYA
0.226554,0.333198,0.346648,0.220421,0.354357,0.949884,0.824252,0.263549,0.943286,BARBUNYA
0.226605,0.380078,0.343882,0.223397,0.354418,0.825338,0.603305,0.269126,0.853654,BARBUNYA
0.226643,0.374643,0.350095,0.222309,0.354464,0.872978,0.626995,0.256942,0.976017,BARBUNYA
0.226652,0.49468,0.307438,0.226489,0.354474,0.698223,0.207737,0.350991,0.905582,BARBUNYA
0.226729,0.375408,0.321625,0.224213,0.354566,0.796141,0.624096,0.317091,0.953423,BARBUNYA
0.226942,0.380401,0.344688,0.222956,0.354821,0.857967,0.603622,0.267997,0.941124,BARBUNYA
0.227109,0.368149,0.374581,0.222313,0.35502,0.89217,0.658189,0.213382,0.935598,BARBUNYA
0.227113,0.374105,0.378785,0.223863,0.355025,0.826768,0.631757,0.2064,0.945013,BARBUNYA
0.227122,0.404867,0.373442,0.224003,0.355035,0.821224,0.504862,0.21532,0.937461,BARBUNYA
0.227173,0.394714,0.441075,0.223834,0.355096,0.830458,0.545291,0.119809,0.9219,BARBUNYA
0.227322,0.383673,0.367408,0.223768,0.355275,0.839426,0.591624,0.225972,0.975008,BARBUNYA
0.227348,0.375321,0.359337,0.222919,0.355305,0.876383,0.627631,0.240488,0.922791,BARBUNYA
0.227391,0.388927,0.350425,0.22411,0.355356,0.827846,0.570005,0.257347,0.885553,BARBUNYA
0.227604,0.380771,0.331374,0.226073,0.355611,0.754598,0.60537,0.296697,0.750652,BARBUNYA
0.227954,0.348404,0.376235,0.222354,0.356028,0.925593,0.755368,0.21167,0.944376,BARBUNYA
0.228138,0.36862,0.384989,0.22357,0.356247,0.881571,0.66142,0.197622,0.922675,BARBUNYA
0.228232,0.363511,0.341956,0.223455,0.356359,0.890351,0.685165,0.275371,0.942899,BARBUNYA
0.2283,0.37397,0.38329,0.223797,0.35644,0.878703,0.638428,0.200535,0.940294,BARBUNYA
0.228394,0.3901,0.397161,0.223978,0.356552,0.874928,0.570086,0.179189,0.942242,BARBUNYA
0.228411,0.367902,0.324314,0.223508,0.356572,0.895515,0.666082,0.31361,0.950393,BARBUNYA
0.228471,0.381823,0.385625,0.222775,0.356643,0.929162,0.605224,0.197012,0.967364,BARBUNYA
0.228544,0.371671,0.334535,0.22531,0.35673,0.825089,0.649858,0.291314,0.924677,BARBUNYA
0.228565,0.399327,0.38231,0.225549,0.356755,0.815958,0.53349,0.202437,0.905999,BARBUNYA
0.228689,0.354975,0.303992,0.22425,0.356903,0.87563,0.727598,0.363233,0.925082,BARBUNYA
0.228992,0.432249,0.38416,0.22829,0.357263,0.719709,0.412314,0.199975,0.849291,BARBUNYA
0.229112,0.385689,0.359566,0.225017,0.357406,0.860788,0.592019,0.242433,0.959326,BARBUNYA
0.229427,0.374157,0.35808,0.224523,0.357781,0.894677,0.643371,0.245614,0.865136,BARBUNYA
0.229445,0.389454,0.377221,0.225887,0.357802,0.838014,0.577914,0.211881,0.965903,BARBUNYA
0.229517,0.391373,0.390682,0.225693,0.357888,0.849117,0.57033,0.190328,0.961848,BARBUNYA
0.229573,0.3822,0.349016,0.22571,0.357954,0.850711,0.609131,0.263152,0.916735,BARBUNYA
0.229705,0.442267,0.392551,0.230071,0.358111,0.675763,0.380853,0.187668,0.789878,BARBUNYA
0.229705,0.388424,0.405835,0.22618,0.358111,0.836478,0.583483,0.168026,0.939822,BARBUNYA
0.229795,0.369982,0.333961,0.226258,0.358218,0.836888,0.66388,0.294422,0.885613,BARBUNYA
0.23035,0.375881,0.402748,0.225652,0.358877,0.885121,0.640481,0.173186,0.963356,BARBUNYA
0.230521,0.354092,0.354764,0.225438,0.35908,0.901175,0.741733,0.253345,0.93583,BARBUNYA
0.230657,0.432088,0.383686,0.227268,0.359242,0.830124,0.4202,0.202753,0.954263,BARBUNYA
0.230704,0.369927,0.352612,0.225487,0.359298,0.906654,0.668839,0.257726,0.935625,BARBUNYA
0.230858,0.416568,0.312085,0.229729,0.35948,0.736579,0.477584,0.346503,0.859352,BARBUNYA
0.231144,0.372413,0.323601,0.227375,0.359819,0.845589,0.659935,0.319538,0.971681,BARBUNYA
0.231161,0.364757,0.328689,0.226773,0.35984,0.871426,0.694828,0.308043,0.917736,BARBUNYA
0.231161,0.404481,0.421257,0.228315,0.35984,0.807225,0.525426,0.148442,0.906073,BARBUNYA
0.231708,0.357098,0.39866,0.225516,0.360487,0.946763,0.733708,0.180735,0.988055,BARBUNYA
0.23181,0.401078,0.406441,0.228245,0.360609,0.836626,0.541996,0.169482,0.897858,BARBUNYA
0.231874,0.389651,0.342009,0.228088,0.360685,0.845752,0.589021,0.280541,0.930579,BARBUNYA
0.231917,0.368153,0.356226,0.226823,0.360735,0.900351,0.683186,0.252473,0.890747,BARBUNYA
0.232002,0.35029,0.303869,0.226819,0.360836,0.904026,0.768307,0.369272,0.934568,BARBUNYA
0.232173,0.460864,0.432585,0.227264,0.361039,0.892373,0.330066,0.134953,0.943447,BARBUNYA
0.232463,0.37607,0.370425,0.229012,0.361382,0.831458,0.650412,0.22731,0.937518,BARBUNYA
0.232472,0.351576,0.32761,0.227293,0.361392,0.903405,0.764554,0.312486,0.936457,BARBUNYA
0.23254,0.36628,0.331547,0.227998,0.361473,0.87674,0.695031,0.303821,0.976501,BARBUNYA
0.2326,0.404922,0.363888,0.228439,0.361544,0.860811,0.530474,0.239154,0.859959,BARBUNYA
0.232724,0.394918,0.363671,0.228847,0.36169,0.848905,0.571335,0.239711,0.927295,BARBUNYA
0.232732,0.407521,0.386711,0.228558,0.361701,0.861239,0.520891,0.200386,0.926433,BARBUNYA
0.232767,0.381325,0.341154,0.228191,0.361741,0.877906,0.628916,0.283608,0.985547,BARBUNYA
0.232818,0.381914,0.369364,0.230174,0.361802,0.797862,0.626622,0.229629,0.930386,BARBUNYA
0.233014,0.419921,0.356851,0.229729,0.362034,0.824195,0.474868,0.252779,0.874096,BARBUNYA
0.233134,0.399505,0.378961,0.229028,0.362175,0.858075,0.554629,0.213545,0.967176,BARBUNYA
0.23327,0.378332,0.33601,0.229812,0.362337,0.831197,0.644525,0.295219,0.946312,BARBUNYA
0.2333,0.404075,0.389687,0.228995,0.362372,0.866226,0.53713,0.196337,0.958803,BARBUNYA
0.233339,0.368457,0.372551,0.22848,0.362417,0.889231,0.689192,0.224718,0.980781,BARBUNYA
0.233582,0.383538,0.37431,0.228773,0.362705,0.886964,0.623428,0.22199,0.890246,BARBUNYA
0.233646,0.357749,0.315282,0.229065,0.362781,0.877399,0.740983,0.343259,0.961188,BARBUNYA
0.233689,0.421515,0.354927,0.231155,0.362831,0.792835,0.471992,0.257373,0.846318,BARBUNYA
0.233821,0.365833,0.339574,0.229713,0.362987,0.857669,0.703802,0.288454,0.891005,BARBUNYA
0.233872,0.345666,0.373625,0.227416,0.363048,0.955555,0.801643,0.223536,0.964456,BARBUNYA
0.233984,0.38176,0.404031,0.228707,0.363179,0.906072,0.633134,0.175371,0.896518,BARBUNYA
0.234035,0.376139,0.39583,0.228752,0.363239,0.90627,0.658102,0.187668,0.926929,BARBUNYA
0.234133,0.411785,0.37629,0.232001,0.363355,0.776177,0.510854,0.219293,0.936338,BARBUNYA
0.234206,0.419831,0.402818,0.230314,0.363441,0.848377,0.480605,0.177395,0.950551,BARBUNYA
0.234227,0.355828,0.392207,0.228529,0.363466,0.923395,0.753354,0.193477,0.946494,BARBUNYA
0.234244,0.410696,0.35936,0.230731,0.363486,0.832759,0.51558,0.249707,0.888471,BARBUNYA
0.23447,0.369452,0.338585,0.229239,0.363753,0.903744,0.690512,0.291498,0.964861,BARBUNYA
0.234496,0.416191,0.378986,0.233563,0.363783,0.727225,0.495656,0.215185,0.637199,BARBUNYA
0.234551,0.390599,0.40487,0.22921,0.363849,0.908247,0.598174,0.174779,0.91301,BARBUNYA
0.234633,0.379473,0.31055,0.231559,0.363945,0.814406,0.646393,0.356625,0.877698,BARBUNYA
0.234799,0.383588,0.365671,0.229779,0.364141,0.894662,0.629284,0.2388,0.891647,BARBUNYA
0.234944,0.373506,0.355041,0.230982,0.364312,0.850747,0.674538,0.258871,0.908624,BARBUNYA
0.235252,0.400053,0.38414,0.231592,0.364674,0.838062,0.562533,0.207569,0.873225,BARBUNYA
0.235299,0.365889,0.348404,0.230216,0.36473,0.896812,0.711276,0.272424,0.949268,BARBUNYA
0.235367,0.419084,0.402032,0.233303,0.36481,0.772749,0.488685,0.179855,0.963154,BARBUNYA
0.235452,0.378693,0.394764,0.23186,0.364911,0.835157,0.65397,0.190937,0.916495,BARBUNYA
0.235555,0.406712,0.362785,0.233233,0.365031,0.78315,0.537299,0.245076,0.955773,BARBUNYA
0.235645,0.45561,0.412478,0.234078,0.365137,0.752422,0.36137,0.165109,0.844663,BARBUNYA
0.235726,0.39134,0.337694,0.23334,0.365233,0.785648,0.600801,0.295249,0.941597,BARBUNYA
0.235768,0.399739,0.397091,0.232388,0.365283,0.826257,0.566275,0.187733,0.949987,BARBUNYA
0.235815,0.375629,0.355048,0.231378,0.365338,0.869662,0.669449,0.260051,0.914273,BARBUNYA
0.235875,0.446538,0.40427,0.233588,0.365408,0.781585,0.392657,0.177124,0.919668,BARBUNYA
0.235943,0.352318,0.379292,0.229729,0.365489,0.943214,0.779802,0.216456,0.90413,BARBUNYA
0.235952,0.383787,0.33212,0.23334,0.365499,0.79474,0.634175,0.307732,0.93712,BARBUNYA
0.236054,0.381783,0.370312,0.231028,0.365619,0.893802,0.643415,0.232107,0.938713,BARBUNYA
0.236084,0.378124,0.331941,0.23245,0.365655,0.836453,0.659688,0.30833,0.922227,BARBUNYA
0.236127,0.392224,0.371852,0.232293,0.365705,0.844599,0.599048,0.229482,0.930362,BARBUNYA
0.236174,0.389998,0.418171,0.231411,0.36576,0.882799,0.60866,0.157811,0.935074,BARBUNYA
0.236272,0.360434,0.356728,0.231197,0.365876,0.895623,0.742144,0.257438,0.843566,BARBUNYA
0.236383,0.37555,0.326626,0.2328,0.366006,0.834134,0.672701,0.320784,0.931081,BARBUNYA
0.236464,0.391207,0.407206,0.232277,0.366102,0.858872,0.604973,0.173501,0.944632,BARBUNYA
0.236699,0.39101,0.39506,0.232998,0.366378,0.838746,0.606954,0.19192,0.905591,BARBUNYA
0.236772,0.367615,0.319589,0.232062,0.366463,0.880084,0.710943,0.337908,0.905659,BARBUNYA
0.236814,0.437761,0.339336,0.235402,0.366513,0.745725,0.427064,0.293346,0.852739,BARBUNYA
0.236891,0.42248,0.348783,0.235014,0.366604,0.764443,0.482842,0.273905,0.909639,BARBUNYA
0.237135,0.421365,0.384074,0.234198,0.36689,0.807284,0.488117,0.209953,0.909997,BARBUNYA
0.237148,0.388084,0.378736,0.23341,0.366905,0.839903,0.62159,0.218882,0.984717,BARBUNYA
0.23728,0.405103,0.352865,0.235904,0.36706,0.744022,0.551813,0.266323,0.879198,BARBUNYA
0.237532,0.41534,0.362108,0.23395,0.367356,0.833274,0.512824,0.248953,0.876996,BARBUNYA
0.237639,0.39032,0.372488,0.234598,0.367481,0.811201,0.614475,0.230284,0.823267,BARBUNYA
0.237643,0.407118,0.400234,0.233093,0.367486,0.872804,0.545485,0.185103,0.910409,BARBUNYA
0.237651,0.416825,0.396174,0.234124,0.367496,0.831007,0.507671,0.191299,0.899221,BARBUNYA
0.237741,0.375754,0.364197,0.232796,0.367601,0.888943,0.678704,0.245352,0.964923,BARBUNYA
0.237886,0.410634,0.381319,0.23581,0.367772,0.77201,0.532739,0.215438,0.774565,BARBUNYA
0.238019,0.371528,0.335719,0.233192,0.367927,0.883849,0.69934,0.302924,0.942465,BARBUNYA
0.238185,0.435951,0.405758,0.235043,0.368122,0.814974,0.439429,0.177505,0.953561,BARBUNYA
0.238249,0.371893,0.352008,0.23294,0.368198,0.903452,0.698857,0.269357,0.929304,BARBUNYA
0.238373,0.396085,0.361074,0.234251,0.368343,0.854706,0.593814,0.252008,0.894728,BARBUNYA
0.238625,0.437751,0.380185,0.235579,0.368638,0.810802,0.434944,0.21825,0.955024,BARBUNYA
0.238633,0.417685,0.396551,0.236445,0.368648,0.776167,0.508865,0.191844,0.939179,BARBUNYA
0.238723,0.436319,0.417486,0.236379,0.368753,0.782393,0.44046,0.16143,0.904833,BARBUNYA
0.238749,0.395101,0.366536,0.235191,0.368783,0.831464,0.599733,0.242378,0.948268,BARBUNYA
0.238967,0.364639,0.362421,0.234321,0.369038,0.875616,0.736383,0.250271,0.88119,BARBUNYA
0.239265,0.370504,0.336983,0.233551,0.369388,0.919199,0.710494,0.302023,0.905653,BARBUNYA
0.239372,0.370285,0.343369,0.235542,0.369513,0.842117,0.71206,0.28855,0.789204,BARBUNYA
0.239458,0.393422,0.382976,0.235237,0.369613,0.857928,0.610222,0.214584,0.915034,BARBUNYA
0.239466,0.396255,0.363853,0.235026,0.369623,0.866831,0.598381,0.24826,0.912434,BARBUNYA
0.239551,0.360667,0.353998,0.23393,0.369723,0.915099,0.758452,0.267223,0.899834,BARBUNYA
0.23965,0.396851,0.377441,0.236379,0.369838,0.819263,0.596781,0.224194,0.96024,BARBUNYA
0.23965,0.385111,0.432615,0.235455,0.369838,0.856709,0.64682,0.142333,0.92409,BARBUNYA
0.239654,0.410811,0.408342,0.23529,0.369843,0.863589,0.54025,0.175353,0.930651,BARBUNYA
0.239658,0.36167,0.380509,0.233538,0.369848,0.935479,0.754188,0.218972,0.922762,BARBUNYA
0.239709,0.411167,0.388722,0.239664,0.369908,0.69011,0.539106,0.205456,0.891399,BARBUNYA
0.239825,0.389074,0.338611,0.235789,0.370043,0.850123,0.630524,0.299323,0.862329,BARBUNYA
0.240196,0.367197,0.323193,0.235266,0.370477,0.88625,0.73075,0.334763,0.961681,BARBUNYA
0.240299,0.415118,0.375154,0.237475,0.370597,0.800813,0.526378,0.22897,0.923025,BARBUNYA
0.240435,0.365431,0.385435,0.23421,0.370757,0.939013,0.740339,0.211689,0.891234,BARBUNYA
0.240538,0.387446,0.362926,0.237483,0.370877,0.809964,0.641064,0.251404,0.960038,BARBUNYA
0.240563,0.429207,0.390705,0.237842,0.370907,0.796553,0.474297,0.203275,0.915882,BARBUNYA
0.240563,0.377848,0.355379,0.236098,0.370907,0.867001,0.68361,0.265898,0.990674,BARBUNYA
0.240568,0.366832,0.373952,0.23522,0.370912,0.902935,0.734407,0.231414,0.901548,BARBUNYA
0.240657,0.416999,0.379454,0.236531,0.371016,0.853179,0.52074,0.221992,0.924068,BARBUNYA
0.240696,0.388437,0.331578,0.236477,0.371061,0.856879,0.637556,0.316144,0.833219,BARBUNYA
0.240709,0.37394,0.382537,0.235282,0.371076,0.906036,0.702107,0.216838,0.95657,BARBUNYA
0.240798,0.419069,0.414604,0.236906,0.371181,0.843593,0.513422,0.167641,0.979098,BARBUNYA
0.240943,0.390156,0.33263,0.236881,0.371351,0.850361,0.631371,0.314152,0.946236,BARBUNYA
0.241012,0.402001,0.417663,0.23698,0.37143,0.849072,0.582026,0.163596,0.971355,BARBUNYA
0.241183,0.413826,0.386706,0.237793,0.37163,0.82307,0.535482,0.210493,0.939974,BARBUNYA
0.241255,0.399357,0.366555,0.238056,0.371715,0.815328,0.594078,0.245607,0.872927,BARBUNYA
0.241563,0.414729,0.369806,0.237335,0.372073,0.8566,0.5337,0.240076,0.958443,BARBUNYA
0.24158,0.393474,0.413788,0.236449,0.372093,0.893213,0.620314,0.169627,0.969525,BARBUNYA
0.241704,0.416854,0.383169,0.238803,0.372238,0.803099,0.526082,0.216987,0.94922,BARBUNYA
0.241827,0.377839,0.325882,0.237434,0.372382,0.863101,0.690057,0.330984,0.973246,BARBUNYA
0.241862,0.414346,0.394634,0.238304,0.372422,0.829372,0.536571,0.198548,0.877613,BARBUNYA
0.241879,0.413859,0.387753,0.238456,0.372442,0.823915,0.538556,0.209608,0.867008,BARBUNYA
0.242118,0.376777,0.375324,0.237244,0.372721,0.882297,0.696344,0.230953,0.856755,BARBUNYA
0.242139,0.410345,0.380178,0.238159,0.372746,0.846162,0.553641,0.222579,0.824456,BARBUNYA
0.24222,0.434196,0.382941,0.240056,0.37284,0.773387,0.463349,0.217996,0.933295,BARBUNYA
0.242519,0.406441,0.380096,0.239153,0.373188,0.821244,0.571077,0.223185,0.965905,BARBUNYA
0.243006,0.398356,0.367153,0.239866,0.373755,0.811874,0.606632,0.246782,0.917439,BARBUNYA
0.243113,0.392512,0.382951,0.240311,0.37388,0.798295,0.631869,0.219064,0.792046,BARBUNYA
0.243377,0.405471,0.326435,0.241074,0.374188,0.778333,0.579045,0.332101,0.96337,BARBUNYA
0.24339,0.391594,0.365436,0.239161,0.374203,0.855278,0.637164,0.250465,0.917021,BARBUNYA
0.243403,0.400536,0.385047,0.238634,0.374218,0.87703,0.599451,0.2159,0.95475,BARBUNYA
0.243535,0.428091,0.419471,0.241408,0.374372,0.771271,0.491612,0.163742,0.795851,BARBUNYA
0.24354,0.390999,0.389976,0.238918,0.374377,0.870963,0.640453,0.207953,0.851126,BARBUNYA
0.243693,0.417492,0.441815,0.239845,0.374555,0.839762,0.532693,0.134755,0.847728,BARBUNYA
