@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R1-2,8,14,17'

@attribute Area numeric
@attribute Perimeter numeric
@attribute EquivDiameter numeric
@attribute ShapeFactor2 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.191391,0.312147,0.311113,0.411574,BARBUNYA
0.191536,0.331577,0.311297,0.249796,BARBUNYA
0.191566,0.339592,0.311335,0.192145,BARBUNYA
0.191592,0.347691,0.311368,0.341353,BARBUNYA
0.191639,0.333344,0.311427,0.277183,BARBUNYA
0.191762,0.308188,0.311584,0.331222,BARBUNYA
0.191827,0.322672,0.311665,0.260835,BARBUNYA
0.192168,0.314913,0.312098,0.432621,BARBUNYA
0.192309,0.340535,0.312276,0.181213,BARBUNYA
0.192313,0.325905,0.312281,0.318304,BARBUNYA
0.192373,0.381459,0.312357,0.173597,BARBUNYA
0.192411,0.333366,0.312406,0.281899,BARBUNYA
0.192471,0.317207,0.312481,0.248229,BARBUNYA
0.192501,0.345126,0.312519,0.387647,BARBUNYA
0.192599,0.320444,0.312643,0.266473,BARBUNYA
0.192625,0.308628,0.312676,0.24606,BARBUNYA
0.192715,0.309848,0.312789,0.361925,BARBUNYA
0.192757,0.348404,0.312843,0.256034,BARBUNYA
0.192958,0.381087,0.313097,0.346002,BARBUNYA
0.192988,0.31019,0.313134,0.303669,BARBUNYA
0.192992,0.307156,0.31314,0.312713,BARBUNYA
0.193142,0.422899,0.313329,0.303742,BARBUNYA
0.193283,0.336114,0.313507,0.301898,BARBUNYA
0.193372,0.325829,0.31362,0.268042,BARBUNYA
0.193479,0.307867,0.313755,0.202843,BARBUNYA
0.193795,0.354727,0.314154,0.268681,BARBUNYA
0.194184,0.314319,0.314644,0.306368,BARBUNYA
0.194201,0.318323,0.314665,0.466086,BARBUNYA
0.194201,0.362683,0.314665,0.32646,BARBUNYA
0.194205,0.333198,0.314671,0.320174,BARBUNYA
0.19423,0.318626,0.314703,0.26946,BARBUNYA
0.194235,0.378092,0.314709,0.185007,BARBUNYA
0.194243,0.317838,0.314719,0.204993,BARBUNYA
0.194324,0.342193,0.314822,0.248782,BARBUNYA
0.194346,0.33077,0.314849,0.241739,BARBUNYA
0.194512,0.339674,0.315058,0.223273,BARBUNYA
0.194568,0.331227,0.315128,0.265277,BARBUNYA
0.194598,0.342306,0.315166,0.342213,BARBUNYA
0.194734,0.332454,0.315338,0.320248,BARBUNYA
0.194794,0.339086,0.315414,0.24108,BARBUNYA
0.194798,0.322204,0.315419,0.26763,BARBUNYA
0.194888,0.332712,0.315532,0.283713,BARBUNYA
0.194935,0.339446,0.315591,0.262378,BARBUNYA
0.194991,0.356611,0.315661,0.280226,BARBUNYA
0.19508,0.399709,0.315774,0.247186,BARBUNYA
0.195319,0.334175,0.316075,0.275973,BARBUNYA
0.195332,0.307946,0.316091,0.259229,BARBUNYA
0.195413,0.349467,0.316193,0.368925,BARBUNYA
0.195866,0.358525,0.316762,0.235096,BARBUNYA
0.195879,0.4005,0.316779,0.325259,BARBUNYA
0.195909,0.332739,0.316816,0.25235,BARBUNYA
0.195964,0.344385,0.316886,0.255569,BARBUNYA
0.196135,0.330728,0.317101,0.349046,BARBUNYA
0.196182,0.331848,0.31716,0.338932,BARBUNYA
0.196203,0.328216,0.317187,0.366076,BARBUNYA
0.196207,0.357505,0.317192,0.235774,BARBUNYA
0.196212,0.366782,0.317197,0.243239,BARBUNYA
0.196293,0.345418,0.317299,0.258293,BARBUNYA
0.196429,0.302988,0.317471,0.312822,BARBUNYA
0.196489,0.39634,0.317546,0.197393,BARBUNYA
0.196506,0.331123,0.317567,0.293007,BARBUNYA
0.196519,0.332031,0.317583,0.255417,BARBUNYA
0.196541,0.398063,0.31761,0.199912,BARBUNYA
0.19657,0.362283,0.317648,0.310033,BARBUNYA
0.196613,0.332291,0.317701,0.292464,BARBUNYA
0.196686,0.346521,0.317793,0.223595,BARBUNYA
0.196784,0.316063,0.317916,0.442376,BARBUNYA
0.196844,0.326987,0.317991,0.225096,BARBUNYA
0.196959,0.355987,0.318136,0.253772,BARBUNYA
0.196993,0.347562,0.318178,0.367051,BARBUNYA
0.197365,0.345575,0.318645,0.332529,BARBUNYA
0.197612,0.339425,0.318955,0.290946,BARBUNYA
0.198018,0.37173,0.319463,0.268158,BARBUNYA
0.198137,0.348262,0.319613,0.212788,BARBUNYA
0.198342,0.318623,0.31987,0.233726,BARBUNYA
0.198389,0.344799,0.319929,0.29412,BARBUNYA
0.198398,0.340885,0.319939,0.309928,BARBUNYA
0.198492,0.338628,0.320057,0.24741,BARBUNYA
0.198509,0.322649,0.320078,0.297206,BARBUNYA
0.198599,0.350959,0.32019,0.359474,BARBUNYA
0.19865,0.352509,0.320255,0.368182,BARBUNYA
0.198658,0.323177,0.320265,0.231626,BARBUNYA
0.198829,0.331642,0.320479,0.367255,BARBUNYA
0.198855,0.364077,0.320511,0.292271,BARBUNYA
0.198944,0.332505,0.320623,0.203144,BARBUNYA
0.199132,0.34713,0.320858,0.385721,BARBUNYA
0.199162,0.319028,0.320895,0.244723,BARBUNYA
0.199248,0.341357,0.321002,0.244999,BARBUNYA
0.199256,0.338875,0.321013,0.246081,BARBUNYA
0.199265,0.38331,0.321023,0.282109,BARBUNYA
0.199474,0.343157,0.321285,0.148429,BARBUNYA
0.199585,0.343719,0.321424,0.255705,BARBUNYA
0.199589,0.313784,0.321429,0.24767,BARBUNYA
0.199811,0.337371,0.321706,0.246072,BARBUNYA
0.199892,0.318726,0.321808,0.257671,BARBUNYA
0.199901,0.331124,0.321818,0.350557,BARBUNYA
0.200106,0.34593,0.322074,0.199899,BARBUNYA
0.200213,0.34148,0.322207,0.152913,BARBUNYA
0.200221,0.350779,0.322218,0.231623,BARBUNYA
0.200426,0.344565,0.322474,0.227407,BARBUNYA
0.200652,0.361597,0.322756,0.222429,BARBUNYA
0.200657,0.37852,0.322761,0.284668,BARBUNYA
0.200725,0.410689,0.322846,0.175599,BARBUNYA
0.200759,0.353572,0.322889,0.212382,BARBUNYA
0.200768,0.324671,0.3229,0.294818,BARBUNYA
0.200806,0.329603,0.322948,0.21143,BARBUNYA
0.200832,0.335428,0.32298,0.352498,BARBUNYA
0.201097,0.330149,0.323309,0.386275,BARBUNYA
0.201169,0.323816,0.3234,0.292147,BARBUNYA
0.201178,0.319185,0.323411,0.319918,BARBUNYA
0.20119,0.332809,0.323427,0.242417,BARBUNYA
0.201225,0.315492,0.323469,0.298156,BARBUNYA
0.201233,0.374562,0.32348,0.24872,BARBUNYA
0.201259,0.347059,0.323512,0.270481,BARBUNYA
0.201553,0.320297,0.323878,0.246905,BARBUNYA
0.201583,0.353898,0.323916,0.313743,BARBUNYA
0.201703,0.372501,0.324065,0.262227,BARBUNYA
0.201707,0.365241,0.32407,0.246795,BARBUNYA
0.201737,0.329065,0.324107,0.345352,BARBUNYA
0.201822,0.355828,0.324213,0.253925,BARBUNYA
0.201959,0.357186,0.324383,0.311902,BARBUNYA
0.201985,0.304831,0.324415,0.286374,BARBUNYA
0.202074,0.31757,0.324527,0.289526,BARBUNYA
0.202138,0.339188,0.324606,0.239941,BARBUNYA
0.202275,0.369392,0.324776,0.151261,BARBUNYA
0.202292,0.335758,0.324798,0.354332,BARBUNYA
0.202313,0.336101,0.324824,0.306417,BARBUNYA
0.202343,0.347498,0.324861,0.269986,BARBUNYA
0.202403,0.349113,0.324936,0.313694,BARBUNYA
0.202514,0.326358,0.325074,0.191106,BARBUNYA
0.202518,0.340875,0.325079,0.187171,BARBUNYA
0.202548,0.350127,0.325116,0.240677,BARBUNYA
0.202762,0.378028,0.325381,0.228232,BARBUNYA
0.202988,0.333897,0.325662,0.372786,BARBUNYA
0.202988,0.337233,0.325662,0.28944,BARBUNYA
0.202992,0.327796,0.325668,0.318758,BARBUNYA
0.203103,0.346272,0.325806,0.286228,BARBUNYA
0.20315,0.357621,0.325864,0.338526,BARBUNYA
0.203227,0.321111,0.325959,0.196533,BARBUNYA
0.203266,0.333092,0.326007,0.216059,BARBUNYA
0.203313,0.340586,0.326065,0.304773,BARBUNYA
0.203377,0.3466,0.326145,0.209557,BARBUNYA
0.203402,0.362777,0.326177,0.289531,BARBUNYA
0.203428,0.336792,0.326208,0.233357,BARBUNYA
0.203535,0.345842,0.326341,0.242974,BARBUNYA
0.203629,0.362373,0.326457,0.210558,BARBUNYA
0.203667,0.344505,0.326505,0.290299,BARBUNYA
0.203676,0.33248,0.326516,0.255476,BARBUNYA
0.203723,0.35029,0.326574,0.297887,BARBUNYA
0.203731,0.326082,0.326585,0.30433,BARBUNYA
0.203744,0.339753,0.3266,0.2269,BARBUNYA
0.203752,0.357877,0.326611,0.354443,BARBUNYA
0.203816,0.345493,0.32669,0.295968,BARBUNYA
0.203863,0.333836,0.326749,0.319635,BARBUNYA
0.203876,0.392578,0.326765,0.202585,BARBUNYA
0.203902,0.346541,0.326796,0.256292,BARBUNYA
0.203962,0.361596,0.32687,0.228139,BARBUNYA
0.20406,0.372106,0.326992,0.236736,BARBUNYA
0.204094,0.3289,0.327035,0.205709,BARBUNYA
0.204218,0.386146,0.327188,0.251277,BARBUNYA
0.204312,0.363641,0.327304,0.35771,BARBUNYA
0.204325,0.32569,0.32732,0.327907,BARBUNYA
0.204367,0.344101,0.327373,0.236752,BARBUNYA
0.204483,0.391838,0.327516,0.214576,BARBUNYA
0.204803,0.329262,0.327913,0.279081,BARBUNYA
0.204803,0.315328,0.327913,0.272467,BARBUNYA
0.204824,0.346122,0.327939,0.356664,BARBUNYA
0.205089,0.326779,0.328267,0.205211,BARBUNYA
0.20511,0.328845,0.328293,0.229151,BARBUNYA
0.205127,0.340669,0.328314,0.243254,BARBUNYA
0.20517,0.336107,0.328367,0.35986,BARBUNYA
0.205204,0.373343,0.328409,0.283731,BARBUNYA
0.205247,0.338416,0.328462,0.336283,BARBUNYA
0.205298,0.33027,0.328526,0.383015,BARBUNYA
0.205354,0.33579,0.328594,0.295283,BARBUNYA
0.205516,0.342836,0.328795,0.308153,BARBUNYA
0.205597,0.34942,0.328895,0.262534,BARBUNYA
0.205606,0.332524,0.328906,0.291528,BARBUNYA
0.205746,0.349205,0.32908,0.256481,BARBUNYA
0.205793,0.34901,0.329138,0.256843,BARBUNYA
0.205806,0.363568,0.329154,0.290451,BARBUNYA
0.205887,0.329975,0.329254,0.451511,BARBUNYA
0.20593,0.328744,0.329307,0.346749,BARBUNYA
0.20605,0.382118,0.329455,0.242404,BARBUNYA
0.206259,0.414675,0.329713,0.249258,BARBUNYA
0.206289,0.345709,0.32975,0.297092,BARBUNYA
0.206425,0.356276,0.329919,0.315043,BARBUNYA
0.206451,0.34763,0.32995,0.318915,BARBUNYA
0.206468,0.418701,0.329971,0.244305,BARBUNYA
0.206596,0.365741,0.330129,0.2101,BARBUNYA
0.206677,0.362628,0.33023,0.261145,BARBUNYA
0.206741,0.340133,0.330309,0.465459,BARBUNYA
0.206763,0.395682,0.330335,0.249406,BARBUNYA
0.206801,0.31298,0.330382,0.315446,BARBUNYA
0.206831,0.383217,0.330419,0.132057,BARBUNYA
0.206844,0.3484,0.330435,0.307641,BARBUNYA
0.206929,0.327762,0.33054,0.306462,BARBUNYA
0.206955,0.380038,0.330572,0.276608,BARBUNYA
0.20698,0.353303,0.330604,0.258272,BARBUNYA
0.20701,0.327578,0.33064,0.246051,BARBUNYA
0.207109,0.346808,0.330762,0.267933,BARBUNYA
0.20716,0.342856,0.330825,0.220008,BARBUNYA
0.207185,0.375271,0.330856,0.262071,BARBUNYA
0.207249,0.331988,0.330935,0.229581,BARBUNYA
0.207309,0.386073,0.331009,0.255153,BARBUNYA
0.207339,0.362909,0.331046,0.246357,BARBUNYA
0.207382,0.355261,0.331098,0.327998,BARBUNYA
0.207429,0.333682,0.331156,0.188843,BARBUNYA
0.207442,0.350918,0.331172,0.259788,BARBUNYA
0.207489,0.359674,0.33123,0.245296,BARBUNYA
0.207659,0.423087,0.331441,0.165706,BARBUNYA
0.207911,0.396064,0.331751,0.176591,BARBUNYA
0.207958,0.361853,0.331809,0.310663,BARBUNYA
0.208377,0.340269,0.332324,0.229586,BARBUNYA
0.208411,0.344696,0.332366,0.242436,BARBUNYA
0.208424,0.340111,0.332382,0.387365,BARBUNYA
0.208441,0.327634,0.332403,0.225352,BARBUNYA
0.208727,0.372311,0.332754,0.325728,BARBUNYA
0.208881,0.346764,0.332943,0.242398,BARBUNYA
0.208945,0.386311,0.333022,0.247322,BARBUNYA
0.209051,0.369709,0.333153,0.276051,BARBUNYA
0.209081,0.350566,0.33319,0.245052,BARBUNYA
0.209107,0.370015,0.333222,0.213722,BARBUNYA
0.209214,0.357679,0.333353,0.273128,BARBUNYA
0.209346,0.320817,0.333515,0.242919,BARBUNYA
0.209453,0.387812,0.333647,0.224378,BARBUNYA
0.209453,0.340241,0.333647,0.335905,BARBUNYA
0.209495,0.375939,0.333699,0.256297,BARBUNYA
0.209606,0.357459,0.333835,0.247145,BARBUNYA
0.209606,0.367731,0.333835,0.245376,BARBUNYA
0.209662,0.343134,0.333904,0.286099,BARBUNYA
0.209675,0.335434,0.333919,0.351624,BARBUNYA
0.209829,0.331464,0.334108,0.389296,BARBUNYA
0.209867,0.343172,0.334155,0.381632,BARBUNYA
0.209888,0.378051,0.334181,0.283668,BARBUNYA
0.20991,0.33413,0.334208,0.331507,BARBUNYA
0.209927,0.3578,0.334229,0.271748,BARBUNYA
0.209948,0.343779,0.334255,0.208983,BARBUNYA
0.209987,0.343246,0.334302,0.399812,BARBUNYA
0.210213,0.323646,0.33458,0.292733,BARBUNYA
0.210307,0.368521,0.334695,0.19665,BARBUNYA
0.210482,0.341335,0.334909,0.260165,BARBUNYA
0.210537,0.348021,0.334978,0.364104,BARBUNYA
0.210542,0.33019,0.334983,0.38598,BARBUNYA
0.210597,0.348058,0.335051,0.210481,BARBUNYA
0.210734,0.390461,0.335218,0.205929,BARBUNYA
0.210785,0.350948,0.335281,0.271408,BARBUNYA
0.210875,0.361288,0.335391,0.296369,BARBUNYA
0.210917,0.344613,0.335443,0.271504,BARBUNYA
0.210952,0.363428,0.335485,0.200458,BARBUNYA
0.211071,0.390227,0.335632,0.234844,BARBUNYA
0.211088,0.339709,0.335653,0.277518,BARBUNYA
0.211216,0.38326,0.335809,0.209537,BARBUNYA
0.211242,0.361649,0.335841,0.198458,BARBUNYA
0.211276,0.352296,0.335883,0.206671,BARBUNYA
0.211374,0.361904,0.336003,0.267573,BARBUNYA
0.211485,0.406989,0.336139,0.27257,BARBUNYA
0.211545,0.380587,0.336212,0.231488,BARBUNYA
0.211639,0.331564,0.336327,0.233043,BARBUNYA
0.211712,0.35844,0.336416,0.22297,BARBUNYA
0.211784,0.34673,0.336505,0.273455,BARBUNYA
0.211801,0.342947,0.336525,0.290038,BARBUNYA
0.211818,0.337749,0.336546,0.25568,BARBUNYA
0.211874,0.358364,0.336614,0.289858,BARBUNYA
0.211882,0.34281,0.336625,0.171254,BARBUNYA
0.211899,0.401345,0.336646,0.228799,BARBUNYA
0.211942,0.392071,0.336698,0.249831,BARBUNYA
0.211985,0.354475,0.33675,0.249012,BARBUNYA
0.211998,0.401417,0.336766,0.189367,BARBUNYA
0.212053,0.339346,0.336834,0.248731,BARBUNYA
0.21219,0.333459,0.337001,0.25953,BARBUNYA
0.212279,0.343395,0.33711,0.20521,BARBUNYA
0.212284,0.337718,0.337116,0.269259,BARBUNYA
0.212613,0.371287,0.337517,0.209933,BARBUNYA
0.212711,0.379745,0.337637,0.292169,BARBUNYA
0.212766,0.364299,0.337705,0.237096,BARBUNYA
0.21283,0.394876,0.337783,0.174925,BARBUNYA
0.21295,0.377037,0.337929,0.195208,BARBUNYA
0.213044,0.338516,0.338044,0.24353,BARBUNYA
0.213159,0.44078,0.338185,0.164873,BARBUNYA
0.213172,0.351388,0.3382,0.235921,BARBUNYA
0.2133,0.371376,0.338357,0.186457,BARBUNYA
0.213326,0.381198,0.338388,0.2663,BARBUNYA
0.213466,0.372225,0.33856,0.261937,BARBUNYA
0.213693,0.360804,0.338836,0.233098,BARBUNYA
0.21374,0.342342,0.338893,0.325569,BARBUNYA
0.213765,0.372433,0.338925,0.261447,BARBUNYA
0.213915,0.356683,0.339107,0.26305,BARBUNYA
0.213928,0.341428,0.339122,0.337338,BARBUNYA
0.213932,0.363007,0.339128,0.273835,BARBUNYA
0.21415,0.35894,0.339393,0.188261,BARBUNYA
0.214154,0.363665,0.339398,0.220508,BARBUNYA
0.21435,0.437361,0.339638,0.19894,BARBUNYA
0.21447,0.337349,0.339783,0.276681,BARBUNYA
0.214483,0.344783,0.339799,0.239061,BARBUNYA
0.214508,0.37795,0.33983,0.181776,BARBUNYA
0.214538,0.344698,0.339866,0.196866,BARBUNYA
0.214585,0.353705,0.339924,0.283831,BARBUNYA
0.214615,0.380883,0.33996,0.279767,BARBUNYA
0.214658,0.329784,0.340012,0.238244,BARBUNYA
0.214769,0.366474,0.340147,0.29809,BARBUNYA
0.214876,0.348898,0.340277,0.317287,BARBUNYA
0.215016,0.367072,0.340449,0.213023,BARBUNYA
0.215345,0.385378,0.340849,0.26618,BARBUNYA
0.215448,0.386188,0.340973,0.356173,BARBUNYA
0.215452,0.343554,0.340978,0.307057,BARBUNYA
0.215465,0.338916,0.340994,0.333537,BARBUNYA
0.215648,0.379499,0.341217,0.200676,BARBUNYA
0.215653,0.35983,0.341222,0.225888,BARBUNYA
0.215828,0.351486,0.341435,0.304444,BARBUNYA
0.215879,0.361755,0.341498,0.266806,BARBUNYA
0.215986,0.377712,0.341627,0.288531,BARBUNYA
0.216016,0.340529,0.341664,0.307928,BARBUNYA
0.216041,0.372271,0.341695,0.237093,BARBUNYA
0.216152,0.351684,0.34183,0.250184,BARBUNYA
0.216191,0.372911,0.341876,0.248835,BARBUNYA
0.216306,0.392148,0.342016,0.196165,BARBUNYA
0.216319,0.378805,0.342032,0.183184,BARBUNYA
0.216336,0.359163,0.342053,0.223122,BARBUNYA
0.216541,0.359799,0.342301,0.282784,BARBUNYA
0.216626,0.359373,0.342405,0.230868,BARBUNYA
0.216631,0.344737,0.34241,0.332715,BARBUNYA
0.21672,0.341759,0.342519,0.24667,BARBUNYA
0.216814,0.347403,0.342633,0.248972,BARBUNYA
0.216827,0.348789,0.342649,0.338142,BARBUNYA
0.216925,0.378287,0.342768,0.311048,BARBUNYA
0.216981,0.363305,0.342835,0.37283,BARBUNYA
0.217011,0.362114,0.342871,0.359936,BARBUNYA
0.217083,0.377192,0.342959,0.308592,BARBUNYA
0.217147,0.331397,0.343037,0.265378,BARBUNYA
0.217433,0.376732,0.343384,0.201284,BARBUNYA
0.217527,0.354457,0.343498,0.213969,BARBUNYA
0.217544,0.371548,0.343518,0.216182,BARBUNYA
0.217617,0.370756,0.343606,0.246621,BARBUNYA
0.217813,0.335417,0.343844,0.364015,BARBUNYA
0.217856,0.360393,0.343896,0.407522,BARBUNYA
0.21786,0.382286,0.343901,0.332055,BARBUNYA
0.21789,0.370612,0.343937,0.275898,BARBUNYA
0.21792,0.329336,0.343974,0.2558,BARBUNYA
0.217941,0.334839,0.343999,0.397351,BARBUNYA
0.218001,0.3605,0.344072,0.243875,BARBUNYA
0.218031,0.375751,0.344108,0.238962,BARBUNYA
0.218031,0.344879,0.344108,0.279941,BARBUNYA
0.218035,0.358655,0.344113,0.211588,BARBUNYA
0.218035,0.389319,0.344113,0.265621,BARBUNYA
0.218078,0.350213,0.344165,0.216119,BARBUNYA
0.218215,0.354277,0.34433,0.291621,BARBUNYA
0.218262,0.339396,0.344387,0.3953,BARBUNYA
0.218347,0.377593,0.344491,0.166457,BARBUNYA
0.218479,0.414276,0.344651,0.248102,BARBUNYA
0.218526,0.37122,0.344708,0.178679,BARBUNYA
0.218539,0.398697,0.344723,0.180725,BARBUNYA
0.218561,0.343485,0.344749,0.218929,BARBUNYA
0.218569,0.370256,0.344759,0.197696,BARBUNYA
0.21859,0.459317,0.344785,0.211934,BARBUNYA
0.218719,0.365601,0.34494,0.225234,BARBUNYA
0.218774,0.391927,0.345007,0.260338,BARBUNYA
0.218851,0.338462,0.3451,0.265008,BARBUNYA
0.218885,0.365222,0.345141,0.213163,BARBUNYA
0.218936,0.407183,0.345203,0.223861,BARBUNYA
0.218975,0.385847,0.34525,0.266133,BARBUNYA
0.219034,0.368345,0.345322,0.140244,BARBUNYA
0.219141,0.364992,0.345451,0.31348,BARBUNYA
0.219282,0.344316,0.345621,0.342424,BARBUNYA
0.219376,0.370285,0.345735,0.286361,BARBUNYA
0.219735,0.376029,0.346168,0.25383,BARBUNYA
0.219782,0.370946,0.346225,0.301055,BARBUNYA
0.219799,0.380458,0.346246,0.312407,BARBUNYA
0.219803,0.388606,0.346251,0.208887,BARBUNYA
0.219807,0.376275,0.346256,0.278415,BARBUNYA
0.219987,0.348502,0.346472,0.182466,BARBUNYA
0.220115,0.370306,0.346627,0.243127,BARBUNYA
0.220128,0.34079,0.346642,0.241835,BARBUNYA
0.220209,0.361258,0.34674,0.253091,BARBUNYA
0.220333,0.370127,0.34689,0.214119,BARBUNYA
0.220354,0.387024,0.346915,0.174644,BARBUNYA
0.220431,0.33204,0.347008,0.240697,BARBUNYA
0.220452,0.370054,0.347034,0.25049,BARBUNYA
0.220495,0.381913,0.347085,0.290413,BARBUNYA
0.220512,0.378839,0.347106,0.280193,BARBUNYA
0.220636,0.36789,0.347255,0.375975,BARBUNYA
0.220678,0.374717,0.347307,0.249894,BARBUNYA
0.220811,0.371092,0.347466,0.203583,BARBUNYA
0.221016,0.393639,0.347713,0.179306,BARBUNYA
0.221118,0.383867,0.347837,0.256424,BARBUNYA
0.221199,0.38009,0.347935,0.249959,BARBUNYA
0.221319,0.367117,0.348079,0.256393,BARBUNYA
0.221332,0.371706,0.348094,0.285874,BARBUNYA
0.221366,0.354748,0.348135,0.182375,BARBUNYA
0.221366,0.392336,0.348135,0.257885,BARBUNYA
0.221387,0.378404,0.348161,0.196189,BARBUNYA
0.221391,0.363148,0.348166,0.317098,BARBUNYA
0.221618,0.374362,0.348439,0.253218,BARBUNYA
0.221639,0.350092,0.348464,0.181187,BARBUNYA
0.221703,0.357322,0.348541,0.216001,BARBUNYA
0.22178,0.387711,0.348634,0.280213,BARBUNYA
0.221836,0.353999,0.348701,0.434172,BARBUNYA
0.221861,0.366851,0.348731,0.371302,BARBUNYA
0.222045,0.339935,0.348952,0.365233,BARBUNYA
0.222092,0.384304,0.349009,0.18346,BARBUNYA
0.222425,0.414454,0.349409,0.151401,BARBUNYA
0.222442,0.396171,0.34943,0.224665,BARBUNYA
0.222668,0.371969,0.349702,0.173544,BARBUNYA
0.222907,0.380826,0.349989,0.251525,BARBUNYA
0.222946,0.374383,0.350035,0.239738,BARBUNYA
0.22301,0.356187,0.350112,0.191684,BARBUNYA
0.223023,0.371954,0.350128,0.191797,BARBUNYA
0.223027,0.365562,0.350133,0.199407,BARBUNYA
0.223121,0.339587,0.350246,0.328001,BARBUNYA
0.223407,0.350053,0.350589,0.266396,BARBUNYA
0.223471,0.3872,0.350666,0.29589,BARBUNYA
0.223544,0.376048,0.350753,0.195813,BARBUNYA
0.223552,0.35777,0.350763,0.272501,BARBUNYA
0.223569,0.369898,0.350784,0.31575,BARBUNYA
0.223608,0.367052,0.35083,0.20397,BARBUNYA
0.223778,0.36502,0.351035,0.252877,BARBUNYA
0.223804,0.379201,0.351066,0.303981,BARBUNYA
0.223817,0.361099,0.351081,0.274686,BARBUNYA
0.22383,0.366615,0.351096,0.359435,BARBUNYA
0.224137,0.387123,0.351465,0.278356,BARBUNYA
0.224184,0.382298,0.351521,0.166976,BARBUNYA
0.224188,0.353983,0.351527,0.216352,BARBUNYA
0.224244,0.40336,0.351593,0.18758,BARBUNYA
0.224342,0.368827,0.351711,0.237745,BARBUNYA
0.224444,0.390092,0.351834,0.178577,BARBUNYA
0.224602,0.381072,0.352023,0.251619,BARBUNYA
0.224731,0.389732,0.352176,0.265897,BARBUNYA
0.224752,0.35365,0.352202,0.337212,BARBUNYA
0.224786,0.38907,0.352243,0.239758,BARBUNYA
0.224846,0.334191,0.352315,0.253941,BARBUNYA
0.224914,0.361218,0.352396,0.287049,BARBUNYA
0.224927,0.345009,0.352412,0.259449,BARBUNYA
0.22494,0.379529,0.352427,0.246466,BARBUNYA
0.225017,0.366618,0.352519,0.159103,BARBUNYA
0.225064,0.396528,0.352575,0.275891,BARBUNYA
0.225158,0.351525,0.352688,0.3361,BARBUNYA
0.22517,0.374682,0.352703,0.292007,BARBUNYA
0.225311,0.390924,0.352872,0.27158,BARBUNYA
0.225328,0.375386,0.352892,0.231644,BARBUNYA
0.225388,0.383316,0.352964,0.276845,BARBUNYA
0.225431,0.417735,0.353015,0.264993,BARBUNYA
0.225461,0.367555,0.353051,0.17897,BARBUNYA
0.225478,0.360973,0.353071,0.30261,BARBUNYA
0.225482,0.37343,0.353076,0.19459,BARBUNYA
0.225516,0.387806,0.353117,0.181691,BARBUNYA
0.225649,0.355531,0.353275,0.251008,BARBUNYA
0.225896,0.399584,0.353571,0.289272,BARBUNYA
0.225935,0.412855,0.353617,0.185231,BARBUNYA
0.225994,0.382185,0.353689,0.309336,BARBUNYA
0.22602,0.366255,0.353719,0.243199,BARBUNYA
0.226191,0.385723,0.353924,0.219277,BARBUNYA
0.226272,0.365474,0.354021,0.395445,BARBUNYA
0.226554,0.333198,0.354357,0.263549,BARBUNYA
0.226605,0.380078,0.354418,0.269126,BARBUNYA
0.226643,0.374643,0.354464,0.256942,BARBUNYA
0.226652,0.49468,0.354474,0.350991,BARBUNYA
0.226729,0.375408,0.354566,0.317091,BARBUNYA
0.226942,0.380401,0.354821,0.267997,BARBUNYA
0.227109,0.368149,0.35502,0.213382,BARBUNYA
0.227113,0.374105,0.355025,0.2064,BARBUNYA
0.227122,0.404867,0.355035,0.21532,BARBUNYA
0.227173,0.394714,0.355096,0.119809,BARBUNYA
0.227322,0.383673,0.355275,0.225972,BARBUNYA
0.227348,0.375321,0.355305,0.240488,BARBUNYA
0.227391,0.388927,0.355356,0.257347,BARBUNYA
0.227604,0.380771,0.355611,0.296697,BARBUNYA
0.227954,0.348404,0.356028,0.21167,BARBUNYA
0.228138,0.36862,0.356247,0.197622,BARBUNYA
0.228232,0.363511,0.356359,0.275371,BARBUNYA
0.2283,0.37397,0.35644,0.200535,BARBUNYA
0.228394,0.3901,0.356552,0.179189,BARBUNYA
0.228411,0.367902,0.356572,0.31361,BARBUNYA
0.228471,0.381823,0.356643,0.197012,BARBUNYA
0.228544,0.371671,0.35673,0.291314,BARBUNYA
0.228565,0.399327,0.356755,0.202437,BARBUNYA
0.228689,0.354975,0.356903,0.363233,BARBUNYA
0.228992,0.432249,0.357263,0.199975,BARBUNYA
0.229112,0.385689,0.357406,0.242433,BARBUNYA
0.229427,0.374157,0.357781,0.245614,BARBUNYA
0.229445,0.389454,0.357802,0.211881,BARBUNYA
0.229517,0.391373,0.357888,0.190328,BARBUNYA
0.229573,0.3822,0.357954,0.263152,BARBUNYA
0.229705,0.442267,0.358111,0.187668,BARBUNYA
0.229705,0.388424,0.358111,0.168026,BARBUNYA
0.229795,0.369982,0.358218,0.294422,BARBUNYA
0.23035,0.375881,0.358877,0.173186,BARBUNYA
0.230521,0.354092,0.35908,0.253345,BARBUNYA
0.230657,0.432088,0.359242,0.202753,BARBUNYA
0.230704,0.369927,0.359298,0.257726,BARBUNYA
0.230858,0.416568,0.35948,0.346503,BARBUNYA
0.231144,0.372413,0.359819,0.319538,BARBUNYA
0.231161,0.364757,0.35984,0.308043,BARBUNYA
0.231161,0.404481,0.35984,0.148442,BARBUNYA
